[IRV | PA | NT | James | Chapter 2 | Verse 1] ਹੇ ਮੇਰੇ ਭਰਾਵੋ, ਸਾਡੇ ਪ੍ਰਤਾਪਵਾਨ ਪ੍ਰਭੂ ਯਿਸੂ ਮਸੀਹ ਉੱਤੇ ਤੁਹਾਡਾ ਵਿਸ਼ਵਾਸ ਕਿਸੇ ਤਰ੍ਹਾਂ ਦੇ ਪੱਖਪਾਤ ਨਾਲ ਨਾ ਹੋਵੇ।
[IRV | PA | NT | James | Chapter 2 | Verse 12] ਤੁਸੀਂ ਉਨ੍ਹਾ ਲੋਕਾਂ ਦੀ ਤਰ੍ਹਾਂ ਬਚਨ ਬੋਲੋ ਅਤੇ ਕੰਮ ਵੀ ਕਰੋ, ਜਿਨ੍ਹਾਂ ਦਾ ਨਿਆਂ ਅਜ਼ਾਦੀ ਦੀ ਬਿਵਸਥਾ ਦੇ ਅਨੁਸਾਰ ਹੋਣਾ ਹੈ।
[IRV | PA | NT | James | Chapter 2 | Verse 13] ਕਿਉਂਕਿ ਜਿਸ ਨੇ ਦਯਾ ਨਾ ਕੀਤੀ ਉਸ ਦਾ ਨਿਆਂ ਬਿਨ੍ਹਾਂ ਦਯਾ ਤੋਂ ਕੀਤਾ ਜਾਵੇਗਾ। ਦਯਾ ਨਿਆਂ ਦੇ ਉੱਤੇ ਜਿੱਤ ਪਾਉਂਦੀ ਹੈ।
[IRV | PA | NT | James | Chapter 2 | Verse 14] ਹੇ ਮੇਰੇ ਭਰਾਵੋ, ਜੇ ਕੋਈ ਆਖੇ ਕਿ ਮੈਨੂੰ ਵਿਸ਼ਵਾਸ ਹੈ, ਪਰ ਉਹ ਅਮਲ ਨਾ ਕਰਦਾ ਹੋਵੇ ਤਾਂ ਕੀ ਲਾਭ ਹੋਇਆ? ਭਲਾ, ਇਹ ਵਿਸ਼ਵਾਸ ਉਸ ਨੂੰ ਬਚਾ ਸਕਦਾ ਹੈ?
[IRV | PA | NT | James | Chapter 2 | Verse 15] ਜੇ ਕੋਈ ਭਾਈ ਜਾਂ ਭੈਣ ਭੋਜਨ ਬਸਤਰ ਅਤੇ ਰੱਜਵੀਂ ਰੋਟੀ ਤੋਂ ਥੁੜਿਆ ਹੋਵੇ।
[IRV | PA | NT | James | Chapter 2 | Verse 16] ਅਤੇ ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਕੋਈ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖੇ ਕਿ ਸ਼ਾਂਤੀ ਨਾਲ ਜਾਓ। ਨਿੱਘੇ ਅਤੇ ਰੱਜੇ ਪੁੱਜੇ ਰਹੋ ਪਰ ਜਿਹੜੀਆਂ ਵਸਤਾਂ ਸਰੀਰ ਲਈ ਜ਼ਰੂਰੀ ਹਨ ਉਹ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਨੂੰ ਨਾ ਦਿੱਤੀਆਂ ਤਾਂ ਕੀ ਲਾਭ ਹੋਇਆ?
[IRV | PA | NT | James | Chapter 2 | Verse 17] ਇਸੇ ਪ੍ਰਕਾਰ ਵਿਸ਼ਵਾਸ ਜੋ ਅਮਲ ਸਹਿਤ ਨਾ ਹੋਵੇ ਤਾਂ ਆਪਣੇ ਆਪ ਵਿੱਚ ਮਰਿਆ ਹੋਇਆ ਹੈ।
[IRV | PA | NT | James | Chapter 2 | Verse 18] ਪਰ ਜੇ ਕੋਈ ਕਹੇ ਕਿ ਤੇਰੇ ਕੋਲ ਵਿਸ਼ਵਾਸ ਹੈ ਅਤੇ ਮੇਰੇ ਕੋਲ ਅਮਲ ਹਨ। ਤੂੰ ਆਪਣਾ ਵਿਸ਼ਵਾਸ ਕੰਮਾਂ ਤੋਂ ਬਿਨ੍ਹਾਂ ਮੈਨੂੰ ਵਿਖਾ ਅਤੇ ਮੈਂ ਆਪਣਿਆਂ ਕੰਮਾਂ ਨਾਲ ਤੈਨੂੰ ਆਪਣਾ ਵਿਸ਼ਵਾਸ ਵਿਖਾਵਾਂਗਾ।
[IRV | PA | NT | James | Chapter 2 | Verse 19] ਤੂੰ ਵਿਸ਼ਵਾਸ ਕਰਦਾ ਹੈਂ ਕਿ ਪਰਮੇਸ਼ੁਰ ਇੱਕ ਹੀ ਹੈ। ਇਹ ਤੂੰ ਚੰਗਾ ਕਰਦਾ ਹੈਂ, ਭੂਤਾਂ ਵੀ ਇਹ ਵਿਸ਼ਵਾਸ ਕਰਦੀਆਂ ਅਤੇ ਕੰਬਦੀਆਂ ਹਨ।
[IRV | PA | NT | James | Chapter 2 | Verse 20] ਪਰ ਹੇ ਨਿਕੰਮਿਆ ਮਨੁੱਖਾ, ਕੀ ਤੂੰ ਇਹ ਨਹੀਂ ਜਾਣਦਾ ਕਿ ਅਮਲਾਂ ਤੋਂ ਬਿਨ੍ਹਾਂ ਵਿਸ਼ਵਾਸ ਵਿਅਰਥ ਹੈ?
[IRV | PA | NT | James | Chapter 2 | Verse 21] ਕੀ ਸਾਡਾ ਪਿਤਾ ਅਬਰਾਹਾਮ ਅਮਲਾਂ ਨਾਲ ਧਰਮੀ ਨਹੀਂ ਸੀ ਠਹਿਰਾਇਆ ਗਿਆ ਜਦੋਂ ਉਸ ਨੇ ਆਪਣੇ ਪੁੱਤਰ ਇਸਹਾਕ ਨੂੰ ਜਗਵੇਦੀ ਉੱਤੇ ਚੜ੍ਹਾ ਦਿੱਤਾ?
[IRV | PA | NT | James | Chapter 2 | Verse 22] ਤੂੰ ਵੇਖਦਾ ਹੈਂ ਕਿ ਵਿਸ਼ਵਾਸ ਉਹ ਦੇ ਕੰਮਾਂ ਦੇ ਕਾਰਨ ਗੁਣਕਾਰ ਹੋਇਆ ਅਤੇ ਕੰਮਾਂ ਤੋਂ ਵਿਸ਼ਵਾਸ ਸੰਪੂਰਨ ਹੋਇਆ।
[IRV | PA | NT | James | Chapter 2 | Verse 23] ਅਤੇ ਪਵਿੱਤਰ ਗ੍ਰੰਥ ਦਾ ਇਹ ਬਚਨ ਪੂਰਾ ਹੋਇਆ ਕਿ ਅਬਰਾਹਾਮ ਨੇ ਪਰਮੇਸ਼ੁਰ ਤੇ ਵਿਸ਼ਵਾਸ ਕੀਤਾ ਅਤੇ ਇਹ ਉਹ ਦੇ ਲਈ ਧਾਰਮਿਕਤਾ ਗਿਣੀ ਗਈ ਅਤੇ ਉਹ ਪਰਮੇਸ਼ੁਰ ਦਾ ਮਿੱਤਰ ਅਖਵਾਇਆ।
[IRV | PA | NT | James | Chapter 2 | Verse 24] ਤੁਸੀਂ ਵੇਖਦੇ ਹੋ ਕਿ ਮਨੁੱਖ ਕੇਵਲ ਵਿਸ਼ਵਾਸ ਨਾਲ ਹੀ ਨਹੀਂ ਸਗੋਂ ਕੰਮਾਂ ਨਾਲ ਵੀ ਧਰਮੀ ਠਹਿਰਾਇਆ ਜਾਂਦਾ ਹੈ।
[IRV | PA | NT | James | Chapter 2 | Verse 25] ਕੀ ਉਸੇ ਹੀ ਤਰ੍ਹਾਂ ਰਹਾਬ ਵੇਸਵਾ ਵੀ ਅਮਲਾਂ ਹੀ ਨਾਲ ਧਰਮੀ ਨਾ ਠਹਿਰਾਈ ਗਈ ਜਦੋਂ ਉਹ ਨੇ ਭੇਤੀਆਂ ਨੂੰ ਆਪਣੇ ਘਰ ਉਤਾਰਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਦੂਸਰੇ ਰਾਹ ਵੱਲੋਂ ਭੇਜ ਦਿੱਤਾ?
[IRV | PA | NT | James | Chapter 2 | Verse 26] ਜਿਸ ਤਰ੍ਹਾਂ ਸਰੀਰ ਆਤਮਾ ਤੋਂ ਬਿਨ੍ਹਾਂ ਮੁਰਦਾ ਹੈ ਉਸੇ ਤਰ੍ਹਾਂ ਵਿਸ਼ਵਾਸ ਕੰਮਾਂ ਤੋਂ ਬਿਨ੍ਹਾਂ ਮੁਰਦਾ ਹੈ।
