[IRV | PA | NT | Ephesians | Chapter 1 | Verse 1] ਪੌਲੁਸ, ਜੋ ਪਰਮੇਸ਼ੁਰ ਦੀ ਮਰਜ਼ੀ ਤੋਂ ਮਸੀਹ ਯਿਸੂ ਦਾ ਰਸੂਲ ਹਾਂ! ਅੱਗੇ ਯੋਗ ਉਨ੍ਹਾਂ ਸੰਤਾਂ ਨੂੰ ਜਿਹੜੇ ਅਫ਼ਸੁਸ ਵਿੱਚ ਵੱਸਦੇ ਹਨ ਅਤੇ ਮਸੀਹ ਯਿਸੂ ਵਿੱਚ ਵਿਸ਼ਵਾਸਯੋਗ ਹਨ,
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 12] ਕਿ ਅਸੀਂ ਜਿਹਨਾਂ ਪਹਿਲਾਂ ਮਸੀਹ ਉੱਤੇ ਆਸ ਰੱਖੀ ਸੀ ਉਹ ਦੀ ਮਹਿਮਾ ਦੀ ਵਡਿਆਈ ਦਾ ਕਾਰਨ ਹੋਈਏ!
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 13] ਉਸ ਵਿੱਚ ਜਿਸ ਵੇਲੇ ਤੁਸੀਂ ਸਚਿਆਈ ਦਾ ਬਚਨ ਅਰਥਾਤ ਆਪਣੀ ਮੁਕਤੀ ਦੀ ਖੁਸ਼ਖਬਰੀ ਸੁਣੀ ਅਤੇ ਉਸ ਵਿੱਚ ਵਿਸ਼ਵਾਸ ਵੀ ਕੀਤੀ ਤਾਂ ਵਾਇਦੇ ਦੇ ਪਵਿੱਤਰ ਆਤਮਾ ਦੀ ਤੁਹਾਡੇ ਉੱਤੇ ਵੀ ਮੋਹਰ ਲੱਗੀ!
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 14] ਇਹ ਪਰਮੇਸ਼ੁਰ ਦੇ ਆਪਣੇ ਲੋਕਾਂ ਦੇ ਛੁਟਕਾਰੇ ਦੇ ਲਈ ਸਾਡੀ ਵਿਰਾਸਤ ਦੀ ਸਾਈ ਹੈ ਕਿ ਉਹ ਦੀ ਮਹਿਮਾ ਦੀ ਵਡਿਆਈ ਹੋਵੇ l
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 15] ਇਸ ਕਾਰਨ ਮੈਂ ਵੀ ਤੁਹਾਡੇ ਵਿਸ਼ਵਾਸ ਨੂੰ ਜੋ ਪ੍ਰਭੂ ਯਿਸੂ ਦੇ ਉੱਤੇ ਹੈ ਅਤੇ ਉਸ ਪਿਆਰ ਬਾਰੇ ਜੋ ਸਭਨਾਂ ਸੰਤਾਂ ਦੇ ਲਈ ਹੈ ਸੁਣਿਆ!
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 16] ਮੈਂ ਲਗਾਤਾਰ ਤੁਹਾਡੇ ਲਈ ਧੰਨਵਾਦ ਕਰਨ ਤੋਂ ਅਤੇ ਪ੍ਰਾਰਥਨਾ ਵਿੱਚ ਯਾਦ ਕਰਦਿਆਂ ਨਹੀਂ ਹਟਦਾ!
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 17] ਭਈ ਸਾਡੇ ਪ੍ਰਭੂ ਯਿਸੂ ਮਸੀਹ ਦਾ ਪਰਮੇਸ਼ੁਰ, ਜਿਹੜਾ ਮਹਿਮਾ ਦਾ ਪਿਤਾ ਹੈ ਆਪਣੀ ਪੂਰੀ ਪਛਾਣ ਵਿੱਚ ਗਿਆਨ ਦਾ ਆਤਮਾ ਅਤੇ ਪਰਕਾਸ਼ ਤੁਹਾਨੂੰ ਦੇਵੇ!
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 18] ਕਿ ਤੁਹਾਡੇ ਮਨ ਦੀਆਂ ਅੱਖਾਂ ਨੂੰ ਚਾਨਣ ਹੋਵੇ ਤਾਂ ਜੋ ਤੁਸੀਂ ਜਾਣ ਲਵੋ ਕਿ ਉਹ ਦੇ ਬੁਲਾਏ ਜਾਣ ਤੋਂ ਕੀ ਆਸ ਹੁੰਦੀ ਹੈ ਅਤੇ ਸੰਤਾਂ ਵਿੱਚ ਉਹ ਦੀ ਮਹਿਮਾ ਦੀ ਵਿਰਾਸਤ ਦਾ ਵਡਮੁੱਲਾ ਖਜ਼ਾਨਾ ਕੀ ਹੈ!
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 19] ਉਸ ਦੀ ਸਮਰੱਥਾ, ਸਾਡੇ ਵਿਸ਼ਵਾਸ ਕਰਨ ਵਾਲਿਆਂ ਦੇ ਲਈ ਬਹੁਤ ਮਹਾਨ ਹੈ! ਇਹ ਸਭ ਉਸ ਦੀ ਵੱਡੀ ਸ਼ਕਤੀ ਦੇ ਕਾਰਜ ਅਨੁਸਾਰ ਹੈ
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 20] ਜਿਹੜਾ ਉਹ ਨੇ ਮਸੀਹ ਵਿੱਚ ਕੀਤਾ ਜਦ ਉਸ ਨੂੰ ਮੁਰਦਿਆਂ ਵਿੱਚੋਂ ਜਿਉਂਦਾ ਕੀਤਾ ਅਤੇ ਸਵਰਗੀ ਥਾਵਾਂ ਵਿੱਚ ਆਪਣੇ ਸੱਜੇ ਹੱਥ ਬਿਠਾਇਆ!
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 21] ਉਹ ਹਰੇਕ ਹਕੂਮਤ, ਅਧਿਕਾਰ, ਸਮਰੱਥਾ, ਰਿਆਸਤ, ਅਤੇ ਹਰੇਕ ਨਾਮ ਦੇ ਉਤਾਹਾਂ ਹੈ ਜੋ ਨਾ ਕੇਵਲ ਇਸ ਜੁੱਗ ਵਿੱਚ ਸਗੋਂ ਆਉਣ ਵਾਲੇ ਜੁੱਗ ਵਿੱਚ ਵੀ ਲੈਂਦੇ ਹਾਂ!
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 22] ਅਤੇ ਸੱਭੋ ਕੁਝ ਉਸ ਦੇ ਪੈਰਾਂ ਹੇਠ ਕਰ ਦਿੱਤਾ ਅਤੇ ਸਭਨਾਂ ਵਸਤਾਂ ਉੱਤੇ ਸਿਰ ਠਹਿਰਾ ਕੇ ਉਸ ਨੂੰ ਕਲੀਸਿਯਾ ਲਈ ਦੇ ਦਿੱਤਾ!
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 23] ਇਹ ਉਸ ਦੀ ਦੇਹ ਹੈ, ਅਰਥਾਤ ਉਸ ਦੀ ਭਰਪੂਰੀ ਜਿਹੜਾ ਸਭਨਾਂ ਵਿੱਚ ਸੱਭੋ ਕੁਝ ਪੂਰਾ ਕਰਦਾ ਹੈ!
