[VANDYKE | AR | NT | Romans | Chapter 4 | Verse 1] وَالآنَ، مَا قَوْلُنَا فِي إِبْرَاهِيمَ أَبِينَا حَسَبَ الْجَسَدِ؟ مَاذَا وَجَدَ؟
[VANDYKE | AR | NT | Romans | Chapter 4 | Verse 15] لأَنَّ الشَّرِيعَةَ إِنَّمَا تُنْتِجُ الْغَضَبَ؛ فَلَوْلا الشَّرِيعَةُ لَمَا ظَهَرَتِ الْمُخَالَفَةُ.
[VANDYKE | AR | NT | Romans | Chapter 4 | Verse 16] لِذَلِكَ، فَإِنَّ الْوَعْدَ هُوَ عَلَى أَسَاسِ الإِيمَانِ لِيَكُونَ بِحَسَبِ النِّعْمَةِ، بِقَصْدِ أَنْ يَكُونَ مَضْمُوناً لِلنَّسْلِ كُلِّهِ: لَيْسَ لأَهْلِ الشَّرِيعَةِ وَحْدَهُمْ، بَلْ أَيْضاً لأَهْلِ الإِيمَانِ الَّذِي كَانَ لإِبْرَاهِيمَ. فَإِنَّهُ أَبٌ لَنَا جَمِيعاً،
[VANDYKE | AR | NT | Romans | Chapter 4 | Verse 17] كَمَا قَدْ كُتِبَ: «إِنِّي جَعَلْتُكَ أَباً لأُمَمٍ كَثِيرَةٍ.» (إِنَّهُ أَبٌ لَنَا) فِي نَظَرِ اللهِ الَّذِي بِهِ آمَنَ، الَّذِي يُحْيِي الْمَوْتَى وَيَسْتَدْعِي إِلَى الْوُجُودِ مَا كَانَ غَيْرَ مَوْجُودٍ.
[VANDYKE | AR | NT | Romans | Chapter 4 | Verse 18] إِذْ رَغْمَ انْقِطَاعِ الرَّجَاءِ، فَبِالرَّجَاءِ آمَنَ إِبْرَاهِيمُ بِأَنَّهُ سَيَصِيرُ أَباً لأُمَمٍ كَثِيرَةٍ، وَفْقاً لِمَا قِيلَ لَهُ: «بِهذِهِ الْكَثْرَةِ سَيَكُونُ نَسْلُكَ».
[VANDYKE | AR | NT | Romans | Chapter 4 | Verse 19] وَلَمْ يَضْعُفْ فِي الإِيمَانِ حِينَ أَدْرَكَ مَوْتَ جَسَدِهِ، لِكَوْنِهِ قَارَبَ سِنَّ الْمِئَةِ، وَمَوْتَ رَحِمِ زَوْجَتِهِ سَارَةَ أَيْضاً؛
[VANDYKE | AR | NT | Romans | Chapter 4 | Verse 20] وَلَمْ يَشُكْ فِي وَعْدِ اللهِ عَنْ عَدَمِ إِيمَانٍ، بَلْ وَجَدَ فِي الإِيمَانِ قُوَّةً، فَأَعْطَى الْمَجْدَ لِلهِ.
[VANDYKE | AR | NT | Romans | Chapter 4 | Verse 21] وَإِذِ اقْتَنَعَ تَمَاماً بِأَنَّ مَا وَعَدَهُ اللهُ بِهِ هُوَ قَادِرٌ أَنْ يَفْعَلَهُ؛
[VANDYKE | AR | NT | Romans | Chapter 4 | Verse 22] فَلِهَذَا أَيْضاً حُسِبَ لَهُ ذلِكَ بِرّاً.
[VANDYKE | AR | NT | Romans | Chapter 4 | Verse 23] وَلَكِنَّ مَا قَدْ كُتِبَ مِنْ أَنَّ الْبِرَّ حُسِبَ لَهُ، لَمْ يَكُنْ مِنْ أَجْلِهِ وَحْدَهُ،
[VANDYKE | AR | NT | Romans | Chapter 4 | Verse 24] بَلْ أَيْضاً مِنْ أَجْلِنَا، نَحْنُ الَّذِينَ سَيُحْسَبُ ذَلِكَ لَنَا إِذْ نُؤْمِنُ بِمَنْ أَقَامَ مِنْ بَيْنِ الأَمْوَاتِ يَسُوعَ رَبَّنَا
[VANDYKE | AR | NT | Romans | Chapter 4 | Verse 25] الَّذِي أُسْلِمَ لِلْمَوْتِ مِنْ أَجْلِ مَعَاصِينَا ثُمَّ أُقِيمَ مِنْ أَجْلِ تَبْرِيرِنَا.
