[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 1] Καὶ συνάγουσιν ἀλλόφυλοι τὰς παρεμβολὰς αὐτῶν εἰς πόλεμον, καὶ συνάγονται εἰς Σοκχὼθ τῆς Ἰουδαίας, καὶ παρεμβάλλουσιν ἀναμέσον Σοκχὼθ, καὶ ἀναμέσον ʼΑζηκὰ Ἐφερμέν.
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 32] Καὶ εἶπε Δαυὶδ πρὸς Σαοὺλ, μὴ δὴ συμπεσέτω καρδία τοῦ κυρίου μου ἐπʼ αὐτόν· ὁ δοῦλός σου πορεύσεται καὶ πολεμήσει μετὰ τοῦ ἀλλοφύλου τούτου.
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 33] Καὶ εἶπε Σαοὺλ πρὸς τὸν Δαυὶδ, οὐ μὴ δυνήσῃ πορευθῆναι πρὸς τὸν ἀλλόφυλον τοῦ πολεμεῖν μετʼ αὐτοῦ, ὅτι παιδάριον εἶ σὺ, καὶ αὐτὸς ἀνὴρ πολεμιστὴς ἐκ νεότητος αὐτοῦ.
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 34] Καὶ εἶπε Δαυὶδ πρὸς Σαοὺλ, ποιμαίνων ἦν ὁ δοῦλός σου τῷ πατρὶ αὐτοῦ ἐν τῷ ποιμνίῳ· καὶ ὅταν ἤρχετο ὁ λέων, καὶ ἡ ἄρκος, καὶ ἐλάμβανε πρόβατον ἐκ τῆς ἀγέλης,
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 35] καὶ ἐξεπορευόμην ὀπίσω αὐτοῦ καὶ ἐπάταξα αὐτόν, καὶ ἐξέσπασα ἐκ τοῦ στόματος αὐτοῦ· καὶ εἰ ἐπανίστατο ἐπʼ ἐμὲ, καὶ ἐκράτησα τοῦ φάρυγγος αὐτοῦ, καὶ ἐπάταξα, καὶ ἐθανάτωσα αὐτόν·
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 36] Καὶ τὸν λέοντα καὶ τὴν ἄρκον ἔτυπτεν ὁ δοῦλός σου, καὶ ἔσται ὁ ἀλλόφυλος ὁ ἀπερίτμητος ὡς ἓν τούτων· οὐχὶ πορεύσομαι καὶ πατάξω αὐτὸν, καὶ ἀφελῶ σήμερον ὄνειδος ἐξ Ἰσραήλ; διότι τίς ὁ ἀπερίτμητος οὗτος, ὃς ὠνείδισε παράταξιν Θεοῦ ζῶντος;
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 37] Κύριος ὃς ἐξείλατό με ἐκ χειρὸς τοῦ λέοντος καὶ ἐκ χειρὸς τῆς ἄρκτου, αὐτὸς ἐξελεῖταί με ἐκ χειρὸς τοῦ ἀλλοφύλου τοῦ ἀπεριτμήτου τούτου· καὶ εἶπε Σαοὺλ πρὸς Δαυὶδ, πορεύου, καὶ ἔσται Κύριος μετὰ σοῦ.
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 38] Καὶ ἐνέδυσε Σαοὺλ τὸν Δαυὶδ μανδύαν, καὶ τὴν περικεφαλαίαν χαλκῆν περὶ τὴν κεφαλὴν αὐτοῦ,
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 39] καὶ ἔζωσε τὸν Δαυὶδ τὴν ῥομφαίαν αὐτοῦ ἐπάνω τοῦ μανδύου αὐτοῦ· καὶ ἐκοπίασε περιπατήσας ἅπαξ καὶ δίς· καὶ εἶπε Δαυὶδ πρὸς Σαοὺλ, οὐ μὴ δύνωμαι πορευθῆναι ἐν τούτοις, ὅτι οὐ πεπείραμαι· καὶ ἀφαιροῦσιν αὐτὰ ἀπʼ αὐτοῦ.
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 40] Καὶ ἔλαβε τὴν βακτηρίαν αὐτοῦ ἐν τῇ χειρὶ αὐτοῦ, καὶ ἐξελέξατο ἑαυτῷ πέντε λίθους λείους ἐκ τοῦ χειμάῤῥου, καὶ ἔθετο αὐτοὺς ἐν τῷ καδίῳ τῷ ποιμενικῷ τῷ ὄντι αὐτῷ εἰς συλλογὴν, καὶ σφενδόνη αὐτοῦ ἐν τῇ χειρὶ αὐτοῦ· καὶ προσῆλθε πρὸς τὸν ἄνδρα τὸν ἀλλόφυλον.
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 42] Καὶ εἶδε Γολιὰθ τὸν Δαυὶδ, καὶ ἐξητίμασεν αὐτόν· ὅτι αὐτὸς ἦν παιδάριον, καὶ αὐτὸς πυῤῥάκης μετὰ κάλλους ὀφθαλμὼν.
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 43] Καὶ εἶπεν ὁ ἀλλόφυλος πρὸς Δαυὶδ, ὡσεὶ κύων ἐγώ εἰμι, ὅτι σὺ ἔρχῃ ἐπʼ ἐμὲ ἐν ῥάβδῳ καὶ λίθοις; καὶ εἶπε Δαυὶδ, οὐχί, ἀλλʼ ἢ χείρωυ κυνός· καὶ κατηράσατο ὁ ἀλλόφυλος τὸν Δαυὶδ ἐν τοῖς θεοῖς αὐτοῦ.
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 44] Καὶ εἶπεν ὁ ἀλλόφυλος πρὸς Δαυὶδ, δεῦρο πρὸς μὲ, καὶ δώσω τὰς σάρκας σου τοῖς πετεινοῖς τοῦ οὐρανοῦ καὶ τοῖς κτήνεσι τῆς γῆς.
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 45] Καὶ εἶπε Δαυὶδ πρὸς τὸν ἀλλόφυλον, σὺ ἔρχῃ πρὸς μὲ ἐν ῥομφαίᾳ καὶ ἐν δόρατι καὶ ἐν ἀσπίδι, κᾀγὼ πορεύομαι πρὸς σὲ ἐν ὀνόματι Κυρίου Θεοῦ σαβαὼθ παρατάξεως Ἰσραὴλ, ἣν ὠνείδισας σήμερον,
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 46] καὶ ἀποκλείσει σε Κύριος σήμερον εἰς τὴν χεῖρά μου, καὶ ἀποκτενῶ σε, καὶ ἀφελῶ τὴν κεφαλήν σου ἀπὸ σοῦ, καὶ δώσω τὰ κῶλά σου καὶ τὰ κῶλα παρεμβολῆς ἀλλοφύλων ἐν ταύτῃ τῇ ἡμέρᾳ τοῖς πετεινοῖς τοῦ οὐρανοῦ καὶ τοῖς θηρίοις τῆς γῆς· καὶ γνώσεται πᾶσα ἡ γῆ, ὅτι ἔστι Θεὸς ἐν Ἰσραήλ.
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 47] Καὶ γνώσεται πᾶσα ἡ ἐκκλησία αὕτη, ὅτι οὐκ ἐν ῥομφαίᾳ καὶ δόρατι σώζει Κύριος, ὅτι τοῦ Κυρίου ὁ πόλεμος, καὶ παραδώσει Κύριος ὑμᾶς εἰς χεῖρας ἡμῶν.
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 48] Καὶ ἀνέστη ὁ ἀλλόφυλος καὶ ἐπορεύθη εἰς συνάντησιν Δαυίδ.
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 49] Καὶ ἐξέτεινε Δαυὶδ τὴν χεῖρα αὐτοῦ εἰς τὸ κάδιον, καὶ ἔλαβεν ἐκεῖθεν λίθον ἕνα, καὶ ἐσφενδόνησε, καὶ ἐπάταξε τὸν ἀλλόφυλον εἰς τὸ μέτωπον αὐτοῦ, καὶ διέδυ ὁ λίθος διὰ τῆς περικεφαλαίας εἰς τὸ μέτωπον αὐτοῦ, καὶ ἔπεσεν ἐπὶ πρόσωπον αὐτοῦ ἐπὶ τὴν γῆν.
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 51] Καὶ ἔδραμε Δαυὶδ, καὶ ἐπέστη ἐπʼ αὐτὸν, καὶ ἔλαβε τὴν ῥομφαίαν αὐτοῦ, καὶ ἐθανάτωσεν αὐτὸν, καὶ ἀφεῖλε τὴν κεφαλὴν αὐτοῦ· καὶ εἶδον οἱ ἀλλόφυλοι, ὅτι τέθνηκεν ὁ δυνατὸς αὐτῶν, καὶ ἔφυγον.
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 52] Καὶ ἀνίστανται ἄνδρες Ἰσραὴλ καὶ Ἰούδα, καὶ ἠλάλαξαν, καὶ κατεδίωξαν ὀπίσω αὐτῶν ἕως εἰσόδου Γὲθ, καὶ ἕως τῆς πύλης ʼΑσκάλωνος· καὶ ἔπεσον τραυματίαι τῶν ἀλλοφύλων ἐν τῇ ὁδῷ τῶν πυλῶν καὶ ἕως Γὲθ, καὶ ἕως ʼΑκκαρών.
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 53] Καὶ ἀνέστρεψαν ἄνδρες Ἰσραὴλ ἐκκλίνοντες ὀπίσω τῶν ἀλλοφύλων, καὶ κατεπάτουν τὰς παρεμβολὰς αὐτῶν.
[LXX | EL | OT | 1 Samuel | Chapter 17 | Verse 54] Καὶ ἔλαβε Δαυὶδ τὴν κεφαλὴν τοῦ ἀλλοφύλου, καὶ ἤνεγκεν αὐτὴν εἰς Ἰερουσαλὴμ, καὶ τὰ σκεύη αὐτοῦ ἔθηκεν ἐν τῷ σκηνώματι αὐτοῦ.
