[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 1] Καὶ ἀπέδρα Δαυὶδ ἐκ Ναυὰθ ἐν Ῥαμᾷ, καὶ ἔρχεται ἐνώπιον Ἰωνάθαν, καὶ εἶπε, τί πεποίηκα, καὶ τί τὸ ἀδίκημά μου, καὶ τί ἡμάρτηκα ἐνώπιον τοῦ πατρός σου, ὅτι ἐπιζητεῖ τὴν ψυχήν μου;
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 19] Καὶ τρισσεύσεις καὶ ἐπισκεψῃ καὶ ἥξεις εἰς τὸν τόπον σου οὗ κρυβῇς ἐν τῇ ἡμέρᾳ τῇ ἐργασίμῃ, καὶ καθήσῃ παρὰ τὸ ἐργὰβ ἐκεῖνο.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 20] Καὶ ἐγὼ τρισσεύσω ταῖς σχίζαις ἀκοντίζων, ἐκπέμπων εἰς τὴν ʼΑματταρί.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 21] Καὶ ἰδοὺ ἀποστέλλω τὸ παιδάριον, λέγων, δεῦρο, εὗρέ μοι τὴν σχίζαν. Ἐὰν εἴπω λέγων τῷ παιδαρίῳ, ὧδε ἡ σχίζα ἀπὸ σοῦ καὶ ὧδε, λάβε αὐτήν· παραγίνου, ὅτι εἰρήνη σοι, καὶ οὐκ ἔστι λόγος, ζῇ Κύριος·
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 22] ἐὰν τάδε εἴπω τῷ νεανίσκῳ, ὧδε ἡ σχίζα ἀπὸ σοῦ καὶ ἐπέκεινα· πορεύου, ὅτι ἐξαπέσταλκέ σε Κύριος.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 23] Καὶ τὸ ῥῆμα ὃ ἐλαλήσαμεν ἐγὼ καὶ σὺ, ἰδοὺ Κύριος μάρτυς ἀναμέσον ἐμοῦ καὶ σοῦ ἕως αἰῶνος.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 24] Καὶ κρύπτεται Δαυὶδ ἐν ἀγρῷ, καὶ παραγίνεται ὁ μὴν, καὶ ἔρχεται ὁ βασιλεὺς ἐπὶ τὴν τράπεζαν τοῦ φαγεῖν.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 25] Καὶ ἐκάθισεν ἐπὶ τὴν καθέδραν αὐτοῦ ὡς ἅπαξ καὶ ἅπαξ ἐπὶ τῆς καθέδρας παρὰ τοῖχον, καὶ προέφθασε τὸν Ἰωνάθαν, καὶ ἐκάθισεν Ἀβεννὴρ ἐκ πλαγίων Σαοὺλ, καὶ ἐπεσκέπη ὁ τόπος Δαυίδ.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 26] Καὶ οὐκ ἐλάλησε Σαοὺλ ἐν τῇ ἡμέρᾳ ἐκείνῃ, ὅτι εἴρηκε, σύμπτωμα φαίνεται, μὴ καθαρὸς εἶναι, ὅτι οὐ κεκαθάρισται.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 27] Καὶ ἐγενήθη τῇ ἐπαύριον τοῦ μηνὸς τῇ ἡμέρᾳ τῇ δευτέρᾳ, καὶ ἐπεσκέπη ὁ τόπος τοῦ Δαυίδ· καὶ εἶπε Σαοὺλ πρὸς Ἰωνάθαν τὸν υἱὸν αὐτοῦ, τί ὅτι οὐ παραγέγονεν ὁ υἱὸς Ἰεσσαὶ καὶ ἐχθὲς καὶ σήμερον ἐπὶ τὴν τράπεζαν;
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 28] Καὶ ἀπεκρίθη Ἰωνάθαν τῷ Σαοὺλ, καὶ εἶπεν αὐτῷ, παρῄτηται παρʼ ἐμοῦ Δαυὶδ ἕως εἰς Βηθλεὲμ τὴν πόλιν αὐτοῦ πορευθῆναι.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 29] Καὶ εἶπεν, ἐξαπόστειλον δή με, ὅτι θυσία τῆς φυλῆς ἡμῖν ἐν τῇ πόλει, καὶ ἐνετείλαντο πρὸς μὲ οἱ ἀδελφοί μου· καὶ νῦν εἰ εὕρηκα χάριν ἐν ὀφθαλμοῖς σου, διαβήσομαι δὴ καὶ ὄψομαι τοὺς ἀδελφούς μου· διὰ τοῦτο οὐ παραγέγονεν ἐπὶ τὴν τράπεζαν τοῦ βασιλέως.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 30] Καὶ ἐθυμώθη ὀργῇ Σαοὺλ ἐπὶ Ἰωνάθαν σφόδρα, καὶ εἶπεν αὐτῷ, υἱὲ κορασίων αὐτομολούντων, οὐ γὰρ οἶδα ὅτι μέτοχος εἶ σὺ τῷ υἱῷ Ἰεσσαὶ εἰς αἰσχύνην σου, καὶ εἰς αἰσχύνην ἀποκαλύψεως μητρός σου;
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 31] ὅτι πάσας τὰς ἡμέρας ἃς ὁ υἱὸς Ἰεσσαὶ ζῇ ἐπὶ τῆς γῆς, οὐχ ἑτοιμασθήσεται ἡ βασιλεία σου· νῦν οὖν ἀποστείλας λάβε τὸν νεανίαν, ὅτι υἱὸς θανάτου οὗτος.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 32] Καὶ ἀπεκρίθη Ἰωνάθαν τῷ Σαοὺλ, ἵνατί ἀποθνήσκει; τί πεποίηκε;
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 33] Καὶ ἐπῇρε Σαοὺλ τὸ δόρυ ἐπὶ Ἰωνάθαν τοῦ θανατῶσαι αὐτόν· καὶ ἔγνω Ἰωνάθαν ὅτι συντετέλεσται ἡ κακία αὕτη παρὰ τοῦ πατρὸς αὐτοῦ θανατῶσαι τὸν Δαυίδ.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 34] Καὶ ἀνεπήδησεν Ἰωνάθαν ἀπὸ τῆς τραπέζης ἐν ὀργῇ θυμοῦ, καὶ οὐκ ἔφαγεν ἐν τῇ δευτέρᾳ τοῦ μηνὸς ἄρτον, ὅτι ἐθρανσθη ἐπὶ τὸν Δαυὶδ, ὅτι συνετέλεσεν ἐπʼ αὐτὸν ὁ πατὴρ αὐτοῦ.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 35] Καὶ ἐγενήθη πρωὶ, καὶ ἐξῆλθεν Ἰωνάθαν εἰς ἀγρόν, καθὼς ἐτάξατο εἰς τὸ μαρτύριον Δαυίδ, καὶ παιδάριον μικρὸν μετʼ αὐτοῦ.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 36] Καὶ εἶπε τῷ παιδαρίω, δράυε, εὗρέ μοι τὰς σχίζας ἐν αἷς ἐγὼ ἀκοντίζω· και τὸ παιδάμε ἔδραυε, και αὐτὸς ἠκόντισε τῇ σχίζῃ, καὶ παρήγαγεν αὐτήν.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 37] Καὶ ἦλθεν τὸ παιδάριον ἕως τοῦ τόπου τῆς σχίζης οὗ ἠκόντιζεν Ἰωνάθαν· καὶ ἀνεβόησεν Ἰωνάθαν ὀπίσω τοῦ νεανίου, καὶ εἶπεν, ἐκεῖ ἡ σχίζα ἀπὸ σοῦ καὶ ἐπέκεινα·
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 38] Καὶ ἀνεβόησεν Ἰωνάθαν ὀπίσω τοῦ παιδαρίου αὐτοῦ, λέγων, ταχύνας σπεῦσον, καὶ μὴ στῇς· καὶ ἀνέλεξε τὸ παιδάριον Ἰωνάθαν τὰς σχίζας, καὶ ἤνεγκε τὰς σχίζας πρὸς τὸν κύριον αὐτοῦ.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 39] καὶ τὸ παιδάριον οὐκ ἔγνω οὐθὲν, πάρεξ Ἰωνάθαν καὶ Δαυίδ.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 40] καὶ Ἰωνάθαν ἔδωκε τὰ σκεύη αὐτοῦ ἐπὶ τὸ παιδάριον αὐτοῦ, καὶ εἶπε τῷ παιδαρίῳ αὐτοῦ, πορεύου, εἴσελθε εἰς τὴν πόλιν.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 41] Καὶ ὡς εἰσῆλθε τὸ παιδάριον, καὶ Δαυὶδ ἀνέστη ἀπὸ τοῦ ἀργὰβ, καὶ ἔπεσεν ἐπὶ πρόσωπον αὐτοῦ, καὶ προσεκύνησεν αὐτῷ τρίς, καὶ κατεφίλησεν ἕκαστος τὸν πλησίον αὐτοῦ, καὶ ἔκλαυσεν ἕκαστος τῷ πλησίον αὐτοῦ, ἕως συντελείας μεγάλης.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 42] Καὶ εἶπεν Ἰωνάθαν τῷ Δαυὶδ, πορεύου εἰς εἰρήνην, καὶ ὡς ὀμωμόκαμεν ἡμεῖς ἀμφότεροι ἐν ὀνόματι Κυρίου, λέγοντες, Κύριος ἔσται μάρτυς ἀνὰμέσον ἐμοῦ καὶ σοῦ, καὶ ἀνὰμέσον τοῦ σηέρματός μου καὶ ἀναμέσον τοῦ σπέρματός σον ἕως αἰῶνος·
