[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 1] Καὶ γίνεται ἡ ἡμέρα, καὶ εἶπεν Ἰωνάθαν υἱὸς Σαοὺλ τῷ παιδαρίῳ τῷ αἴροντι τὰ σκεύη αὐτοῦ, δεῦρο, καὶ διαβῶμεν εἰς Μεσσὰβ τῶν ἀλλοφύλων τὴν ἐν τῷ πέραν ἐκείνῳ· καὶ τῷ πατρὶ αὐτοῦ οὐκ ἀπήγγειλε.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 12] Καὶ ἀπεκρίθησαν οἱ ἄνδρες Μεσσὰβ πρὸς Ἰωνάθαν καὶ πρὸς τὸν αἴροντα τὰ σκεύη αὐτοῦ, καὶ λέγουσιν, ἀνάβητε πρὸς ἡμᾶς, καὶ γνωριοῦμεν ὑμῖν ῥῆμα· καὶ εἶπεν Ἰωνάθαν πρὸς τὸν αἴροντα τὰ σκεύη αὐτοῦ, ἀνάβηθι ὀπίσω μου, ὅτι παρέδωκεν αὐτοὺς Κύριος εἰς χεῖρας Ἰσραήλ.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 13] Καὶ ἀνέβη Ἰωνάθὰν ἐπὶ τὰς χεῖρας αὐτοῦ καὶ ἐπὶ τοὺς πόδας αὐτοῦ, καὶ ὁ αἴρων τὰ σκεύη αὐτοῦ μετʼ αὐτοῦ· καὶ ἐπέβλεψαν κατὰ πρόσωπον Ἰωνάθαν, καὶ ἐπάταξεν αὐτούς, καὶ ὁ αἴρων τὰ σκεύη αὐτοῦ ἐπεδίδου ὀπίσω αὐτοῦ.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 14] Καὶ ἐγενήθη ἡ πληγὴ ἡ πρώτη, ἣν ἐπάταξεν Ἰωνάθαν καὶ ὁ αἴρων τὰ σκεύη αὐτοῦ, ὡς εἴκοσι ἄνδρες ἐν βολίσι καὶ ἐν πετροβόλοις καὶ ἐν κόχλαξι τοῦ πεδίου.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 15] Καὶ ἐγενήθη ἔκστασις ἐν τῇ παρεμβολῇ, καὶ ἐν ἀγρῷ· καὶ πᾶς ὁ λαός οἱ ἐν Μεσσὰβ, καὶ οἱ διαφθείροντες ἐξέστησαν, καὶ αὐτοὶ οὐκ ἤθελον ποιεῖν· καὶ ἐθάμβησεν ἡ γῆ, καὶ ἐγενήθη ἔκστασις παρὰ Κυρίου.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 16] Καὶ εἶδον οἱ σκοποὶ τοῦ Σαοὺλ ἐν Γαβαὰ Βενιαμὶν, καὶ ἰδοὺ ἡ παρεμβολὴ τεταραγμένη ἔνθεν καὶ ἔνθεν.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 17] Καὶ εἶπε Σαοὺλ τῷ λαῷ τῷ μετʼ αὐτοῦ, ἐπισκέψασθε δὴ, καὶ ἴδετε τίς πεπόρευται ἐξ ὑμῶν· καὶ ἐπεσκέψαντο, καὶ ἰδοὺ οὐχ εὑρίσκετο Ἰωνάθαν καὶ ὁ αἴρων τὰ σκεύη αὐτοῦ.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 18] Καὶ εἶπε Σαοὺλ τῷ ʼΑχιᾷ, προσάγαγε τὸ ἐφούδ· ὅτι αὐτὸς ᾗρε τὸ ἐφοὺδ ἐν τῇ ἡμέρᾳ ἐκείνῃ ἐνώπιον Ἰσραήλ.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 19] Καὶ ἐγενήθη ὡς λαλεῖ Σαοὺλ πρὸς τὸν ἱερέα, καὶ ὁ ἦχος ἐν τῇ παρεμβολῇ τῶν ἀλλοφύλων ἐπορεύετο πορευόμενος καὶ ἐπλήθυνε· καὶ εἶπε Σαοὺλ πρὸς τὸν ἱερέα, συνάγαγε τὰς χεῖράς σου.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 20] Καὶ ἀνέβη Σαοὺλ καὶ πᾶς ὁ λαὸς ὁ μετʼ αὐτοῦ, καὶ ἔρχονται ἕως τοῦ πολέμου· καὶ ἰδοὺ ἐγένετο ῥομφαία ἀνδρὸς ἐπὶ τὸν πλησίον αὐτοῦ, σύγχυσις μεγάλη σφόδρα.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 21] Καὶ οἱ δοῦλοι οἱ ὄντες ἐχθὲς καὶ τρίτην ἡμέραν μετὰ τῶν ἀλλοφύλων οἱ ἀναβάντες εἰς τὴν παρεμβολὴν, ἐπεστράφησαν καὶ αὐτοὶ εἶναι μετὰ Ἰσραὴλ τῶν μετὰ Σαοὺλ καὶ Ἰωνάθαν.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 22] Καὶ πᾶς Ἰσραὴλ οἱ κρυπτόμενοι ἐν τῷ ὄρει Ἐφραὶμ, καὶ ἤκουσαν ὅτι πεφεύγασιν οἱ ἀλλόφυλοι· καὶ συνάπτουσι καὶ αὐτοὶ ὀπίσω αὐτῶν εἰς πόλεμον·
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 23] καὶ ἔσωσε Κύριος ἐν τῇ ἡμέρᾳ ἐκείνῃ τὸν Ἰσραήλ· καὶ ὁ πόλεμος διῆλθε τὴν Βαμώθ· καὶ πᾶς ὁ λαὸς ἦν μετὰ Σαοὺλ ὡς δέκα χιλιάδες ἀνδρῶν. Καὶ ἦν ὁ πόλεμος διεσπαρμένος εἰς ὅλην πόλιν ἐν τῷ ὄρει Ἐφραίμ.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 24] Καὶ Σαοὺλ ἠγνόησεν ἄγνοιαν μεγάλην ἐν τῇ ἡμέρᾳ ἐκείνῃ, καὶ ἀρᾶται τῷ λαῷ, λέγων, ἐπικατάρατος ὁ ἄνθρωπος ὃς φάγεται ἄρτον ἕως ἑσπέρας· καὶ ἐκδικήσω τὸν ἐχθρόν μου· καὶ οὐκ ἐγεύσατο πᾶς ὁ λαὸς ἄρτου·
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 25] καὶ πᾶσα ἡ γῆ ἠρίστα. Καὶ Ἰάαλ δρυμὸς ἦν μελισσῶνος κατὰ πρόσωπον τοῦ ἀγροῦ.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 26] Καὶ εἰσῆλθεν ὁ λαὸς εἰς τὸν μελισσῶνα, καὶ ἰδοὺ ἐπορεύετο λαλῶν· καὶ ἰδοὺ οὐκ ἦν ἐπιστρέφων τὴν χεῖρα αὐτοῦ εἰς τὸ στόμα αὐτοῦ, ὅτι ἐφοβήθη ὁ λαὸς τὸν ὅρκον Κυρίου.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 27] Καὶ Ἰωνάθαν οὐκ ἀκηκόει ἐν τῷ ὁρκίζειν τὸν πατέρα αὐτοῦ τὸν λαόν· καὶ ἐξέτεινε τὸ ἄκρον τοῦ σκήπτρου αὐτοῦ τοῦ ἐν τῇ χειρὶ αὐτοῦ, καὶ ἔβαψεν αὐτὸ εἰς τὸ κηρίον τοῦ μέλιτος, καὶ ἐπέστρεψε τὴν χεῖρα αὐτοῦ εἰς τὸ στόμα αὐτοῦ, καὶ ἀνέβλεψαν οἱ ὀφθαλμοὶ αὐτοῦ.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 28] Καὶ ἀπεκρίθη εἷς ἐκ τοῦ λαοῦ, καὶ εἶπεν, ὁρκίσας ὥρκισε τὸν λαὸν ὁ πατήρ σου, λέγων ἐπικατάρατος ὁ ἄνθρωπος ὃς φάγεται ἄρτον σήμερον· καὶ ἐξελύθη ὁ λαός.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 29] Καὶ ἔγνω Ἰωνάθαν, καὶ εἶπεν, ἀπήλλαχεν ὁ πατήρ μου τὴν γῆν· ἴδε, διότι εἶδον οἱ ὀφθαλμοί μου ὅτι ἐγευσάμην βραχύ τι τοῦ μέλιτος τούτου·
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 30] Ἀλλʼ ὅτι ἔφαγεν ἔσθων σήμερον ὁ λαὸς τῶν σκύλων τῶν ἐχθρῶν αὐτῶν ὧν εὗρεν, ὅτι νῦν ἂν μείζων ἦν ἡ πληγὴ ἡ ἐν τοῖς ἀλλοφύλοις.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 31] Καὶ ἐπάταξεν ἐν τῇ ἡμέρᾳ ἐκείνῃ ἐκ τῶν ἀλλοφύλων ἐν Μαχμάς· καὶ ἐκοπίασεν ὁ λαὸς σφόδρα.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 32] Καὶ ἐκλίθη ὁ λαὸς εἰς τὰ σκῦλα· καὶ ἔλαβεν ὁ λαὸς ποίμνια, καὶ βουκόλια, καὶ τέκνα βοῶν, καὶ ἔσφαξεν ἐπὶ τὴν γῆν, καὶ ἤσθιεν ὁ λαὸς σὺν τῷ αἵματι.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 33] Καὶ ἀπηγγέλη Σαοὺλ, λέγοντες, ἡμάρτηκεν ὁ λαὸς τῷ Κυρίῳ, φαγὼν σὺν τῷ αἵματι· καὶ εἶπε Σαοὺλ, ἐκ Γεθθαὶμ κυλίσατέ μοι λίθον ἐνταῦθα μέγαν.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 34] Καὶ εἶπε Σαοὺλ, διασπάρητε ἐν τῷ λαῷ, καὶ εἴπατε αὐτοῖς προσαγαγεῖν ἐνταῦθα ἕκαστος τὸν μόσχον αὑτοῦ, καὶ ἕκαστος τὸ πρόβατον αὑτοῦ· καὶ σφαζέτω ἐπὶ τούτου, καὶ οὐ μὴ ἁμάρτητε τῷ Κυρίῳ τοῦ ἐσθίειν σὺν τῷ αἵματι· καὶ προσῆγεν ὁ λαὸς ἕκαστος τὸ ἐν τῇ χειρὶ αὐτοῦ, καὶ ἔσφαζον ἐκεῖ.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 35] Καὶ ᾠκοδόμησεν ἐκεῖ Σαοὺλ θυσιαστήριον τῷ Κυρίῳ· τοῦτο ἤρξατο Σαοὺλ οἰκοδομῆσαι θυσιαστήριον τῷ Κυρίῳ.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 36] Καὶ εἶπε Σαούλ, καταβῶμεν ὀπίσω τῶν ἀλλοφύλων τὴν νύκτα, καὶ διαρπάσωμεν ἐν αὐτοῖς ἕως διαφαύσῃ ἡμέρα, καὶ μὴ ὑπολείπωμεν ἐν αὐτοῖς ἄνδρα· καὶ εἶπαν, πᾶν τὸ ἀγαθὸν ἐνώπιόν σου ποίει· καὶ εἶπεν ὁ ἱερεὺς, προσελθωμεν ἐνταῦθα πρὸς τὸν Θεόν.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 37] Καὶ ἐπηρώτησε Σαοὺλ τὸν Θεὸν, εἰ καταβῶ ὀπίσω τῶν ἀλλοφύλων, εἰ παραδώσεις αὐτοὺς εἰς χεῖρας Ἰσραήλ; καὶ οὐκ ἀπεκρίθη αὐτῷ ἐν τῇ ἡμέρᾳ ἐκείνῃ.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 38] Καὶ εἶπε Σαοὺλ, προσαγάγετε ἐνταῦθα πάσας τὰς γωνίας τοῦ Ἰσραὴλ, καὶ γνῶτε καὶ ἴδετε ἐν τίνι γέγονεν ἡ ἁμαρτία αὕτη σήμερον.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 39] Ὅτι ζῇ Κύριος ὁ σώσας τὸν Ἰσραὴλ, ὅτι ἐὰν ἀποκριθῇ κατὰ Ἰωνάθαν τοῦ υἱοῦ μου, θανάτῳ ἀποθανεῖται· καὶ οὐκ ἦν ὁ ἀποκρινόμενος ἐκ παντὸς τοῦ λαοῦ.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 40] Καὶ εἶπε παντὶ ἀνδρὶ Ἰσραὴλ, ὑμεῖς ἔσεστε εἰς δουλείαν, καὶ ἐγὼ καὶ Ἰωνάθαν ὁ υἱός μου ἐσόμεθα εἰς δουλείαν· καὶ εἶπεν ὁ λαὸς πρὸς Σαούλ, τὸ ἀγαθὸν ἐνώπιόν σου ποίει.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 41] Καὶ εἶπε Σαοὺλ, Κύριε ὁ Θεὸς Ἰσραὴλ, τί ὅτι οὐκ ἀπεκρίθης τῷ δούλῳ σου σήμερον; εἰ ἐν ἐμοὶ ἢ ἐν Ἰωνάθαν τῷ υἱῷ μου ἡ ἀδικία; Κύριε ὁ Θεὸς Ἰσραὴλ, δὸς δήλους· καὶ ἐὰν τάδε εἴπῃ, δὸς δὴ τῷ λαῷ σου Ἰσραὴλ, δὸς δὴ ὁσιότητα· καὶ κληροῦται Ἰωνάθαν καὶ Σαούλ, καὶ ὁ λαὸς ἐξῆλθε.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 42] Καὶ εἶπε Σαοὺλ, βάλλετε ἀναμέσον ἐμοῦ καὶ ἀναμέσον Ἰωνάθαν τοῦ υἱοῦ μου· ὃν ἂν κατακληρώσηται Κύριος, ἀποθανέτω· καὶ εἶπεν ὁ λαὸς πρὸς Σαοὺλ, οὐκ ἔστι τὸ ῥῆμα τοῦτο· καὶ κατεκράτησε Σαοὺλ τοῦ λαοῦ, καὶ βάλλουσιν ἀναμέσον αὐτοῦ καὶ ἀναμέσον Ἰωνάθαν τοῦ υἱοῦ αὐτοῦ, καὶ κατακληροῦται Ἰωνάθαν.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 43] Καὶ εἶπε Σαοὺλ πρὸς Ἰωνάθαν, ἀπάγγειλόν μοι τί πεποίηκας· καὶ ἀπήγγειλεν αὐτῷ Ἰωνάθαν, καὶ εἶπε, γευόμενος ἐγευσάμην ἐν ἄκρῳ τῷ σκήπτρῳ τῷ ἐν τῇ χειρί μου βραχὺ μέλι, καὶ ἰδοὺ ἐγὼ ἀποθνήσκω.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 44] Καὶ εἶπεν αὐτῷ Σαοὺλ, τάδε ποιήσαι μοι ὁ Θεὸς καὶ τάδε προσθείη, ὅτι θανάτῳ ἀποθανῇ σήμερον.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 45] Καὶ εἶπεν ὁ λαὸς πρὸς Σαοὺλ, εἰ σήμερον θανατωθήσεται ὁ ποιήσας τὴν σωτηρίαν τὴν μεγάλην ταύτην ἐν Ἰσραήλ; ζῇ Κύριος, εἰ πεσεῖται τριχὸς τῆς κεφαλῆς αὐτοῦ ἐπὶ τὴν γῆν, ὅτι ὁ λαὸς τοῦ Θεοῦ ἐποίησε τὴν ἡμέραν ταύτην· καὶ προσηύξατο ὁ λαὸς περὶ Ἰωνάθαν ἐν τῇ ἡμέρᾳ ἐκείνῃ, καὶ οὐκ ἀπέθανε.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 46] Καὶ ἀνέβη Σαοὺλ ἀπὸ ὄπισθε τῶν ἀλλοφύλων· καὶ οἱ ἀλλόφυλοι ἀπῆλθον εἰς τὸν τόπον αὐτῶν.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 47] Καὶ Σαοὺλ ἔλαχε τοῦ βασιλεύειν, κατακληροῦται ἔργον ἐπὶ Ἰσραήλ· καὶ ἐπολέμει κύκλῳ πάντας τοὺς ἐχθροὺς αὐτοῦ εἰς τὸν Μωὰβ, καὶ εἰς τοὺς υἱοὺς ʼΑμμὼν, καὶ εἰς τοὺς υἱοὺς Ἐδὼμ, καὶ εἰς τὸν Βαιθαιὼρ, καὶ εἰς βασιλέα Σουβὰ, καὶ εἰς τοὺς ἀλλοφύλους· οὗ ἂν ἐστράφη, ἐσώζετο.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 48] Καὶ ἐποίησε δύναμιν, καὶ ἐπάταξε τὸν ʼΑμαλήκ· καὶ ἐξείλετο τὸν Ἰσραὴλ ἐκ χειρὸς τῶν καταπατούντων αὐτόν.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 49] Καὶ ἦσαν οἱ υἱοὶ Σαοὺλ Ἰωνάθαν, καὶ Ἰεσσιοὺ, καὶ Μελχισά· καὶ ὀνόματα τῶν δύο θυγατέρων αὐτοῦ, ὄνομα τῇ πρωτοτόκῳ Μερόβ, καὶ ὄνομα τῇ δευτέρᾳ Μελχόλ.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 50] Καὶ ὄνομα τῇ γυναικὶ αὐτοῦ ʼΑχινοὸμ, θυγάτερ ʼΑχιμάας· καὶ ὄνομα τῷ ἀρχιστρατήγῳ αὐτοῦ ʼΑβεννηρ, υἱὸς Νὴρ, υἱοῦ οἰκείου Σαούλ.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 51] Καὶ Κὶς πατὴρ Σαοὺλ, καὶ Νὴρ πατὴρ ʼΑβεννὴρ υἱὸς Ἰαμὶν, υἱοῦ ʼΑβιήλ.
[LXX | EL | OT | 1 Samuel | Chapter 14 | Verse 52] Καὶ ἦν ὁ πόλεμος κραταιὸς ἐπὶ τοὺς ἀλλοφύλους πάσας τὰς ἡμέρας Σαούλ· καὶ ἰδὼν Σαοὺλ πάντα ἄνδρα δυνατὸν, καὶ πάντα ἄνδρα υἱὸν δυνάμεως, καὶ συνήγαγεν αὐτοὺς πρὸς αὑτόν.
