[LXX | EL | OT | 1 Samuel | Chapter 26 | Verse 1] Καὶ ἔρχονται οἱ Ζιφαῖοι ἐκ τῆς αὐχμώδους πρὸς τὸν Σαοὺλ εἰς τὸν βουνὸν, λέγοντες, ἰδοὺ Δαυὶδ σκεπάζεται μεθʼ ἡμῶν ἐν τῷ βουνῷ τῷ ʼΕχελὰ, κατὰ πρόσωπον τοῦ Ἰεσσεμοῦ.
[LXX | EL | OT | 1 Samuel | Chapter 26 | Verse 12] Καὶ ἔλαβε Δαυὶδ τὸ δόρυ, καὶ τὸν φακὸν τοῦ ὕδατος ἀπὸ προσκεφαλῆς αὐτοῦ, καὶ ἀπῆλθον καθʼ ἑαυτούς· καὶ οὐκ ἦν ὁ βλέπων, καὶ οὐκ ἦν ὁ γινώσκων, καὶ οὐκ ἦν ὁ ἐξεγειρόμενος, πάντες ὑπνοῦντες, ὅτι θάμβος Κυρίου ἐπέπεσεν ἐπʼ αὐτούς.
[LXX | EL | OT | 1 Samuel | Chapter 26 | Verse 13] Καὶ διέβη Δαυὶδ εἰς τὸ πέραν, καὶ ἔστη ἐπὶ τὴν κορυφὴν τοῦ ὄρους μακρόθεν, καὶ πολλὴ ἡ ὁδὸς ἀναμέσον αὐτῶν.
[LXX | EL | OT | 1 Samuel | Chapter 26 | Verse 14] Καὶ προσεκαλέσατο Δαυὶδ τὸν λαὸν, καὶ τῷ Ἀβεννὴρ ἐλάλησε, λέγεν, οὐκ ἀποκριθήσῃ Ἀβεννήρ; καὶ ἀπεκρίθη ʼΑβεννὴρ, καὶ εἶπε, τίς εἶ σὺ ὁ καλῶν;
[LXX | EL | OT | 1 Samuel | Chapter 26 | Verse 15] Καὶ εἶπε Δαυὶδ πρὸς Ἀβεννὴρ, οὐκ ἀνὴρ σύ; καὶ τίς, ὡς σὺ, ἐν Ἰσραήλ; καὶ διατί οὐ φυλάσσεις τὸν κύριόν σου τὸν βασιλέα; ὅτι εἰσῆλθεν εἷς ἐκ τοῦ λαοῦ διαφθεῖραι τὸν κύριόν σου τὸν βασιλέα.
[LXX | EL | OT | 1 Samuel | Chapter 26 | Verse 16] Καὶ οὐκ ἀγαθὸν τὸ ῥῆμα τοῦτο, ὃ πεποίηκας· ζῇ Κύριος, ὅτι υἱοὶ θανατώσεως ὑμεῖς, οἱ φυλάσσοντες τὸν βασιλέα τὸν κύριον ὑμῶν τὸν χριστὸν Κυρίου· καὶ νῦν ἴδε δὴ τὸ δόρυ τοῦ βασιλέως, καὶ ὁ φακὸς τοῦ ὕδατος, ποῦ ἐστι τὰ πρὸς κεφαλῆς αὐτοῦ;
[LXX | EL | OT | 1 Samuel | Chapter 26 | Verse 17] Καὶ ἐπέγνω Σαοὺλ τὴν φωνὴν Δαυὶδ, καὶ εἶπεν, ἡ φωνή σου αὕτη, τέκνον Δαυίδ; καὶ εἶπε Δαυίδ, δοῦλός σου κύριε βασιλεῦ.
[LXX | EL | OT | 1 Samuel | Chapter 26 | Verse 18] Καὶ εἶπεν, ἱνατί τοῦτο καταδιώκει ὁ κύριος ὀπίσω τοῦ δούλου αὐτοῦ; ὅτι τί ἡμάρτηκα; καὶ τί εὑρέθη ἐν ἐμοὶ ἀδίκημα;
[LXX | EL | OT | 1 Samuel | Chapter 26 | Verse 19] Καὶ νῦν ἀκουσάτω ὁ κύριός μου ὁ βασιλεὺς τὸ ῥῆμα τοῦ δούλου αὐτοῦ· εἰ ὁ Θεὸς ἐπισείει σε ἐπʼ ἐμὲ, ὀσφρανθείη θυσία σου· καὶ εἰ υἱοὶ ἀνθρώπων, ἐπικατάρατοι οὗτοι ἐνώπιον Κυρίου, ὅτι ἐξέβαλόν με σήμερον μὴ ἐστηρίθαι ἐν κληρονομίᾳ Κυρίου, λέγοντες, πορεύου, δούλευε θεοῖς ἑτέροις.
[LXX | EL | OT | 1 Samuel | Chapter 26 | Verse 20] Καὶ νῦν μὴ πέσοι τὸ αἷμά μου ἐπὶ τὴν γῆν ἐξεναντίας προσώπου Κυρίου, ὅτι ἐξελήλυθεν ὁ βασιλεὺς Ἰσραὴλ ζητεῖν ψυχήν μου, καθὼς καταδιώκει ὁ νυκτικόραξ ἐν τοῖς ὄρεσι.
[LXX | EL | OT | 1 Samuel | Chapter 26 | Verse 21] Καὶ εἶπε Σαοὺλ, ἡμάρτηκα· ἐπίστρεφε, τέκνον Δαυὶδ, ὅτι οὐ κακοποιήσω σε, ἀνθʼ ὧν ἔντιμος ψυχή μου ἐν ὀφθαλμοῖς σου, καὶ ἐν τῇ σήμερον μεματαίωμαι καὶ ἠγνόηκα πολλὰ σφόδρα.
[LXX | EL | OT | 1 Samuel | Chapter 26 | Verse 22] Καὶ ἀπεκρίθη Δαυὶδ, καὶ εἶπεν, ἰδοὺ τὸ δόρυ τοῦ βασιλέως· διελθέτω εἷς τῶν παιδαρίων καὶ λαβέτω αὐτό·
[LXX | EL | OT | 1 Samuel | Chapter 26 | Verse 23] Καὶ Κύριος ἐπιστρέψει ἑκάστῳ κατὰ τὰς δικαιοσύνας αὐτοῦ καὶ τὴν πίστιν αὐτοῦ· ὡς παρέδωκέ σε Κύριος σήμερον εἰς χεῖράς μου, καὶ οὐκ ἠθέλησα ἐπενεγκεῖν χεῖρά μου ἐπὶ χριστὸν Κυρίου.
[LXX | EL | OT | 1 Samuel | Chapter 26 | Verse 24] Καὶ ἰδοὺ καθὼς ἐμεγαλύνθη ἡ ψυχή σου σήμερον ἐν ταύτῃ ἐν ὀφθαλμοῖς μου, οὕτως μεγαλυνθείη ἡ ψυχή μου ἐνώπιον Κυρίου, καὶ σκεπάσαι με, καὶ ἐξελεῖταί με ἐκ πάσης θλίψεως.
[LXX | EL | OT | 1 Samuel | Chapter 26 | Verse 25] Καὶ εἶπε Σαοὺλ πρὸς Δαυὶδ, εὐλογημένος σὺ, τέκνον· καὶ ποιῶν ποιήσεις, καὶ δυνάμενος δυνήσῃ· καὶ ἀπῆλθε Δαυὶδ εἰς τὴν ὁδὸν αὐτοῦ, καὶ Σαοὺλ ἀπέστρεψεν εἰς τὸν τόπον αὐτοῦ.
