[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 1] ਰਹਬੁਆਮ ਸ਼ਕਮ ਨੂੰ ਗਿਆ ਕਿਉਂ ਜੋ ਸਾਰਾ ਇਸਰਾਏਲ ਉਸ ਨੂੰ ਰਾਜਾ ਬਣਾਉਣ ਲਈ ਸ਼ਕਮ ਵਿੱਚ ਆਇਆ ਹੋਇਆ ਸੀ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 12] ਸੋ ਯਾਰਾਬੁਆਮ ਅਤੇ ਸਾਰੇ ਲੋਕ ਤੀਜੇ ਦਿਨ ਰਹਬੁਆਮ ਦੇ ਕੋਲ ਆਏ ਜਿਵੇਂ ਪਾਤਸ਼ਾਹ ਨੇ ਉਨ੍ਹਾਂ ਨਾਲ ਗੱਲ ਕੀਤੀ ਸੀ ਕਿ ਜਿਵੇਂ ਤੁਸੀਂ ਤੀਜੇ ਦਿਨ ਨੂੰ ਮੇਰੇ ਕੋਲ ਆਇਓ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 13] ਤਦ ਪਾਤਸ਼ਾਹ ਨੇ ਉਨ੍ਹਾਂ ਲੋਕਾਂ ਨੂੰ ਕੌੜਾ ਜਿਹਾ ਉੱਤਰ ਦਿੱਤਾ ਅਤੇ ਉਨ੍ਹਾਂ ਬਜ਼ੁਰਗਾਂ ਦੀ ਸਲਾਹ ਨੂੰ ਜਿਹੜੀ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨੂੰ ਦਿੱਤੀ ਛੱਡ ਦਿੱਤਾ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 14] ਅਤੇ ਜੁਆਨਾਂ ਦੀ ਸਲਾਹ ਦੇ ਅਨੁਸਾਰ ਉਹ ਉਨ੍ਹਾਂ ਨੂੰ ਬੋਲਿਆ ਕਿ ਮੇਰੇ ਪਿਤਾ ਨੇ ਤਾਂ ਤੁਹਾਡੇ ਉੱਤੇ ਭਾਰਾ ਜੂਲਾ ਦਿੱਤਾ ਪਰ ਮੈਂ ਤੁਹਾਡੇ ਜੂਲੇ ਦਾ ਭਾਰ ਹੋਰ ਵਧਾਵਾਂਗਾ। ਮੇਰੇ ਪਿਤਾ ਨੇ ਤੁਹਾਨੂੰ ਕੋਟਲਿਆਂ ਨਾਲ ਫੰਡਿਆ ਪਰ ਮੈਂ ਤੁਹਾਨੂੰ ਬਿੱਛੂਆਂ ਨਾਲ ਫੰਡਾਂਗਾ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 15] ਸੋ ਪਾਤਸ਼ਾਹ ਨੇ ਲੋਕਾਂ ਦੀ ਨਾ ਸੁਣੀ ਕਿਉਂ ਜੋ ਇਹ ਯਹੋਵਾਹ ਵੱਲੋਂ ਸੀ ਕਿ ਉਹ ਆਪਣੇ ਉਸ ਬਚਨ ਨੂੰ ਜਿਹੜਾ ਯਹੋਵਾਹ ਨੇ ਸ਼ੀਲੋਨੀ ਅਹੀਯਾਹ ਦੇ ਰਾਹੀਂ ਨਬਾਟ ਦੇ ਪੁੱਤਰ ਯਾਰਾਬੁਆਮ ਨੂੰ ਆਖਿਆ ਸੀ ਪੂਰਾ ਕਰੇ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 16] ਸੋ ਜਦ ਸਾਰੇ ਇਸਰਾਏਲ ਨੇ ਵੇਖਿਆ ਕਿ ਪਾਤਸ਼ਾਹ ਨੇ ਸਾਡੀ ਨਹੀਂ ਸੁਣੀ ਤਾਂ ਲੋਕਾਂ ਨੇ ਪਾਤਸ਼ਾਹ ਨੂੰ ਉੱਤਰ ਦਿੱਤਾ ਕਿ ਦਾਊਦ ਦੇ ਨਾਲ ਸਾਡਾ ਕੀ ਸ਼ਰੀਕਾ ਅਤੇ ਯੱਸੀ ਦੇ ਪੁੱਤਰ ਨਾਲ ਕੀ ਵੰਡ ਵਿਹਾਰ?। ਹੇ ਇਸਰਾਏਲ, ਆਪਣੇ ਤੰਬੂਆਂ ਨੂੰ ਜਾਓ ਅਤੇ ਹੇ ਦਾਊਦ, ਹੁਣ ਤੂੰ ਆਪਣੇ ਘਰਾਣੇ ਨੂੰ ਸੰਭਾਲ ਸੋ ਇਸਰਾਏਲੀ ਆਪਣਿਆਂ ਤੰਬੂਆਂ ਨੂੰ ਚੱਲੇ ਗਏ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 17] ਪਰ ਉਹ ਇਸਰਾਏਲੀ ਜਿਹੜੇ ਯਹੂਦਾਹ ਦੇ ਸ਼ਹਿਰਾਂ ਵਿੱਚ ਵੱਸਦੇ ਸਨ ਉਨ੍ਹਾਂ ਉੱਤੇ ਰਹਬੁਆਮ ਰਾਜ ਕਰਦਾ ਸੀ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 18] ਫੇਰ ਰਹਬੁਆਮ ਪਾਤਸ਼ਾਹ ਨੇ ਅਦੋਰਾਮ ਨੂੰ ਭੇਜਿਆ ਜਿਹੜਾ ਬੇਗ਼ਾਰੀਆਂ ਉੱਤੇ ਸੀ, ਪਰ ਸਾਰੇ ਇਸਰਾਏਲ ਨੇ ਉਹ ਨੂੰ ਪਥਰਾਉ ਕੀਤਾ ਅਤੇ ਉਹ ਮਰ ਗਿਆ ਅਤੇ ਰਹਬੁਆਮ ਪਾਤਸ਼ਾਹ ਨੇ ਛੇਤੀ ਕੀਤੀ ਅਤੇ ਰਥ ਉੱਤੇ ਚੜ੍ਹ ਕੇ ਯਰੂਸ਼ਲਮ ਨੂੰ ਨੱਠ ਗਿਆ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 19] ਸੋ ਇਸਰਾਏਲ ਅੱਜ ਦੇ ਦਿਨ ਤੱਕ ਦਾਊਦ ਦੇ ਘਰਾਣੇ ਤੋਂ ਆਕੀ ਹੈ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 20] ਫੇਰ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਜਦ ਸਾਰੇ ਇਸਰਾਏਲ ਨੇ ਸੁਣਿਆ ਕਿ ਯਾਰਾਬੁਆਮ ਮੁੜ ਆਇਆ ਹੈ ਤਾਂ ਲੋਕ ਭੇਜ ਕੇ ਉਸ ਨੂੰ ਮੰਡਲੀ ਦੇ ਵਿੱਚ ਸੱਦਿਆ ਅਤੇ ਉਸ ਨੂੰ ਉਨ੍ਹਾਂ ਨੇ ਸਾਰੇ ਇਸਰਾਏਲ ਉੱਤੇ ਪਾਤਸ਼ਾਹ ਬਣਾਇਆ। ਇੱਕ ਯਹੂਦਾਹ ਦੇ ਗੋਤ ਤੋਂ ਛੁੱਟ ਹੋਰ ਕੋਈ ਦਾਊਦ ਦੇ ਘਰਾਣੇ ਦੇ ਪਿੱਛੇ ਨਾ ਲੱਗਾ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 21] ਜਦ ਰਹਬੁਆਮ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਆ ਗਿਆ ਤਦ ਉਸ ਨੇ ਇਸਰਾਏਲ ਨਾਲ ਲੜਨ ਲਈ ਯਹੂਦਾਹ ਅਤੇ ਬਿਨਯਾਮੀਨ ਦੇ ਘਰਾਣਿਆਂ ਵਿੱਚੋਂ ਇੱਕ ਲੱਖ ਅੱਸੀ ਹਜ਼ਾਰ ਯੁੱਧ ਦੇ ਚੁਣਵੇਂ ਸੂਰਮੇ ਇਕੱਠੇ ਕੀਤੇ ਤਾਂ ਜੋ ਉਹ ਇਸਰਾਏਲ ਨਾਲ ਲੜ ਕੇ ਸੁਲੇਮਾਨ ਦੇ ਪੁੱਤਰ ਰਹਬੁਆਮ ਦੇ ਲਈ ਰਾਜ ਨੂੰ ਮੋੜ ਲੈਣ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 22] ਤਦ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਪਰਮੇਸ਼ੁਰ ਦਾ ਬਚਨ ਸ਼ਮਅਯਾਹ ਨੂੰ ਜੋ ਪਰਮੇਸ਼ੁਰ ਦਾ ਬੰਦਾ ਸੀ ਆਇਆ ਕਿ
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 23] ਯਹੂਦਾਹ ਦੇ ਪਾਤਸ਼ਾਹ ਸੁਲੇਮਾਨ ਦੇ ਪੁੱਤਰ ਰਹਬੁਆਮ ਨੂੰ ਅਤੇ ਯਹੂਦਾਹ ਅਤੇ ਬਿਨਯਾਮੀਨ ਦੇ ਸਾਰੇ ਘਰਾਣੇ ਨੂੰ ਤੇ ਲੋਕਾਂ ਦੇ ਬਕੀਏ ਨੂੰ ਆਖ ਕਿ
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 24] ਯਹੋਵਾਹ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ ਕਿ ਤੁਸੀਂ ਚੜ੍ਹਾਈ ਨਾ ਕਰੋ ਨਾ ਆਪਣੇ ਇਸਰਾਏਲੀ ਭਰਾਵਾਂ ਨਾਲ ਲੜੋ। ਹਰ ਮਨੁੱਖ ਆਪੋ ਆਪਣੇ ਘਰ ਨੂੰ ਮੁੜ ਜਾਵੇ ਕਿਉਂ ਜੋ ਇਹ ਗੱਲ ਮੇਰੀ ਵੱਲੋਂ ਹੈ ਸੋ ਉਹ ਯਹੋਵਾਹ ਦੀ ਗੱਲ ਸੁਣ ਕੇ ਕਿ ਇਹ ਯਹੋਵਾਹ ਦੀ ਗੱਲ ਅਨੁਸਾਰ ਹੈ ਮੁੜ ਕੇ ਚੱਲੇ ਗਏ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 25] ਤਾਂ ਯਾਰਾਬੁਆਮ ਨੇ ਇਫ਼ਰਾਈਮ ਪਰਬਤ ਵਿੱਚ ਸ਼ਕਮ ਨੂੰ ਬਣਾਇਆ ਅਤੇ ਉਹ ਦੇ ਵਿੱਚ ਵੱਸਿਆ ਅਤੇ ਓਥੋਂ ਜਾ ਕੇ ਪਨੂਏਲ ਨੂੰ ਬਣਾਇਆ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 26] ਤਾਂ ਯਾਰਾਬੁਆਮ ਨੇ ਆਪਣੇ ਮਨ ਵਿੱਚ ਆਖਿਆ, ਹੁਣ ਰਾਜ ਦਾਊਦ ਦੇ ਘਰਾਣੇ ਵੱਲ ਮੁੜ ਜਾਵੇਗਾ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 27] ਜੇ ਕਦੀ ਇਹ ਲੋਕ ਯਰੂਸ਼ਲਮ ਨੂੰ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਵਿੱਚ ਬਲੀ ਚੜ੍ਹਾਉਣ ਨੂੰ ਜਾਣ ਤਾਂ ਉਨ੍ਹਾਂ ਲੋਕਾਂ ਦੇ ਮਨ ਆਪਣੇ ਸੁਆਮੀ ਦੀ ਵੱਲ ਅਰਥਾਤ ਯਹੂਦਾਹ ਦੇ ਪਾਤਸ਼ਾਹ ਰਹਬੁਆਮ ਵੱਲ ਫਿਰ ਜਾਣਗੇ ਅਤੇ ਉਹ ਮੈਨੂੰ ਮਾਰ ਸੁੱਟਣਗੇ ਅਤੇ ਯਹੂਦਾਹ ਦੇ ਪਾਤਸ਼ਾਹ ਰਹਬੁਆਮ ਵੱਲ ਮੁੜ ਜਾਣਗੇ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 28] ਇਸ ਉੱਤੇ ਪਾਤਸ਼ਾਹ ਨੇ ਸਲਾਹ ਕਰ ਕੇ ਸੋਨੇ ਦੇ ਦੋ ਵੱਛੇ ਬਣਾਏ ਅਤੇ ਉਨ੍ਹਾਂ ਲੋਕਾਂ ਨੂੰ ਆਖਿਆ, ਕਿ ਯਰੂਸ਼ਲਮ ਨੂੰ ਚੜ੍ਹਨਾ ਤੁਹਾਡਾ ਵਾਧੂ ਹੀ ਹੈ। ਵੇਖ, ਹੇ ਇਸਰਾਏਲ, ਆਪਣੇ ਦੇਵਤੇ ਜਿਹੜੇ ਤੈਨੂੰ ਮਿਸਰ ਦੇਸ ਤੋਂ ਕੱਢ ਲਿਆਏ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 29] ਤਾਂ ਉਸ ਨੇ ਇੱਕ ਬੈਤਏਲ ਵਿੱਚ ਟਿਕਾਇਆ ਅਤੇ ਦੂਜਾ ਦਾਨ ਵਿੱਚ ਰੱਖ ਦਿੱਤਾ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 30] ਪਰ ਇਹ ਕੰਮ ਇੱਕ ਪਾਪ ਹੋ ਗਿਆ ਕਿਉਂ ਜੋ ਲੋਕ ਦਾਨ ਤੱਕ ਉਹ ਦੇ ਅੱਗੇ ਪੂਜਾ ਕਰਨ ਲਈ ਗਏ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 31] ਅਤੇ ਉਸ ਨੇ ਉੱਚਿਆਂ ਥਾਵਾਂ ਉੱਤੇ ਭਵਨ ਬਣਾਏ ਅਤੇ ਲੋਕਾਂ ਵਿੱਚੋਂ ਜੋ ਲੇਵੀ ਦੀ ਅੰਸ ਵਿੱਚੋਂ ਨਹੀਂ ਸਨ ਜਾਜਕ ਬਣਾਏ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 32] ਅਤੇ ਯਾਰਾਬੁਆਮ ਨੇ ਅੱਠਵੇਂ ਮਹੀਨੇ ਦੀ ਪੰਦਰਵੀਂ ਤਾਰੀਖ਼ ਉੱਤੇ ਪਰਬ ਮਨਾਇਆ ਉਸ ਪਰਬ ਵਾਂਗੂੰ ਜੋ ਯਹੂਦਾਹ ਵਿੱਚ ਹੁੰਦਾ ਸੀ ਅਤੇ ਜਗਵੇਦੀ ਉੱਤੇ ਬਲੀਆਂ ਚੜ੍ਹਾਈਆਂ। ਇਸ ਤਰ੍ਹਾਂ ਉਸ ਨੇ ਬੈਤਏਲ ਵਿੱਚ ਵੀ ਕੀਤਾ ਅਤੇ ਆਪਣੇ ਬਣਾਏ ਹੋਏ ਵੱਛਿਆਂ ਦੇ ਅੱਗੇ ਬਲੀਆਂ ਚੜ੍ਹਾਉਣ ਲੱਗ ਪਿਆ ਅਤੇ ਬੈਤਏਲ ਵਿੱਚ ਉਸ ਨੇ ਆਪਣੇ ਬਣਾਏ ਹੋਏ ਉੱਚਿਆਂ ਥਾਵਾਂ ਲਈ ਜਾਜਕ ਰੱਖ ਲਏ।
[IRV | PA | OT | 1 Kings | Chapter 12 | Verse 33] ਸੋ ਅੱਠਵੇਂ ਮਹੀਨੇ ਦੀ ਪੰਦਰਵੀਂ ਤਾਰੀਖ਼ ਜਿਹੜਾ ਮਹੀਨਾ ਉਸ ਨੇ ਆਪਣੇ ਮਨ ਵਿੱਚ ਮਿੱਥਿਆ ਸੀ ਉਹ ਉਸ ਜਗਵੇਦੀ ਕੋਲ ਜਿਹੜੀ ਉਸ ਨੇ ਬੈਤਏਲ ਵਿੱਚ ਬਣਾਈ ਸੀ ਗਿਆ ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਲਈ ਇੱਕ ਪਰਬ ਠਹਿਰਾਇਆ ਅਤੇ ਜਗਵੇਦੀ ਕੋਲ ਗਿਆ ਕਿ ਧੂਪ ਧੁਖਾਵੇ।
