[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 1] ਬਹੁਤ ਦਿਨਾਂ ਤੋਂ ਮਗਰੋਂ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਏਲੀਯਾਹ ਕੋਲ ਤੀਜੇ ਸਾਲ ਵਿੱਚ ਆਇਆ ਕਿ ਜਾ ਅਹਾਬ ਕੋਲ ਆਪਣੇ ਆਪ ਨੂੰ ਵਿਖਾ ਅਤੇ ਮੈਂ ਜ਼ਮੀਨ ਉੱਤੇ ਮੀਂਹ ਪਾਵਾਂਗਾ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 12] ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਹੋਵੇਗਾ ਕਿ ਜਦ ਮੈਂ ਤੇਰੇ ਕੋਲ ਚੱਲਿਆ ਜਾਂਵਾਂਗਾ ਤਾਂ ਯਹੋਵਾਹ ਦਾ ਆਤਮਾ ਤੈਨੂੰ ਖਬਰੇ ਕਿੱਥੇ ਲੈ ਜਾਵੇ ਅਤੇ ਮੈਂ ਜਾ ਕੇ ਅਹਾਬ ਨੂੰ ਦੱਸਾਂ ਅਤੇ ਤੂੰ ਉਹ ਨੂੰ ਨਾ ਲੱਭੇ ਤਾਂ ਉਹ ਮੈਨੂੰ ਵੱਢ ਸੁੱਟੇਗਾ ਪਰ ਤੇਰਾ ਦਾਸ ਬਚਪਨ ਤੋਂ ਯਹੋਵਾਹ ਦਾ ਭੈਅ ਮੰਨਦਾ ਰਿਹਾ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 13] ਭਲਾ, ਮੇਰੇ ਸੁਆਮੀ ਨੂੰ ਉਹ ਨਹੀਂ ਦੱਸਿਆ ਗਿਆ ਜੋ ਮੈਂ ਕੀਤਾ ਜਦ ਈਜ਼ਬਲ ਯਹੋਵਾਹ ਦੇ ਨਬੀਆਂ ਨੂੰ ਵੱਢ ਰਹੀ ਸੀ ਕਿ ਮੈਂ ਕਿਵੇਂ ਯਹੋਵਾਹ ਦੇ ਨਬੀਆਂ ਵਿੱਚੋਂ ਸੌ ਮਨੁੱਖ ਪੰਜਾਹ-ਪੰਜਾਹ ਕਰ ਕੇ ਇੱਕ ਖੁੰਧਰ ਵਿੱਚ ਲੁਕਾ ਛੱਡੇ ਸਨ ਨਾਲੇ ਉਨ੍ਹਾਂ ਨੂੰ ਅੰਨ ਪਾਣੀ ਦਿੱਤਾ ਸੀ?
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 14] ਹੁਣ ਤੂੰ ਕਹਿੰਦਾ ਹੈਂ ਜਾ ਆਪਣੇ ਮਾਲਕ ਨੂੰ ਆਖ ਕਿ ਵੇਖੋ ਏਲੀਯਾਹ ਆਇਆ ਹੈ। ਉਹ ਮੈਨੂੰ ਵੱਢ ਸੁੱਟੇਗਾ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 15] ਤਾਂ ਏਲੀਯਾਹ ਨੇ ਆਖਿਆ, ਸੈਨਾਂ ਦੇ ਯਹੋਵਾਹ ਦੀ ਸਹੁੰ ਜਿਹ ਦੇ ਅੱਗੇ ਮੈਂ ਖੜ੍ਹਾ ਹਾਂ ਮੈਂ ਅੱਜ ਆਪਣਾ ਆਪ ਉਹ ਨੂੰ ਸੱਚ-ਮੁੱਚ ਵਿਖਾਵਾਂਗਾ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 16] ਸੋ ਓਬਦਿਆਹ ਅਹਾਬ ਨੂੰ ਮਿਲਣ ਲਈ ਗਿਆ ਅਤੇ ਉਹ ਨੂੰ ਖ਼ਬਰ ਦਿੱਤੀ। ਤਾਂ ਅਹਾਬ ਏਲੀਯਾਹ ਦੇ ਮਿਲਣ ਨੂੰ ਆਇਆ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 17] ਫੇਰ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਜਦ ਅਹਾਬ ਨੇ ਏਲੀਯਾਹ ਨੂੰ ਦੇਖਿਆ ਤਦ ਅਹਾਬ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਭਲਾ, ਤੂੰ ਹੀ ਹੈਂ ਹੇ ਇਸਰਾਏਲ ਦੇ ਦੁੱਖ ਦੇਣ ਵਾਲਿਆ?
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 18] ਤਾਂ ਉਸਨੇ ਆਖਿਆ, ਮੈਂ ਇਸਰਾਏਲ ਨੂੰ ਦੁੱਖ ਨਹੀਂ ਦਿੱਤਾ ਸਗੋਂ ਤੂੰ ਅਤੇ ਤੇਰੇ ਪਿਤਾ ਦੇ ਘਰਾਣੇ ਨੇ ਜਦ ਤੁਸੀਂ ਯਹੋਵਾਹ ਦੇ ਹੁਕਮਾਂ ਨੂੰ ਛੱਡ ਦਿੱਤਾ ਅਤੇ ਬਆਲ ਦੇ ਮਗਰ ਚੱਲ ਪਾਏ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 19] ਹੁਣ ਤੂੰ ਮੇਰੇ ਲਈ ਸਾਰਾ ਇਸਰਾਏਲ ਕਰਮਲ ਪਰਬਤ ਕੋਲ ਸੱਦ ਕੇ ਇਕੱਠਾ ਕਰ ਨਾਲੇ ਬਆਲ ਦੇ ਸਾਢੇ ਚਾਰ ਸੌ ਨਬੀ ਅਤੇ ਅਸ਼ੇਰਾਹ ਦੇਵੀਂ ਦੇ ਚਾਰ ਸੌ ਨਬੀ ਜਿਹੜੇ ਈਜ਼ਬਲ ਦੇ ਲੰਗਰ ਵਿੱਚੋਂ ਖਾਂਦੇ ਹਨ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 20] ਇਸ ਤੋਂ ਬਾਅਦ ਅਹਾਬ ਨੇ ਸਾਰੇ ਇਸਰਾਏਲੀਆਂ ਨੂੰ ਸੱਦਿਆ ਅਤੇ ਉਹਨਾਂ ਨਬੀਆਂ ਨੂੰ ਕਰਮਲ ਪਰਬਤ ਉੱਤੇ ਇਕੱਠਾ ਕੀਤਾ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 21] ਤਾਂ ਏਲੀਯਾਹ ਸਾਰੇ ਲੋਕਾਂ ਕੋਲ ਆਇਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਭਲਾ, ਤੁਸੀਂ ਕਦ ਤੱਕ ਦੋ ਖਿਆਲਾਂ ਉੱਤੇ ਲੰਗੜਾ ਕੇ ਚੱਲੋਗੇ? ਜੇ ਯਹੋਵਾਹ ਪਰਮੇਸ਼ੁਰ ਹੈ ਤਾਂ ਉਹ ਦੇ ਮਗਰ ਲੱਗੋ ਪਰ ਜੇ ਬਆਲ ਹੈ ਤਾਂ ਉਹ ਦੇ ਮਗਰ ਲੱਗੋ ਤਾਂ ਲੋਕਾਂ ਨੇ ਉਸ ਦੇ ਉੱਤਰ ਵਿੱਚ ਇੱਕ ਗੱਲ ਵੀ ਨਾ ਆਖੀ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 22] ਤਾਂ ਏਲੀਯਾਹ ਨੇ ਲੋਕਾਂ ਨੂੰ ਆਖਿਆ, ਮੈਂ ਇਕੱਲਾ ਹੀ ਯਹੋਵਾਹ ਦਾ ਨਬੀ ਰਹਿ ਗਿਆ ਹਾਂ ਪਰ ਬਆਲ ਦੇ ਸਾਢੇ ਚਾਰ ਸੌ ਮਨੁੱਖ ਹਨ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 23] ਉਹ ਸਾਨੂੰ ਦੋ ਬਲ਼ਦ ਦੇਣ ਅਤੇ ਉਹ ਆਪਣੇ ਲਈ ਇੱਕ ਬਲ਼ਦ ਚੁਣ ਲੈਣ ਅਤੇ ਉਹ ਨੂੰ ਟੋਟੇ-ਟੋਟੇ ਕਰ ਕੇ ਬਾਲਣ ਦੇ ਉੱਤੇ ਰੱਖਣ ਪਰ ਅੱਗ ਨਾ ਲਾਉਣ ਅਤੇ ਮੈਂ ਦੂਜਾ ਬਲ਼ਦ ਤਿਆਰ ਕਰਾਂਗਾ ਅਤੇ ਉਹ ਨੂੰ ਬਾਲਣ ਉੱਤੇ ਰੱਖਾਂਗਾ ਪਰ ਅੱਗ ਨਾ ਲਾਵਾਂਗਾ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 24] ਤਾਂ ਤੁਸੀਂ ਆਪਣੇ ਦੇਵਤੇ ਦਾ ਨਾਮ ਲੈ ਕੇ ਪੁਕਾਰੋ ਅਤੇ ਮੈਂ ਯਹੋਵਾਹ ਦਾ ਨਾਮ ਲੈ ਕੇ ਪੁਕਾਰਾਂਗਾ। ਫੇਰ ਜਿਹੜਾ ਪਰਮੇਸ਼ੁਰ ਅੱਗ ਨਾਲ ਉੱਤਰ ਦੇਵੇ ਉਹੋ ਹੀ ਪਰਮੇਸ਼ੁਰ ਹੋਵੇ। ਤਾਂ ਸਭਨਾਂ ਲੋਕਾਂ ਨੇ ਉੱਤਰ ਦੇ ਕੇ ਆਖਿਆ, ਇਹ ਗੱਲ ਚੰਗੀ ਹੈ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 25] ਤਦ ਏਲੀਯਾਹ ਨੇ ਬਆਲ ਦੇ ਨਬੀਆਂ ਨੂੰ ਆਖਿਆ, ਤੁਸੀਂ ਇੱਕ ਬਲ਼ਦ ਆਪਣੇ ਲਈ ਚੁਣ ਲਓ ਅਤੇ ਤੁਸੀਂ ਪਹਿਲਾਂ ਉਸ ਨੂੰ ਤਿਆਰ ਕਰੋ ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਬਹੁਤੇ ਹੋ ਅਤੇ ਆਪਣੇ ਦੇਵਤੇ ਦਾ ਨਾਮ ਲੈ ਕੇ ਪੁਕਾਰੋ ਪਰ ਅੱਗ ਨਾ ਲਾਓ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 26] ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਉਹ ਬਲ਼ਦ ਜੋ ਉਨ੍ਹਾਂ ਨੂੰ ਮਿਲਿਆ ਸੀ ਲੈ ਕੇ ਤਿਆਰ ਕੀਤਾ ਅਤੇ ਸਵੇਰ ਤੋਂ ਦੁਪਹਿਰ ਤੱਕ ਬਆਲ ਦੇ ਨਾਮ ਉੱਤੇ ਪੁਕਾਰਦੇ ਰਹੇ, ਹੇ ਬਆਲ ਸਾਡੀ ਸੁਣ। ਪਰ ਕੁਝ ਅਵਾਜ਼ ਨਾ ਆਈ ਨਾ ਕੋਈ ਉੱਤਰ ਦੇਣ ਵਾਲਾ ਸੀ ਅਤੇ ਉਹ ਉਸ ਜਗਵੇਦੀ ਦੇ ਦੁਆਲੇ ਜੋ ਬਣੀ ਹੋਈ ਸੀ ਭੁੜਕਦੇ ਫਿਰਦੇ ਸਨ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 27] ਦੁਪਹਿਰ ਨੂੰ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਏਲੀਯਾਹ ਨੇ ਉਨ੍ਹਾਂ ਦਾ ਮਖ਼ੌਲ ਉਡਾ ਕੇ ਆਖਿਆ, ਉੱਚੀ ਦੇ ਕੇ ਬੁਲਾਓ ਕਿਉਂ ਜੋ ਉਹ ਤਾਂ ਦੇਵਤਾ ਹੈ! ਕੀ ਜਾਣੀਏ ਜੋ ਉਹ ਸੋਚ ਵਿੱਚ ਹੋਵੇ ਜਾਂ ਲਾਂਭੇ ਗਿਆ ਹੋਵੇ ਜਾਂ ਉਹ ਸਫ਼ਰ ਵਿੱਚ ਹੋਵੇ ਜਾਂ ਸ਼ਾਇਦ ਸੁੱਤਾ ਪਿਆ ਹੋਵੇ ਅਤੇ ਉਹ ਨੂੰ ਜਗਾਉਣਾ ਪਵੇ?
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 28] ਤਦ ਉਨ੍ਹਾਂ ਨੇ ਉੱਚੀ ਦੇ ਕੇ ਪੁਕਾਰਿਆ ਅਤੇ ਆਪਣੇ ਆਪ ਨੂੰ ਆਪਣੀ ਰੀਤ ਦੇ ਅਨੁਸਾਰ ਤਲਵਾਰਾਂ ਅਤੇ ਛੁਰੀਆਂ ਨਾਲ ਅਜਿਹਾ ਵੱਢਿਆ ਕਿ ਉਹ ਲਹੂ ਲੁਹਾਣ ਹੋ ਗਏ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 29] ਤਾਂ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਜਦ ਦੁਪਹਿਰ ਲੰਘ ਗਈ ਤਾਂ ਉਹ ਸ਼ਾਮ ਦੀ ਭੇਟ ਚੜ੍ਹਾਉਣ ਦੇ ਵੇਲੇ ਤੱਕ ਵਾਚਦੇ ਰਹੇ ਪਰ ਨਾ ਕੋਈ ਅਵਾਜ਼, ਨਾ ਕੋਈ ਉੱਤਰ ਦੇਣ ਵਾਲਾ ਅਤੇ ਨਾ ਕੋਈ ਧਿਆਨ ਕਰਨ ਵਾਲਾ ਸੀ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 30] ਤਾਂ ਏਲੀਯਾਹ ਨੇ ਸਭਨਾਂ ਲੋਕਾਂ ਨੂੰ ਆਖਿਆ, ਮੇਰੇ ਨੇੜੇ ਆਓ ਅਤੇ ਸਭ ਲੋਕ ਉਹ ਦੇ ਨੇੜੇ ਗਏ ਤਾਂ ਉਸ ਨੇ ਯਹੋਵਾਹ ਦੀ ਟੁੱਟੀ ਹੋਈ ਜਗਵੇਦੀ ਦੀ ਮੁਰੰਮਤ ਕੀਤੀ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 31] ਫੇਰ ਏਲੀਯਾਹ ਨੇ ਯਾਕੂਬ ਦੇ ਪੁੱਤਰਾਂ ਦੇ ਗੋਤਾਂ ਦੇ ਲੇਖੇ ਅਨੁਸਾਰ ਜਿਨ੍ਹਾਂ ਨੂੰ ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਇਸ ਤਰ੍ਹਾਂ ਆਇਆ ਕਿ ਤੇਰਾ ਨਾਮ ਇਸਰਾਏਲ ਹੋਵੇਗਾ ਬਾਰਾਂ ਪੱਥਰ ਲਏ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 32] ਅਤੇ ਇਨ੍ਹਾਂ ਪੱਥਰਾਂ ਨਾਲ ਯਹੋਵਾਹ ਦੇ ਨਾਮ ਉੱਤੇ ਇੱਕ ਜਗਵੇਦੀ ਬਣਾਈ ਅਤੇ ਜਗਵੇਦੀ ਦੇ ਚੁਫ਼ੇਰੇ ਉਸ ਨੇ ਅਜਿਹੀ ਵੱਡੀ ਖਾਈ ਪੁੱਟੀ ਜਿਹ ਦੇ ਵਿੱਚ ਵੀਹ ਕੁ ਸੇਰ ਬੀਜ ਸਮਾ ਜਾਣ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 33] ਅਤੇ ਲੱਕੜੀਆਂ ਨੂੰ ਚਿਣਿਆ ਅਤੇ ਬਲ਼ਦ ਨੂੰ ਟੋਟੇ-ਟੋਟੇ ਕਰ ਕੇ ਲੱਕੜੀਆਂ ਉੱਤੇ ਰੱਖਿਆ ਅਤੇ ਆਖਿਆ ਚਾਰ ਘੜੇ ਪਾਣੀ ਦੇ ਭਰ ਕੇ ਹੋਮ ਦੀ ਬਲੀ ਅਤੇ ਬਾਲਣ ਉੱਤੇ ਡੋਹਲ ਦਿਓ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 34] ਤਾਂ ਉਸ ਨੇ ਆਖਿਆ, ਦੂਜੀ ਵਾਰ ਕਰੋ। ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਦੂਜੀ ਵਾਰ ਕੀਤਾ। ਫੇਰ ਉਸ ਨੇ ਆਖਿਆ, ਤੀਜੀ ਵਾਰ ਕਰੋ। ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਤੀਜੀ ਵਾਰ ਨਹੀਂ ਕੀਤਾ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 35] ਉਹ ਪਾਣੀ ਜਗਵੇਦੀ ਦੇ ਚੁਫ਼ੇਰੇ ਵੱਗਿਆ ਅਤੇ ਉਸ ਨੇ ਖਾਈ ਪਾਣੀ ਨਾਲ ਭਰ ਦਿੱਤੀ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 36] ਤਾਂ ਤਕਾਲਾਂ ਦੀ ਭੇਟ ਚੜ੍ਹਾਉਣ ਦੇ ਵੇਲੇ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਏਲੀਯਾਹ ਨਬੀ ਨੇ ਨੇੜੇ ਆ ਕੇ ਆਖਿਆ, ਹੇ ਯਹੋਵਾਹ ਅਬਰਾਹਾਮ, ਇਸਹਾਕ ਤੇ ਇਸਰਾਏਲ ਦੇ ਪਰਮੇਸ਼ੁਰ, ਅੱਜ ਪਤਾ ਲੱਗ ਜਾਵੇ ਕਿ ਤੂੰ ਇਸਰਾਏਲ ਵਿੱਚ ਪਰਮੇਸ਼ੁਰ ਹੈਂ ਅਤੇ ਮੈਂ ਤੇਰਾ ਦਾਸ ਹਾਂ ਅਤੇ ਮੈਂ ਇਨ੍ਹਾਂ ਸਾਰੀਆਂ ਗੱਲਾਂ ਨੂੰ ਤੇਰੇ ਬਚਨ ਨਾਲ ਕੀਤਾ ਹੈ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 37] ਮੇਰੀ ਸੁਣ, ਹੇ ਯਹੋਵਾਹ, ਮੇਰੀ ਸੁਣ, ਜੋ ਇਹ ਲੋਕ ਜਾਣਨ ਕਿ ਤੂੰ ਹੀ ਯਹੋਵਾਹ ਪਰਮੇਸ਼ੁਰ ਹੈਂ ਅਤੇ ਤੂੰ ਉਨ੍ਹਾਂ ਦਾ ਮਨ ਮੋੜ ਲਿਆ ਹੈ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 38] ਤਦ ਯਹੋਵਾਹ ਦੀ ਅੱਗ ਆਣ ਪਈ ਅਤੇ ਉਸ ਨੂੰ ਹੋਮ ਦੀ ਬਲੀ ਅਤੇ ਬਾਲਣ ਅਤੇ ਪੱਥਰਾਂ ਅਤੇ ਮਿੱਟੀ ਨੂੰ ਸਾੜ ਸੁੱਟਿਆ ਅਤੇ ਜੋ ਪਾਣੀ ਖਾਈ ਵਿੱਚ ਸੀ ਉਹ ਨੂੰ ਚੱਟ ਲਿਆ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 39] ਜਦ ਲੋਕਾਂ ਨੇ ਇਹ ਵੇਖਿਆ ਤਦ ਉਹ ਮੂੰਹਾਂ ਭਰ ਡਿੱਗੇ ਅਤੇ ਆਖਿਆ, ਯਹੋਵਾਹ ਉਹੋ ਪਰਮੇਸ਼ੁਰ ਹੈ! ਯਹੋਵਾਹ ਉਹੋ ਪਰਮੇਸ਼ੁਰ ਹੈ!
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 40] ਤਾਂ ਏਲੀਯਾਹ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਬਆਲ ਦੇ ਨਬੀਆਂ ਨੂੰ ਫੜ ਲਓ। ਉਹਨਾਂ ਵਿੱਚੋਂ ਇੱਕ ਵੀ ਨਾ ਬਚ ਨਿੱਕਲੇ। ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਉਹਨਾਂ ਨੂੰ ਫੜ ਲਿਆ ਅਤੇ ਏਲੀਯਾਹ ਨੇ ਉਹਨਾਂ ਨੂੰ ਕੀਸ਼ੋਨ ਦੇ ਨਾਲੇ ਹੇਠਾਂ ਲੈ ਜਾ ਕੇ ਉੱਥੇ ਉਹਨਾਂ ਨੂੰ ਵੱਢ ਸੁੱਟਿਆ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 41] ਤਦ ਏਲੀਯਾਹ ਨੇ ਅਹਾਬ ਨੂੰ ਆਖਿਆ, ਚੜ੍ਹ ਜਾ ਅਤੇ ਖਾ ਪੀ ਕਿਉਂ ਜੋ ਡਾਢੇ ਮੀਂਹ ਦੀ ਅਵਾਜ਼ ਆਈ ਹੈ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 42] ਸੋ ਅਹਾਬ ਖਾਣ-ਪੀਣ ਨੂੰ ਚੜ੍ਹਿਆ ਅਤੇ ਏਲੀਯਾਹ ਕਰਮਲ ਦੀ ਟੀਸੀ ਉੱਤੇ ਚੜ੍ਹਿਆ ਅਤੇ ਧਰਤੀ ਤੱਕ ਝੁਕਿਆ ਅਤੇ ਆਪਣਾ ਮੂੰਹ ਗੋਡਿਆਂ ਵਿੱਚ ਰੱਖਿਆ।
[IRV | PA | OT | 1 Kings | Chapter 18 | Verse 43] ਤਾਂ ਉਸ ਨੇ ਆਪਣੇ ਬਾਲਕੇ ਨੂੰ ਆਖਿਆ, ਚੜ੍ਹ ਕੇ ਸਮੁੰਦਰ ਵੱਲ ਵੇਖ। ਉਹ ਚੜ੍ਹਿਆ ਜਦ ਵੇਖਿਆ ਤਾਂ ਆਖਿਆ, ਕੁਝ ਨਹੀਂ ਹੈ। ਫੇਰ ਉਸ ਨੇ ਆਖਿਆ, ਸੱਤ ਵਾਰ ਮੁੜ ਜਾ।
