[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 1] ਬਨ-ਹਦਦ ਅਰਾਮ ਦੇ ਰਾਜੇ ਨੇ ਆਪਣੀ ਫੌਜ ਨੂੰ ਇਕੱਠਾ ਕੀਤਾ ਅਤੇ ਉਹ ਦੇ ਨਾਲ ਬੱਤੀ ਰਾਜੇ ਸਨ ਨਾਲੇ ਘੋੜੇ ਤੇ ਰਥ ਅਤੇ ਉਹ ਨੇ ਉਤਾਹਾਂ ਜਾ ਕੇ ਸਾਮਰਿਯਾ ਨੂੰ ਘੇਰ ਲਿਆ ਅਤੇ ਉਸ ਦੇ ਨਾਲ ਯੁੱਧ ਕੀਤਾ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 12] ਤਾਂ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਜਾਂ ਉਸ ਨੇ ਇਹ ਗੱਲ ਸੁਣੀ ਜਦ ਉਹ ਰਾਜਿਆਂ ਦੇ ਨਾਲ ਸ਼ਾਮਿਆਨੇ ਦੇ ਵਿੱਚ ਪੀ ਰਿਹਾ ਸੀ ਤਾਂ ਉਸ ਨੇ ਆਪਣੇ ਟਹਿਲੂਆਂ ਨੂੰ ਆਖਿਆ, ਪਾਲਾਂ ਬੰਨ੍ਹ ਲਓ, ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਸ਼ਹਿਰ ਦੇ ਵਿਰੁੱਧ ਪਾਲਾਂ ਬੰਨ੍ਹੀਆਂ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 13] ਤਾਂ ਵੇਖੋ ਇੱਕ ਨਬੀ ਇਸਰਾਏਲ ਦੇ ਪਾਤਸ਼ਾਹ ਅਹਾਬ ਕੋਲ ਆਇਆ ਅਤੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਯਹੋਵਾਹ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, ਭਲਾ, ਤੂੰ ਇਹ ਸਾਰਾ ਵੱਡਾ ਦਲ ਵੇਖਿਆ ਹੈ? ਵੇਖ ਮੈਂ ਇਹ ਨੂੰ ਅੱਜ ਤੇਰੇ ਹੱਥ ਵਿੱਚ ਕਰ ਦਿਆਂਗਾ ਤਾਂ ਜੋ ਤੂੰ ਜਾਣੇ ਕਿ ਮੈਂ ਹੀ ਯਹੋਵਾਹ ਹਾਂ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 14] ਤਦ ਅਹਾਬ ਨੇ ਪੁੱਛਿਆ, ਕਿਸ ਦੇ ਰਾਹੀਂ? ਉਸ ਆਖਿਆ, ਯਹੋਵਾਹ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, ਸੂਬਿਆਂ ਦੇ ਸਰਦਾਰਾਂ ਦੇ ਜੁਆਨਾਂ ਦੇ ਰਾਹੀਂ। ਤਾਂ ਫੇਰ ਉਸ ਪੁੱਛਿਆ, ਲੜਾਈ ਕੌਣ ਸ਼ੁਰੂ ਕਰੇ? ਉਸ ਆਖਿਆ ਤੂੰ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 15] ਸੋ ਉਹ ਨੇ ਸੂਬਿਆਂ ਦੇ ਸਰਦਾਰਾਂ ਦੇ ਜੁਆਨਾਂ ਦੀ ਗਿਣਤੀ ਕੀਤੀ ਅਤੇ ਉਹ ਦੋ ਸੌ ਬੱਤੀ ਸਨ। ਇਹ ਦੇ ਮਗਰੋਂ ਉਹ ਨੇ ਸਭਨਾਂ ਲੋਕਾਂ ਨੂੰ ਅਰਥਾਤ ਸਾਰੇ ਇਸਰਾਏਲੀਆਂ ਨੂੰ ਵੀ ਗਿਣਿਆ ਅਤੇ ਉਹ ਸੱਤ ਹਜ਼ਾਰ ਸਨ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 16] ਉਹ ਦੁਪਹਿਰ ਨੂੰ ਨਿੱਕਲੇ ਪਰ ਬਨ-ਹਦਦ ਅਤੇ ਉਹ ਬੱਤੀ ਰਾਜੇ ਜੋ ਉਸ ਦੇ ਸਹਾਇਕ ਸਨ ਸ਼ਾਮਿਆਨੇ ਵਿੱਚ ਪੀ ਕੇ ਮਤਵਾਲੇ ਹੋ ਰਹੇ ਸਨ
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 17] ਤਦ ਸੂਬਿਆਂ ਦੇ ਸਰਦਾਰਾਂ ਦੇ ਜੁਆਨ ਪਹਿਲਾਂ ਨਿੱਕਲੇ ਅਤੇ ਬਨ-ਹਦਦ ਨੇ ਆਦਮੀ ਭੇਜੇ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨੂੰ ਦੱਸਿਆ ਕਿ ਮਨੁੱਖ ਸਾਮਰਿਯਾ ਤੋਂ ਨਿੱਕਲੇ ਹਨ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 18] ਤਾਂ ਉਸ ਨੇ ਆਖਿਆ, ਜੇ ਉਹ ਸੁਲਾਹ ਲਈ ਨਿੱਕਲੇ ਹਨ ਤਾਂ ਉਨ੍ਹਾਂ ਨੂੰ ਜਿਉਂਦੇ ਫੜ ਲਓ ਅਤੇ ਜੇ ਉਹ ਲੜਨ ਨੂੰ ਨਿੱਕਲੇ ਹਨ ਤਾਂ ਵੀ ਜਿਉਂਦੇ ਫੜ ਲਓ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 19] ਸੋ ਇਹ ਜੋ ਸੂਬਿਆਂ ਦੇ ਸਰਦਾਰਾਂ ਦੇ ਜੁਆਨ ਸਨ ਸ਼ਹਿਰ ਤੋਂ ਉਸ ਫੌਜ ਸਣੇ ਜੋ ਉਨ੍ਹਾਂ ਦੇ ਪਿੱਛੇ ਸੀ ਨਿੱਕਲੇ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 20] ਅਤੇ ਇੱਕ-ਇੱਕ ਨੇ ਆਪਣੇ ਵੈਰੀ ਨੂੰ ਵੱਢ ਸੁੱਟਿਆ ਤਾਂ ਅਰਾਮੀ ਨੱਠੇ ਅਤੇ ਇਸਰਾਏਲ ਨੇ ਉਨ੍ਹਾਂ ਦਾ ਪਿੱਛਾ ਕੀਤਾ ਅਤੇ ਅਰਾਮ ਦਾ ਰਾਜਾ ਬਨ-ਹਦਦ ਇੱਕ ਘੋੜੇ ਉੱਤੇ ਘੋੜ ਚੜ੍ਹਿਆਂ ਦੇ ਨਾਲ ਭੱਜ ਗਿਆ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 21] ਤਾਂ ਇਸਰਾਏਲ ਦੇ ਪਾਤਸ਼ਾਹ ਨੇ ਬਾਹਰ ਨਿੱਕਲ ਕੇ ਘੋੜਿਆਂ ਅਤੇ ਰਥਾਂ ਨੂੰ ਮਾਰਿਆ ਅਤੇ ਅਰਾਮੀਆਂ ਉੱਤੇ ਵੱਡਾ ਵਢਾਂਗਾ ਫੇਰਿਆ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 22] ਅਤੇ ਉਹ ਨਬੀ ਇਸਰਾਏਲ ਦੇ ਪਾਤਸ਼ਾਹ ਕੋਲ ਆਇਆ ਅਤੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਜਾ ਅਤੇ ਆਪਣੇ ਆਪ ਨੂੰ ਤਕੜਾ ਕਰ ਅਤੇ ਧਿਆਨ ਰੱਖ ਅਤੇ ਵੇਖ ਲੈ ਕਿ ਤੂੰ ਕੀ ਕਰਨਾ ਹੈ ਕਿਉਂ ਜੋ ਅਰਾਮ ਦਾ ਰਾਜਾ ਆਉਂਦੇ ਸਾਲ ਤੇਰੇ ਉੱਤੇ ਚੜ੍ਹਾਈ ਕਰੇਗਾ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 23] ਅਰਾਮ ਦੇ ਰਾਜੇ ਦੇ ਟਹਿਲੂਆਂ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਉਨ੍ਹਾਂ ਦਾ ਦੇਵਤਾ ਪਹਾੜੀ ਦੇਵਤਾ ਹੈ ਇਸੇ ਲਈ ਉਹ ਸਾਡੇ ਨਾਲੋਂ ਤਕੜੇ ਹਨ ਪਰ ਅਸੀਂ ਉਨ੍ਹਾਂ ਨਾਲ ਮੈਦਾਨ ਵਿੱਚ ਲੜੀਏ ਤਾਂ ਅਸੀਂ ਉਨ੍ਹਾਂ ਨਾਲੋਂ ਜ਼ਰੂਰ ਤਕੜੇ ਹੋਵਾਂਗੇ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 24] ਪਰ ਇੱਕ ਕੰਮ ਇਹ ਕਰੋ ਕਿ ਰਾਜਿਆਂ ਵਿੱਚੋਂ ਹਰ ਇੱਕ ਨੂੰ ਉਹ ਦੇ ਥਾਂ ਤੋਂ ਕੱਢ ਕੇ ਉਨ੍ਹਾਂ ਦੇ ਬਦਲੇ ਸੂਬੇਦਾਰਾਂ ਨੂੰ ਠਹਿਰਾ ਦਿਓ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 25] ਅਤੇ ਆਪਣੇ ਲਈ ਇੱਕ ਫੌਜ ਗਿਣ ਲਓ ਜੋ ਉਸ ਫੌਜ ਦੇ ਤੁੱਲ ਹੋਵੇ ਜਿਹੜੀ ਗੁਆਚ ਗਈ ਹੈ ਘੋੜੇ ਦੇ ਥਾਂ ਘੋੜਾ ਅਤੇ ਰਥ ਦੇ ਥਾਂ ਰਥ ਤਾਂ ਅਸੀਂ ਉਨ੍ਹਾਂ ਨਾਲ ਮੈਦਾਨ ਵਿੱਚ ਲੜਾਂਗੇ। ਤਾਂ ਅਸੀਂ ਉਨ੍ਹਾਂ ਨਾਲੋਂ ਜ਼ਰੂਰ ਤਕੜੇ ਹੋਵਾਂਗੇ। ਸੋ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਦੀ ਅਵਾਜ਼ ਸੁਣੀ ਅਤੇ ਉਵੇਂ ਹੀ ਕੀਤਾ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 26] ਤਾਂ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਆਉਂਦੇ ਸਾਲ ਬਨ-ਹਦਦ ਨੇ ਅਰਾਮੀਆਂ ਨੂੰ ਗਿਣਿਆ ਅਤੇ ਅਫੇਕ ਉੱਤੇ ਚੜ੍ਹਾਈ ਕੀਤੀ ਕਿ ਇਸਰਾਏਲ ਨਾਲ ਲੜੇ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 27] ਇਸਰਾਏਲੀ ਗਿਣੇ ਗਏ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਰਾਸ਼ਨ ਦੇ ਦਿੱਤਾ ਫੇਰ ਉਹ ਉਨ੍ਹਾਂ ਦਾ ਸਾਹਮਣਾ ਕਰਨ ਨੂੰ ਨਿੱਕਲੇ ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਨੇ ਉਨ੍ਹਾਂ ਦੇ ਸਾਹਮਣੇ ਡੇਰੇ ਲਾ ਲਏ ਅਤੇ ਉਹ ਇਸ ਤਰ੍ਹਾਂ ਜਾਪਦੇ ਸਨ ਜਿਵੇਂ ਪਠੋਰਿਆਂ ਦੇ ਦੋ ਛੋਟੇ ਇੱਜੜ ਹਨ ਪਰ ਅਰਾਮੀਆਂ ਨਾਲ ਦੇਸ ਭਰ ਗਿਆ ਸੀ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 28] ਪਰਮੇਸ਼ੁਰ ਦੇ ਇੱਕ ਬੰਦੇ ਨੇ ਆ ਕੇ ਇਸਰਾਏਲ ਦੇ ਪਾਤਸ਼ਾਹ ਨੂੰ ਆਖਿਆ ਕਿ ਯਹੋਵਾਹ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ ਇਸ ਲਈ ਕਿ ਅਰਾਮੀਆਂ ਨੇ ਆਖਿਆ ਕਿ ਯਹੋਵਾਹ ਪਹਾੜਾਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਹੈ ਪਰ ਉਹ ਮੈਦਾਨ ਦਾ ਪਰਮੇਸ਼ੁਰ ਨਹੀਂ ਹੈ ਮੈਂ ਇਸ ਵੱਡੇ ਦਲ ਨੂੰ ਸਾਰੇ ਦਾ ਸਾਰਾ ਤੇਰੇ ਹੱਥ ਵਿੱਚ ਕਰ ਦਿਆਂਗਾ ਜੋ ਤੁਸੀਂ ਜਾਣੋ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 29] ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਇੱਕ ਦੂਜੇ ਦੇ ਸਾਹਮਣੇ ਸੱਤ ਦਿਨ ਡੇਰੇ ਲਾਈ ਰੱਖੇ ਤਾਂ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਸੱਤਵੇਂ ਦਿਨ ਲੜਾਈ ਜੁੱਟ ਪਈ ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਨੇ ਇੱਕ ਦਿਹਾੜੀ ਵਿੱਚ ਅਰਾਮੀਆਂ ਦਾ ਇੱਕ ਲੱਖ ਪਿਆਦਾ ਵੱਢ ਸੁੱਟਿਆ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 30] ਪਰ ਰਹਿੰਦੇ-ਖੂਹੰਦੇ ਅਫੇਕ ਸ਼ਹਿਰ ਨੂੰ ਨੱਠ ਗਏ ਅਤੇ ਉੱਥੇ ਸਤਾਈ ਹਜ਼ਾਰ ਉੱਤੇ ਜੋ ਬਚ ਗਏ ਸਨ ਇੱਕ ਕੰਧ ਡਿੱਗ ਪਈ ਅਤੇ ਬਨ-ਹਦਦ ਵੀ ਨੱਠਾ ਅਤੇ ਸ਼ਹਿਰ ਦੇ ਵਿੱਚ ਇੱਕ ਅੰਦਰਲੀ ਕੋਠੜੀ ਵਿੱਚ ਜਾ ਵੜਿਆ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 31] ਤਾਂ ਉਸ ਦੇ ਟਹਿਲੂਆਂ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਵੇਖੋ, ਅਸੀਂ ਸੁਣਿਆ ਹੈ ਕਿ ਇਸਰਾਏਲ ਦੇ ਘਰਾਣੇ ਦੇ ਪਾਤਸ਼ਾਹ ਦਿਆਲੂ ਪਾਤਸ਼ਾਹ ਹੁੰਦੇ ਹਨ। ਅਸੀਂ ਆਪਣੇ ਲੱਕਾਂ ਉੱਤੇ ਤੱਪੜ ਅਤੇ ਆਪਣੇ ਸਿਰਾਂ ਉੱਤੇ ਰੱਸੀਆਂ ਵਲ੍ਹੇਟ ਲਈਏ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਪਾਤਸ਼ਾਹ ਕੋਲ ਜਾਈਏ, ਸ਼ਾਇਦ ਉਹ ਤੇਰੀ ਜਾਨ ਬਖ਼ਸ਼ੀ ਕਰੇ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 32] ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਆਪਣੇ ਲੱਕਾਂ ਉੱਤੇ ਤੱਪੜ ਅਤੇ ਸਿਰਾਂ ਉੱਤੇ ਰੱਸੀਆਂ ਵਲ੍ਹੇਟ ਲਈਆਂ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਪਾਤਸ਼ਾਹ ਕੋਲ ਆਏ ਅਤੇ ਆਖਿਆ ਕਿ ਤੁਹਾਡਾ ਦਾਸ ਬਨ-ਹਦਦ ਆਖਦਾ ਹੈ, ਦਯਾ ਕਰਕੇ ਮੇਰੀ ਜਾਨ ਬਖਸ਼ ਦਿਓ। ਅੱਗੋਂ ਉਸ ਆਖਿਆ ਕੀ ਉਹ ਅਜੇ ਜਿਉਂਦਾ ਹੈ? ਉਹ ਤਾਂ ਮੇਰਾ ਭਰਾ ਹੈ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 33] ਉਨ੍ਹਾਂ ਮਨੁੱਖਾਂ ਨੇ ਇਹ ਚੰਗਾ ਲੱਛਣ ਜਾਣਿਆ ਅਤੇ ਧਿਆਨ ਨਾਲ ਉਹ ਦਾ ਇੱਛਾ ਜਾਚ ਕੇ ਆਖਿਆ, ਉਹ ਤੁਹਾਡਾ ਭਰਾ ਬਨ-ਹਦਦ ਹੈ ਤਾਂ ਉਸ ਆਖਿਆ, ਜਾਓ ਉਸ ਨੂੰ ਲੈ ਆਓ ਤਦ ਬਨ-ਹਦਦ ਉਹ ਦੇ ਕੋਲ ਬਾਹਰ ਆਇਆ ਅਤੇ ਉਹ ਨੇ ਉਸ ਨੂੰ ਆਪਣੇ ਰਥ ਉੱਤੇ ਚੜ੍ਹਾ ਲਿਆ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 34] ਉਹ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਜਿਹੜੇ ਸ਼ਹਿਰ ਮੇਰੇ ਪਿਤਾ ਨੇ ਤੇਰੇ ਪਿਤਾ ਤੋਂ ਖੋਹ ਲਏ ਸਨ ਉਹ ਮੈਂ ਮੋੜ ਦਿਆਂਗਾ। ਤੂੰ ਆਪਣੇ ਲਈ ਦੰਮਿਸ਼ਕ ਵਿੱਚ ਬਜਾਰ ਬਣਾ ਲਈਂ ਜਿਵੇਂ ਮੇਰੇ ਪਿਤਾ ਨੇ ਸਾਮਰਿਯਾ ਵਿੱਚ ਬਣਾਏ ਸਨ ਤਦ ਅਹਾਬ ਨੇ ਆਖਿਆ, ਮੈਂ ਇਸ ਨੇਮ ਨਾਲ ਤੈਨੂੰ ਵਿਦਿਆ ਕਰਦਾ ਹਾਂ ਸੋ ਉਹ ਨੇ ਉਸ ਦੇ ਨਾਲ ਨੇਮ ਬੰਨ੍ਹਿਆ ਅਤੇ ਉਸ ਨੂੰ ਛੱਡ ਦਿੱਤਾ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 35] ਫੇਰ ਨਬੀਆਂ ਦੇ ਪੁੱਤਰਾਂ ਵਿੱਚੋਂ ਇੱਕ ਜਣੇ ਨੇ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਯਹੋਵਾਹ ਦੇ ਬਚਨ ਅਨੁਸਾਰ ਆਖਿਆ, ਮੈਨੂੰ ਮਾਰ ਹੀ ਦੇਹ ਪਰ ਉਸ ਨੇ ਉਹ ਦੇ ਮਾਰਨ ਤੋਂ ਨਾਂਹ ਕੀਤੀ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 36] ਇਸ ਤੋਂ ਬਾਅਦ ਉਹ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਇਸ ਲਈ ਕਿ ਤੂੰ ਯਹੋਵਾਹ ਦੀ ਅਵਾਜ਼ ਨੂੰ ਨਹੀਂ ਮੰਨਿਆ ਤਾਂ ਵੇਖ ਮੇਰੇ ਕੋਲੋਂ ਜਾਂਦਿਆਂ ਸਾਰ ਇੱਕ ਬੱਬਰ ਸ਼ੇਰ ਤੈਨੂੰ ਪਾੜ ਸੁੱਟੇਗਾ। ਸੋ ਜਦੋਂ ਹੀ ਉਹ ਉਸ ਕੋਲੋਂ ਗਿਆ ਇੱਕ ਬੱਬਰ ਸ਼ੇਰ ਉਸ ਨੂੰ ਮਿਲਿਆ ਜਿਸ ਉਸ ਨੂੰ ਪਾੜ ਸੁੱਟਿਆ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 37] ਫੇਰ ਉਹ ਨੂੰ ਇੱਕ ਹੋਰ ਮਨੁੱਖ ਮਿਲਿਆ ਤਾਂ ਉਹ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਮੈਨੂੰ ਮਾਰ ਹੀ ਦੇਹ। ਉਸ ਮਨੁੱਖ ਨੇ ਉਸ ਨੂੰ ਮਾਰ-ਮਾਰ ਕੇ ਘਾਇਲ ਕਰ ਦਿੱਤਾ।
[IRV | PA | OT | 1 Kings | Chapter 20 | Verse 38] ਸੋ ਉਹ ਨਬੀ ਪਾਤਸ਼ਾਹ ਦੀ ਉਡੀਕ ਵਿੱਚ ਰਾਹ ਕੋਲ ਜਾ ਖੜ੍ਹਾ ਹੋਇਆ ਅਤੇ ਉਹ ਨੇ ਆਪਣੀ ਪਗੜੀ ਆਪਣੀਆਂ ਅੱਖਾਂ ਉੱਤੇ ਬੰਨ੍ਹ ਕੇ ਭੇਸ ਵਟਾਇਆ।
