[IRV | TA | OT | Psalms | Chapter 104 | Verse 1] என் ஆத்துமாவே, யெகோவாவைப் போற்று; என் தேவனாகிய யெகோவாவே, நீர் மிகவும் பெரியவராக இருக்கிறீர்; மகிமையையும் மகத்துவத்தையும் அணிந்துகொண்டிருக்கிறீர்.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 16] யெகோவாவுடைய மரங்களும், அவரால் நடப்பட்ட லீபனோனின் கேதுருக்களும் செழித்து நிறைந்திருக்கும்.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 17] அங்கே குருவிகள் கூடுகட்டும்; தேவதாருமரங்கள் கொக்குகளின் குடியிருப்பு.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 18] உயர்ந்த மலைகள் வரையாடுகளுக்கும், கன்மலைகள் குழிமுயல்களுக்கும் அடைக்கலம்.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 19] சந்திரனைக் காலக்குறிப்புகளுக்காகப் படைத்தார்; சூரியன் தன்னுடைய மறையும் நேரத்தை அறியும்.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 20] நீர் இருளைக் கட்டளையிடுகிறீர், இரவுநேரமாகும்; அதிலே எல்லா காட்டு உயிர்களும் நடமாடும்.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 21] இளசிங்கங்கள் இரைக்காக கெர்ச்சித்து, தேவனால் தங்களுக்கு உணவு கிடைக்கும்படித்தேடும்.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 22] சூரியன் உதிக்கும்போது அவைகள் ஒதுங்கி, தங்களுடைய மறைவிடங்களில் படுத்துக்கொள்ளும்.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 23] அப்பொழுது மனிதன் மாலைவரை தன்னுடைய வேலைக்கும், தன்னுடைய உழைப்புக்கும் புறப்படுகிறான்.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 24] யெகோவாவே, உமது செயல்கள் எவ்வளவு திரளாக இருக்கிறது! அவைகளையெல்லாம் ஞானமாகப் படைத்தீர்; பூமி உம்முடைய பொருட்களினால் நிறைந்திருக்கிறது.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 25] பெரிதும் அகலமுமான இந்த கடலும் அப்படியே நிறைந்திருக்கிறது; அதிலே வாழும் சிறியவைகளும் பெரியவைகளுமான கணக்கில்லாத உயிர்கள் உண்டு.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 26] அதிலே கப்பல்கள் ஓடும்; அதிலே விளையாடும்படி நீர் உண்டாக்கின திமிங்கிலங்களும் உண்டு.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 27] ஏற்றவேளையில் உணவைத் தருவீர் என்று அவைகளெல்லாம் உம்மை நோக்கிக் காத்திருக்கும்.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 28] நீர்கொடுக்க, அவைகள் வாங்கிக்கொள்ளும்; நீர் உம்முடைய கையைத் திறக்க, அவைகள் நன்மையால் திருப்தியாகும்.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 29] நீர் உமது முகத்தை மறைக்க, திகைக்கும்; நீர் அவைகளின் சுவாசத்தை வாங்கிக்கொள்ள, அவைகள் இறந்து, தங்களுடைய மண்ணுக்குத் திரும்பும்.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 30] நீர் உம்முடைய ஆவியை அனுப்பும்போது, அவைகள் உருவாக்கப்படும்; நீர் பூமி அனைத்தையும் புதிதாக்குகிறீர்.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 31] யெகோவாவுடைய மகிமை என்றென்றைக்கும் விளங்கும்; யெகோவா தம்முடைய செயல்களிலே மகிழுவார்.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 32] அவர் பூமியை நோக்கிப்பார்க்க, அது அதிரும்; அவர் மலைகளைத் தொட, அவைகள் புகையும்.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 33] நான் உயிரோடிருக்கும்வரை என்னுடைய யெகோவாவைப் பாடுவேன்; நான் உயிரோடிருக்கும்வரையும் என் தேவனைப் புகழ்ந்து பாடுவேன்.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 34] நான் அவரைத் தியானிக்கும் தியானம் இனிதாக இருக்கும்; நான் யெகோவாவுக்குள் மகிழுவேன்.
[IRV | TA | OT | Psalms | Chapter 104 | Verse 35] பாவிகள் பூமியிலிருந்து மறைந்து, துன்மார்க்கர்கள் இனி இல்லாமற்போவார்கள். என் ஆத்துமாவே, யெகோவாவைப் போற்று, அல்லேலூயா.
