[IRV | GU | NT | Mark | Chapter 5 | Verse 1] તેઓ સમુદ્રને પાર ગેરાસાનીઓના દેશમાં ગયા.
[IRV | GU | NT | Mark | Chapter 5 | Verse 14] તેઓના ચરાવનારા ભાગ્યા. અને તેમણે શહેરમાં તથા ગામડાંઓમાં ખબર આપી; અને શું થયું તે જોવા લોકો બહાર આવ્યા.
[IRV | GU | NT | Mark | Chapter 5 | Verse 15] ઈસુની પાસે તેઓ આવ્યા ત્યારે દુષ્ટાત્મા વળગેલો હતો, એટલે જેનાંમાં સેના હતી, તેને તેઓએ બેઠેલો વસ્ત્ર પહેરેલો તથા હોશમાં આવેલો જોઈને તેઓ ગભરાઈ ગયા.
[IRV | GU | NT | Mark | Chapter 5 | Verse 16] દુષ્ટાત્મા વળગેલો કેવી રીતે તંદુરસ્ત થયો તેની તથા ભૂંડો સંબંધીની વાત જેઓએ જોઈ હતી તે તેઓએ લોકોને કહી.
[IRV | GU | NT | Mark | Chapter 5 | Verse 17] તેઓ ઈસુને તેમના પ્રદેશમાંથી નીકળી જવાની વિનંતી કરવા લાગ્યા કે ‘અમારા પ્રદેશમાંથી ચાલ્યા જાઓ.’”
[IRV | GU | NT | Mark | Chapter 5 | Verse 18] તે વહાણમાં ચઢતાં હતા એટલામાં જેને દુષ્ટાત્મા વળગ્યો હતો તેણે તેમની સાથે રહેવા સારુ વિનંતી કરી.
[IRV | GU | NT | Mark | Chapter 5 | Verse 19] પણ ઈસુએ તેને આવવા ન દીધો; પણ તેને કહ્યું કે, ‘તારે ઘરે તારાં લોકોની પાસે જા, અને પ્રભુએ તારે સારુ કેટલું બધું કર્યું છે અને તારા પર દયા રાખી છે, તેની ખબર તેઓને આપ.’”
[IRV | GU | NT | Mark | Chapter 5 | Verse 20] તે ગયો અને ઈસુએ તેને સારુ કેટલું બધું કર્યું હતું તે દસનગરમાં પ્રગટ કરવા લાગ્યો; અને લોકો આશ્ચર્ય પામ્યા.
[IRV | GU | NT | Mark | Chapter 5 | Verse 21] જયારે ઈસુ ફરી હોડીમાં બેસીને પેલે પાર ગયા, ત્યારે અતિ ઘણાં લોકો તેમની પાસે ભેગા થયા; અને ઈસુ સમુદ્રની પાસે હતા.
[IRV | GU | NT | Mark | Chapter 5 | Verse 22] સભાસ્થાનના અધિકારીઓમાંનો યાઈર નામે એક જણ આવ્યો અને તેમને જોઈને તેમના પગે પડયો;
[IRV | GU | NT | Mark | Chapter 5 | Verse 23] તેણે તેમને ઘણી વિનંતી કરીને કહ્યું કે, ‘મારી નાની દીકરી મરણતોલ માંદી છે; માટે આવીને તેને હાથ લગાડો એ સારુ કે તે સાજી થઈને જીવે.’”
[IRV | GU | NT | Mark | Chapter 5 | Verse 24] ઈસુ તેની સાથે ગયા; અને અતિ ઘણાં લોકો તેમની પાછળ ચાલ્યા અને તેમના પર પડાપડી કરી.
[IRV | GU | NT | Mark | Chapter 5 | Verse 25] એક સ્ત્રી જેને બાર વર્ષોથી લોહીવા થયેલો હતો
[IRV | GU | NT | Mark | Chapter 5 | Verse 26] અને તેણે ઘણાં વૈદોથી ઘણું સહ્યું હતું, પોતાનું બધું ખરચી નાખ્યું હતું અને તેને કંઈ ફરક પડ્યો નહોતો, પણ તેથી ઊલટું વધારે બીમાર થઈ હતી,
[IRV | GU | NT | Mark | Chapter 5 | Verse 27] તે ઈસુ સંબંધીની વાતો સાંભળીને ભીડમાં તેમની પાછળ આવી અને તેમના ઝભ્ભાને અડકી.
[IRV | GU | NT | Mark | Chapter 5 | Verse 28] કેમ કે તેણે ધાર્યું કે, ‘જો હું માત્ર તેમના ઝભ્ભાને અડકું તો હું સાજી થઈશ.’”
[IRV | GU | NT | Mark | Chapter 5 | Verse 29] તે જ ઘડીએ તેનો રક્તસ્રાવ બંધ થઈ ગયો અને શરીરમાં તેને લાગ્યું કે ‘હું બીમારીથી સાજી થઈ છું.’”
[IRV | GU | NT | Mark | Chapter 5 | Verse 30] મારામાંથી પરાક્રમ નીકળ્યું છે એવું પોતાને ખબર પડવાથી, ઈસુએ તરત લોકોની ભીડમાં પાછળ ફરીને કહ્યું કે, ‘કોણે મારા વસ્ત્રને સ્પર્શ કર્યો?’”
[IRV | GU | NT | Mark | Chapter 5 | Verse 31] તેના શિષ્યોએ તેમને કહ્યું કે, ‘તમે જુઓ છો કે, ઘણાં લોકો તમારા પર પડાપડી કરે છે અને શું તમે કહો છો કે, કોણે મને સ્પર્શ કર્યો?’”
[IRV | GU | NT | Mark | Chapter 5 | Verse 32] જેણે એ કામ કર્યું તેને જોવા સારુ તેમણે આસપાસ નજર ફેરવી.
[IRV | GU | NT | Mark | Chapter 5 | Verse 33] તે સ્ત્રી ડરતી તથા ધ્રૂજતી, તેને જે થયું તે જાણીને આવી, અને તેમના પગે પડી અને તેમને બધું સાચે સાચું કહ્યું.
[IRV | GU | NT | Mark | Chapter 5 | Verse 34] ઈસુએ તેને કહ્યું કે, ‘દીકરી, તારા વિશ્વાસે તને સાજી કરી છે; શાંતિએ જા અને તારી બીમારીથી મુક્ત થા.’”
[IRV | GU | NT | Mark | Chapter 5 | Verse 35] તે હજી બોલતા હતા એટલામાં સભાસ્થાનના અધિકારીને ત્યાંથી લોકો આવીને કહે છે કે, ‘તારી દીકરી તો મરી ગઈ છે, તું હવે ઉપદેશકને તકલીફ શું કરવા આપે છે?’”
[IRV | GU | NT | Mark | Chapter 5 | Verse 36] પણ ઈસુ તે વાત પર ધ્યાન ન આપતાં સભાસ્થાનના અધિકારીને કહે છે કે, ‘ગભરાઈશ નહિ, માત્ર વિશ્વાસ રાખ.’”
[IRV | GU | NT | Mark | Chapter 5 | Verse 37] અને પિતર, યાકૂબ, તથા યાકૂબના ભાઈ યોહાન સિવાય, તેમણે પોતાની સાથે કોઈને આવવા ન દીધાં.
[IRV | GU | NT | Mark | Chapter 5 | Verse 38] સભાસ્થાનના અધિકારીના ઘરમાં તેઓ આવે છે; અને કલ્પાંત, રુદન તથા વિલાપ કરનારાઓને જુએ છે.
[IRV | GU | NT | Mark | Chapter 5 | Verse 39] તે અંદર આવીને તેઓને કહે છે કે, ‘તમે કેમ કલ્પાંત કરો છો અને રડો છો? છોકરી મરી નથી ગઈ; પણ ઊંઘે છે.’”
[IRV | GU | NT | Mark | Chapter 5 | Verse 40] તેઓએ તેમને હસી કાઢ્યાં. પણ બધાને બહાર મોકલીને, છોકરીનાં માબાપને તથા જેઓ પોતાની સાથે હતા તેઓને લઈને, જ્યાં છોકરી હતી ત્યાં તે અંદર ગયા.
[IRV | GU | NT | Mark | Chapter 5 | Verse 41] છોકરીનો હાથ પકડીને તેઓ તેને કહે છે કે, ‘ટલિથા કૂમ, જેનો અર્થ એ છે કે, છોકરી, હું તને કહું છું, ઊઠ.’”
[IRV | GU | NT | Mark | Chapter 5 | Verse 42] તરત છોકરી ઊઠીને ચાલવા લાગી; કેમ કે તે બાર વર્ષની હતી; અને તેઓ ઘણાં વિસ્મિત થયાં.
[IRV | GU | NT | Mark | Chapter 5 | Verse 43] ઈસુએ તેઓને તાકીદ કરી કે, ‘કોઈ એ ન જાણે;’ અને તેમણે તેને કંઈ ખાવાનું આપવાની આજ્ઞા કરી.
