[IRV | GU | NT | Mark | Chapter 9 | Verse 1] ઈસુએ તેઓને કહ્યું કે, હું તમને નિશ્ચે કહું છું કે, ‘અહીં ઊભા રહેનારાઓમાંના કેટલાક એવા છે કે જેઓ પરાક્રમે આવેલું ઈશ્વરનું રાજ્ય જોયા પહેલાં મરણ પામશે જ નહિ.’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 17] લોકોમાંથી એકે તેમને ઉત્તર આપ્યો કે, ‘ઉપદેશક, હું મારો દીકરો તમારી પાસે લાવ્યો છું, તેને મૂંગો દુષ્ટાત્મા વળગેલો છે;
[IRV | GU | NT | Mark | Chapter 9 | Verse 18] જ્યાં કહી તે તેને પકડે છે, ત્યાં તે તેને પાડી નાખે છે; તે ફીણ કાઢે છે, દાંત ભીડે છે અને તે શરીર કડક થઈ જાય છે. મેં તમારા શિષ્યોને તેને કાઢવાનું કહ્યું; પણ તેઓ તેને કાઢી શક્યા નહિ,’
[IRV | GU | NT | Mark | Chapter 9 | Verse 19] પણ ઈસુ જવાબ આપતાં તેઓને કહે છે કે, ‘ઓ અવિશ્વાસી પેઢી, હું ક્યાં સુધી તમારી સાથે રહીશ? ક્યાં સુધી હું તમારું સહન કરીશ? તેને મારી પાસે લાવો.’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 20] તેઓ તેને ઈસુની પાસે લાવ્યા અને તેમને જોઈને દુષ્ટાત્માએ તરત તેને મરડ્યો અને જમીન પર પડીને તે ફીણ કાઢતો તરફડવા લાગ્યો.
[IRV | GU | NT | Mark | Chapter 9 | Verse 21] ઈસુએ તેના પિતાને પૂછ્યું કે, ‘તેને કેટલા વખતથી આવું થયું છે?’ તેણે કહ્યું કે, ‘બાળપણથી.’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 22] તેનો નાશ કરવા માટે અશુદ્ધ આત્માએ ઘણી વખત તેને આગમાં તથા પાણીમાં પણ નાખી દીધો છે; પણ જો તમે કંઈ કરી શકો તો અમારા પર દયા રાખીને અમને મદદ કરો.’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 23] ઈસુએ તેને કહ્યું કે, ‘જો તમે કરી શકો! વિશ્વાસ રાખનારને તો બધું જ શક્ય છે.’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 24] તરત દીકરાના પિતાએ ઘાંટો પાડતાં કહ્યું કે, ‘હું વિશ્વાસ કરું છું, મારા અવિશ્વાસ વિષે મને મદદ કરો.’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 25] ઘણાં લોકો દોડતા આવે છે, એ જોઈને ઈસુએ અશુદ્ધ આત્માને ધમકાવીને તેને કહ્યું કે, ‘મૂંગા તથા બહેરા આત્મા, હું તને હુકમ કરું છું કે, તેનામાંથી નીકળ. અને ફરી તેનામાં પ્રવેશીશ નહિ.’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 26] ચીસ પાડીને અને તેને બહુ મરડીને તે નીકળ્યો. અને તે મૂઆ જેવો થઈ ગયો, એવો કે ઘણાંખરાએ કહ્યું કે, ‘તે મરી ગયો છે.’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 27] પણ ઈસુએ તેનો હાથ પકડીને તેને ઉઠાડ્યો અને તે ઊભો થયો.
[IRV | GU | NT | Mark | Chapter 9 | Verse 28] ઈસુ ઘરમાં આવ્યા ત્યારે તેમના શિષ્યોએ તેમને એકાંતમાં પૂછ્યું કે, ‘અમે કેમ અશુદ્ધ આત્માને કાઢી ન શક્યા?’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 29] ઈસુએ કહ્યું કે, ‘પ્રાર્થના સિવાય બીજા કોઈ ઉપાયથી એ જાત નીકળી શકે એમ નથી.’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 30] ત્યાંથી નીકળીને તેઓ ગાલીલમાં થઈને ગયા અને તે વિષે કોઈ ન જાણે, એવી તેમની ઇચ્છા હતી.
[IRV | GU | NT | Mark | Chapter 9 | Verse 31] કેમ કે ઈસુ પોતાના શિષ્યોને શીખવતા અને તેઓને કહેતાં કે, ‘માણસના દીકરાની માણસો ધરપકડ કરશે અને તેઓ તેને મારી નાખશે. મારી નંખાયા પછી તે ત્રીજે દિવસે પાછો ઊઠશે.’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 32] તેઓ આ વાત સમજ્યા ન હતા અને તેઓ તે વિષે ઈસુને પૂછતાં ગભરાતા હતા.
[IRV | GU | NT | Mark | Chapter 9 | Verse 33] તેઓ કપરનાહૂમમાં આવ્યા અને તે ઘરમાં હતા, ત્યારે ઈસુએ તેઓને પૂછ્યું કે, ‘તમે માર્ગમાં શાની ચર્ચા કરતાં હતા?’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 34] પણ તેઓ મૌન રહ્યા; કેમ કે માર્ગમાં તેઓ અંદરોઅંદર ચર્ચા કરતાં હતા કે, ‘તેઓમાં મોટો કોણ છે?’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 35] ઈસુ બેઠા અને બાર શિષ્યોને બોલાવીને તેઓને કહ્યું કે, ‘જો કોઈ પહેલો થવા ચાહે, તો તે સહુથી છેલ્લો તથા સહુનો ચાકર થાય.’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 36] તેમણે એક બાળકને લઈને તેઓની વચમાં ઊભું રાખ્યું અને તેને ખોળામાં લઈને તેઓને કહ્યું કે,
[IRV | GU | NT | Mark | Chapter 9 | Verse 37] ‘જે કોઈ મારે નામે આવાં બાળકોમાંના એકનો સ્વીકાર કરે, તે મારો સ્વીકાર કરે છે અને જે કોઈ મારો સ્વીકાર કરે છે તે કેવળ મારો જ નહિ, પણ જેમણે મને મોકલ્યો છે તેમનો સ્વીકાર કરે છે.’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 38] યોહાને ઈસુને કહ્યું કે, ‘ઉપદેશક, અમે એક જણને તમારે નામે દુષ્ટાત્માઓને કાઢતો જોયો અને અમે તેને મના કરી, કારણ કે તે આપણામાંનો નથી.’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 39] પણ ઈસુએ કહ્યું કે, ‘તેને મના કરો નહિ, કેમ કે એવો કોઈ નથી કે જે મારે નામે પરાક્રમી કામ કરે અને પછી તરત મારી નિંદા કરી શકે.
[IRV | GU | NT | Mark | Chapter 9 | Verse 40] કેમ કે જે આપણી વિરુદ્ધ નથી, તે આપણા પક્ષનો છે.’”
[IRV | GU | NT | Mark | Chapter 9 | Verse 41] કેમ કે હું તમને નિશ્ચે કહું છું કે, ‘તમે ખ્રિસ્તનાં છો એ કારણથી જે કોઈ તમને પ્યાલો પાણી પાશે, તે પોતાનું બદલો નહિ ગુમાવે.
[IRV | GU | NT | Mark | Chapter 9 | Verse 42] જે નાનાંઓ મારા પર વિશ્વાસ કરે છે, તેઓમાંના એકને જે કોઈ પાપ કરવા પ્રેરે, તેને માટે તે કરતાં આ સારું છે કે ઘંટીનો પથ્થર તેના ગળે બંધાય અને તે સમુદ્રમાં નંખાય.
[IRV | GU | NT | Mark | Chapter 9 | Verse 43] જો તારો હાથ તને પાપ કરવા પ્રેરે, તો તેને કાપી નાખ; તને બે હાથ હોવા છતાં નર્કમાં ન હોલવાનાર અગ્નિમાં જવું પડે
[IRV | GU | NT | Mark | Chapter 9 | Verse 44] તે કરતાં હાથ વિનાનો થઈને જીવનમાં પેસવું એ તારે માટે સારું છે.
[IRV | GU | NT | Mark | Chapter 9 | Verse 45] જો તારો પગ તને પાપ કરવા પ્રેરે, તો તેને કાપી નાખ; તને બે પગ હોવા છતાં નર્કમાં ન હોલવાનાર અગ્નિમાં નંખાવું પડે
[IRV | GU | NT | Mark | Chapter 9 | Verse 46] તે કરતાં અપંગ થઈને જીવનમાં પેસવું એ તારે માટે સારું છે.
[IRV | GU | NT | Mark | Chapter 9 | Verse 47] જો તારી આંખ તને પાપ કરવા પ્રેરે તો તેને કાઢી નાખ; તને બે આંખ હોવા છતાં નર્કાગ્નિમાં નંખાવું,
[IRV | GU | NT | Mark | Chapter 9 | Verse 48] કે જ્યાં તેઓનો કીડો મરતો નથી અને અગ્નિ હોલવાતો નથી તે કરતાં આંખ વિનાના થઈને ઈશ્વરના રાજ્યમાં પ્રવેશવું એ તારે માટે સારું છે.
[IRV | GU | NT | Mark | Chapter 9 | Verse 49] કેમ કે અગ્નિથી દરેક શુદ્ધ કરાશે; જે રીતે દરેક યજ્ઞ મીઠાથી શુદ્ધ કરાશે.
[IRV | GU | NT | Mark | Chapter 9 | Verse 50] મીઠું તો સારું છે; પણ જો મીઠું સ્વાદ વગરનું થયું હોય, તો તેને શાથી ખારું કરાશે? પોતાનામાં મીઠું રાખો, અને એકબીજા સાથે સંપ રાખો.
