[IRV | HI | OT | Job | Chapter 15 | Verse 1] तब तेमानी एलीपज ने कहा
[IRV | HI | OT | Job | Chapter 15 | Verse 13] तू भी अपनी आत्मा परमेश्वर के विरुद्ध करता है, और अपने मुँह से व्यर्थ बातें निकलने देता है।
[IRV | HI | OT | Job | Chapter 15 | Verse 14] मनुष्य है क्या कि वह निष्कलंक हो? और जो स्त्री से उत्पन्न हुआ वह है क्या कि निर्दोष हो सके?
[IRV | HI | OT | Job | Chapter 15 | Verse 15] देख, वह अपने पवित्रों पर भी विश्वास नहीं करता, और स्वर्ग भी उसकी दृष्टि में निर्मल नहीं है।
[IRV | HI | OT | Job | Chapter 15 | Verse 16] फिर मनुष्य अधिक घिनौना और भ्रष्ट है जो कुटिलता को पानी के समान पीता है।
[IRV | HI | OT | Job | Chapter 15 | Verse 17] “मैं तुझे समझा दूँगा, इसलिए मेरी सुन ले, जो मैंने देखा है, उसी का वर्णन मैं करता हूँ।
[IRV | HI | OT | Job | Chapter 15 | Verse 18] (वे ही बातें जो बुद्धिमानों ने अपने पुरखाओं से सुनकर बिना छिपाए बताया है।
[IRV | HI | OT | Job | Chapter 15 | Verse 19] केवल उन्हीं को देश दिया गया था, और उनके मध्य में कोई विदेशी आता-जाता नहीं था।)
[IRV | HI | OT | Job | Chapter 15 | Verse 20] दुष्ट जन जीवन भर पीड़ा से तड़पता है, और उपद्रवी के वर्षों की गिनती ठहराई हुई है।
[IRV | HI | OT | Job | Chapter 15 | Verse 21] उसके कान में डरावना शब्द गूँजता रहता है, कुशल के समय भी नाश करनेवाला उस पर आ पड़ता है।
[IRV | HI | OT | Job | Chapter 15 | Verse 22] उसे अंधियारे में से फिर निकलने की कुछ आशा नहीं होती, और तलवार उसकी घात में रहती है।
[IRV | HI | OT | Job | Chapter 15 | Verse 23] वह रोटी के लिये मारा-मारा फिरता है, कि कहाँ मिलेगी? उसे निश्चय रहता है, कि अंधकार का दिन मेरे पास ही है।
[IRV | HI | OT | Job | Chapter 15 | Verse 24] संकट और दुर्घटना से उसको डर लगता रहता है, ऐसे राजा के समान जो युद्ध के लिये तैयार हो, वे उस पर प्रबल होते हैं।
[IRV | HI | OT | Job | Chapter 15 | Verse 25] क्योंकि उसने तो परमेश्वर के विरुद्ध हाथ बढ़ाया है, और सर्वशक्तिमान के विरुद्ध वह ताल ठोंकता है,
[IRV | HI | OT | Job | Chapter 15 | Verse 26] और सिर उठाकर और अपनी मोटी-मोटी ढालें दिखाता हुआ घमण्ड से उस पर धावा करता है;
[IRV | HI | OT | Job | Chapter 15 | Verse 27] इसलिए कि उसके मुँह पर चिकनाई छा गई है, और उसकी कमर में चर्बी जमी है।
[IRV | HI | OT | Job | Chapter 15 | Verse 28] और वह उजाड़े हुए नगरों में बस गया है, और जो घर रहने योग्य नहीं, और खण्डहर होने को छोड़े गए हैं, उनमें बस गया है।
[IRV | HI | OT | Job | Chapter 15 | Verse 29] वह धनी न रहेगा, और न उसकी सम्पत्ति बनी रहेगी, और ऐसे लोगों के खेत की उपज भूमि की ओर न झुकने पाएगी।
[IRV | HI | OT | Job | Chapter 15 | Verse 30] वह अंधियारे से कभी न निकलेगा, और उसकी डालियाँ आग की लपट से झुलस जाएँगी, और परमेश्वर के मुँह की श्वास से वह उड़ जाएगा।
[IRV | HI | OT | Job | Chapter 15 | Verse 31] वह अपने को धोखा देकर व्यर्थ बातों का भरोसा न करे, क्योंकि उसका प्रतिफल धोखा ही होगा।
[IRV | HI | OT | Job | Chapter 15 | Verse 32] वह उसके नियत दिन से पहले पूरा हो जाएगा; उसकी डालियाँ हरी न रहेंगी।
[IRV | HI | OT | Job | Chapter 15 | Verse 33] दाख के समान उसके कच्चे फल झड़ जाएँगे, और उसके फूल जैतून के वृक्ष के समान गिरेंगे।
[IRV | HI | OT | Job | Chapter 15 | Verse 34] क्योंकि भक्तिहीन के परिवार से कुछ बन न पड़ेगा, और जो घूस लेते हैं, उनके तम्बू आग से जल जाएँगे।
[IRV | HI | OT | Job | Chapter 15 | Verse 35] उनको उपद्रव का गर्भ रहता, और वे अनर्थ को जन्म देते है और वे अपने अन्तःकरण में छल की बातें गढ़ते हैं।”
