[IRV | BN | OT | Psalms | Chapter 89 | Verse 1] আমি চিরকাল সদাপ্রভুুর নিয়মের বিশ্বস্ততার কাজের গান গাব, আমি মুখে তোমার বিশ্বস্ততা আগামী প্রজন্মের কাছে প্রচার করব।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 16] তারা সমস্ত দিন ধরে তোমার নামে উল্লাস করে এবং তারা তোমার ধার্ম্মিকতায় তোমাকে মহিমান্বিত করে।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 17] তুমিই তাদের শক্তির শোভা এবং তোমার অনুগ্রহে আমরা বিজয়ী হই।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 18] কারণ আমাদের ঢাল সদাপ্রভুুরই, আমাদের রাজা, ইস্রায়েলের পবিত্রতম।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 19] অনেক দিন আগে তুমি তোমার বিশ্বস্ত জনের সঙ্গে দর্শনের মধ্য দিয়ে কথা বলেছিলে; তুমি বলেছিলে, “আমি বীরকে মুকুট পরিয়েছি; আমি প্রজাদের মধ্যে থেকে মনোনীত এক জনকে উঠিয়েছি।”
[IRV | BN | OT | Psalms | Chapter 89 | Verse 20] আমি আমার দাস দায়ূদকে মনোনীত করেছি, আমার পবিত্র তেল দিয়ে তাকে অভিষিক্ত করেছি।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 21] আমার হাত তাকে সাহায্য করবে, আমার বাহু তাকে শক্তিশালী করবে।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 22] কোনো শত্রুই তার সঙ্গে প্রতারণা করবে না, দুষ্টতার সন্তান তাকে কষ্ট দেবে না।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 23] আমি তার শত্রুদের তার সামনে চূর্ণ করব; যারা তাকে ঘৃণা করবে আমি তাদের ধ্বংস করব।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 24] আমার সত্য ও নিয়মের বিশ্বস্ততা তার সঙ্গে থাকবে; আমার নামে সে বিজয়ী হবে।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 25] আমি তার হাত সমুদ্রের উপরে স্থাপন করব এবং তার ডান হাত সমস্ত নদীদের উপরে থাকবে।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 26] সে আমাকে ডেকে বলবে, তুমি আমার পিতা, আমার ঈশ্বর এবং আমার পরিত্রানের শৈল।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 27] আমিও তাকে আমার প্রথম জাত সন্তান করব, পৃথিবীর সমস্ত রাজাদের থেকে মহান করে নিযুক্ত করব।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 28] আমি তার প্রতি আমার নিয়মের বিশ্বস্ততা চিরকালের জন্য বৃদ্ধি করব এবং তার সঙ্গে আমার নিয়ম দৃঢ় করব।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 29] আমি তার বংশকে চিরকালের জন্য স্থায়ী করব এবং তার সিংহাসন আকাশের আয়ুর মত করব।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 30] যদি তার সন্তানেরা আমার ব্যবস্থা ত্যাগ করে এবং আমার শাসনের অবাধ্য হয়;
[IRV | BN | OT | Psalms | Chapter 89 | Verse 31] যদি তারা আমার বিধিগুলি লঙ্ঘন করে এবং আমার ন্যায় বিধান পালন না করে;
[IRV | BN | OT | Psalms | Chapter 89 | Verse 32] তবে আমি তাদের অবাধ্যতার জন্য লাঠি দিয়ে তাদের শাস্তি দেব এবং তাদের পাপের জন্য আঘাত করব;
[IRV | BN | OT | Psalms | Chapter 89 | Verse 33] কিন্তু আমি তার থেকে আমার নিয়মের বিশ্বস্ততা কখনো সরিয়ে নেব না, বা আমার প্রতিজ্ঞার প্রতি অবিশ্বস্ত হব না।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 34] আমি আমার নিয়ম ভঙ্গ করব না, বা, আমার মুখের বাক্য পরিবর্তন করব না।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 35] আমি আমার পবিত্রতায় একবার শপথ করেছি, দায়ূদের কাছে কখনও মিথ্যা বলব না।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 36] তার বংশ চিরকাল থাকবে এবং তার সিংহাসন আমার সামনে সূর্য্যের মত হবে।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 37] তা চাঁদের মত চিরকাল স্থির থাকবে; আকাশের বিশ্বস্ত সাক্ষী। সেলা৷
[IRV | BN | OT | Psalms | Chapter 89 | Verse 38] কিন্তু তুমিই অস্বীকার ও পরিত্যাগ করেছ, তুমিই তোমার অভিষিক্ত রাজার প্রতি ক্রুদ্ধ হয়েছ।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 39] তুমি তোমার দাসের নিয়ম অস্বীকার করেছ, তুমি তার মুকুট মাটিতে ফেলে অশুচি করেছ।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 40] তুমি তার সমস্ত দেওয়াল ভেঙে ফেলেছ৷ তুমি তার সমস্ত দূর্গগুলি ধ্বংস করেছ।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 41] পথিকেরা সবাই তাকে লুট করেছে; সে তার প্রতিবেশীদের তিরস্কারের পাত্র হয়েছে।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 42] তুমি তার শত্রুদের ডান হাত তুলেছ, তুমি তার সমস্ত শত্রুদেরকে আনন্দিত করেছ।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 43] তুমি তার তরোয়ালের ধার ফিরিয়ে দিয়েছ এবং যুদ্ধে তাকে দাঁড়াতে দাও নি।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 44] তুমি তার প্রতাপ শেষ করেছ, তার সিংহাসনকে মাটিতে নিক্ষেপ করেছ।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 45] তুমি তার যৌবনকাল সংক্ষিপ্ত করেছ৷ তুমি তাকে লজ্জায় আচ্ছন্ন করেছ।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 46] হে সদাপ্রভুু, কতকাল? তুমি নিজেকে চিরকাল লুকিয়ে রাখবে? আর কত দিন তোমার ক্রোধ আগুনের মত জ্বলবে?
[IRV | BN | OT | Psalms | Chapter 89 | Verse 47] স্মরণ কর, আমার দিন কত অল্প এবং তুমি মানবসন্তানদেরকে অসারতার জন্য সৃষ্টি করেছ।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 48] কে জীবিত থাকবে, মৃত্যু দেখবে না, বা, কে তার নিজের প্রাণকে পাতালের শক্তি থেকে মুক্ত করতে পারে?
[IRV | BN | OT | Psalms | Chapter 89 | Verse 49] হে প্রভু, তোমার সেই পূর্বের নিয়মের বিশ্বস্ততা যা তুমি তোমার বিশ্বস্ততায় দায়ূদের কাছে শপথ করেছিলে।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 50] হে প্রভু, তোমার দাসের প্রতি যে তিরস্কার করা হয়েছে তা স্মরণ করো এবং জাতিদের কাছ থেকে পাওয়া অপমান আমি আমার হৃদয়ে বহন করি।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 51] হে সদাপ্রভুু, তোমার শত্রুরা তিরস্কার করেছে, তারা তোমার অভিষিক্তের পদ চিহ্নকে তিরস্কার করেছে।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 52] ধন্য সদাপ্রভুু, চিরকালের জন্য। আমেন, আমেন।
