[IRV | PA | OT | Leviticus | Chapter 14 | Verse 1] ਫੇਰ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 12] ਤਦ ਜਾਜਕ ਇੱਕ ਲੇਲਾ ਲੈ ਕੇ ਦੋਸ਼ ਬਲੀ ਦੀ ਭੇਟ ਕਰਕੇ ਉਸ ਨੂੰ ਚੜ੍ਹਾਵੇ ਅਤੇ ਉਸ ਕੁੱਪੀ ਤੇਲ ਨੂੰ ਲੈ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਹਿਲਾਉਣ ਦੀ ਭੇਟ ਕਰਕੇ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਹਿਲਾਵੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 13] ਉਹ ਉਸ ਲੇਲੇ ਨੂੰ ਉਸੇ ਸਥਾਨ ਵਿੱਚ ਵੱਢੇ ਜਿੱਥੇ ਉਹ ਪਾਪ ਬਲੀ ਅਤੇ ਹੋਮ ਬਲੀ ਪਸ਼ੂਆਂ ਨੂੰ ਵੱਢਦੇ ਹਨ ਅਰਥਾਤ ਪਵਿੱਤਰ ਸਥਾਨ ਵਿੱਚ ਕਿਉਂਕਿ ਜਿਵੇਂ ਪਾਪ ਬਲੀ ਦੀ ਭੇਟ ਜਾਜਕ ਦੀ ਹੈ, ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਦੋਸ਼ ਬਲੀ ਦੀ ਭੇਟ ਵੀ ਉਸੇ ਦੀ ਹੈ, ਉਹ ਅੱਤ ਪਵਿੱਤਰ ਹੈ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 14] ਜਾਜਕ ਦੋਸ਼ ਬਲੀ ਦੀ ਭੇਟ ਦੇ ਲਹੂ ਤੋਂ ਕੁਝ ਲਵੇ ਅਤੇ ਜੋ ਸ਼ੁੱਧ ਹੋਣ ਵਾਲਾ ਹੈ ਉਸ ਦੇ ਸੱਜੇ ਕੰਨ ਦੇ ਸਿਰੇ ਅਤੇ ਉਸ ਦੇ ਸੱਜੇ ਹੱਥ ਅਤੇ ਸੱਜੇ ਪੈਰ ਦੇ ਅੰਗੂਠਿਆਂ ਉੱਤੇ ਲਾਵੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 15] ਫੇਰ ਜਾਜਕ ਉਸ ਪਾਉ ਤੇਲ ਵਿੱਚੋਂ ਕੁਝ ਲੈ ਕੇ ਆਪਣੇ ਖੱਬੇ ਹੱਥ ਦੀ ਤਲੀ ਉੱਤੇ ਪਾਵੇ,
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 16] ਅਤੇ ਜਾਜਕ ਆਪਣੀ ਸੱਜੇ ਹੱਥ ਦੀ ਉਂਗਲ ਨੂੰ ਆਪਣੇ ਖੱਬੇ ਹੱਥ ਦੀ ਤਲੀ ਦੇ ਤੇਲ ਵਿੱਚ ਡੋਬ ਕੇ ਉਸ ਤੇਲ ਵਿੱਚੋਂ ਕੁਝ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਸੱਤ ਵਾਰੀ ਛਿੜਕੇ,
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 17] ਅਤੇ ਬਾਕੀ ਤੇਲ ਜੋ ਉਸ ਦੇ ਹੱਥ ਵਿੱਚ ਹੈ, ਜਾਜਕ ਉਸ ਵਿੱਚੋਂ ਕੁਝ ਲੈ ਕੇ ਸ਼ੁੱਧ ਹੋਣ ਵਾਲੇ ਦੇ ਸੱਜੇ ਕੰਨ ਦੇ ਸਿਰੇ ਉੱਤੇ ਅਤੇ ਉਸ ਦੇ ਸੱਜੇ ਹੱਥ ਅਤੇ ਸੱਜੇ ਪੈਰ ਦੇ ਅੰਗੂਠਿਆਂ ਉੱਤੇ ਦੋਸ਼ ਬਲੀ ਦੀ ਭੇਟ ਦੇ ਲਹੂ ਉੱਤੇ ਲਗਾਵੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 18] ਅਤੇ ਜੋ ਤੇਲ ਜਾਜਕ ਦੇ ਹੱਥ ਵਿੱਚ ਬਚ ਜਾਵੇ ਉਸ ਨੂੰ ਉਹ ਸ਼ੁੱਧ ਹੋਣ ਵਾਲੇ ਦੇ ਸਿਰ ਉੱਤੇ ਡੋਲ੍ਹ ਦੇਵੇ ਅਤੇ ਜਾਜਕ ਉਸ ਦੇ ਲਈ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਪ੍ਰਾਸਚਿਤ ਕਰੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 19] ਜਾਜਕ ਪਾਪ ਬਲੀ ਦੀ ਭੇਟ ਚੜ੍ਹਾਵੇ ਅਤੇ ਉਸ ਦੇ ਲਈ ਜੋ ਆਪਣੀ ਅਸ਼ੁੱਧਤਾ ਤੋਂ ਸ਼ੁੱਧ ਹੋਣ ਵਾਲਾ ਹੈ ਪ੍ਰਾਸਚਿਤ ਕਰੇ ਅਤੇ ਇਸ ਤੋਂ ਬਾਅਦ ਹੋਮ ਬਲੀ ਦੀ ਭੇਟ ਨੂੰ ਵੱਢ ਦੇਵੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 20] ਤਦ ਜਾਜਕ ਹੋਮ ਬਲੀ ਦੀ ਭੇਟ ਅਤੇ ਮੈਦੇ ਦੀ ਭੇਟ ਜਗਵੇਦੀ ਉੱਤੇ ਚੜ੍ਹਾਵੇ ਅਤੇ ਜਾਜਕ ਉਸ ਦੇ ਲਈ ਪ੍ਰਾਸਚਿਤ ਕਰੇ ਤਾਂ ਉਹ ਸ਼ੁੱਧ ਹੋ ਜਾਵੇਗਾ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 21] ਜੇਕਰ ਉਹ ਕੰਗਾਲ ਹੋਵੇ ਅਤੇ ਇਨ੍ਹਾਂ ਸਭਨਾਂ ਵਿੱਚੋਂ ਕੁਝ ਨਾ ਲਿਆ ਸਕੇ ਤਾਂ ਉਹ ਆਪਣੇ ਲਈ ਪ੍ਰਾਸਚਿਤ ਕਰਨ ਲਈ ਦੋਸ਼ ਬਲੀ ਦੇ ਲਈ ਇੱਕ ਲੇਲਾ ਹਿਲਾਉਣ ਦੀ ਭੇਟ ਕਰਕੇ, ਅਤੇ ਤੇਲ ਰਲਿਆ ਹੋਇਆ ਏਫ਼ਾਹ ਦਾ ਦਸਵਾਂ ਹਿੱਸਾ ਮੈਦਾ, ਮੈਦੇ ਦੀ ਭੇਟ ਲਈ ਅਤੇ ਇੱਕ ਪਾਉ ਤੇਲ ਲਿਆਵੇ,
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 22] ਅਤੇ ਘੁੱਗੀਆਂ ਜਾਂ ਕਬੂਤਰਾਂ ਦੇ ਦੋ ਬੱਚੇ ਲਿਆਵੇ ਜੋ ਉਹ ਲਿਆ ਸਕਦਾ ਹੈ, ਇਨ੍ਹਾਂ ਵਿੱਚੋਂ ਇੱਕ ਤਾਂ ਪਾਪ ਬਲੀ ਦੀ ਭੇਟ ਲਈ ਅਤੇ ਦੂਜਾ ਹੋਮ ਬਲੀ ਦੀ ਭੇਟ ਲਈ ਹੋਵੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 23] ਅੱਠਵੇਂ ਦਿਨ ਉਹ ਇਨ੍ਹਾਂ ਸਾਰਿਆਂ ਨੂੰ ਆਪਣੇ ਸ਼ੁੱਧ ਕਰਨ ਲਈ ਮੰਡਲੀ ਦੇ ਡੇਰੇ ਦੇ ਦਰਵਾਜ਼ੇ ਉੱਤੇ ਯਹੋਵਾਹ ਦੇ ਸਨਮੁਖ ਜਾਜਕ ਦੇ ਕੋਲ ਲਿਆਵੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 24] ਤਦ ਜਾਜਕ ਦੋਸ਼ ਬਲੀ ਦੀ ਭੇਟ ਦੇ ਲੇਲੇ ਨੂੰ ਅਤੇ ਪਾਉ ਤੇਲ ਨੂੰ ਲੈ ਕੇ ਹਿਲਾਉਣ ਦੀ ਭੇਟ ਕਰਕੇ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਹਿਲਾਵੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 25] ਫੇਰ ਉਹ ਦੋਸ਼ ਬਲੀ ਦੀ ਭੇਟ ਦੇ ਲੇਲੇ ਨੂੰ ਵੱਢ ਦੇਵੇ ਅਤੇ ਜਾਜਕ ਉਸ ਵਿੱਚੋਂ ਕੁਝ ਲੈ ਕੇ ਸ਼ੁੱਧ ਹੋਣ ਵਾਲੇ ਦੇ ਸੱਜੇ ਕੰਨ ਦੇ ਸਿਰੇ ਉੱਤੇ ਅਤੇ ਉਸ ਦੇ ਸੱਜੇ ਹੱਥ ਅਤੇ ਸੱਜੇ ਪੈਰ ਦੇ ਅੰਗੂਠਿਆਂ ਉੱਤੇ ਲਗਾਵੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 26] ਫੇਰ ਜਾਜਕ ਉਸ ਵਿੱਚੋਂ ਕੁਝ ਤੇਲ ਲੈ ਕੇ ਆਪਣੇ ਖੱਬੇ ਹੱਥ ਦੀ ਤਲੀ ਉੱਤੇ ਪਾਵੇ,
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 27] ਅਤੇ ਜਾਜਕ ਆਪਣੇ ਸੱਜੇ ਹੱਥ ਦੀ ਉਂਗਲ ਨਾਲ ਆਪਣੇ ਖੱਬੇ ਹੱਥ ਦੀ ਤਲੀ ਵਿੱਚੋਂ ਕੁਝ ਤੇਲ ਲੈ ਕੇ ਸੱਤ ਵਾਰੀ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਛਿੜਕੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 28] ਫੇਰ ਜਾਜਕ ਆਪਣੇ ਹੱਥ ਦੇ ਤੇਲ ਵਿੱਚੋਂ ਕੁਝ ਲੈ ਕੇ ਸ਼ੁੱਧ ਹੋਣ ਵਾਲੇ ਦੇ ਸੱਜੇ ਕੰਨ ਦੇ ਸਿਰੇ ਉੱਤੇ ਅਤੇ ਉਸ ਦੇ ਸੱਜੇ ਹੱਥ ਅਤੇ ਸੱਜੇ ਪੈਰ ਦੇ ਅੰਗੂਠਿਆਂ ਉੱਤੇ ਦੋਸ਼ ਬਲੀ ਦੀ ਭੇਟ ਦੇ ਲਹੂ ਦੇ ਉੱਤੇ ਲਗਾਵੇ,
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 29] ਅਤੇ ਬਾਕੀ ਤੇਲ ਜੋ ਜਾਜਕ ਦੇ ਹੱਥ ਵਿੱਚ ਰਹਿ ਜਾਵੇ ਉਸ ਨੂੰ ਉਹ ਸ਼ੁੱਧ ਹੋਣ ਵਾਲੇ ਦੇ ਲਈ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਪ੍ਰਾਸਚਿਤ ਕਰਨ ਲਈ ਉਸ ਦੇ ਸਿਰ ਉੱਤੇ ਪਾ ਦੇਵੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 30] ਤਦ ਉਹ ਉਨ੍ਹਾਂ ਘੁੱਗੀਆਂ ਜਾਂ ਕਬੂਤਰਾਂ ਦੇ ਬੱਚਿਆਂ ਵਿੱਚੋਂ ਜੋ ਉਹ ਲਿਆ ਸਕਿਆ, ਇੱਕ ਨੂੰ ਚੜ੍ਹਾਵੇ,
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 31] ਅਰਥਾਤ ਜੋ ਪੰਛੀ ਉਹ ਲਿਆ ਸਕਿਆ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਉਹ ਇੱਕ ਨੂੰ ਪਾਪ ਬਲੀ ਦੀ ਭੇਟ ਲਈ ਅਤੇ ਦੂਜੇ ਨੂੰ ਮੈਦੇ ਦੀ ਭੇਟ ਸਮੇਤ ਹੋਮ ਬਲੀ ਦੀ ਭੇਟ ਕਰਕੇ ਚੜ੍ਹਾਵੇ, ਇਸ ਤਰ੍ਹਾਂ ਜਾਜਕ ਸ਼ੁੱਧ ਹੋਣ ਵਾਲੇ ਦੇ ਲਈ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਪ੍ਰਾਸਚਿਤ ਕਰੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 32] ਜਿਸ ਨੂੰ ਕੋੜ੍ਹ ਦਾ ਰੋਗ ਹੋਇਆ ਹੋਵੇ ਅਤੇ ਉਹ ਇਸ ਯੋਗ ਨਾ ਹੋਵੇ ਕਿ ਉਹ ਸ਼ੁੱਧਤਾਈ ਦੀਆਂ ਵਸਤੂਆਂ ਨੂੰ ਲਿਆ ਸਕੇ, ਉਸ ਦੇ ਲਈ ਇਹੋ ਬਿਵਸਥਾ ਹੈ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 33] ਫੇਰ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 34] ਜਦ ਤੁਸੀਂ ਕਨਾਨ ਦੇਸ ਵਿੱਚ ਪਹੁੰਚ ਜਾਓ ਜਿਹੜਾ ਮੈਂ ਤੁਹਾਨੂੰ ਵਿਰਾਸਤ ਵਿੱਚ ਦਿੰਦਾ ਹਾਂ, ਤਾਂ ਜੇਕਰ ਮੈਂ ਉਸ ਦੇਸ ਦੇ ਕਿਸੇ ਘਰ ਵਿੱਚ ਕੋੜ੍ਹ ਦਾ ਰੋਗ ਪਾ ਦੇਵਾਂ,
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 35] ਤਾਂ ਉਸ ਘਰ ਦਾ ਮਾਲਕ ਜਾਜਕ ਦੇ ਕੋਲ ਆ ਕੇ ਆਖੇ, ਮੈਨੂੰ ਅਜਿਹਾ ਪਰਤੀਤ ਹੁੰਦਾ ਹੈ ਕਿ ਘਰ ਵਿੱਚ ਕੋਈ ਰੋਗ ਹੈ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 36] ਤਦ ਜਾਜਕ ਉਸ ਘਰ ਨੂੰ ਜਾਂਚਣ ਲਈ ਜਾਣ ਤੋਂ ਪਹਿਲਾਂ ਹੁਕਮ ਦੇਵੇ ਕਿ ਉਸ ਘਰ ਨੂੰ ਖਾਲੀ ਕੀਤਾ ਜਾਵੇ, ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਜੋ ਕੁਝ ਘਰ ਦੇ ਵਿੱਚ ਹੈ ਅਸ਼ੁੱਧ ਹੋ ਜਾਵੇ। ਇਸ ਤੋਂ ਬਾਅਦ ਜਾਜਕ ਘਰ ਨੂੰ ਜਾਂਚਣ ਲਈ ਅੰਦਰ ਜਾਵੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 37] ਤਦ ਉਹ ਉਸ ਰੋਗ ਨੂੰ ਜਾਂਚੇ ਅਤੇ ਵੇਖੋ, ਜੇਕਰ ਉਹ ਰੋਗ ਘਰ ਦੀਆਂ ਕੰਧਾਂ ਉੱਤੇ ਹਰੀਆਂ ਜਾਂ ਲਾਲ ਖੋਖਲੀਆਂ ਲਕੀਰਾਂ ਵਰਗੀਆਂ ਹੋਣ ਅਤੇ ਕੰਧ ਨਾਲੋਂ ਡੂੰਘੀਆਂ ਵਿਖਾਈ ਦੇਣ,
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 38] ਤਾਂ ਜਾਜਕ ਘਰ ਦੇ ਦਰਵਾਜ਼ੇ ਤੋਂ ਬਾਹਰ ਨਿੱਕਲ ਕੇ ਘਰ ਨੂੰ ਸੱਤ ਦਿਨ ਤੱਕ ਬੰਦ ਕਰ ਦੇਵੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 39] ਅਤੇ ਸੱਤਵੇਂ ਦਿਨ ਜਾਜਕ ਫੇਰ ਆਵੇ ਅਤੇ ਵੇਖੇ, ਜੇਕਰ ਉਹ ਰੋਗ ਘਰ ਦੀਆਂ ਕੰਧਾਂ ਉੱਤੇ ਫੈਲ ਗਿਆ ਹੋਵੇ,
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 40] ਤਾਂ ਜਾਜਕ ਹੁਕਮ ਦੇਵੇ ਕਿ ਉਹ ਉਨ੍ਹਾਂ ਪੱਥਰਾਂ ਨੂੰ ਜਿਨ੍ਹਾਂ ਦੇ ਵਿੱਚ ਰੋਗ ਹੈ, ਕੱਢ ਕੇ ਲੈ ਜਾਣ ਅਤੇ ਸ਼ਹਿਰ ਤੋਂ ਬਾਹਰ ਕਿਸੇ ਅਸ਼ੁੱਧ ਸਥਾਨ ਵਿੱਚ ਸੁੱਟ ਦੇਣ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 41] ਉਹ ਉਸ ਘਰ ਨੂੰ ਅੰਦਰੋਂ ਚੁਫ਼ੇਰਿਓਂ ਛਿਲਵਾ ਦੇਵੇ ਅਤੇ ਉਹ ਉਸ ਮਿੱਟੀ ਨੂੰ ਜੋ ਛਿੱਲੀ ਗਈ ਹੈ, ਸ਼ਹਿਰ ਤੋਂ ਬਾਹਰ ਕਿਸੇ ਅਸ਼ੁੱਧ ਸਥਾਨ ਵਿੱਚ ਸੁੱਟ ਦੇਣ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 42] ਉਹ ਦੂਜੇ ਪੱਥਰ ਲੈ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਪੁਰਾਣੇ ਪੱਥਰਾਂ ਦੇ ਸਥਾਨ ਉੱਤੇ ਲਗਾ ਦੇਣ ਅਤੇ ਜਾਜਕ ਹੋਰ ਚੂਨਾ ਲੈ ਕੇ ਘਰ ਨੂੰ ਲਿੱਪੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 43] ਪਰ ਜੇਕਰ ਪੱਥਰਾਂ ਨੂੰ ਕੱਢਣ ਅਤੇ ਘਰ ਨੂੰ ਛਿੱਲਣ ਅਤੇ ਲਿੱਪਣ ਤੋਂ ਬਾਅਦ ਉਹ ਰੋਗ ਘਰ ਵਿੱਚ ਫੇਰ ਫੁੱਟ ਨਿੱਕਲੇ,
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 44] ਤਾਂ ਜਾਜਕ ਆ ਕੇ ਵੇਖੇ ਅਤੇ ਵੇਖੋ, ਜੇਕਰ ਉਹ ਰੋਗ ਘਰ ਵਿੱਚ ਫੈਲ ਗਿਆ ਹੋਵੇ, ਤਾਂ ਉਹ ਘਰ ਵਿੱਚ ਫੈਲਣ ਵਾਲਾ ਕੋੜ੍ਹ ਹੈ ਅਤੇ ਉਹ ਅਸ਼ੁੱਧ ਹੈ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 45] ਉਹ ਉਸ ਘਰ ਨੂੰ ਢਾਹ ਦੇਵੇ ਅਤੇ ਉਸ ਦੇ ਪੱਥਰ, ਲੱਕੜੀਆਂ ਅਤੇ ਸਾਰੇ ਚੂਨੇ ਨੂੰ ਸ਼ਹਿਰ ਤੋਂ ਬਾਹਰ ਜਾ ਕੇ ਕਿਸੇ ਅਸ਼ੁੱਧ ਸਥਾਨ ਵਿੱਚ ਸੁੱਟਵਾ ਦੇਵੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 46] ਜਦ ਤੱਕ ਉਹ ਘਰ ਬੰਦ ਰਹੇ, ਤਦ ਤੱਕ ਜੋ ਕੋਈ ਉਸ ਘਰ ਵਿੱਚ ਵੜੇ, ਉਹ ਸ਼ਾਮ ਤੱਕ ਅਸ਼ੁੱਧ ਰਹੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 47] ਅਤੇ ਜਿਹੜਾ ਉਸ ਘਰ ਵਿੱਚ ਲੰਮਾ ਪਵੇ, ਉਹ ਆਪਣੇ ਕੱਪੜੇ ਧੋ ਲਵੇ ਅਤੇ ਜਿਹੜਾ ਉਸ ਘਰ ਵਿੱਚ ਖਾਣਾ ਖਾਵੇ ਉਹ ਵੀ ਆਪਣੇ ਕੱਪੜੇ ਧੋ ਲਵੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 48] ਜੇਕਰ ਜਾਜਕ ਉਸ ਘਰ ਵਿੱਚ ਆ ਕੇ ਉਸ ਨੂੰ ਜਾਂਚੇ ਅਤੇ ਵੇਖੋ, ਜੇਕਰ ਉਸ ਘਰ ਨੂੰ ਲਿੱਪਣ ਤੋਂ ਬਾਅਦ ਉਹ ਰੋਗ ਉਸ ਘਰ ਵਿੱਚ ਨਾ ਫੈਲਿਆ ਹੋਵੇ ਤਾਂ ਉਹ ਉਸ ਘਰ ਨੂੰ ਸ਼ੁੱਧ ਠਹਿਰਾਵੇ ਕਿਉਂ ਜੋ ਰੋਗ ਚੰਗਾ ਹੋ ਗਿਆ ਹੈ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 49] ਅਤੇ ਉਸ ਘਰ ਨੂੰ ਸ਼ੁੱਧ ਕਰਨ ਲਈ, ਉਹ ਦੋ ਪੰਛੀ, ਦਿਆਰ ਦੀ ਲੱਕੜ, ਕਿਰਮਚੀ ਕੱਪੜਾ ਅਤੇ ਜੂਫ਼ਾ ਲਵੇ।
[IRV | PA | OT | Leviticus | Chapter 14 | Verse 50] ਉਹ ਪੰਛੀਆਂ ਵਿੱਚੋਂ ਕਿਸੇ ਇੱਕ ਨੂੰ ਵੱਗਦੇ ਪਾਣੀ ਉੱਤੇ ਮਿੱਟੀ ਦੇ ਭਾਂਡੇ ਵਿੱਚ ਵੱਢੇ।
