[IRV | PA | OT | Leviticus | Chapter 22 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 12] ਜੇਕਰ ਜਾਜਕ ਦੀ ਧੀ ਕਿਸੇ ਪਰਾਏ ਮਨੁੱਖ ਨਾਲ ਵਿਆਹੀ ਜਾਵੇ, ਤਾਂ ਉਹ ਪਵਿੱਤਰ ਵਸਤੂਆਂ ਦੀ ਭੇਟ ਵਿੱਚੋਂ ਨਾ ਖਾਵੇ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 13] ਪਰ ਜੇਕਰ ਜਾਜਕ ਦੀ ਧੀ ਵਿਧਵਾ ਜਾਂ ਪਤੀ ਵੱਲੋਂ ਤਿਆਗੀ ਹੋਈ ਹੋਵੇ ਅਤੇ ਉਸ ਦੀ ਕੋਈ ਸੰਤਾਨ ਨਾ ਹੋਵੇ ਅਤੇ ਪਹਿਲਾਂ ਦੀ ਤਰ੍ਹਾਂ ਆਪਣੇ ਪਿਤਾ ਦੇ ਘਰ ਵਿੱਚ ਰਹਿੰਦੀ ਹੋਵੇ ਤਾਂ ਉਹ ਆਪਣੇ ਪਿਤਾ ਦੇ ਭੋਜਨ ਵਿੱਚੋਂ ਖਾਵੇ, ਪਰ ਕੋਈ ਪਰਾਇਆ ਉਸ ਵਿੱਚੋਂ ਨਾ ਖਾਵੇ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 14] ਜੇਕਰ ਕੋਈ ਮਨੁੱਖ ਅਣਜਾਣੇ ਵਿੱਚ ਪਵਿੱਤਰ ਵਸਤੂਆਂ ਵਿੱਚੋਂ ਖਾ ਲਵੇ ਤਾਂ ਉਹ ਉਸ ਦੇ ਨਾਲ ਪੰਜਵਾਂ ਹਿੱਸਾ ਹੋਰ ਮਿਲਾ ਕੇ ਜਾਜਕ ਨੂੰ ਪਵਿੱਤਰ ਵਸਤੂ ਦੇ ਦੇਵੇ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 15] ਅਤੇ ਉਹ ਇਸਰਾਏਲੀਆਂ ਦੀਆਂ ਪਵਿੱਤਰ ਕੀਤੀਆਂ ਹੋਈਆਂ ਵਸਤੂਆਂ ਦਾ ਜਿਨ੍ਹਾਂ ਨੂੰ ਉਹ ਭੇਟ ਕਰਕੇ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਚੜ੍ਹਾਉਂਦੇ ਹਨ, ਨਿਰਾਦਰ ਨਾ ਕਰਨ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 16] ਉਹ ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣੀਆਂ ਪਵਿੱਤਰ ਵਸਤੂਆਂ ਵਿੱਚੋਂ ਖੁਆ ਕੇ, ਉਨ੍ਹਾਂ ਉੱਤੇ ਬਦੀ ਦਾ ਦੋਸ਼ ਨਾ ਲਿਆਉਣ, ਕਿਉਂ ਜੋ ਮੈਂ ਯਹੋਵਾਹ ਉਨ੍ਹਾਂ ਬਲੀਦਾਨਾਂ ਨੂੰ ਪਵਿੱਤਰ ਕਰਨ ਵਾਲਾ ਹਾਂ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 17] ਫੇਰ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 18] ਹਾਰੂਨ ਅਤੇ ਉਸ ਦੇ ਪੁੱਤਰਾਂ ਨੂੰ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਸਾਰੇ ਘਰਾਣਿਆਂ ਨੂੰ ਆਖ ਕਿ ਇਸਰਾਏਲੀਆਂ ਵਿੱਚੋਂ ਜਾਂ ਉਨ੍ਹਾਂ ਪਰਦੇਸੀਆਂ ਵਿੱਚੋਂ ਜੋ ਇਸਰਾਏਲ ਵਿੱਚ ਵੱਸਦੇ ਹਨ, ਜਿਹੜਾ ਆਪਣੀਆਂ ਸੁੱਖਣਾਂ ਜਾਂ ਖੁਸ਼ੀ ਦੀਆਂ ਭੇਟਾਂ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਹੋਮ ਬਲੀ ਦੀ ਭੇਟ ਕਰਕੇ ਚੜ੍ਹਾਵੇ,
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 19] ਤਾਂ ਤੁਸੀਂ ਆਪਣੇ ਸਵੀਕਾਰੇ ਜਾਣ ਲਈ ਬਲ਼ਦਾਂ, ਜਾਂ ਭੇਡਾਂ ਜਾਂ ਬੱਕਰੀਆਂ ਵਿੱਚੋਂ ਇੱਕ ਦੋਸ਼ ਰਹਿਤ ਨਰ ਚੜ੍ਹਾਓ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 20] ਪਰ ਜਿਸ ਵਿੱਚ ਕੋਈ ਦੋਸ਼ ਹੋਏ, ਉਸ ਨੂੰ ਤੁਸੀਂ ਨਾ ਚੜ੍ਹਾਉਣਾ, ਕਿਉਂ ਜੋ ਉਹ ਤੁਹਾਡੇ ਵੱਲੋਂ ਸਵੀਕਾਰ ਨਹੀਂ ਕੀਤਾ ਜਾਵੇਗਾ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 21] ਅਤੇ ਜਿਹੜਾ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਆਪਣੀ ਸੁੱਖਣਾ ਪੂਰੀ ਕਰਨ ਲਈ ਸੁੱਖ-ਸਾਂਦ ਦੀਆਂ ਭੇਟਾਂ ਦੀ ਬਲੀ ਚੜ੍ਹਾਵੇ, ਜਾਂ ਆਪਣੀ ਖੁਸ਼ੀ ਦੀ ਭੇਟ ਲਈ ਬਲ਼ਦਾਂ ਜਾਂ ਭੇਡਾਂ ਵਿੱਚੋਂ ਭੇਟ ਚੜ੍ਹਾਵੇ, ਤਾਂ ਸਵੀਕਾਰੇ ਜਾਣ ਲਈ ਜ਼ਰੂਰੀ ਹੈ ਕਿ ਉਹ ਪੂਰੀ ਹੋਵੇ ਅਤੇ ਉਸ ਦੇ ਵਿੱਚ ਕੋਈ ਦੋਸ਼ ਨਾ ਹੋਵੇ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 22] ਜਿਹੜਾ ਅੰਨ੍ਹਾ ਹੋਵੇ, ਜਾਂ ਜਿਸ ਦੇ ਅੰਗ ਟੁੱਟੇ ਹੋਣ ਜਾਂ ਟੁੰਡਾ ਹੋਵੇ ਜਾਂ ਜਿਸ ਨੂੰ ਮੁਹਕੇ ਹੋਣ, ਜਾਂ ਦਾਦ ਜਾਂ ਖੁਜਲੀ ਹੋਵੇ, ਇਨ੍ਹਾਂ ਨੂੰ ਤੁਸੀਂ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਨਾ ਚੜ੍ਹਾਉਣਾ, ਨਾ ਉਨ੍ਹਾਂ ਨੂੰ ਅੱਗ ਦੀ ਭੇਟ ਕਰਕੇ ਜਗਵੇਦੀ ਦੇ ਉੱਤੇ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਚੜ੍ਹਾਉਣਾ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 23] ਜਿਸ ਕਿਸੇ ਬਲ਼ਦ ਜਾਂ ਬੱਕਰੇ ਦਾ ਕੋਈ ਅੰਗ ਵੱਧ ਜਾਂ ਘੱਟ ਹੋਵੇ, ਉਸ ਨੂੰ ਤੁਸੀਂ ਆਪਣੀ ਖੁਸ਼ੀ ਦੀ ਭੇਟ ਕਰਕੇ ਚੜ੍ਹਾ ਸਕਦੇ ਹੋ, ਪਰ ਸੁੱਖਣਾ ਪੂਰੀ ਕਰਨ ਲਈ ਉਸ ਨੂੰ ਸਵੀਕਾਰ ਨਾ ਕੀਤਾ ਜਾਵੇਗਾ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 24] ਜਿਸ ਪਸ਼ੂ ਦੇ ਨਲ ਨੂੰ ਸੱਟ ਲੱਗੀ ਹੋਵੇ, ਜਾਂ ਦੱਬੇ ਹੋਏ, ਕੁਚਲੇ ਹੋਏ ਜਾਂ ਫਟੇ ਹੋਏ ਹੋਣ, ਉਸ ਨੂੰ ਤੁਸੀਂ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਨਾ ਚੜ੍ਹਾਉਣਾ, ਅਤੇ ਨਾ ਆਪਣੇ ਦੇਸ ਵਿੱਚ ਕੋਈ ਅਜਿਹੀ ਭੇਟ ਚੜ੍ਹਾਉਣਾ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 25] ਇਨ੍ਹਾਂ ਵਿੱਚੋਂ ਕਿਸੇ ਨੂੰ ਪਰਦੇਸੀ ਦੇ ਹੱਥ ਤੋਂ ਲੈ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਭੋਜਨ ਕਰਕੇ ਨਾ ਚੜ੍ਹਾਉਣਾ, ਕਿਉਂ ਜੋ ਉਨ੍ਹਾਂ ਦੀ ਬੁਰਿਆਈ ਉਨ੍ਹਾਂ ਦੇ ਵਿੱਚ ਹੈ ਅਤੇ ਦੋਸ਼ ਵੀ ਹਨ, ਇਸ ਲਈ ਉਹ ਤੁਹਾਡੇ ਹੱਥਾਂ ਤੋਂ ਸਵੀਕਾਰ ਨਹੀਂ ਕੀਤੇ ਜਾਣਗੇ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 26] ਫੇਰ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 27] ਜਦ ਕੋਈ ਬਲ਼ਦ, ਜਾਂ ਭੇਡ ਜਾਂ ਬੱਕਰੀ ਦਾ ਬੱਚਾ ਜੰਮੇ ਤਾਂ ਉਹ ਸੱਤ ਦਿਨ ਤੱਕ ਆਪਣੀ ਮਾਂ ਦੇ ਕੋਲ ਰਹੇ ਅਤੇ ਅੱਠਵੇਂ ਦਿਨ ਤੋਂ ਲੈ ਕੇ ਉਹ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਅੱਗ ਦੀ ਭੇਟ ਦੇ ਲਈ ਸਵੀਕਾਰ ਯੋਗ ਹੋਵੇਗਾ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 28] ਭਾਵੇਂ ਗਾਂ ਹੋਵੇ, ਭਾਵੇਂ ਭੇਡ ਜਾਂ ਬੱਕਰੀ, ਤੂੰ ਉਸ ਨੂੰ ਅਤੇ ਉਸ ਦੇ ਬੱਚੇ ਨੂੰ ਇੱਕ ਦਿਨ ਵਿੱਚ ਨਾ ਵੱਢੀਂ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 29] ਅਤੇ ਜਦ ਤੁਸੀਂ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਧੰਨਵਾਦ ਦੀ ਬਲੀ ਚੜ੍ਹਾਓ, ਤਾਂ ਤੁਸੀਂ ਉਸ ਨੂੰ ਇਸੇ ਤਰ੍ਹਾਂ ਹੀ ਚੜ੍ਹਾਉਣਾ ਤਾਂ ਜੋ ਉਹ ਸਵੀਕਾਰ ਹੋਵੇ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 30] ਉਸ ਨੂੰ ਉਸੇ ਦਿਨ ਹੀ ਖਾਧਾ ਜਾਵੇ, ਤੁਸੀਂ ਉਸ ਵਿੱਚੋਂ ਸਵੇਰ ਤੱਕ ਕੁਝ ਨਾ ਛੱਡਣਾ। ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 31] ਇਸ ਲਈ ਤੁਸੀਂ ਮੇਰੇ ਹੁਕਮਾਂ ਨੂੰ ਮੰਨ ਕੇ ਉਨ੍ਹਾਂ ਦੀ ਪਾਲਣਾ ਕਰਨਾ। ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 32] ਤੁਸੀਂ ਮੇਰੇ ਪਵਿੱਤਰ ਨਾਮ ਨੂੰ ਭਰਿਸ਼ਟ ਨਾ ਕਰਨਾ, ਪਰ ਮੈਂ ਇਸਰਾਏਲੀਆਂ ਵਿੱਚ ਜ਼ਰੂਰ ਹੀ ਪਵਿੱਤਰ ਸਮਝਿਆ ਜਾਂਵਾਂ। ਮੈਂ ਉਹ ਯਹੋਵਾਹ ਹਾਂ, ਜੋ ਤੁਹਾਨੂੰ ਪਵਿੱਤਰ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 33] ਜੋ ਤੁਹਾਨੂੰ ਮਿਸਰ ਦੇਸ ਵਿੱਚੋਂ ਕੱਢ ਲਿਆਇਆ ਤਾਂ ਜੋ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਹੋਵਾਂ, ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ।
