[IRV | PA | OT | Leviticus | Chapter 9 | Verse 1] ਅੱਠਵੇਂ ਦਿਨ ਮੂਸਾ ਨੇ ਹਾਰੂਨ, ਉਸ ਦੇ ਪੁੱਤਰਾਂ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਬਜ਼ੁਰਗਾਂ ਨੂੰ ਸੱਦਿਆ,
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 12] ਤਦ ਉਸ ਨੇ ਹੋਮ ਬਲੀ ਦੀ ਭੇਟ ਨੂੰ ਵੱਢਿਆ ਅਤੇ ਹਾਰੂਨ ਦੇ ਪੁੱਤਰ ਲਹੂ ਨੂੰ ਉਸ ਦੇ ਕੋਲ ਲਿਆਏ ਅਤੇ ਉਸ ਨੇ ਲਹੂ ਨੂੰ ਜਗਵੇਦੀ ਦੇ ਚੁਫ਼ੇਰੇ ਛਿੜਕਿਆ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 13] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਹੋਮ ਬਲੀ ਦੀ ਭੇਟ ਦੇ ਟੁੱਕੜੇ-ਟੁੱਕੜੇ ਕੀਤੇ ਅਤੇ ਸਿਰ ਸਮੇਤ ਲਿਆਏ, ਤਦ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਜਗਵੇਦੀ ਉੱਤੇ ਸਾੜਿਆ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 14] ਅਤੇ ਉਸ ਨੇ ਆਂਦਰਾਂ ਅਤੇ ਲੱਤਾਂ ਨੂੰ ਧੋ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਜਗਵੇਦੀ ਦੇ ਉੱਤੇ ਹੋਮ ਦੀ ਬਲੀ ਦੇ ਉੱਤੇ ਸਾੜਿਆ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 15] ਤਦ ਉਹ ਲੋਕਾਂ ਦੀ ਭੇਟ ਲਿਆਇਆ ਅਤੇ ਉਸ ਪਾਪ ਬਲੀ ਦੀ ਭੇਟ ਦੇ ਬੱਕਰੇ ਨੂੰ ਜੋ ਲੋਕਾਂ ਦੇ ਲਈ ਸੀ, ਲੈ ਕੇ ਉਸ ਨੂੰ ਵੱਢਿਆ ਅਤੇ ਪਹਿਲਾਂ ਦੀ ਤਰ੍ਹਾਂ ਉਸ ਨੂੰ ਵੀ ਪਾਪ ਬਲੀ ਕਰਕੇ ਚੜ੍ਹਾਇਆ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 16] ਅਤੇ ਉਸ ਨੇ ਹੋਮ ਬਲੀ ਦੀ ਭੇਟ ਲਿਆ ਕੇ, ਉਸ ਨੂੰ ਬਿਧੀ ਦੇ ਅਨੁਸਾਰ ਚੜ੍ਹਾਇਆ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 17] ਅਤੇ ਉਹ ਮੈਦੇ ਦੀ ਭੇਟ ਲਿਆਇਆ ਅਤੇ ਉਸ ਵਿੱਚੋਂ ਇੱਕ ਮੁੱਠ ਭਰ ਕੇ ਉਸ ਨੂੰ ਜਗਵੇਦੀ ਦੇ ਉੱਤੇ ਸਵੇਰ ਦੀ ਹੋਮ ਬਲੀ ਦੇ ਨਾਲ ਸਾੜਿਆ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 18] ਤਦ ਉਸ ਨੇ ਬਲ਼ਦ ਅਤੇ ਭੇਡੂ ਨੂੰ ਲਿਆ ਕੇ ਵੱਢਿਆ, ਜਿਹੜੇ ਲੋਕਾਂ ਦੀ ਸੁੱਖ-ਸਾਂਦ ਦੀਆਂ ਭੇਟਾਂ ਦੇ ਲਈ ਸਨ, ਅਤੇ ਹਾਰੂਨ ਦੇ ਪੁੱਤਰ ਉਸ ਦੇ ਕੋਲ ਲਹੂ ਲਿਆਏ, ਜਿਸ ਨੂੰ ਉਸ ਨੇ ਜਗਵੇਦੀ ਦੇ ਚੁਫ਼ੇਰੇ ਛਿੜਕਿਆ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 19] ਅਤੇ ਉਹ ਬਲ਼ਦ ਅਤੇ ਭੇਡੂ ਦੀ ਚਰਬੀ, ਮੋਟੀ ਪੂਛ ਅਤੇ ਉਹ ਚਰਬੀ ਜੋ ਆਂਦਰਾਂ ਨੂੰ ਢੱਕਦੀ ਹੈ ਅਤੇ ਗੁਰਦੇ ਅਤੇ ਕਲੇਜੇ ਦੇ ਉੱਪਰਲੀ ਝਿੱਲੀ ਉਸ ਦੇ ਕੋਲ ਲਿਆਏ
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 20] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਚਰਬੀ ਨੂੰ ਛਾਤੀਆਂ ਦੇ ਉੱਤੇ ਰੱਖਿਆ ਅਤੇ ਉਸ ਨੇ ਚਰਬੀ ਨੂੰ ਜਗਵੇਦੀ ਦੇ ਉੱਤੇ ਸਾੜਿਆ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 21] ਹਾਰੂਨ ਨੇ ਛਾਤੀਆਂ ਅਤੇ ਸੱਜੇ ਪੱਟ ਨੂੰ ਹਿਲਾਉਣ ਦੀ ਭੇਟ ਕਰਕੇ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਹਿਲਾਇਆ, ਜਿਵੇਂ ਮੂਸਾ ਨੇ ਹੁਕਮ ਦਿੱਤਾ ਸੀ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 22] ਤਦ ਹਾਰੂਨ ਨੇ ਲੋਕਾਂ ਵੱਲ ਆਪਣੇ ਹੱਥ ਵਧਾ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਅਸੀਸ ਦਿੱਤੀ ਅਤੇ ਪਾਪ ਬਲੀ ਦੀ ਭੇਟ, ਹੋਮ ਬਲੀ ਦੀ ਭੇਟ ਅਤੇ ਸੁੱਖ-ਸਾਂਦ ਦੀਆਂ ਭੇਟਾਂ ਨੂੰ ਚੜ੍ਹਾ ਕੇ ਹੇਠਾਂ ਆਇਆ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 23] ਤਦ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਮੰਡਲੀ ਦੇ ਡੇਰੇ ਵਿੱਚ ਗਏ ਅਤੇ ਨਿੱਕਲ ਕੇ ਲੋਕਾਂ ਨੂੰ ਅਸੀਸ ਦਿੱਤੀ ਅਤੇ ਯਹੋਵਾਹ ਦੇ ਪ੍ਰਤਾਪ ਦਾ ਦਰਸ਼ਣ ਸਾਰੇ ਲੋਕਾਂ ਨੂੰ ਹੋਇਆ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 24] ਅਤੇ ਯਹੋਵਾਹ ਦੇ ਅੱਗੋਂ ਇੱਕ ਅੱਗ ਨਿੱਕਲੀ ਉਸ ਹੋਮ ਦੀ ਭੇਟ ਅਤੇ ਚਰਬੀ ਨੂੰ ਜੋ ਜਗਵੇਦੀ ਉੱਤੇ ਸੀ, ਭਸਮ ਕਰ ਦਿੱਤਾ। ਜਦ ਸਾਰੇ ਲੋਕਾਂ ਨੇ ਇਹ ਵੇਖਿਆ ਤਾਂ ਉੱਚੀ ਆਵਾਜ਼ ਵਿੱਚ ਜੈਕਾਰਾ ਗਜਾਇਆ ਅਤੇ ਮੂੰਹ ਭਾਰ ਡਿੱਗ ਕੇ ਮੱਥਾ ਟੇਕਿਆ।
