[GRCGTR | EL | NT | Jude | Chapter 1 | Verse 1] Ἰούδας Ἰησοῦ Χριστοῦ δοῦλος, ἀδελφὸς δὲ Ἰακώβου, τοῖς ἐν Θεῷ πατρὶ ἡγιασμένοις, καὶ Ἰησοῦ Χριστῷ τετηρημένοις, κλητοῖς·
[GRCGTR | EL | NT | Jude | Chapter 1 | Verse 13] κύματα ἄγρια θαλάσσης, ἐπαφρίζοντα τὰς ἑαυτῶν αἰσχύνας· ἀστέρες πλανῆται, οἷς ὁ ζόφος τοῦ σκότους εἰς τὸν αἰῶνα τετήρηται.
[GRCGTR | EL | NT | Jude | Chapter 1 | Verse 14] Προεφήτευσε δὲ καὶ τούτοις ἕβδομος ἀπὸ Ἀδὰμ Ἐνώχ, λέγων, Ἰδού, ἦλθε Κύριος ἐν μυριάσιν ἁγίαις αὐτοῦ,
[GRCGTR | EL | NT | Jude | Chapter 1 | Verse 15] ποιῆσαι κρίσιν κατὰ πάντων, καὶ ἐξελέγξαι πάντας τοὺς ἀσεβεῖς αὐτῶν περὶ πάντων τῶν ἔργων ἀσεβείας αὐτῶν ὧν ἠσέβησαν, καὶ περὶ πάντων τῶν σκληρῶν ὧν ἐλάλησαν κατ᾿ αὐτοῦ ἁμαρτωλοὶ ἀσεβεῖς.
[GRCGTR | EL | NT | Jude | Chapter 1 | Verse 16] Οὗτοί εἰσι γογγυσταί, μεμψίμοιροι, κατὰ τὰς ἐπιθυμίας αὐτῶν πορευόμενοι, καὶ τὸ στόμα αὐτῶν λαλεῖ ὑπέρογκα, θαυμάζοντες πρόσωπα ὠφελείας χάριν.
[GRCGTR | EL | NT | Jude | Chapter 1 | Verse 17] Ὑμεῖς δέ, ἀγαπητοί, μνήσθητε τῶν ῥημάτων τῶν προειρημένων ὑπὸ τῶν ἀποστόλων τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ·
[GRCGTR | EL | NT | Jude | Chapter 1 | Verse 18] ὅτι ἔλεγον ὑμῖν ὅτι ἐν ἐσχάτῳ χρόνῳ ἔσονται ἐμπαῖκται, κατὰ τὰς ἑαυτῶν ἐπιθυμίας πορευόμενοι τῶν ἀσεβειῶν.
[GRCGTR | EL | NT | Jude | Chapter 1 | Verse 19] Οὗτοί εἰσιν οἱ ἀποδιορίζοντες + 1:19 ἑαυτούς ¦ — ST ἑαυτούς, ψυχικοί, πνεῦμα μὴ ἔχοντες.
[GRCGTR | EL | NT | Jude | Chapter 1 | Verse 20] Ὑμεῖς δέ, ἀγαπητοί, τῇ ἁγιωτάτῃ ὑμῶν πίστει ἐποικοδομοῦντες ἑαυτούς, ἐν πνεύματι ἁγίῳ προσευχόμενοι,
[GRCGTR | EL | NT | Jude | Chapter 1 | Verse 21] ἑαυτοὺς ἐν ἀγάπῃ Θεοῦ τηρήσατε, προσδεχόμενοι τὸ ἔλεος τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ εἰς ζωὴν αἰώνιον.
[GRCGTR | EL | NT | Jude | Chapter 1 | Verse 22] Καὶ οὓς μὲν ἐλεεῖτε διακρινόμενοι·
[GRCGTR | EL | NT | Jude | Chapter 1 | Verse 23] οὓς δὲ ἐν φόβῳ σώζετε, ἐκ τοῦ πυρὸς ἁρπάζοντες, μισοῦντες καὶ τὸν ἀπὸ τῆς σαρκὸς ἐσπιλωμένον χιτῶνα.
[GRCGTR | EL | NT | Jude | Chapter 1 | Verse 24] Τῷ δὲ δυναμένῳ φυλάξαι + 1:24 ὑμᾶς ¦ αὐτοὺς ST ὑμᾶς ἀπταίστους, καὶ στῆσαι κατενώπιον τῆς δόξης αὐτοῦ ἀμώμους ἐν ἀγαλλιάσει,
[GRCGTR | EL | NT | Jude | Chapter 1 | Verse 25] μόνῳ σοφῷ Θεῷ σωτῆρι ἡμῶν, δόξα καὶ μεγαλωσύνη, κράτος καὶ ἐξουσία, καὶ νῦν καὶ εἰς πάντας τοὺς αἰῶνας. Ἀμήν.
