[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 1] Καὶ μεταγενέστερος τούτων ἐστὶ, βασιλεύοντος Ἀρταξέρξου τοῦ Περσῶν βασιλέως, προσέβη Ἔσδρας Ἀζαραίου, τοῦ Ζεχρίου, τοῦ Χελκίου, τοῦ Σαλήμου,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 21] καὶ ἄλλα ἐκ πλήθους πάντα κατὰ τὸν τοῦ Θεοῦ νόμον ἐπιτελεσθήτω ἐπιμελῶς τῷ Θεῷ τῷ ὑψίστῳ, ἕνεκα τοῦ μὴ γενέσθαι ὀργὴν εἰς τὴν βασιλείαν τοῦ βασιλέως καὶ τῶν υἱῶν αὐτοῦ.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 22] Καὶ ὑμῖν δὲ λέγεται ὅπως πᾶσι τοῖς ἱερεῦσι, καὶ τοῖς Λευίταις, καὶ ἱεροψάλταις, καὶ θυρωροῖς, καὶ ἱεροδούλοις, καὶ πραγματικοῖς τοῦ ἱεροῦ τούτου μηδὲ μία φορολογία, μηδὲ ἄλλη ἐπιβουλὴ γίνηται, καὶ μηδένα ἔχειν ἐξουσίαν ἐπιβαλεῖν τι τούτοις.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 23] Καὶ σὺ, Ἔσδρα, κατὰ τὴν σοφίαν τοῦ Θεοῦ, ἀνάδειξον κριτὰς καὶ δικαστὰς, ὅπως δικάζωσιν ἐν ὅλῃ Συρίᾳ καὶ Φοινίκῃ πάντας τοὺς ἐπισταμένους τὸν νόμον τοῦ Θεοῦ σου, καὶ τοὺς μὴ ἐπισταμένους διδάξεις.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 24] Καὶ πάντες ὅσοι ἂν παραβαίνωσι τὸν νόμον τοῦ Θεοῦ σου καὶ τὸς βασιλικὸν, ἐπιμελῶς κολασθήσονται, ἐάν τε καὶ θανάτῳ, ἐάν τε καὶ τιμωρίᾳ, ἢ ἀργυρικῇ ζημίᾳ, ἢ ἀπαγωγῇ.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 25] Καὶ εἶπεν Ἔσδρας ὁ γραμματεὺς, εὐλογητὸς μόνος Κύριος ὁ Θεὸς τῶν πατέρων μου, ὁ δοὺς ταῦτα εἰς τὴν καρδίαν τοῦ βασιλέως, δοξάσαι τὸν οἶκον αὐτοῦ τὸν ἐν Ἱερουσαλὴμ,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 26] καὶ ἐμὲ ἐτίμησεν ἐναντίον τοὺ βασιλέως, καὶ τῶν συμβουλευόντων, καὶ πάντων τῶν φίλων, καὶ μεγιστάνων αὐτοῦ.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 27] Καὶ ἐγὼ εὐθαρσὴς ἐγενόμην κατὰ τὴν ἀντίλμψιν Κυρίου τοῦ Θεοῦ μου, καὶ συνήγαγον ἄνδρας ἐκ τοῦ Ἰσραὴλ ὥστε συναναβῆναί μοι.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 28] Καὶ οὗτοι οἱ προηγούμενοι κατὰ τὰς πατριὰς αὐτῶν καὶ τὰς μεριδαρχίας, οἱ ἀναβάντες μετʼ ἐμοῦ ἐκ Βαβυλῶνος ἐν τῇ βασιλείᾳ Ἀρταξέρξου τοῦ βασιλέως.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 29] Ἐκ τῶν υἱῶν Φινεὲς, Γηρσών· ἐκ τῶν υἱῶν Ἰαθαμάρου, Γαμαλιήλ· ἐκ τῶν υἱῶν Λαυὶδ, Λαττοὺς ὁ Σεχενίου·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 30] ἐκ τῶν υἱῶν Φόρος, Ζαχαρίας, καὶ μετʼ αὐτοῦ ἀπεγράφησαν ἄνδρες ἑκατὸν πεντήκοντα·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 31] ἐκ τῶν υἱῶν Φαὰθ Μωὰβ, Ἐλιαωνίας Ζαραίου, καὶ μετʼ αὐτοῦ ἄνδρες διακόσιοι·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 32] ἐκ τῶν υἱῶν Ζαθόης, Ζεχενίας Ἰεζήλου, καὶ μετʼ αὐτοῦ ἄνδρες τριακόσιοι· ἐκ τῶν υἱῶν Ἀδὶν, Ὠβὴθ Ἰωνάθου, καὶ μετʼ αὐτοῦ ἄνδρες διακόσιοι πεντήκοντα·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 33] ἐκ τῶν υἱῶν Ἠλὰμ, Ἰεσίαν Γοθολίου, καὶ μετʼ αὐτοῦ ἄνδρες ἑβδομήκοντα·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 34] ἐκ τῶν υἱῶν Σαφατίου, Ζαραΐας Μιχαήλου, καὶ μετʼ αὐτοῦ ἄνδρες ἑβδομήκοντα·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 35] ἐκ τῶν υἱῶν Ἰωὰβ, Ἀβαδίας Ἰεζήλου, καὶ μετʼ αὐτοῦ ἄνδρες διακόσιοι δεκαδύο·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 36] Ἐκ τῶν υἱῶν Βανίας, Σαλιμὼθ Ἰωσαφίου, καὶ μετʼ αὐτοῦ ἄνδρες ἑξήκοντα καὶ ἑκατόν·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 37] ἐκ τῶν υἱῶν Βαβὶ, Ζαχαρίας Βηβαῒ, καὶ μετʼ αὐτοῦ ἄνδρες εἰκοσιοκτώ·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 38] ἐκ τῶν υἱῶν Ἀστὰθ, Ἰωάννης Ἀκατὰν, καὶ μετʼ αὐτοῦ ἄνδρες ἑκατὸν δέκα·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 39] ἐκ τῶν υἱῶν Ἀδωνικὰμ, οἱ ἔσχατοι· καὶ ταῦτα τὰ ὀνόματα αὐτῶν· Ἐλιφαλὰ τοῦ Γεουὴλ, καὶ Σαμαίας, καὶ μετʼ αὐτῶν ἄνδρες ἑβδομήκοντα·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 40] ἐκ τῶν υἱῶν Βαγὼ, Οὐθὶ ὁ τοῦ Ἱσταλκούρου, καὶ μετʼ αὐτοῦ ἄνδρες ἑβδομήκοντα.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 41] Καὶ συνήγαγον αὐτοὺς ἐπὶ τὸν λεγόμενον Θερὰν ποταμὸν, καὶ παρενεβάλομεν ἡμέρας τρεῖς αὐτόθι, καὶ κατέμαθον αὐτούς.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 42] Καὶ ἐκ τῶν ἱερέων καὶ ἐκ τῶν Λευιτῶν οὐχ εὑρὼν ἐκεῖ,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 43] ἀπέστειλα πρὸς Ἐλεάζαρον, καὶ Ἱδουῆλον, καὶ Μαιὰ, καὶ Μασμὰν, καὶ Ἀλναθὰν, καὶ Σαμαίαν, καὶ Ἰώριβον, Νάθαν,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 44] Ἐννατὰν, Ζαχαρίαν, καὶ Μοσόλλαμον τοὺς ἡγουμένους καὶ ἐπιοτήμονας,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 45] καὶ εἶπα αὐτοῖς ἐλθεῖν πρὸς Λοδδαῖον τὸν ἡγούμενον τὸν ἐν τῷ τόπῳ τοῦ γαζοφυλακίου,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 46] ἐντειλάμενος αὐτοῖς διαλεχθῆναι Λοδδαίῳ, καὶ τοῖς ἀδελφοῖς αὐτοῦ, καὶ τοῖς ἐν τῷ τόπῳ γαζοφύλαξιν, ἀποστεῖλαι ἡμῖν τοὺν ἱερατεύσοντας ἐν τῷ οἴκῳ τοῦ Κυρίου ἡμῶν·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 47] Καὶ ἤγαγον ἡμῖν κατὰ τὴν κραταιὰν χεῖρα τοῦ Κυρίου ἡμῶν ἄνδρας ἐπιστήμονας τῶν υἱῶν Μοολὶ τοῦ Λευὶ τοῦ Ἰσραὴλ, Ἀσεβηβίαν, καὶ τοὺς υἱοὺς αὐτοῦ, καὶ τοὺς ἀδελφοὺς, ὄντας δέκα καὶ ὀκτώ·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 48] καὶ Ἀσεβίαν, καὶ Ἄννουον, καὶ Ὠσαίαν ἀδελφὸν ἐκ τῶν υἱῶν Χανουναίου, καὶ οἱ υἱοὶ αὐτῶν εἴκοσι ἄνδρες·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 49] καὶ ἐκ τῶν ἱεροδούλων ὧν ἔδωκε Δαυὶδ, καὶ οἱ ἡγούμενοι εἰς τὴν ἐργασίαν τῶν Λευιτῶν, ἱεροδούλους διακοσίους καὶ εἴκοσι· πάντων ἐσημάνθη ἡ ὀνοματογραφία.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 50] Καὶ ηὐξάμην ἐκεῖ νηστείαν τοῖς νεανίσκοις ἔναντι Κυρίου ἡμῶν, ζητῆσαι παρʼ αὐτοῦ εὐοδίαν ἡμῖν τε καὶ τοῖς συνοῦσιν ἡμῖν, τέκνοις ἡμῶν, καὶ κτήνεσιν.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 51] Ἐνετράπην γὰρ αἰτῆσαι τὸν βασιλέα, πεζούς τε καὶ ἱππεῖς, και προπομπὴν ἕνεκεν ἀσφαλείας τῆς πρὸς τοὺς ἐναντιουμένους ἡμῖν.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 52] Εἴπαμεν γὰρ τῷ βασιλεῖ, ὅτι ἡ ἰσχὺς τοῦ Κυρίου ἡμῶν ἔσται μετὰ τῶν ἐπιζητούντων αὐτὸν εἰς πᾶσαν ἐπανόρθωσιν.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 53] Καὶ πάλιν ἐδεήθημεν τοῦ Κυρίου ἡμῶν πάντα ταῦτα, καὶ ἐτύχομεν εὐιλάτου.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 54] Καὶ ἐχώρισα τῶν φυλάρχων τῶν ἱερέων ἄνδρας δεκαδύο, καὶ Ἐσερεβίαν καὶ Σαμίαν, καὶ μετʼ αὐτῶν ἐκ τῶν ἀδελφῶν αὐτῶν ἄνδρας δώδεκα.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 55] Καὶ ἔστησα αὐτοῖς τὸ ἀργύριον, καὶ τὸ χρυσίον, καὶ τὰ ἱερὰ σκεύη τοῦ οἴκου τοῦ Κυρίου ἡμῶν, ἃ ἐδωρήσατο ὁ βασιλεὺς, καὶ οἱ σύμβουλοι αὐτοὺ, καὶ οἱ μεγιστᾶνες, καὶ πᾶς Ἰσραήλ.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 56] Καὶ στήσας παρέδωκα αὑτοῖς ἀργυρίου τάλαντα ἑξακόσια πεντήκοντα, καὶ σκεύη ἀργυρᾶ ταλάντων ἑκατὸν, καὶ χρυσίου τάλαντα ἑκατὸν,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 57] καὶ χρυσώματα εἴκοσι, καὶ σκεύη χάλκεα ἀπὸ χρηστοῦ χαλκοῦ στίλβοντα χρυσοειδῆ σκεύη δώδεκα.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 58] Καὶ εἶπα αὐτοῖς καὶ ὑμεῖς ἅγιοι ἐστὲ τῷ Κυρίῳ, καὶ τὰ σκεύη τὰ ἅγια, καὶ τὸ χρυσίον, καὶ τὸ ἀργύριον, εὐχὴ τῷ Κυρίῳ, Κυρίῳ τῶν πατέρων ἡμῶν.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 59] Ἀγρυπνεῖτε, καὶ φυλάσσετε ἕως τοῦ παραδοῦναι ὑμᾶς αὐτὰ τοῖς φυλάρχοις τῶν ἱερέων καὶ τῶν Λευιτῶν, καὶ τοῖς ἡγουμένοις τὼν πατριῶν τοῦ Ἰσραὴλ ἐν Ἰερουσαλὴμ, ἐν τοῖς παστοφορίοις τοῦ οἴκου τοῦ Θεοῦ ἡμῶν.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 60] Καὶ οἱ παραλαβόντες οἱ ἱερεῖς καὶ οἱ Λευῖται τὸ ἀργύριον, καὶ τὸ χρυσίον, καὶ τὰ σκεύη τὰ ἐν Ἱερουσαλὴμ, εἰσήνεγκαν εἰς τὸ ἱερὸν τοῦ Κυρίου.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 61] Καὶ ἀναζεύξαντες ἀπὸ τοῦ ποταμοῦ Θερὰ τῇ δωδεκάτῃ τοῦ πρώτου μηνὸς, ἕως εἰσήλθομεν εἰς Ἱερουσαλὴμ κατὰ τὴν κραταιὰν χεῖρα τοῦ Κυρίου ἡμῶν τὴν ἐφʼ ἡμῖν· καὶ ἐῤῥύσατο ἡμᾶς ἀπὸ τῆς εἰσόδου ἀπὸ παντὸς ἐχθροῦ, καὶ ἦλθομεν εἰς Ἱερουσαλήμ.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 62] Καὶ γενομένης αὐτόθι ἡμέρας τρίτης, τῇ ἡμέρᾳ τῇ τετάρτῃ σταθὲν τὸ ἀργύριον καὶ τὸ χρυσίον παρεδόθη ἐν τῷ οἴκῳ Κυρίου ἡμῶν Μαρμωθὶ Οὐρία ἱερεῖ.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 63] Καὶ μετʼ αὐτοῦ Ἐλεάζαρ ὁ τοῦ Φινεὲς, καὶ ἦσαν μετʼ αὐτοῦ Ἰωσαβδὸς Ἰησοῦ, καὶ Μωὲθ Σαβάννου· οἱ δὲ Λευῖται, πρὸς ἀριθμὸν καὶ ὁλκὴν ἅπαντα.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 64] Καὶ ἐγράφη πᾶσα ἡ ὁλκὴ αὐτῶν αὐτῇ τῇ ὥρᾳ.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 65] Οἱ δὲ παραγενόμενοι ἐκ τῆς αἰχμαλωσίας προσήνεγκαν θυσίας τῷ Θεῷ τοῦ Ἰσραὴλ Κυρίῳ, ταύρους δώδεκα ὑπὲρ παντὸς Ἰσραὴλ,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 66] κριοὺς ἐνενηκονταὲξ, ἄρνας ἑβδομηκονταδύο, τράγους ὑπὲρ σωτηρίου δώδεκα, ἅπαντα θυσίαν τῷ Κυρίῳ.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 67] Καὶ ἀπέδωκαν τὰ προστάγματα τοῦ βασιλέως τοῖς βασιλικοῖς οἰκονόμοις καὶ τοῖς ἐπάρχοις κοίλης Συρίας καὶ Φοινίκης, καὶ ἐδόξασαν τὸ ἔθνος, καὶ τὸ ἱερὸν τοῦ Κυρίου.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 68] Καὶ τούτων τελεσθέντων, προσήλθοσάν μοι οἱ ἡγούμενοι, λέγοντες,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 69] οὐκ ἐχώρισαν τὸ ἔθνος τοῦ Ἰσραὴλ καὶ οἱ ἄρχοντες καὶ οἱ ἱερεῖς καὶ οἱ Λευῖται τὰ ἀλλογενῆ ἔθνη τῆς γῆς καὶ τὰς ἀκαθαρσίας αὐτῶν, ἀπὸ τῶν ἐθνῶν τῶν Χαναναίων, καὶ Χετταίων, καὶ Φερεζαίων, καὶ Ἰεβουσαίων, καὶ Μωαβιτῶν, καὶ Αἰγυπτίων, καὶ Ἰδουμαίων.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 70] Συνῴκησαν γὰρ μετὰ τῶν θυγατέρων αὐτῶν καὶ αὐτοὶ καὶ οἱ υἱοὶ αὐτῶν, καὶ ἐπεμίγη τὸ σπέρμα τὸ ἅγιον εἰς τὰ ἀλλογενῆ ἔθνη τῆς γῆς, καὶ μετεῖχον οἱ προηγούμενοι καὶ οἱ μεγιστᾶνες τῆς ἀνομίας ταύτης ἀπὸ τῆς ἀρχῆς τοῦ πράγματος.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 71] Καὶ ἅμα τῷ ἀκοῦσαί με ταῦτα, διέῤῥηξα τὰ ἱμάτια καὶ τὴν ἱερὰν ἐσθῆτα, καὶ κατέτιλα τοῦ τριχώματος τῆς κεφαλῆς καὶ τοῦ πώγωνος, καὶ ἐκάθισα σύννους καὶ περίλυπος.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 72] Καὶ ἐπισυνήχθησαν πρὸς μὲ ὅσοι ποτὲ ἐπεκινοῦντο ἐπὶ τῷ ῥήματι Κυρίου Θεοῦ τοῦ Ἰσραὴλ, ἐμοῦ πενθοῦντος ἐπὶ τῇ ἀνομίᾳ· καὶ ἐκαθήμην περίλυπος ἕως τῆς δειλινῆς θυσίας.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 73] Καὶ ἐξεγερθεὶς ἐκ τῆς νηστείας διεῤῥηγμένα ἔχων τὰ ἱμάτια καὶ τὴν ἱερὰν ἐσθῆτα, κάμψας τὰ γόνατα, καὶ ἐκτείνας τὰς χεῖρας πρὸς τὸν Κύριον·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 74] ἔλεγον, Κύριε, ᾔσχυμμαι καὶ ἐντέτραμμαι κατὰ πρόσωπόν σου.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 75] Αἱ γὰρ ἁμαρτίαι ἡμῶν ἐπλεόνασαν ὑπὲρ τὰς κεφαλὰς ἡμῶν, καὶ αἱ ἄγνοιαι ἡμῶν ὑπερήνεγκαν ἕως τοῦ οὐρανοῦ,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 76] ἔτι ἀπὸ τῶν χρόνων τῶν πατέρων ἡμῶν, καὶ ἐσμὲν ἐν μεγάλῃ ἁμαρτίᾳ ἕως τῆς ἡμέρας ταύτης.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 77] Καὶ διὰ τὰς ἁμαρτίας ἡμῶν καὶ τῶν πατέρων ἡμῶν παρεδόθημεν σὺν τοῖς ἀδελφοῖς ἡμῶν, καὶ σὺν τοῖς βασιλεῦσιν ἡμῶν, καὶ σὺν τοῖς ἱερεῦσιν ἡμῶν, τοῖς βασιλεῦσι τῆς γῆς εἰς ῥομφαίαν καὶ αἰχμαλωσίαν καὶ προνομὴν μετὰ αἰσχύνης μέχρι τῆς σήμερον ἡμέρας.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 78] Καὶ νῦν κατὰ πόσον τι ἐγενήθη ἡμῖν ἔλεος παρὰ τοῦ Κυρίου Κυρίου, καταλειφθῆναι ἡμῖν ῥίζαν καὶ ὄνομα ἐν τῷ τόπῳ ἁγιάσματός σου,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 79] καὶ τοῦ ἀνακαλύψαι φωστῆρα ἡμῖν ἐν τῷ οἴκῳ Κυρίου τοῦ Θεοῦ ἡμῶν, δοῦναι ἡμῖν τροφὴν ἐν τῷ καιρῷ τῆς δουλείας ἡμῶν;
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 80] Καὶ ἐν τῷ δουλεύειν ἡμᾶς οὐκ ἐγκατελείφθημεν ὑπὸ τοῦ Κυρίου ἡμῶν, ἀλλὰ ἐποίησεν ἡμᾶς ἐν χάριτι ἐνώπιον τῶν βασιλέων Περσῶν,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 81] δοῦναι ἡμῖν τροφὴν, καὶ δοξάσαι τὸ ἱερὸν τοῦ Κυρίου ἡμῶν, καὶ ἐγεῖραι τὴν ἔρημον Σιὼν, δοῦναι ἡμῖν στερέωμα ἐν τῇ Ἰουδαίᾳ καὶ Ἱερουσαλήμ.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 82] Καὶ νῦν τί ἐροῦμεν, Κύριε, ἔχοντες ταῦτα; παρέβημεν γὰρ τὰ προστάγματά σου, ἃ ἔδωκας ἐν χειρὶ τῶν παίδων σου τῶν προφητῶν,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 83] λέγων, ὅτι ἡ γῆ, εἰς ἣν εἰσέρχεσθε κληρονομῆσαι, ἔστι γῆ μεμολυσμένη μολυσμῷ τῶν ἀλλογενῶν τῆς γῆς, καὶ τῆς ἀκαθαρσίας αὐτῶν ἐνέπλησαν αὐτήν.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 84] Καὶ νῦν τὰς θυγατέρας ὑμῶν μὴ συνοικήσητε τοῖς υἱοῖς αὐτῶν, καὶ τὰς θυγατέρας αὐτῶν μὴ λάβητε τοῖς υἱοῖς ὑμῶν,
