[IRV | UR | OT | Numbers | Chapter 28 | Verse 1] और ख़ुदावन्द ने मूसा से कहा कि;
[IRV | UR | OT | Numbers | Chapter 28 | Verse 14] और इन के साथ तपावन के लिए मय हर एक बछड़ा आधे हीन के बराबर, और हर एक मेंढा तिहाई हीन के बराबर, और हर एक बर्रा चौथाई हीन के बराबर हो। यह साल भर के हर महीने की सोख़्तनी क़ुर्बानी है।
[IRV | UR | OT | Numbers | Chapter 28 | Verse 15] और उस दाइमी सोख़्तनी क़ुर्बानी और उसके तपावन के 'अलावा एक बकरा ख़ता की क़ुर्बानी के तौर पर ख़ुदावन्द के सामने पेश करा जाए।
[IRV | UR | OT | Numbers | Chapter 28 | Verse 16] और पहले महीने की चौदहवीं तारीख़ को ख़ुदावन्द की फ़सह हुआ करे।
[IRV | UR | OT | Numbers | Chapter 28 | Verse 17] और उसी महीने की पंद्रहवीं तारीख़ को 'ईद हो, और सात दिन तक बेख़मीरी रोटी खाई जाए।
[IRV | UR | OT | Numbers | Chapter 28 | Verse 18] पहले दिन लोगों का पाक मजमा' हो, तुम उस दिन कोई ख़ादिमाना काम न करना।
[IRV | UR | OT | Numbers | Chapter 28 | Verse 19] बल्कि तुम आतिशी क़ुर्बानी, या'नी ख़ुदावन्द के सामने सोख़्तनी क़ुर्बानी के तौर पर दो बछड़े और एक मेंढा और सात यक — साला नर बर्रे चढ़ाना। यह सब के सब बे — 'ऐब हों।
[IRV | UR | OT | Numbers | Chapter 28 | Verse 20] और उनके साथ नज़्र की क़ुर्बानी के तौर पर तेल मिला हुआ मैदा; हर एक बछड़ा ऐफ़ा के तीन दहाई हिस्से के बराबर, और हर एक मेंढा पाँचवें हिस्से के बराबर।
[IRV | UR | OT | Numbers | Chapter 28 | Verse 21] और सातों बर्रों में से हर बर्रा पीछे ऐफ़ा के दसवें हिस्से के बराबर पेश करा करना।
[IRV | UR | OT | Numbers | Chapter 28 | Verse 22] और ख़ता की क़ुर्बानी के लिए एक बकरा हो, ताकि उससे तुम्हारे लिए कफ़्फ़ारा दिया जाए।
[IRV | UR | OT | Numbers | Chapter 28 | Verse 23] तुम सुबह की सोख़्तनी क़ुर्बानी के 'अलावा, जो दाइमी सोख़्तनी क़ुर्बानी है, इनको भी पेश करना।
[IRV | UR | OT | Numbers | Chapter 28 | Verse 24] इसी तरह तुम हर दिन सात दिन तक आतिशी क़ुर्बानी की यह ग़िज़ा चढ़ाना, ताकि वह ख़ुदावन्द के सामने राहतअंगेज़ ख़ुशबू ठहरे; दिन — मर्रा की दाइमी सोख़्तनी क़ुर्बानी और तपावन के 'अलावा यह भी पेश करा जाए।
[IRV | UR | OT | Numbers | Chapter 28 | Verse 25] और सातवें दिन फिर तुम्हारा पाक मज़मा हो उसमें कोई ख़ादिमाना काम न करना।
[IRV | UR | OT | Numbers | Chapter 28 | Verse 26] 'और पहले फलों के दिन, जब तुम नई नज़्र की क़ुर्बानी हफ़्तों की 'ईद में ख़ुदावन्द के सामने पेश करो, तब भी तुम्हारा पाक मजमा' हो; उस दिन कोई ख़ादिमाना काम न करना।
[IRV | UR | OT | Numbers | Chapter 28 | Verse 27] बल्कि तुम सोख़्तनी क़ुर्बानी के तौर पर दो बछड़े, एक मेंढा और सात यक — साला नर बर्रे पेश करना; ताकि यह ख़ुदावन्द के सामने राहत अंगेज़ ख़ुशबू हो,
[IRV | UR | OT | Numbers | Chapter 28 | Verse 28] और इनके साथ नज़्र की क़ुर्बानी के तौर पर तेल मिला हुआ मैदा; हर बछड़ा ऐफ़ा के तीन दहाई हिस्से के बराबर, और हर मेंढा पाँचवें हिस्से के बराबर,
[IRV | UR | OT | Numbers | Chapter 28 | Verse 29] और सातों बर्रों में से हर बर्रे पीछे ऐफ़ा के दसवें हिस्से के बराबर हो।
[IRV | UR | OT | Numbers | Chapter 28 | Verse 30] और एक बकरा हो ताकि तुम्हारे लिए कफ़्फ़ारा दिया जाए।
[IRV | UR | OT | Numbers | Chapter 28 | Verse 31] दाइमी सोख़्तनी क़ुर्बानी और उसकी नज़्र की क़ुर्बानी के 'अलावा तुम इनको भी पेश करना। यह सब बे — 'ऐब हों और इनके तपावन साथ हों।
