[IRV | UR | OT | Numbers | Chapter 2 | Verse 1] और ख़ुदावन्द ने मूसा और हारून से कहा कि
[IRV | UR | OT | Numbers | Chapter 2 | Verse 16] इसलिए जितने रूबिन की छावनी में अपने — अपने दल के मुताबिक़ गिने गए वह एक लाख इक्कावन हज़ार चार सौ पचास थे। रवानगी के वक़्त दूसरी नौबत इन लोगों की हो।
[IRV | UR | OT | Numbers | Chapter 2 | Verse 17] “फिर ख़ेमा — ए — इजितमा'अ लावियों की छावनी के साथ जो और छावनियों के बीच में होगी आगे जाए और जिस तरह से लावी ख़ेमे लगाएँ उसी तरह से वह अपनी — अपनी जगह और अपने — अपने झंडे के पास — पास चलें।
[IRV | UR | OT | Numbers | Chapter 2 | Verse 18] 'और पश्चिम की तरफ़ अपने दलों के मुताबिक़ इफ़्राईम की छावनी के झंडे के लोग हों, और 'अम्मीहूद का बेटा इलीसमा' बनी इफ़्राईम का सरदार हो;
[IRV | UR | OT | Numbers | Chapter 2 | Verse 19] और उसके दल के लोग जो शुमार किए गए थे, वह चालीस हज़ार पाँच सौ थे।
[IRV | UR | OT | Numbers | Chapter 2 | Verse 20] और इनके क़रीब मनस्सी का क़बीला हो, और फ़दाहसूर का बेटा जमलीएल बनी मनस्सी का सरदार हो;
[IRV | UR | OT | Numbers | Chapter 2 | Verse 21] उसके दल के लोग जो शुमार किए गए थे बत्तीस हज़ार दो सौ थे।
[IRV | UR | OT | Numbers | Chapter 2 | Verse 22] फिर बिनयमीन का क़बीला हो, और जिद'औनी का बेटा अबिदान बनी बिनयमीन का सरदार हो;
[IRV | UR | OT | Numbers | Chapter 2 | Verse 23] और उसके दल के लोग जो शुमार किए गए थे वह पैंतीस हज़ार चार सौ थे।
[IRV | UR | OT | Numbers | Chapter 2 | Verse 24] इसलिए जितने इफ़्राईम की छावनी में अपने — अपने दल के मुताबिक़ गिने गए वह एक लाख आठ हज़ार एक सौ थे। रवाना के वक़्त तीसरी नौबत इन लोगों की हो।
[IRV | UR | OT | Numbers | Chapter 2 | Verse 25] 'और शिमाल की तरफ़ अपने दलों के मुताबिक़ दान की छावनी के झंडे के लोग हों और 'अम्मीशद्दी का बेटा अख़ी'अज़र बनी दान का सरदार हो;
[IRV | UR | OT | Numbers | Chapter 2 | Verse 26] और उसके दल के लोग जो शुमार किए गए थे, वह बासठ हज़ार सात सौ थे।
[IRV | UR | OT | Numbers | Chapter 2 | Verse 27] इनके क़रीब आशर के क़बीले के लोग ख़ेमे लगाएँ, और 'अकरान का बेटा फ़ज'ईएल बनी आशर का सरदार हो;
[IRV | UR | OT | Numbers | Chapter 2 | Verse 28] और उसके दल के लोग जो शुमार किए गए थे वह, इकतालीस हज़ार पाँच सौ थे।
[IRV | UR | OT | Numbers | Chapter 2 | Verse 29] फिर नफ़्ताली का क़बीला हो, और 'एनान का बेटा अख़ीरा' बनी नफ़्ताली का सरदार हो;
[IRV | UR | OT | Numbers | Chapter 2 | Verse 30] और उसके दल के लोग जो शुमार किये गए, वह तिरपन हज़ार चार सौ थे।
[IRV | UR | OT | Numbers | Chapter 2 | Verse 31] फिर जितने दान की छावनी में गिने गए वह एक लाख सत्तावन हज़ार छ: सौ थे। यह लोग अपने — अपने झंडे के पास — पास होकर सब से पीछे रवाना हुआ करें।”
[IRV | UR | OT | Numbers | Chapter 2 | Verse 32] बनी — इस्राईल में से जो लोग अपने आबाई ख़ान्दानों के मुताबिक़ गिने गए वह यही हैं; और सब छावनियों के जितने लोग अपने — अपने दल के मुताबिक़ गिने गए वह छः लाख तीन हज़ार पाँच सौ पचास थे।
[IRV | UR | OT | Numbers | Chapter 2 | Verse 33] लेकिन लावी जैसा ख़ुदावन्द ने मूसा को हुक्म किया था, बनी — इस्राईल के साथ गिने नहीं गए।
[IRV | UR | OT | Numbers | Chapter 2 | Verse 34] इसलिए बनी — इस्राईल ने ऐसा ही किया और जो — जो हुक्म ख़ुदावन्द ने मूसा को दिया था उसी के मुताबिक़ वह अपने — अपने झंडे के पास और अपने आबाई ख़ान्दानों के मुताबिक़, अपने — अपने घराने के साथ ख़ेमे लगाते और रवाना होते थे।
