[IRV | UR | OT | Numbers | Chapter 3 | Verse 1] और जिस दिन ख़ुदावन्द ने कोह-ए-सीना पर मूसा से बातें कीं, तब हारून और मूसा के पास यह औलाद थी।
[IRV | UR | OT | Numbers | Chapter 3 | Verse 39] इसलिए लावियों में से जितने एक महीने और उससे ऊपर — ऊपर की उम्र के थे उनको मूसा और हारून ने ख़ुदावन्द के हुक्म के मुवाफ़िक़ उनके घरानों के मुताबिक़ गिना, वह शुमार में बाईस हज़ार थे।
[IRV | UR | OT | Numbers | Chapter 3 | Verse 40] और ख़ुदावन्द ने मूसा से कहा कि “बनी इस्राईल के सब नरीना पहलौटे, एक महीने और उससे ऊपर — ऊपर के गिन ले और उनके नामों का शुमार लगा।
[IRV | UR | OT | Numbers | Chapter 3 | Verse 41] और बनी — इस्राईल के सब पहलौठों के बदले लावियों को, और बनी — इस्राईल के चौपायों के सब पहलौठों के बदले लावियों के चौपायों को मेरे लिए ले। मैं ख़ुदावन्द हूँ।”
[IRV | UR | OT | Numbers | Chapter 3 | Verse 42] चुनाँचे मूसा ने ख़ुदावन्द के हुक्म के मुताबिक़ बनी — इस्राईल के सब पहलौठों को गिना।
[IRV | UR | OT | Numbers | Chapter 3 | Verse 43] तब जितने नरीना पहलौठे एक महीने और उससे ऊपर — ऊपर की उम्र के गिने गए, वह नामों के शुमार के मुताबिक़ बाईस हज़ार दो सौ तिहतर थे।
[IRV | UR | OT | Numbers | Chapter 3 | Verse 44] और ख़ुदावन्द ने मूसा से कहा कि;
[IRV | UR | OT | Numbers | Chapter 3 | Verse 45] “बनी — इस्राईल के सब पहलौठों के बदले लावियों को, और उनके चौपायों के बदले लावियों के चौपायों को ले; और लावी मेरे हों, मैं ख़ुदावन्द हूँ।
[IRV | UR | OT | Numbers | Chapter 3 | Verse 46] और बनी — इस्राईल के पहलौठों में जो दो सौ तिहत्तर लावियों के शुमार से ज़्यादा हैं, उनके फ़िदिये के लिए
[IRV | UR | OT | Numbers | Chapter 3 | Verse 47] तू हैकल की मिस्काल के हिसाब से हर शख़्स पाँच मिस्काल लेना एक मिस्क़ाल बीस जीरह का होता है।
[IRV | UR | OT | Numbers | Chapter 3 | Verse 48] और इनके फ़िदिये का रुपया जो शुमार में ज़्यादा हैं तू हारून और उसके बेटों को देना।”
[IRV | UR | OT | Numbers | Chapter 3 | Verse 49] तब जो उनसे जिनको लावियों ने छुड़ाया था, शुमार में ज़्यादा निकले थे उनके फ़िदिये का रुपया मूसा ने उनसे लिया।
[IRV | UR | OT | Numbers | Chapter 3 | Verse 50] ये रुपया उसने बनी — इस्राईल के पहलौठों से लिया, इसलिए हैकल की मिस्काल के हिसाब से एक हज़ार तीन सौ पैंसठ मिस्क़ालें वसूल हुई।
[IRV | UR | OT | Numbers | Chapter 3 | Verse 51] और मूसा ने ख़ुदावन्द के हुक्म के मुताबिक़ फ़िदिये का रुपया जैसा ख़ुदावन्द ने मूसा को फ़रमाया था, हारून और उसके बेटों को दिया।
