[IRV | UR | OT | Numbers | Chapter 1 | Verse 1] बनी — इस्राईल के मुल्क — ए — मिस्र से निकल आने के दूसरे बरस के दूसरे महीने की पहली तारीख़ को सीना के वीरान में ख़ुदावन्द ने ख़ेमा — ए — इजितमा'अ में मूसा से कहा कि,
[IRV | UR | OT | Numbers | Chapter 1 | Verse 12] दान के क़बीले से अख़ी'अज़र बिन 'अम्मीशद्दी,
[IRV | UR | OT | Numbers | Chapter 1 | Verse 13] आशर के क़बीले से फ़ज'ईएल बिन 'अकरान,
[IRV | UR | OT | Numbers | Chapter 1 | Verse 14] जद्द के क़बीले से इलियासफ़ बिन द'ऊएल,
[IRV | UR | OT | Numbers | Chapter 1 | Verse 15] नफ़्ताली के क़बीले से अख़ीरा' बिन 'एनान।”
[IRV | UR | OT | Numbers | Chapter 1 | Verse 16] यही अश्ख़ास जो अपने आबाई क़बीलों के रईस और बनी — इस्राईल में हज़ारों के सरदार थे जमा'अत में से बुलाए गए।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 17] और मूसा और हारून ने इन अश्ख़ास को जिनके नाम मज़कूर हैं अपने साथ लिया।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 18] और उन्होंने दूसरे महीने की पहली तारीख़ को सारी जमा'अत को जमा' किया, और इन लोगों ने बीस बरस और उससे ऊपर — ऊपर की उम्र के सब आदमियों का शुमार करवा के अपने — अपने क़बीले, और आबाई ख़ान्दान के मुताबिक़ अपना अपना हस्ब — ओ — नसब लिखवाया।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 19] इसलिए जैसा ख़ुदावन्द ने मूसा को हुक्म दिया था उसी के मुताबिक़ उसने उनको दश्त — ए — सीना में गिना।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 20] और इस्राईल के पहलौठे रूबिन की नसल के लोगों में से एक — एक मर्द जो बीस बरस या उससे ऊपर — ऊपर की उम्र का और जंग करने के क़ाबिल था, वह अपने घराने और आबाई ख़ान्दान के मुताबिक़ अपने नाम से गिना गया।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 21] इसलिए रूबिन के क़बीले के जो आदमी शुमार किए गए वह छियालीस हज़ार पाँच सौ थे।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 22] और शमौन की नसल के लोगों में से एक — एक मर्द जो बीस बरस या उससे ऊपर — ऊपर की उम्र का और जंग करने के क़ाबिल था, वह अपने घराने और आबाई ख़ान्दान के मुताबिक़ अपने नाम से गिना गया।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 23] इसलिए शमौन के क़बीले के जो आदमी शुमार किए गए वह उन्सठ हज़ार तीन सौ थे।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 24] और जद्द की नसल के लोगों में से एक — एक मर्द जो बीस बरस या उससे ऊपर — ऊपर की उम्र का और जंग करने के क़ाबिल था, वह अपने घराने और आबाई ख़ान्दान के मुताबिक़ गिना गया।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 25] इसलिए जद्द के क़बीले के जो आदमी शुमार किए गए वह पैंतालीस हज़ार छ: सौ पचास थे।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 26] और यहूदाह की नसल के लोगों में से एक — एक मर्द जो बीस बरस या उससे ऊपर — ऊपर की उम्र का और जंग करने के क़ाबिल था, वह अपने घराने और आबाई ख़ान्दान के मुताबिक़ गिना गया।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 27] इसलिए यहूदाह के क़बीले के जो आदमी शुमार किए गए वह चौहत्तर हज़ार छ: सौ थे।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 28] और इश्कार की नसल के लोगों में से एक — एक मर्द जो बीस बरस या उससे ऊपर — ऊपर की उम्र का और जंग करने के क़ाबिल था, वह अपने घराने और आबाई ख़ान्दान के मुताबिक़ गिना गया।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 29] इसलिए इश्कार के क़बीले के जो आदमी शुमार किए गए वह चव्वन हज़ार चार सौ थे।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 30] और ज़बूलून की नसल के लोगों में से एक — एक मर्द जो बीस बरस या उससे ऊपर — ऊपर की उम्र का और जंग करने के क़ाबिल था, वह अपने घराने और आबाई ख़ान्दान के मुताबिक़ गिना गया।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 31] इसलिए ज़बूलून के क़बीले के जो आदमी शुमार किए गए वह सतावन हज़ार चार सौ थे।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 32] और यूसुफ़ की औलाद या'नी इफ़्राईम की नसल के लोगों में से एक — एक मर्द जो बीस बरस या उससे ऊपर — ऊपर की उम्र का और जंग करने के क़ाबिल था, वह अपने घराने और आबाई ख़ान्दान के मुताबिक़ गिना गया।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 33] इसलिए इफ़्राईम के क़बीले के जो आदमी शुमार किए गए वह चालीस हज़ार पाँच सौ थे।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 34] और मनस्सी की नसल के लोगों में से एक — एक मर्द जो बीस बरस या उससे ऊपर — ऊपर की उम्र का और जंग करने के क़ाबिल था, वह अपने घराने और आबाई ख़ान्दान के मुताबिक़ गिना गया।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 35] इसलिए मनस्सी के क़बीले के जो आदमी शुमार किए गए वह बत्तीस हज़ार दो सौ थे।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 36] और बिनयमीन की नसल के लोगों में से एक — एक मर्द जो बीस बरस या उससे ऊपर — ऊपर की उम्र का और जंग करने के क़ाबिल था, वह अपने घराने और आबाई ख़ान्दान के मुताबिक़ गिना गया।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 37] इसलिए बिनयमीन के क़बीले के जो आदमी शुमार किए गए वह पैतिस हज़ार चार सौ थे।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 38] और दान की नसल के लोगों में से एक — एक मर्द जो बीस बरस या उससे ऊपर — ऊपर की उम्र का और जंग करने के क़ाबिल था, वह अपने घराने और आबाई ख़ान्दान के मुताबिक़ गिना गया।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 39] इसलिए दान के क़बीले के जो आदमी शुमार किए गए वह बासठ हज़ार सात सौ थे।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 40] और आशर की नसल के लोगों में से एक — एक मर्द जो बीस बरस या उससे ऊपर — ऊपर की उम्र का और जंग करने के क़ाबिल था, वह अपने घराने और आबाई ख़ान्दान के मुताबिक़ गिना गया।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 41] इसलिए आशर के क़बीले के जो आदमी शुमार किए गए वह इकतालीस हज़ार पाँच सौ थे।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 42] और नफ़्ताली की नसल के लोगों में से एक — एक मर्द जो बीस बरस या उससे ऊपर — ऊपर की उम्र का और जंग करने के क़ाबिल था, वह अपने घराने और आबाई ख़ान्दान के मुताबिक़ गिना गया।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 43] इसलिए, नफ़्ताली के क़बीले के जो आदमी शुमार किए गए वह तिरपन हज़ार चार सौ थे।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 44] यही वह लोग हैं जो गिने गए। इन ही को मूसा और हारून और बनी — इस्राईल के बारह रईसों ने जो अपने — अपने आबाई ख़ान्दान के सरदार थे, गिना।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 45] इसलिए बनी — इस्राईल में से जितने आदमी बीस बरस या उससे ऊपर — ऊपर की उम्र के और जंग करने के क़ाबिल थे, वह सब गिने गए।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 46] और उन सभों का शुमार छः लाख तीन हज़ार पाँच सौ पचास था।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 47] पर लावी अपने आबाई क़बीले के मुताबिक़ उनके साथ गिने नहीं गए।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 48] क्यूँकि ख़ुदावन्द ने मूसा से कहा था कि,
[IRV | UR | OT | Numbers | Chapter 1 | Verse 49] 'तू लावियों के क़बीले को न गिनना और न बनी — इस्राईल के शुमार में उनका शुमार दाख़िल करना,
[IRV | UR | OT | Numbers | Chapter 1 | Verse 50] बल्कि तू लावियों को शहादत के घर और उसके सब बर्तनों और उसके सब लवाज़िम के मुतवल्ली मुक़र्रर करना। वही घर और उसके सब बर्तनों को उठाया करें और वहीँ उसमें ख़िदमत भी करें और घर के आस — पास वही अपने ख़ेमे लगाया करें।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 51] और जब घर को आगे रवाना करने का वक़्त हो तो लावी उसे उतारें, और जब घर को लगाने का वक़्त हो तो लावी उसे खड़ा करें; और अगर कोई अजनबी शख़्स उसके नज़दीक आए तो वह जान से मारा जाए।
[IRV | UR | OT | Numbers | Chapter 1 | Verse 52] और बनी — इस्राईल अपने — अपने दल के मुताबिक़ अपनी — अपनी छावनी और अपने — अपने झंडे के पास अपने — अपने ख़ेमे डालें;
[IRV | UR | OT | Numbers | Chapter 1 | Verse 53] लेकिन लावी शहादत के घर के चारों तरफ़ ख़ेमे लगाएँ, ताकि बनी — इस्राईल की जमा'अत पर ग़ज़ब न हो; और लावी ही शहादत के घर की निगाहबानी करें।”
[IRV | UR | OT | Numbers | Chapter 1 | Verse 54] चुनाँचे बनी — इस्राईल ने जैसा ख़ुदावन्द ने मूसा को हुक्म दिया था वैसा ही किया।
