[IRV | BN | OT | Numbers | Chapter 7 | Verse 1] যে দিন মোশি সমাগম তাঁবু স্থাপন শেষ করলেন, সেটা অভিষেক ও পবিত্র করলেন, আর তার সমস্ত জিনিস এবং বেদি ও তার সমস্ত পাত্র অভিষেক ও পবিত্র করলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 23] ও মঙ্গলার্থক বলির জন্য দুটি ষাঁড়, পাঁচটি ভেড়া, পাঁচটি ছাগল, এক বছরের পাঁচটি ভেড়া দিলেন। এটা সূয়ারের ছেলে নথনেলের উপহার।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 24] তৃতীয় দিনের, সবূলূন সন্তানদের শাসনকর্ত্তা হেলোনের ছেলে ইলীয়াব তাঁর উপহার উত্সর্গ করলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 25] তাঁর উপহার পবিত্র স্থানের শেকল অনুসারে একশো ত্রিশ শেকল পরিমাপের রূপার একটি থালা ও সত্তর শেকল পরিমাপের রূপার একটি বাটি, এই দুটি পাত্র ভক্ষ্য নৈবেদ্যের জন্য তেল মেশানো সূক্ষ্ম সূজিতে পূর্ণ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 26] ধূপে পরিপূর্ণ দশ শেকল পরিমাপের সোনার একটি চামচ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 27] হোমবলির জন্য একটি বলদ শাবক, একটি ভেড়া, এক বছরের একটি পুরুষ ভেড়া;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 28] পাপার্থক বলির জন্য একটি পুরুষ ছাগল
[IRV | BN | OT | Numbers | Chapter 7 | Verse 29] ও মঙ্গলার্থক বলির জন্য দুটি ষাঁড়, পাঁচটি ভেড়া, পাঁচটি পুরুষ ছাগল, এক বছরের পাঁচটি পুরুষ ভেড়া; এগুলি হেলোনের ছেলে ইলীয়াবের উপহার।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 30] চতুর্থ দিনের রূবেণ সন্তানদের শাসনকর্ত্তা শদেয়ুরের ছেলে ইলীষূর তাঁর উপহার উত্সর্গ করলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 31] তাঁর উপহার পবিত্র স্থানের শেকল অনুসারে একশো ত্রিশ শেকল পরিমাপের রূপার একটি থালা ও সত্তর শেকল পরিমাপের রূপার একটি বাটি, এই দুটি পাত্র ভক্ষ্য নৈবেদ্যের জন্য তেল মেশানো সূক্ষ্ম সূজিতে পূর্ণ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 32] ধূপে পরিপূর্ণ দশ শেকল পরিমাপের সোনার একটি চামচ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 33] হোমবলির জন্য একটি বলদ শাবক, একটি ভেড়া, এক বছরের একটি পুরুষ ভেড়া;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 34] পাপার্থক বলির জন্য একটি পুরুষ ছাগল
[IRV | BN | OT | Numbers | Chapter 7 | Verse 35] ও মঙ্গলার্থক বলির জন্য দুটি ষাঁড়, পাঁচটি ভেড়া, পাঁচটি পুরুষ ছাগল, এক বছরের পাঁচটি ভেড়া; এগুলি শদেয়ুরের ছেলে ইলীষূরের উপহার।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 36] পঞ্চম দিনের শিমিয়োন সন্তানদের শাসনকর্ত্তা সূরীশদ্দয়ের ছেলে শলুমীয়েল তাঁর উপহার উত্সর্গ করলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 37] তাঁর উপহার পবিত্র স্থানের শেকল অনুসারে একশো ত্রিশ শেকল পরিমাপের রূপার একটি থালা ও সত্তর শেকল পরিমাপের রূপার একটি বাটি, এই দুটি পাত্র ভক্ষ্য নৈবেদ্যের জন্য তেল মেশানো সূক্ষ্ম সূজিতে পূর্ণ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 38] ধূপে পরিপূর্ণ দশ শেকল পরিমাপের সোনার একটি চামচ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 39] হোমবলির জন্য একটি বলদ শাবক, একটি ভেড়া, এক বছরের একটি ভেড়া;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 40] পাপার্থক বলিদানের জন্য এক পুরুষ ছাগল
[IRV | BN | OT | Numbers | Chapter 7 | Verse 41] ও মঙ্গলার্থক বলির জন্য দুটি ষাঁড়, পাঁচটি ভেড়া, পাঁচটি পুরুষ ছাগল, এক বছরের পাঁচটি ভেড়া; এগুলি সূরীশদ্দয়ের ছেলে শলুমীয়েলের উপহার।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 42] ষষ্ট দিনের গাদ সন্তানদের শাসনকর্ত্তা দ্যূয়েলের ছেলে ইলীয়াসফ তাঁর উপহার উত্সর্গ করলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 43] তাঁর উপহার পবিত্র স্থানের শেকল অনুসারে একশো ত্রিশ শেকল পরিমাপের রূপার একটি থালা ও সত্তর শেকল পরিমাপের রূপার একটি বাটি, এই দুটি পাত্র ভক্ষ্য নৈবেদ্যের জন্য তেল মেশানো সূক্ষ্ম সূজিতে পূর্ণ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 44] ধূপে পরিপূর্ণ দশ শেকল পরিমাপের সোনার একটি চামচ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 45] হোমবলির জন্য একটি বলদ শাবক, একটি ভেড়া, এক বছরের একটি পুরুষ ভেড়া;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 46] পাপার্থক বলিদানের জন্য একটি পুরুষ ছাগলের শাবক
[IRV | BN | OT | Numbers | Chapter 7 | Verse 47] ও মঙ্গলার্থক বলির জন্য দুটি ষাঁড়, পাঁচটি ভেড়া, পাঁচটি পুরুষ ছাগল, এক বছরের পাঁচটি ভেড়া; এগুলি দ্যূয়েলের ছেলে ইলীয়াসফের উপহার।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 48] সপ্তম দিনের ইফ্রয়িম সন্তানদের শাসনকর্ত্তা অম্মীহূদের ছেলে ইলীশামা তাঁর উপহার উত্সর্গ করলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 49] তাঁর উপহার পবিত্র স্থানের শেকল অনুসারে একশো ত্রিশ শেকল পরিমাণের রূপার একটি থালা ও সত্তর শেকল পরিমাণের রূপার একটি বাটি, এই দুটি পাত্র ভক্ষ্য নৈবেদ্যের জন্য তেল মেশানো সূক্ষ্ম সূজিতে পূর্ণ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 50] ধূপে পরিপূর্ণ দশ শেকল পরিমাপের সোনার একটি চামচ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 51] হোমবলির জন্য একটি বলদ শাবক, একটি ভেড়া, এক বছরের একটি ভেড়া;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 52] পাপার্থক বলিদানের জন্য এক পুরুষ ছাগল
[IRV | BN | OT | Numbers | Chapter 7 | Verse 53] ও মঙ্গলার্থক বলির জন্য দুটি ষাঁড়, পাঁচটি ভেড়া, পাঁচটি পুরুষ ছাগল, এক বছরের পাঁচটি ভেড়া; এগুলি অম্মীহূদের ছেলে ইলীশামার উপহার।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 54] অষ্টম দিনের মনঃশি সন্তানদের শাসনকর্ত্তা পদাহসূরের ছেলে গমলীয়েল তাঁর উপহার উত্সর্গ করলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 55] তাঁর উপহার পবিত্র স্থানের শেকল অনুসারে একশো ত্রিশ শেকল পরিমাপের রূপার একটি থালা ও সত্তর শেকল পরিমাপের রূপার একটি বাটি, এই দুটি পাত্র ভক্ষ্য নৈবেদ্যের জন্য তেল মেশানো সূক্ষ্ম সূজিতে পূর্ণ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 56] ধূপে পরিপূর্ণ দশ শেকল পরিমাপের সোনার একটি চামচ
[IRV | BN | OT | Numbers | Chapter 7 | Verse 57] হোমবলির জন্য একটি বলদ শাবক, একটি ভেড়া, এক বছরের একটি ভেড়া;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 58] পাপার্থক বলিদানের জন্য একটি পুরুষ ছাগল
[IRV | BN | OT | Numbers | Chapter 7 | Verse 59] ও মঙ্গলার্থক বলির জন্য দুটি ষাঁড়, পাঁচটি ভেড়া, পাঁচটি পুরুষ ছাগল, এক বছরের পাঁচটি ভেড়া; এগুলি পদাহসূরের ছেলে গমলীয়েলের উপহার।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 60] নবম দিনের বিন্যামীন সন্তানদের শাসনকর্ত্তা গিদিয়োনির ছেলে অবীদান তাঁর উপহার উত্সর্গ করলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 61] তাঁর উপহার পবিত্র স্থানের শেকল অনুসারে একশো ত্রিশ শেকল পরিমাপের রূপার একটি থালা ও সত্তর শেকল পরিমাপের রূপার একটি বাটি, এই দুটি পাত্র ভক্ষ্য নৈবেদ্যের জন্য তেল মেশানো সূক্ষ্ম সূজিতে পূর্ণ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 62] ধূপে পরিপূর্ণ দশ শেকল পরিমাপের সোনার একটি চামচ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 63] হোমবলির জন্য এক বলদ শাবক, একটি ভেড়া, এক বছরের একটি ভেড়া;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 64] পাপার্থক বলিদানের জন্য এক পুরুষ ছাগল
[IRV | BN | OT | Numbers | Chapter 7 | Verse 65] ও মঙ্গলার্থক বলির জন্য দুটি ষাঁড়, পাঁচটি ভেড়া, পাঁচটি পুরুষ ছাগল, এক বছরের পাঁচটি ভেড়া; এগুলি গিদিয়োনির ছেলে অবীদানের উপহার।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 66] দশম দিনের দান সন্তানদের শাসনকর্ত্তা অম্মীশদ্দয়ের ছেলে অহীয়েষর তাঁর উপহার উত্সর্গ।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 67] তাঁর উপহার পবিত্র স্থানের শেকল অনুসারে একশো ত্রিশ শেকল পরিমাপের রূপার একটি থালা ও সত্তর শেকল পরিমাপের রূপার একটি বাটি, এই দুটি পাত্র ভক্ষ্য নৈবেদ্যের জন্য তেল মেশানো সূক্ষ্ম সূজিতে পূর্ণ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 68] ধূপে পরিপূর্ণ দশ শেকল পরিমাপের সোনার একটি চামচ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 69] হোমবলির জন্য একটি বলদ শাবক, একটি ভেড়া, এক বছরের একটি পুরুষ ভেড়া;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 70] পাপার্থক বলিদানের জন্য একটি পুরুষ ছাগল
[IRV | BN | OT | Numbers | Chapter 7 | Verse 71] ও মঙ্গলার্থক বলির জন্য দুটি ষাঁড়, পাঁচটি ভেড়া, পাঁচটি পুরুষ ছাগল, এক বছরের পাঁচটি ভেড়া; এগুলি অম্মীশদ্দয়ের ছেলে অহীয়েষরের উপহার।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 72] এগারো দিনের আশেরের লোকদের শাসনকর্ত্তা অক্রণের ছেলে পগীয়েল তাঁর উপহার উত্সর্গ করলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 73] তাঁর উপহার পবিত্র স্থানের শেকল অনুসারে একশো ত্রিশ শেকল পরিমাপের রূপার একটি থালা ও সত্তর শেকল পরিমাপের রূপার একটি বাটি, এই দুটি পাত্র ভক্ষ্য নৈবেদ্যের জন্য তেল মেশানো সূক্ষ্ম সূজিতে পূর্ণ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 74] ধূপে পরিপূর্ণ দশ শেকল পরিমাপের সোনার একটি চামচ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 75] হোমবলির জন্য একটি বলদ শাবক, একটি ভেড়া, এক বছরের একটি ভেড়া;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 76] পাপার্থক বলিদানের জন্য একটি পুরুষ ছাগল
[IRV | BN | OT | Numbers | Chapter 7 | Verse 77] ও মঙ্গলার্থক বলির জন্য দুই ষাঁড়, পাঁচটি ভেড়া, পাঁচটি পুরুষ ছাগল, এক বছরের পাঁচটি ভেড়া; এগুলি অক্রণের ছেলে পগীয়েলের উপহার।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 78] বারো দিনের নপ্তালি সন্তানদের শাসনকর্ত্তা ঐননের ছেলে অহীরঃ তাঁর উপহার উত্সর্গ করলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 79] তাঁর উপহার পবিত্র স্থানের শেকল অনুসারে একশো ত্রিশ শেকল পরিমাপের রূপার একটি থালা ও সত্তর শেকল পরিমাপের রূপার একটি বাটি, এই দুটি পাত্র ভক্ষ্য নৈবেদ্যের জন্য তেল মেশানো সূক্ষ্ম সূজিতে পূর্ণ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 80] ধূপে পরিপূর্ণ দশ শেকল পরিমাপের সোনার একটি চামচ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 81] হোমবলির জন্য একটি বলদ শাবক, একটি ভেড়া, এক বছরের একটি ভেড়া;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 82] পাপার্থক বলিদানের জন্য একটি পুরুষ ছাগল
[IRV | BN | OT | Numbers | Chapter 7 | Verse 83] ও মঙ্গলার্থক বলির জন্য দুটি ষাঁড়, পাঁচটি ভেড়া, পাঁচটি পুরুষ ছাগল, এক বছরের পাঁচটি ভেড়া; এগুলি ঐননের ছেলে অহীরের উপহার।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 84] মোশি যেদিন বেদিটি অভিষেক করলেন সেদিন ইস্রায়েলের সমস্ত শাসনকর্তারা সমস্ত জিনিস উত্সর্গ করলেন। তাঁরা রূপার বারোটি থালা, রূপার বারোটি বাটি, সোনার বারোটি চামচ উত্সর্গ করলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 85] তার প্রত্যেক থালা একশো ত্রিশ শেকল এবং প্রত্যেকটি বাটি সত্তর শেকল; মোট পাত্রের রূপার পরিমাণ পবিত্র স্থানের শেকল অনুসারে দুই হাজার চারশো শেকল।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 86] ধূপে পরিপূর্ণ সোনার বারোটি চামচের পরিমাণ পবিত্র স্থানের শেকল অনুসারে দশ শেকল; মোট এইসব চামচের সোনার একশো কুড়ি শেকল।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 87] তাঁরা হোমবলির জন্য বারোটি বলদ, বারোটি ভেড়া, এক বছরের বারোটি পুরুষ ভেড়া উত্সর্গ করলেন। তাঁরা ভক্ষ্য নৈবেদ্য দিলেন। পাপার্থক বলিদান হিসাবে বারোটি পুরুষ ছাগল দিলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 88] মঙ্গলার্থক বলির জন্য মোট চব্বিশটি ষাঁড়, ষাটটি ভেড়া, ষাটটি পুরুষ ছাগল, এক বছরের ষাটটি পুরুষ ভেড়া। এগুলি বেদির অভিষেকের পরে বেদি প্রতিষ্ঠার উপহার।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 89] মোশি যখন ঈশ্বরের সঙ্গে কথা বলতে সমাগম তাঁবুতে প্রবেশ করতেন, তখন তিনি ঈশ্বরের কথা শুনতেন। ঈশ্বর তাঁর সাথে কথা বলতেন সাক্ষ্য সিন্দুকের উপরের পাপাবরণ থেকে, সেই দুই করূবের মধ্যে থেকে। সদাপ্রভু তাঁর সাথে কথা বলতেন।
