[IRV | BN | OT | Numbers | Chapter 28 | Verse 1] সদাপ্রভু মোশিকে বললেন,
[IRV | BN | OT | Numbers | Chapter 28 | Verse 13] তোমরা এক একটি ভেড়ার বাচ্চার জন্য এক এক দশ ভাগের এক ভাগ তেল মেশানো সূজির ভক্ষ্য নৈবেদ্য। তাতে সেই হোমবলি সদাপ্রভুর উদ্দেশ্যে মিষ্টি সুগন্ধের জন্য আগুনে তৈরী উপহার হবে।
[IRV | BN | OT | Numbers | Chapter 28 | Verse 14] এক একটি ষাঁড়ের জন্য হিনের অর্ধেক, সেই ভেড়ার জন্য হিনের তিন ভাগের এক ভাগ ও এক একটি ভেড়ার বাচ্চার জন্য হিনের চার ভাগের এক ভাগ আঙ্গুর রস তার পেয় নৈবেদ্য হবে। এটা বছরের প্রতি মাসের মাসিক হোমবলি।
[IRV | BN | OT | Numbers | Chapter 28 | Verse 15] পাপার্থক বলির জন্য সদাপ্রভুর উদ্দেশ্যে একটি পুরুষ ছাগল। প্রতিদিনের র হোমবলি ও তার পেয় নৈবেদ্য ছাড়াও এটা উৎসর্গ করতে হবে।
[IRV | BN | OT | Numbers | Chapter 28 | Verse 16] প্রথম মাসের চৌদ্দতম দিনের সদাপ্রভুর নিস্তারপর্ব্ব।
[IRV | BN | OT | Numbers | Chapter 28 | Verse 17] এই মাসের পনেরোতম দিনের উৎসব হবে; সাত দিন তাড়ীশূন্য রুটি খেতে হবে।
[IRV | BN | OT | Numbers | Chapter 28 | Verse 18] প্রথম দিনের পবিত্র সভা হবে; তোমরা কোন রকম কাজ করবে না।
[IRV | BN | OT | Numbers | Chapter 28 | Verse 19] কিন্তু সদাপ্রভুর উদ্দেশ্যে আগুনে তৈরী উপহার হিসাবে হোমবলির দোষমুক্ত দুইটি ষাঁড়ের বাচ্চা, একটি ভেড়া ও এক বছরের সাতটি পুরুষ ভেড়া উৎসর্গ করবে।
[IRV | BN | OT | Numbers | Chapter 28 | Verse 20] ভক্ষ্য নৈবেদ্য হিসাবে এক একটি ষাঁড়ের জন্য তিন দশ ভাগের এক ভাগ ও সেই ভেড়ার জন্য দুয়ের দশ ভাগের এক ভাগ।
[IRV | BN | OT | Numbers | Chapter 28 | Verse 21] তার সঙ্গে সাতটি ভেড়ার বাচ্চার মধ্যে এক এক বছরের জন্য একের দশ ভাগের এক ভাগ তেল মেশানো সূজি
[IRV | BN | OT | Numbers | Chapter 28 | Verse 22] এবং তোমাদের প্রায়শ্চিত্ত করার জন্য পাপার্থক বলি হিসাবে একটি পুরুষ ছাগল।
[IRV | BN | OT | Numbers | Chapter 28 | Verse 23] এই সমস্ত তোমরা প্রতিদিনের র হোমবলির জন্য সকালের হোমবলি ছাড়াও নিবেদন করবে।
[IRV | BN | OT | Numbers | Chapter 28 | Verse 24] এই নিয়ম অনুসারে তোমরা সাত দিন ধরে প্রতিদিন সদাপ্রভুর উদ্দেশ্যে মিষ্টি সুগন্ধের জন্য আগুনে তৈরী উপহার হিসাবে ভক্ষ্য নিবেদন করবে; প্রতিদিনের র হোমবলি ও তার পেয় নৈবেদ্য ছাড়াও এটা নিবেদিত হবে।
[IRV | BN | OT | Numbers | Chapter 28 | Verse 25] সপ্তম দিনের তোমাদের পবিত্র সভা হবে; তোমরা কোনো রকম কাজ করবে না।
[IRV | BN | OT | Numbers | Chapter 28 | Verse 26] আবার প্রথমজাতের দিনের, যখন তোমরা নিজেদের সাত সপ্তাহের উৎসবে সদাপ্রভুর উদ্দেশ্যে নূতন ভক্ষ্য নৈবেদ্য আনবে, তখন তোমাদের পবিত্র সভা হবে; তোমরা কোন রকম কাজ করবে না।
[IRV | BN | OT | Numbers | Chapter 28 | Verse 27] কিন্তু সদাপ্রভুর উদ্দেশ্যে মিষ্টি সুগন্ধের জন্য হোমবলি হিসাবে দুইটি ষাঁড়ের বাচ্চা, একটি ভেড়া ও এক বছরের সাতটি পুরুষ ভেড়া উৎসর্গ করবে।
[IRV | BN | OT | Numbers | Chapter 28 | Verse 28] তাদের ভক্ষ্য নৈবেদ্য হিসাবে এক একটি ষাঁড়ের জন্য তিনের দশ ভাগের এক ভাগ, একটি ভেড়ার জন্য দুয়ের দশ ভাগের এক ভাগ উত্সর্গ করবে।
[IRV | BN | OT | Numbers | Chapter 28 | Verse 29] সাতটি ভেড়ার বাচ্চার মধ্যে এক এক বছরের জন্য একের দশ ভাগের এক ভাগ তেল মেশানো সূজি
[IRV | BN | OT | Numbers | Chapter 28 | Verse 30] এবং তোমাদের প্রায়শ্চিত্ত করার জন্য একটি পুরুষ ছাগল উত্সর্গ করবে।
[IRV | BN | OT | Numbers | Chapter 28 | Verse 31] যখন এই সমস্ত দোষমুক্ত পশুর সঙ্গে পেয় নৈবেদ্য উত্সর্গ করবে, এটা প্রতিদিনের র হোমবলি এবং তার ভক্ষ্য নৈবেদ্য নৈবেদ্যের সঙ্গে যুক্ত হওয়া চাই।
