[IRV | BN | OT | Numbers | Chapter 16 | Verse 1] লেবির সন্তান কহাৎ, তাঁর সন্তান যিষ্‌হর, সেই যিষ্‌হরের সন্তান যে কোরহ, সে এবং রূবেণ সন্তানদের মধ্যে ইলীয়াবের ছেলে দাথন ও অবীরাম এবং পেলতের ছেলে ওন দল বাঁধলো;
[IRV | BN | OT | Numbers | Chapter 16 | Verse 15] মোশি খুব রেগে গিয়ে সদাপ্রভুকে বললেন, “ওদের নৈবেদ্য গ্রহণ কোরো না; আমি ওদের থেকে একটি গাধাও নিই নি এবং আমি তাদের হিংসা করি নি।”
[IRV | BN | OT | Numbers | Chapter 16 | Verse 16] তখন মোশি কোরহকে বললেন, “তুমি ও তোমার দলের সবাই, তোমরা কাল হারোণের সঙ্গে সদাপ্রভুর সামনে উপস্থিত হবে।
[IRV | BN | OT | Numbers | Chapter 16 | Verse 17] প্রত্যেক জন ধুনুচি নিয়ে তার উপরে ধূপ দিয়ে সদাপ্রভুর সামনে নিজেদের ধুনুচি আনবে; দুশো পঞ্চাশটি ধুনুচি নিয়ে আসবে। তুমি ও হারোণ নিজেদের ধুনুচি আনবে।”
[IRV | BN | OT | Numbers | Chapter 16 | Verse 18] সুতরাং তারা প্রত্যেকে নিজেদের ধুনুচি নিয়ে তার মধ্যে আগুন রেখে ধূপ দিয়ে মোশি ও হারোণের সঙ্গে সমাগম তাঁবুর প্রবেশপথে দাঁড়াল।
[IRV | BN | OT | Numbers | Chapter 16 | Verse 19] কোরহ সমাগম তাঁবুর প্রবেশপথে মোশি ও হারোণের বিরুদ্ধে সমস্ত মণ্ডলীকে জড়ো করল। তখন সদাপ্রভুর মহিমা সমস্ত মণ্ডলীতে প্রকাশিত হল।
[IRV | BN | OT | Numbers | Chapter 16 | Verse 20] তখন সদাপ্রভু মোশি ও হারোণকে বললেন, “তোমরা এই মণ্ডলীর মধ্যে থেকে আলাদা হও;
[IRV | BN | OT | Numbers | Chapter 16 | Verse 21] আমি এক্ষুনি এদেরকে হত্যা করি।”
[IRV | BN | OT | Numbers | Chapter 16 | Verse 22] মোশি ও হারোণ উপুড় হয়ে পড়লেন ও বললেন, “হে ঈশ্বর, সমস্ত মানুষ জাতির আত্মার ঈশ্বর, একজন পাপ করলে তুমি কি সমস্ত মণ্ডলীর উপরে প্রচণ্ড রাগ দেখাবে?”
[IRV | BN | OT | Numbers | Chapter 16 | Verse 23] সদাপ্রভু মোশিকে বললেন,
[IRV | BN | OT | Numbers | Chapter 16 | Verse 24] “তুমি মণ্ডলীকে বল, ‘তোমরা কোরহের, দাথনের ও অবীরামের তাঁবুর চারদিক থেকে উঠে যাও’।”
[IRV | BN | OT | Numbers | Chapter 16 | Verse 25] তখন মোশি উঠে দাথনের ও অবীরামের কাছে গেলেন এবং ইস্রায়েলের প্রাচীনেরা তাঁর পিছু পিছু গেলেন।
[IRV | BN | OT | Numbers | Chapter 16 | Verse 26] তিনি মণ্ডলীকে বললেন, “অনুরোধ করি, তোমরা এই দুষ্টু লোকেদের তাঁবুর কাছ থেকে উঠে যাও, এদের কিছুই স্পর্শ কোরো না, না হলে এদের সমস্ত পাপে বিনষ্ট হও।”
[IRV | BN | OT | Numbers | Chapter 16 | Verse 27] তাতে তারা কোরহের, দাথনের ও অবীরামের তাঁবুর চারদিক থেকে উঠে গেল, আর দাথন ও অবীরাম বের হয়ে নিজের স্ত্রী, ছেলে ও শিশুদের সঙ্গে তাদের তাঁবুর প্রবেশপথে দাঁড়িয়ে থাকল।
[IRV | BN | OT | Numbers | Chapter 16 | Verse 28] পরে মোশি বললেন, সদাপ্রভু আমাকে এই সমস্ত কাজ করতে পাঠিয়েছেন, আমি নিজের ইচ্ছায় করি নি, সেটা তোমরা এতেই জানতে পারবে।
[IRV | BN | OT | Numbers | Chapter 16 | Verse 29] সাধারণ লোকেদের মারা যাবার মত যদি এই মানুষরা মারা যায়, কিংবা সাধারণ লোকেদের শাস্তির মত যদি এদের শাস্তি হয়, তবে সদাপ্রভু আমাকে পাঠান নি।
[IRV | BN | OT | Numbers | Chapter 16 | Verse 30] কিন্তু সদাপ্রভু যদি খারাপ কিছু ঘটান এবং ভূমিতার মুখ খুলে এদেরকে ও এদের সবকিছু গিলে ফেলে, আর এরা জীবন্ত অবস্থায় পাতালে নামে, তবে এরা যে সদাপ্রভুকে অবজ্ঞা করেছে, তা তোমরা জানতে পারবে।
[IRV | BN | OT | Numbers | Chapter 16 | Verse 31] খুব তাড়াতাড়ি মোশি তাঁর সমস্ত কথা শেষ করলেন, তাদের নিচের ভূমি খুলে গেল।
[IRV | BN | OT | Numbers | Chapter 16 | Verse 32] পৃথিবী তার মুখ খুলে তাদেরকে, তাদের আত্মীয়দেরকে ও কোরহের পক্ষের সমস্ত লোককে এবং তাদের সমস্ত সম্পত্তি গিলে ফেলল।
[IRV | BN | OT | Numbers | Chapter 16 | Verse 33] তাতে তারা ও তাদের সমস্ত আত্মীয় জীবন্ত অবস্থায় পাতালে নেমে গেল এবং পৃথিবী তাদের উপরে চেপে পড়ল এবং এই ভাবে তারা সমাজের মধ্যে থেকে লুপ্ত হল।
[IRV | BN | OT | Numbers | Chapter 16 | Verse 34] তাদের চিত্কারে চারদিকের সমস্ত ইস্রায়েল পালিয়ে গেল, কারণ তারা বলল, “না হলে পৃথিবী আমাদেরকে গিলে ফেলে।”
[IRV | BN | OT | Numbers | Chapter 16 | Verse 35] তখন সদাপ্রভুর থেকে আগুন বেরিয়ে যারা ধূপ নিবেদন করেছিল, সেই দুশো পঞ্চাশ জন লোককে গিলে ফেলল।
