[IRV | PA | NT | Mark | Chapter 14 | Verse 1] ਦੋ ਦਿਨਾਂ ਦੇ ਬਾਅਦ ਪਸਾਹ ਅਤੇ ਅਖ਼ਮੀਰੀ ਰੋਟੀ ਦਾ ਤਿਉਹਾਰ ਹੋਣ ਵਾਲਾ ਸੀ, ਮੁੱਖ ਜਾਜਕ ਅਤੇ ਉਪਦੇਸ਼ਕ ਇਸ ਗੱਲ ਦੇ ਪਿੱਛੇ ਲੱਗੇ ਹੋਏ ਸਨ ਜੋ ਉਹ ਨੂੰ ਕਿਵੇਂ ਧੋਖੇ ਨਾਲ ਫੜ੍ਹ ਕੇ ਮਾਰ ਸੁੱਟੀਏ?
[IRV | PA | NT | Mark | Chapter 14 | Verse 12] ਅਖ਼ਮੀਰੀ ਰੋਟੀ ਦੇ ਤਿਉਹਾਰ ਦੇ ਪਹਿਲੇ ਦਿਨ ਜਾਂ ਪਸਾਹ ਦੇ ਲਈ ਬਲੀਦਾਨ ਕਰਦੇ ਹੁੰਦੇ ਸਨ ਤਾਂ ਉਹ ਦੇ ਚੇਲਿਆਂ ਨੇ ਉਹ ਨੂੰ ਕਿਹਾ, ਤੂੰ ਕਿੱਥੇ ਚਾਹੁੰਦਾ ਹੈਂ ਜੋ ਅਸੀਂ ਜਾ ਕੇ ਤੇਰੇ ਪਸਾਹ ਖਾਣ ਲਈ ਤਿਆਰੀ ਕਰੀਏ?
[IRV | PA | NT | Mark | Chapter 14 | Verse 13] ਤਦ ਉਹ ਨੇ ਆਪਣੇ ਚੇਲਿਆਂ ਵਿੱਚੋਂ ਦੋ ਨੂੰ ਭੇਜਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਸ਼ਹਿਰ ਵਿੱਚ ਜਾਓ ਅਤੇ ਇੱਕ ਮਨੁੱਖ ਪਾਣੀ ਦਾ ਘੜਾ ਚੁੱਕੀ ਤੁਹਾਨੂੰ ਮਿਲੇਗਾ। ਉਹ ਦੇ ਮਗਰ ਤੁਰ ਪਓ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 14] ਅਤੇ ਜਿਸ ਘਰ ਵਿੱਚ ਉਹ ਜਾਵੇ ਤੁਸੀਂ ਘਰ ਦੇ ਮਾਲਕ ਨੂੰ ਕਹੋ ਜੋ ਗੁਰੂ ਆਖਦਾ ਹੈ ਮੇਰਾ ਉਤਾਰੇ ਦਾ ਥਾਂ ਕਿੱਥੇ ਹੈ ਜਿੱਥੇ ਮੈਂ ਆਪਣੇ ਚੇਲਿਆਂ ਦੇ ਨਾਲ ਪਸਾਹ ਖਾਵਾਂ?
[IRV | PA | NT | Mark | Chapter 14 | Verse 15] ਉਹ ਤੁਹਾਨੂੰ ਤਿਆਰ ਕੀਤਾ ਹੋਇਆ ਅਤੇ ਸਜਾਇਆ ਹੋਇਆ ਇੱਕ ਵੱਡਾ ਚੁਬਾਰਾ ਵਿਖਾਵੇਗਾ ਅਤੇ ਉੱਥੇ ਜਾ ਕੇ ਤੁਸੀਂ ਤਿਆਰੀ ਕਰੋ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 16] ਤਾਂ ਚੇਲੇ ਚਲੇ ਗਏ ਅਤੇ ਸ਼ਹਿਰ ਵਿੱਚ ਜਾ ਕੇ ਜਿਹਾ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਦੱਸਿਆ ਸੀ ਉਸੇ ਤਰ੍ਹਾਂ ਵੇਖਿਆ ਅਤੇ ਪਸਾਹ ਦੀ ਤਿਆਰੀ ਕੀਤੀ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 17] ਜਦ ਸ਼ਾਮ ਪਈ ਉਹ ਉਨ੍ਹਾਂ ਬਾਰਾਂ ਦੇ ਨਾਲ ਆਇਆ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 18] ਅਤੇ ਜਦ ਉਹ ਬੈਠੇ ਖਾਂਦੇ ਸਨ ਤਦ ਯਿਸੂ ਨੇ ਕਿਹਾ, ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ ਜੋ ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਇੱਕ ਜੋ ਮੇਰੇ ਨਾਲ ਖਾਂਦਾ ਹੈ ਮੈਨੂੰ ਫੜਵਾਏਗਾ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 19] ਤਦ ਉਹ ਉਦਾਸ ਹੋਏ ਅਤੇ ਇੱਕ-ਇੱਕ ਕਰ ਕੇ ਉਹ ਨੂੰ ਕਹਿਣ ਲੱਗੇ, ਕੀ ਉਹ ਮੈਂ ਹਾਂ?
[IRV | PA | NT | Mark | Chapter 14 | Verse 20] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਬਾਰਾਂ ਵਿੱਚੋਂ ਇੱਕ ਜਣਾ ਜਿਹੜਾ ਮੇਰੇ ਨਾਲ ਕਟੋਰੇ ਵਿੱਚ ਹੱਥ ਡੋਬਦਾ ਹੈ ਉਹ ਹੀ ਹੈ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 21] ਮਨੁੱਖ ਦਾ ਪੁੱਤਰ ਤਾਂ ਜਾਂਦਾ ਹੈ ਜਿਵੇਂ ਉਹ ਦੇ ਹੱਕ ਵਿੱਚ ਲਿਖਿਆ ਹੈ ਪਰ ਅਫ਼ਸੋਸ ਉਸ ਮਨੁੱਖ ਉੱਤੇ ਜਿਹ ਦੇ ਰਾਹੀਂ ਮਨੁੱਖ ਦਾ ਪੁੱਤਰ ਫੜਵਾਇਆ ਜਾਂਦਾ! ਉਸ ਮਨੁੱਖ ਦੇ ਲਈ ਭਲਾ ਹੁੰਦਾ ਜੇ ਉਹ ਨਾ ਜੰਮਦਾ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 22] ਜਦ ਉਹ ਖਾ ਰਹੇ ਸਨ ਤਦ ਉਹ ਨੇ ਰੋਟੀ ਲਈ ਅਤੇ ਬਰਕਤ ਦੇ ਕੇ ਤੋੜੀ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਦੇ ਕੇ ਆਖਿਆ, ਲਓ ਇਹ ਮੇਰਾ ਸਰੀਰ ਹੈ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 23] ਫੇਰ ਉਹ ਨੇ ਪਿਆਲਾ ਲੈ ਕੇ ਧੰਨਵਾਦ ਕੀਤਾ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਦਿੱਤਾ ਅਤੇ ਸਭਨਾਂ ਨੇ ਉਸ ਵਿੱਚੋਂ ਪੀਤਾ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 24] ਅਤੇ ਉਹ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਇਹ ਮੇਰਾ ਲਹੂ ਹੈ ਅਰਥਾਤ ਨੇਮ ਦਾ ਲਹੂ ਜਿਹੜਾ ਬਹੁਤਿਆਂ ਦੇ ਲਈ ਵਹਾਇਆ ਜਾਂਦਾ ਹੈ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 25] ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ ਜੋ ਮੈਂ ਫੇਰ ਕਦੇ ਅੰਗੂਰ ਦਾ ਰਸ ਨਾ ਪੀਵਾਂਗਾ ਜਿਸ ਦਿਨ ਤੱਕ ਪਰਮੇਸ਼ੁਰ ਦੇ ਰਾਜ ਵਿੱਚ ਉਹ ਨਵਾਂ ਨਾ ਪੀਵਾਂ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 26] ਫੇਰ ਉਹ ਭਜਨ ਗਾ ਕੇ ਜ਼ੈਤੂਨ ਦੇ ਪਹਾੜ ਨੂੰ ਨਿੱਕਲ ਗਏ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 27] ਤਾਂ ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਤੁਸੀਂ ਸੱਭੇ ਠੋਕਰ ਖਾਓਗੇ ਕਿਉਂ ਜੋ ਇਹ ਲਿਖਿਆ ਹੈ ਕਿ ਮੈਂ ਅਯਾਲੀ ਨੂੰ ਮਰਾਂਗਾ ਅਤੇ ਭੇਡਾਂ ਖਿੱਲਰ ਜਾਣਗੀਆਂ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 28] ਪਰ ਮੈਂ ਆਪਣੇ ਜੀ ਉੱਠਣ ਦੇ ਪਿੱਛੋਂ ਤੁਹਾਡੇ ਤੋਂ ਪਹਿਲਾਂ ਗਲੀਲ ਨੂੰ ਜਾਂਵਾਂਗਾ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 29] ਤਦ ਪਤਰਸ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਭਾਵੇਂ ਸੱਭੇ ਠੋਕਰ ਖਾਣ ਪਰ ਮੈਂ ਨਹੀਂ ਖਾਵਾਂਗਾ!
[IRV | PA | NT | Mark | Chapter 14 | Verse 30] ਅਤੇ ਯਿਸੂ ਨੇ ਉਹ ਨੂੰ ਕਿਹਾ, ਮੈਂ ਤੈਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ ਜੋ ਤੂੰ ਅੱਜ ਇਸੇ ਰਾਤ ਮੁਰਗੇ ਦੇ ਦੋ ਵਾਰ ਬਾਂਗ ਦੇਣ ਤੋਂ ਪਹਿਲਾਂ ਤਿੰਨ ਵਾਰ ਮੇਰਾ ਇਨਕਾਰ ਕਰੇਂਗਾ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 31] ਪਰ ਉਹ ਨੇ ਜੋਰ ਦੇ ਕੇ ਕਿਹਾ, ਜੇ ਤੇਰੇ ਨਾਲ ਮੈਨੂੰ ਮਰਨਾ ਵੀ ਪਵੇ ਤਾਂ ਵੀ ਮੈਂ ਤੇਰਾ ਇਨਕਾਰ ਕਦੀ ਨਾ ਕਰਾਂਗਾ ਅਤੇ ਸੱਭੇ ਇਸੇ ਤਰ੍ਹਾਂ ਬੋਲੇ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 32] ਫੇਰ ਉਹ ਗਥਸਮਨੀ ਨਾਮੇ ਇੱਕ ਥਾਂ ਆਏ ਅਤੇ ਉਸ ਨੇ ਆਪਣੇ ਚੇਲਿਆਂ ਨੂੰ ਕਿਹਾ, ਜਦ ਤੱਕ ਮੈਂ ਪ੍ਰਾਰਥਨਾ ਕਰਦਾ ਹਾਂ ਤੁਸੀਂ ਐਥੇ ਬੈਠੋ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 33] ਉਸ ਨੇ ਪਤਰਸ, ਯਾਕੂਬ ਅਤੇ ਯੂਹੰਨਾ ਨੂੰ ਆਪਣੇ ਨਾਲ ਲਿਆ ਅਤੇ ਪਰੇਸ਼ਾਨ ਅਤੇ ਬਹੁਤ ਦੁੱਖੀ ਹੋਣ ਲੱਗਾ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 34] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਮੇਰਾ ਜੀ ਬਹੁਤ ਉਦਾਸ ਹੈ ਸਗੋਂ ਮਰਨ ਦੇ ਦਰਜੇ ਤੱਕ। ਤੁਸੀਂ ਐਥੇ ਠਹਿਰੋ ਅਤੇ ਜਾਗਦੇ ਰਹੋ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 35] ਅਤੇ ਉਹ ਥੋੜ੍ਹਾ ਅੱਗੇ ਵੱਧ ਕੇ ਭੁੰਜੇ ਡਿੱਗ ਪਿਆ ਅਤੇ ਪ੍ਰਾਰਥਨਾ ਕੀਤੀ ਕਿ ਜੇ ਹੋ ਸਕੇ ਤਾਂ ਇਹ ਘੜੀ ਮੇਰੇ ਤੋਂ ਟਲ ਜਾਏ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 36] ਅਤੇ ਉਸ ਨੇ ਆਖਿਆ, ਅੱਬਾ, ਹੇ ਪਿਤਾ, ਤੇਰੇ ਕੋਲੋਂ ਸੱਭੋ ਕੁਝ ਹੋ ਸਕਦਾ ਹੈ। ਇਹ ਪਿਆਲਾ ਮੇਰੇ ਕੋਲੋਂ ਹਟਾ ਦੇ ਤਾਂ ਵੀ ਉਹ ਨਾ ਹੋਵੇ ਜਿਹੜਾ ਮੈਂ ਚਾਹੁੰਦਾ ਹਾਂ ਪਰ ਉਹ ਜਿਹੜਾ ਤੂੰ ਚਾਹੁੰਦਾ ਹੈਂ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 37] ਫੇਰ ਉਹ ਨੇ ਆਣ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਸੁੱਤੇ ਹੋਏ ਵੇਖਿਆ ਅਤੇ ਪਤਰਸ ਨੂੰ ਆਖਿਆ, ਹੇ ਸ਼ਮਊਨ, ਤੂੰ ਸੌਂਦਾ ਹੈਂ? ਕੀ ਤੇਰੇ ਕੋਲੋਂ ਇੱਕ ਘੜੀ ਵੀ ਨਾ ਜਾਗ ਹੋਇਆ?
[IRV | PA | NT | Mark | Chapter 14 | Verse 38] ਜਾਗਦੇ ਰਹੋ ਅਤੇ ਪ੍ਰਾਰਥਨਾ ਕਰੋ ਕਿ ਤੁਸੀਂ ਪਰਤਾਵੇ ਵਿੱਚ ਨਾ ਪਓ, ਆਤਮਾ ਤਾਂ ਤਿਆਰ ਹੈ ਪਰ ਸਰੀਰ ਕਮਜ਼ੋਰ ਹੈ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 39] ਤਾਂ ਉਹ ਫੇਰ ਗਿਆ ਅਤੇ ਉਸੇ ਤਰ੍ਹਾਂ ਪ੍ਰਾਰਥਨਾ ਕੀਤੀ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 40] ਅਤੇ ਫੇਰ ਆਣ ਕੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਸੁੱਤੇ ਹੋਏ ਵੇਖਿਆ ਕਿਉਂ ਜੋ ਉਨ੍ਹਾਂ ਦੀਆਂ ਅੱਖਾਂ ਨੀਂਦਰ ਨਾਲ ਭਾਰੀਆਂ ਹੋਈਆਂ ਪਈਆਂ ਸਨ ਅਤੇ ਉਹ ਨਹੀਂ ਜਾਣਦੇ ਸਨ ਜੋ ਉਸ ਨੂੰ ਕੀ ਉੱਤਰ ਦੇਣ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 41] ਅਤੇ ਉਸ ਨੇ ਤੀਜੀ ਵਾਰ ਆ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਹੁਣ ਤੁਸੀਂ ਸੁੱਤੇ ਰਹੋ ਅਤੇ ਅਰਾਮ ਕਰੋ। ਹੁਣ ਉਹ ਘੜੀ ਆ ਪਹੁੰਚੀ ਹੈ। ਵੇਖੋ ਮਨੁੱਖ ਦਾ ਪੁੱਤਰ ਪਾਪੀਆਂ ਦੇ ਹੱਥਾਂ ਵਿੱਚ ਫੜਵਾਇਆ ਜਾਂਦਾ ਹੈ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 42] ਉੱਠੋ, ਚੱਲੀਏ, ਵੇਖੋ ਮੇਰਾ ਫੜਵਾਉਣ ਵਾਲਾ ਨੇੜੇ ਆ ਗਿਆ ਹੈ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 43] ਉਹ ਅਜੇ ਬੋਲਦਾ ਹੀ ਸੀ ਕਿ ਉਸੇ ਵੇਲੇ ਯਹੂਦਾ ਜਿਹੜਾ ਉਨ੍ਹਾਂ ਬਾਰਾਂ ਵਿੱਚੋਂ ਇੱਕ ਸੀ ਆਇਆ ਅਤੇ ਮੁੱਖ ਜਾਜਕਾਂ ਅਤੇ ਉਪਦੇਸ਼ਕਾਂ ਅਤੇ ਬਜ਼ੁਰਗਾਂ ਦੀ ਵੱਲੋਂ ਇੱਕ ਭੀੜ ਤਲਵਾਰਾਂ ਅਤੇ ਡਾਂਗਾਂ ਫੜੀ ਉਹ ਦੇ ਨਾਲ ਸੀ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 44] ਉਹ ਦੇ ਫੜਵਾਉਣ ਵਾਲੇ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਇਹ ਕਹਿ ਕੇ ਪਤਾ ਦਿੱਤਾ ਸੀ, ਕਿ ਜਿਸ ਨੂੰ ਮੈਂ ਚੁੰਮਾਂ ਉਹੀ ਹੈ। ਉਹ ਨੂੰ ਫੜ੍ਹ ਕੇ ਤਕੜਾਈ ਨਾਲ ਲੈ ਜਾਣਾ!
[IRV | PA | NT | Mark | Chapter 14 | Verse 45] ਸੋ ਜਦ ਉਹ ਆ ਗਿਆ ਝੱਟ ਉਹ ਦੇ ਕੋਲ ਜਾ ਕੇ ਉਸ ਨੇ ਕਿਹਾ, ਗੁਰੂ ਜੀ! ਅਤੇ ਉਹ ਨੂੰ ਚੁੰਮਿਆ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 46] ਤਦ ਉਨ੍ਹਾਂ ਉਸ ਤੇ ਹੱਥ ਪਾਏ ਅਤੇ ਉਹ ਨੂੰ ਫੜ ਲਿਆ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 47] ਅਤੇ ਜਿਹੜੇ ਉੱਥੇ ਖੜੇ ਸਨ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਇੱਕ ਨੇ ਤਲਵਾਰ ਕੱਢ ਲਈ ਅਤੇ ਪ੍ਰਧਾਨ ਜਾਜਕ ਦੇ ਨੌਕਰ ਨੂੰ ਮਾਰ ਕੇ ਉਹ ਦਾ ਕੰਨ ਉਡਾ ਦਿੱਤਾ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 48] ਤਦ ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਅੱਗੋਂ ਆਖਿਆ ਕਿ ਤਲਵਾਰਾਂ ਅਤੇ ਡਾਂਗਾਂ ਫੜ੍ਹੀ ਕੀ ਤੁਸੀਂ ਮੈਨੂੰ ਡਾਕੂ ਵਾਂਗੂੰ ਫੜ੍ਹਨ ਨੂੰ ਨਿੱਕਲੇ ਹੋ?
[IRV | PA | NT | Mark | Chapter 14 | Verse 49] ਮੈਂ ਰੋਜ਼ ਹੈਕਲ ਵਿੱਚ ਤੁਹਾਡੇ ਕੋਲ ਹੁੰਦਾ ਅਤੇ ਉਪਦੇਸ਼ ਦਿੰਦਾ ਸੀ ਅਤੇ ਤੁਸੀਂ ਮੈਨੂੰ ਨਾ ਫੜ੍ਹਿਆ, ਪਰ ਇਹ ਇਸ ਲਈ ਹੋਇਆ ਜੋ ਪਵਿੱਤਰ ਗ੍ਰੰਥ ਦੀਆਂ ਲਿਖਤਾਂ ਪੂਰੀਆਂ ਹੋਣ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 50] ਅਤੇ ਸੱਭੇ ਚੇਲੇ ਉਹ ਨੂੰ ਛੱਡ ਕੇ ਭੱਜ ਗਏ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 51] ਇੱਕ ਜੁਆਨ ਜਿਸ ਨੇ ਚਾਦਰ ਆਪਣੇ ਨੰਗੇ ਪਿੰਡੇ ਉੱਤੇ ਪਾਈ ਹੋਈ ਸੀ, ਉਹ ਦੇ ਮਗਰ ਤੁਰਿਆ ਅਤੇ ਲੋਕਾਂ ਨੇ ਉਸ ਨੂੰ ਫੜ ਲਿਆ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 52] ਪਰ ਉਹ ਕੱਪੜਾ ਛੱਡ ਕੇ ਨੰਗਾ ਭੱਜ ਗਿਆ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 53] ਤਦ ਉਹ ਯਿਸੂ ਨੂੰ ਪ੍ਰਧਾਨ ਜਾਜਕ ਕੋਲ ਲੈ ਗਏ ਅਤੇ ਉਹ ਦੇ ਕੋਲ ਸਾਰੇ ਮੁੱਖ ਜਾਜਕ ਅਤੇ ਬਜ਼ੁਰਗ ਅਤੇ ਉਪਦੇਸ਼ਕ ਇਕੱਠੇ ਹੋਏ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 54] ਅਤੇ ਪਤਰਸ ਕੁਝ ਦੂਰੀ ਤੇ ਉਹ ਦੇ ਪਿੱਛੇ-ਪਿੱਛੇ ਪ੍ਰਧਾਨ ਜਾਜਕ ਦੇ ਵਿਹੜੇ ਦੇ ਅੰਦਰ ਤੱਕ ਚੱਲਿਆ ਗਿਆ ਅਤੇ ਸਿਪਾਹੀਆਂ ਦੇ ਨਾਲ ਬੈਠ ਕੇ ਅੱਗ ਸੇਕਣ ਲੱਗਾ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 55] ਤਦ ਮੁੱਖ ਜਾਜਕਾਂ ਅਤੇ ਸਾਰੀ ਮਹਾਂ ਸਭਾ ਨੇ ਯਿਸੂ ਦੇ ਵਿਰੁੱਧ ਉਹ ਨੂੰ ਜਾਨੋਂ ਮਾਰਨ ਲਈ ਗਵਾਹੀ ਭਾਲੀ, ਪਰ ਨਾ ਲੱਭੀ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 56] ਬਹੁਤਿਆਂ ਨੇ ਉਹ ਦੇ ਵਿਰੁੱਧ ਝੂਠੀ ਗਵਾਹੀ ਤਾਂ ਦਿੱਤੀ ਪਰ ਉਨ੍ਹਾਂ ਦੀ ਗਵਾਹੀ ਇੱਕੋ ਜਿਹੀ ਨਾ ਸੀ।
[IRV | PA | NT | Mark | Chapter 14 | Verse 57] ਤਦ ਕਈਆਂ ਨੇ ਉੱਠ ਕੇ ਉਹ ਦੇ ਵਿਰੁੱਧ ਇਹ ਕਹਿ ਕੇ ਝੂਠੀ ਗਵਾਹੀ ਦਿੱਤੀ
