[IRV | PA | NT | Mark | Chapter 3 | Verse 1] ਯਿਸੂ ਫੇਰ ਉਨ੍ਹਾਂ ਦੇ ਪ੍ਰਾਰਥਨਾ ਘਰਾਂ ਵਿੱਚ ਗਿਆ ਅਤੇ ਉੱਥੇ ਇੱਕ ਮਨੁੱਖ ਸੀ, ਜਿਸ ਦਾ ਹੱਥ ਸੁੱਕਿਆ ਹੋਇਆ ਸੀ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 12] ਤਦ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਚਿਤਾਵਨੀ ਦੇ ਕੇ ਕਿਹਾ ਜੋ ਮੈਨੂੰ ਉਜਾਗਰ ਨਾ ਕਰੋ!।
[IRV | PA | NT | Mark | Chapter 3 | Verse 13] ਫੇਰ ਉਹ ਪਹਾੜ ਉੱਤੇ ਚੜ੍ਹ ਕੇ ਜਿਨ੍ਹਾਂ ਨੂੰ ਉਹ ਆਪ ਚਾਹੁੰਦਾ ਸੀ, ਉਨ੍ਹਾਂ ਨੂੰ ਕੋਲ ਸੱਦਿਆ ਅਤੇ ਉਹ ਉਸ ਦੇ ਕੋਲ ਆਏ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 14] ਅਤੇ ਉਹ ਨੇ ਬਾਰਾਂ ਪੁਰਸ਼ ਠਹਿਰਾਏ (ਉਹਨਾਂ ਨੂੰ ਉਸਨੇ ਰਸੂਲ ਆਖਿਆ) ਜੋ ਉਹ ਦੇ ਨਾਲ ਰਹਿਣ ਅਤੇ ਉਹ ਉਨ੍ਹਾਂ ਨੂੰ ਭੇਜੇ, ਜੋ ਪਰਚਾਰ ਕਰਨ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 15] ਉਨ੍ਹਾਂ ਨੂੰ ਬਿਮਾਰਾਂ ਨੂੰ ਚੰਗੇ ਕਰਨ ਅਤੇ ਭੂਤਾਂ ਨੂੰ ਕੱਢਣ ਦਾ ਅਧਿਕਾਰ ਦਿੱਤਾ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 16] ਅਤੇ ਉਹ ਇਹ ਹਨ, ਸ਼ਮਊਨ ਜਿਸ ਦਾ ਨਾਮ ਉਹ ਨੇ ਪਤਰਸ ਰੱਖਿਆ,
[IRV | PA | NT | Mark | Chapter 3 | Verse 17] ਅਤੇ ਜ਼ਬਦੀ ਦਾ ਪੁੱਤਰ ਯਾਕੂਬ ਅਤੇ ਯਾਕੂਬ ਦਾ ਭਰਾ ਯੂਹੰਨਾ ਜਿਨ੍ਹਾਂ ਦੋਵਾਂ ਦਾ ਨਾਮ ਉਹ ਨੇ ਬਨੀ-ਰੋਗਿਜ਼ ਰੱਖਿਆ ਅਰਥਾਤ ਗਰਜਣ ਦੇ ਪੁੱਤਰ
[IRV | PA | NT | Mark | Chapter 3 | Verse 18] ਅਤੇ ਅੰਦ੍ਰਿਯਾਸ ਅਤੇ ਫ਼ਿਲਿਪੁੱਸ ਅਤੇ ਬਰਥੁਲਮਈ ਅਤੇ ਮੱਤੀ ਅਤੇ ਥੋਮਾ ਅਤੇ ਹਲਫ਼ਾ ਦਾ ਪੁੱਤਰ ਯਾਕੂਬ ਅਤੇ ਥੱਦਈ ਅਤੇ ਸ਼ਮਊਨ ਕਨਾਨੀ
[IRV | PA | NT | Mark | Chapter 3 | Verse 19] ਅਤੇ ਯਹੂਦਾ ਇਸਕਰਿਯੋਤੀ, ਜਿਸ ਨੇ ਉਸ ਨੂੰ ਫੜਵਾ ਵੀ ਦਿੱਤਾ ਸੀ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 20] ਯਿਸੂ ਆਪਣੇ ਘਰ ਆਇਆ ਅਤੇ ਫੇਰ ਐਨੀ ਵੱਡੀ ਭੀੜ ਇਕੱਠੀ ਹੋ ਗਈ, ਜੋ ਉਹ ਰੋਟੀ ਵੀ ਨਾ ਖਾ ਸਕੇ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 21] ਜਦੋਂ ਉਹ ਦੇ ਰਿਸ਼ਤੇਦਾਰਾਂ ਨੇ ਇਹ ਸੁਣਿਆ ਤਾਂ ਉਹ ਉਸ ਨੂੰ ਫੜਨ ਲਈ ਨਿੱਕਲੇ ਕਿਉਂ ਜੋ ਉਨ੍ਹਾਂ ਨੇ ਆਖਿਆ, ਉਹ ਆਪਣੇ ਆਪ ਤੋਂ ਬਾਹਰ ਹੋ ਗਿਆ ਹੈ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 22] ਅਤੇ ਉਪਦੇਸ਼ਕਾਂ ਨੇ ਜਿਹੜੇ ਯਰੂਸ਼ਲਮ ਤੋਂ ਆਏ ਸਨ ਇਹ ਕਿਹਾ ਕਿ ਉਹ ਸ਼ੈਤਾਨ (ਮੂਲ ਭਾਸ਼ਾ ਵਿੱਚ ਬਾਲਜਬੂਲ) ਨਾਲ ਮਿਲਿਆ ਹੋਇਆ ਹੈ ਅਤੇ ਭੂਤਾਂ ਦੇ ਸਰਦਾਰ ਦੀ ਸਹਾਇਤਾ ਨਾਲ ਭੂਤਾਂ ਨੂੰ ਕੱਢਦਾ ਹੈ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 23] ਤਾਂ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣੇ ਕੋਲ ਬੁਲਾ ਕੇ ਦ੍ਰਿਸ਼ਟਾਂਤਾਂ ਵਿੱਚ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ ਕਿ ਸ਼ੈਤਾਨ ਨੂੰ ਸ਼ੈਤਾਨ ਕਿਸ ਤਰ੍ਹਾਂ ਕੱਢ ਸਕਦਾ ਹੈ?
[IRV | PA | NT | Mark | Chapter 3 | Verse 24] ਜੇ ਕਿਸੇ ਰਾਜ ਵਿੱਚ ਫੁੱਟ ਪੈ ਜਾਵੇ ਤਾਂ ਉਹ ਰਾਜ ਠਹਿਰ ਨਹੀਂ ਸਕਦਾ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 25] ਅਤੇ ਜੇ ਕਿਸੇ ਘਰ ਵਿੱਚ ਫੁੱਟ ਪੈ ਜਾਵੇ ਤਾਂ ਉਹ ਘਰ ਬਣਿਆ ਨਹੀਂ ਰਹਿੰਦਾ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 26] ਜੇ ਸ਼ੈਤਾਨ ਆਪਣੇ ਹੀ ਵਿਰੁੱਧ ਉੱਠੇ ਅਤੇ ਉਸ ਵਿੱਚ ਫੁੱਟ ਪੈ ਜਾਵੇ ਤਾਂ ਉਹ ਠਹਿਰ ਨਹੀਂ ਸਕਦਾ ਸਗੋਂ ਉਹ ਦਾ ਅੰਤ ਹੀ ਹੋ ਜਾਵੇਗਾ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 27] ਪਰ ਕੋਈ ਕਿਸੇ ਜ਼ੋਰਾਵਰ ਦੇ ਘਰ ਵਿੱਚ ਵੜ ਕੇ ਉਹ ਦਾ ਮਾਲ ਨਹੀਂ ਲੁੱਟ ਸਕਦਾ ਜੇ ਪਹਿਲਾਂ ਉਸ ਨੂੰ ਬੰਨ੍ਹ ਨਾ ਲਵੇ, ਤਦ ਉਹ ਉਸ ਦਾ ਘਰ ਲੁੱਟ ਸਕੇਗਾ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 28] ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ ਕਿ ਮਨੁੱਖਾਂ ਦੇ ਪੁੱਤਰਾਂ ਦੇ ਸਾਰੇ ਪਾਪ ਅਤੇ ਨਿੰਦਿਆ ਜਿੰਨੇ ਉਹ ਕਰਨ, ਮਾਫ਼ ਕੀਤੇ ਜਾ ਸਕਦੇ ਹਨ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 29] ਪਰ ਜੋ ਕੋਈ ਪਵਿੱਤਰ ਆਤਮਾ ਦੇ ਵਿਰੁੱਧ ਕੁਫ਼ਰ ਬੋਲੇ ਉਹ ਨੂੰ ਕਦੇ ਵੀ ਮਾਫ਼ੀ ਨਹੀਂ ਮਿਲੇਗੀ ਪਰ ਉਹ ਸਦਾ ਦੇ ਪਾਪ ਦੇ ਵੱਸ ਵਿੱਚ ਆ ਕੇ ਦੋਸ਼ੀ ਠਹਿਰੇਗਾ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 30] ਕਿਉਂ ਜੋ ਉਨ੍ਹਾਂ ਨੇ ਆਖਿਆ ਸੀ ਜੋ ਉਹ ਦੇ ਵਿੱਚ ਅਸ਼ੁੱਧ ਆਤਮਾ ਹੈ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 31] ਤਦ ਉਹ ਦੀ ਮਾਤਾ ਅਤੇ ਉਹ ਦੇ ਭਰਾ ਆਏ ਅਤੇ ਬਾਹਰ ਖੜੇ ਹੋ ਕੇ ਉਹ ਨੂੰ ਬੁਲਾਵਾ ਭੇਜਿਆ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 32] ਅਤੇ ਬਹੁਤ ਲੋਕ ਉਹ ਦੇ ਚੁਫ਼ੇਰੇ ਬੈਠੇ ਸਨ ਸੋ ਉਹ ਨੂੰ ਕਹਿਣ ਲੱਗੇ, ਵੇਖੋ ਤੁਹਾਡੀ ਮਾਤਾ ਅਤੇ ਤੁਹਾਡੇ ਭਰਾ ਬਾਹਰ ਖੜ੍ਹੇ ਹਨ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 33] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਉੱਤਰ ਦਿੱਤਾ, ਕੌਣ ਹੈ ਮੇਰੀ ਮਾਤਾ ਅਤੇ ਮੇਰੇ ਭਰਾ?
[IRV | PA | NT | Mark | Chapter 3 | Verse 34] ਅਤੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਵੱਲ ਜਿਹੜੇ ਉਸ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਬੈਠੇ ਸਨ, ਚਾਰੇ ਪਾਸੇ ਵੇਖ ਕੇ ਕਿਹਾ, ਇਹ ਵੇਖੋ ਮੇਰੀ ਮਾਤਾ ਅਤੇ ਮੇਰੇ ਭਰਾ ਇਹ ਹਨ।
[IRV | PA | NT | Mark | Chapter 3 | Verse 35] ਕਿਉਂਕਿ ਜੋ ਕੋਈ ਪਰਮੇਸ਼ੁਰ ਦੀ ਮਰਜ਼ੀ ਉੱਤੇ ਚੱਲਦਾ ਹੈ, ਉਹੀ ਮੇਰਾ ਭਰਾ ਅਤੇ ਭੈਣ ਅਤੇ ਮਾਤਾ ਹੈ।
