[IRV | PA | NT | Mark | Chapter 1 | Verse 1] ਪਰਮੇਸ਼ੁਰ ਦੇ ਪੁੱਤਰ ਯਿਸੂ ਮਸੀਹ ਦੀ ਖੁਸ਼ਖਬਰੀ ਦਾ ਅਰੰਭ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 12] ਤਦ ਪਵਿੱਤਰ ਆਤਮਾ ਉਸੇ ਸਮੇਂ ਉਸ ਨੂੰ ਉਜਾੜ ਵਿੱਚ ਲੈ ਗਿਆ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 13] ਅਤੇ ਉਜਾੜ ਵਿੱਚ ਚਾਲ੍ਹੀ ਦਿਨਾਂ ਤੱਕ ਸ਼ੈਤਾਨ ਨੇ ਉਸ ਨੂੰ ਪਰਤਾਇਆ ਅਤੇ ਉਹ ਜੰਗਲੀ ਜਾਨਵਰਾਂ ਦੇ ਨਾਲ ਰਿਹਾ ਅਤੇ ਸਵਰਗ ਦੂਤ ਉਸ ਦੀ ਸੇਵਾ ਟਹਿਲ ਕਰਦੇ ਰਹੇ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 14] ਉਪਰੰਤ ਯੂਹੰਨਾ ਦੇ ਫੜਵਾਏ ਜਾਣ ਦੇ ਪਿੱਛੋਂ ਯਿਸੂ ਗਲੀਲ ਵਿੱਚ ਆਇਆ ਅਤੇ ਉਸ ਨੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਰਾਜ ਦੀ ਖੁਸ਼ਖਬਰੀ ਦਾ ਪਰਚਾਰ ਕਰ ਕੇ ਆਖਿਆ,
[IRV | PA | NT | Mark | Chapter 1 | Verse 15] ਸਮਾਂ ਪੂਰਾ ਹੋਇਆ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਰਾਜ ਨੇੜੇ ਆ ਗਿਆ ਹੈ। ਤੋਬਾ ਕਰੋ ਅਤੇ ਖੁਸ਼ਖਬਰੀ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰੋ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 16] ਗਲੀਲ ਦੀ ਝੀਲ ਦੇ ਕੰਢੇ ਉੱਤੇ ਫਿਰਦਿਆਂ ਉਸ ਨੇ ਸ਼ਮਊਨ ਅਤੇ ਉਸ ਦੇ ਭਰਾ ਅੰਦ੍ਰਿਯਾਸ ਨੂੰ ਝੀਲ ਵਿੱਚ ਜਾਲ਼ ਪਾਉਂਦਿਆਂ ਵੇਖਿਆ, ਕਿਉਂ ਜੋ ਉਹ ਮਛਵਾਰੇ ਸਨ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 17] ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਮੇਰੇ ਪਿੱਛੇ ਆਓ ਤਾਂ ਮੈਂ ਤੁਹਾਨੂੰ ਮਨੁੱਖਾਂ ਦੇ ਮਛਵਾਰੇ ਬਣਾਵਾਂਗਾ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 18] ਅਤੇ ਉਹ ਉਸੇ ਵੇਲੇ ਆਪਣੇ ਜਾਲ਼ਾਂ ਨੂੰ ਛੱਡ ਕੇ ਉਸ ਦੇ ਮਗਰ ਹੋ ਤੁਰੇ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 19] ਅਤੇ ਥੋੜੀ ਦੂਰ ਅੱਗੇ ਵੱਧ ਕੇ ਉਹ ਨੇ ਜ਼ਬਦੀ ਦੇ ਪੁੱਤਰ ਯਾਕੂਬ ਅਤੇ ਉਸ ਦੇ ਭਰਾ ਯੂਹੰਨਾ ਨੂੰ ਵੇਖਿਆ ਜੋ ਬੇੜੀ ਉੱਤੇ ਆਪਣੇ ਜਾਲ਼ਾਂ ਨੂੰ ਸਾਫ਼ ਕਰਦੇ ਸਨ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 20] ਅਤੇ ਉਸ ਨੇ ਤੁਰੰਤ ਉਨ੍ਹਾਂ ਨੂੰ ਸੱਦਿਆ ਅਤੇ ਉਹ ਆਪਣੇ ਪਿਤਾ ਜ਼ਬਦੀ ਨੂੰ ਮਜ਼ਦੂਰਾਂ ਨਾਲ ਬੇੜੀ ਵਿੱਚ ਛੱਡ ਕੇ ਉਸ ਦੇ ਮਗਰ ਤੁਰ ਪਏ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 21] ਫੇਰ ਉਹ ਕਫ਼ਰਨਾਹੂਮ ਵਿੱਚ ਆਏ ਅਤੇ ਸਬਤ ਦੇ ਦਿਨ ਉਹ ਤੁਰੰਤ ਪ੍ਰਾਰਥਨਾ ਘਰ ਵਿੱਚ ਜਾ ਕੇ ਉਪਦੇਸ਼ ਦੇਣ ਲੱਗਾ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 22] ਅਤੇ ਉਹ ਉਸ ਦੇ ਉਪਦੇਸ਼ ਤੋਂ ਹੈਰਾਨ ਹੋਏ ਕਿਉਂ ਜੋ ਉਹ ਉਨ੍ਹਾਂ ਦੇ ਉਪਦੇਸ਼ਕਾਂ ਵਾਂਗੂੰ ਨਹੀਂ ਪਰ ਅਧਿਕਾਰ ਵਾਲੇ ਵਾਂਗੂੰ ਉਨ੍ਹਾਂ ਨੂੰ ਉਪਦੇਸ਼ ਦਿੰਦਾ ਸੀ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 23] ਅਤੇ ਉਸ ਵੇਲੇ ਉਨ੍ਹਾਂ ਦੇ ਪ੍ਰਾਰਥਨਾ ਘਰ ਵਿੱਚ ਇੱਕ ਮਨੁੱਖ ਸੀ ਜਿਸ ਨੂੰ ਅਸ਼ੁੱਧ ਆਤਮਾ ਚਿੰਬੜਿਆ ਹੋਇਆ ਸੀ, ਅਤੇ ਉਹ ਉੱਚੀ ਅਵਾਜ਼ ਨਾਲ ਬੋਲਿਆ,
[IRV | PA | NT | Mark | Chapter 1 | Verse 24] ਹੇ ਯਿਸੂ ਨਾਸਰੀ ਤੇਰਾ ਸਾਡੇ ਨਾਲ ਕੀ ਕੰਮ? ਕੀ ਤੂੰ ਸਾਨੂੰ ਨਾਸ ਕਰਨ ਆਇਆ ਹੈਂ? ਮੈਂ ਤੈਨੂੰ ਜਾਣਦਾ ਹਾਂ ਜੋ ਤੂੰ ਕੌਣ ਹੈਂ। ਤੂੰ ਪਰਮੇਸ਼ੁਰ ਦਾ ਪਵਿੱਤਰ ਜਨ ਹੈਂ!
[IRV | PA | NT | Mark | Chapter 1 | Verse 25] ਤਾਂ ਯਿਸੂ ਨੇ ਉਹ ਨੂੰ ਝਿੜਕ ਕੇ ਕਿਹਾ, ਚੁੱਪ ਕਰ ਅਤੇ ਇਸ ਵਿੱਚੋਂ ਨਿੱਕਲ ਜਾ!
[IRV | PA | NT | Mark | Chapter 1 | Verse 26] ਸੋ ਉਹ ਅਸ਼ੁੱਧ ਆਤਮਾ ਉਸ ਨੂੰ ਮਰੋੜ ਕੇ ਵੱਡੀ ਅਵਾਜ਼ ਨਾਲ ਚੀਕਾਂ ਮਾਰਦਾ ਹੋਇਆ ਉਸ ਵਿੱਚੋਂ ਨਿੱਕਲ ਗਿਆ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 27] ਅਤੇ ਉਹ ਸਾਰੇ ਲੋਕ ਇਸ ਗੱਲ ਤੋਂ ਹੈਰਾਨ ਹੋਏ ਕਿ ਆਪਸ ਵਿੱਚ ਚਰਚਾ ਕਰਨ ਲੱਗੇ ਜੋ ਇਹ ਕੀ ਗੱਲ ਹੈ? ਇਹ ਤਾਂ ਕੋਈ ਨਵੀਂ ਸਿੱਖਿਆ ਹੈ! ਉਹ ਤਾਂ ਅਸ਼ੁੱਧ ਆਤਮਾਵਾਂ ਨੂੰ ਅਧਿਕਾਰ ਨਾਲ ਹੁਕਮ ਦਿੰਦਾ ਹੈ, ਅਤੇ ਉਹ ਉਸ ਦੀ ਮੰਨ ਲੈਂਦੇ ਹਨ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 28] ਅਤੇ ਗਲੀਲ ਦੇ ਸਾਰੇ ਇਲਾਕੇ ਵਿੱਚ ਉਹ ਦਾ ਨਾਮ ਫੈਲ ਗਿਆ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 29] ਉਹ ਤੁਰੰਤ ਪ੍ਰਾਰਥਨਾ ਘਰ ਵਿੱਚੋਂ ਬਾਹਰ ਨਿੱਕਲ ਕੇ, ਯਾਕੂਬ ਅਤੇ ਯੂਹੰਨਾ ਸਣੇ ਸ਼ਮਊਨ ਤੇ ਅੰਦ੍ਰਿਯਾਸ ਦੇ ਘਰ ਆਏ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 30] ਅਤੇ ਸ਼ਮਊਨ ਦੀ ਸੱਸ ਬੁਖ਼ਾਰ ਨਾਲ ਦੁਖੀ ਪਈ ਸੀ ਤਦ ਉਨ੍ਹਾਂ ਨੇ ਉਸੇ ਵੇਲੇ ਯਿਸੂ ਨੂੰ ਖ਼ਬਰ ਦਿੱਤੀ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 31] ਤਦ ਉਹ ਉਸ ਕੋਲ ਆਇਆ ਅਤੇ ਉਸ ਦਾ ਹੱਥ ਫੜ੍ਹ ਕੇ ਉੱਠਾਇਆ ਤਾਂ ਉਹ ਦਾ ਬੁਖ਼ਾਰ ਉਤਰ ਗਿਆ ਅਤੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਦੀ ਸੇਵਾ ਕੀਤੀ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 32] ਅਤੇ ਸ਼ਾਮ ਨੂੰ ਜਦੋਂ ਸੂਰਜ ਡੁੱਬ ਗਿਆ ਤਾਂ ਲੋਕ ਸਾਰੇ ਰੋਗੀਆਂ ਅਤੇ ਜਿਨ੍ਹਾਂ ਨੂੰ ਭੂਤ ਚਿੰਬੜੇ ਹੋਏ ਸਨ, ਉਸ ਕੋਲ ਲਿਆਏ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 33] ਅਤੇ ਸਾਰਾ ਨਗਰ ਦਰਵਾਜ਼ੇ ਉੱਤੇ ਇਕੱਠਾ ਹੋਇਆ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 34] ਅਤੇ ਉਸ ਨੇ ਬਹੁਤਿਆਂ ਨੂੰ ਜਿਹੜੇ ਭਾਂਤ-ਭਾਂਤ ਦੇ ਰੋਗੀ ਸਨ, ਚੰਗਾ ਕੀਤਾ ਅਤੇ ਬਹੁਤ ਸਾਰੇ ਭੂਤਾਂ ਨੂੰ ਕੱਢ ਦਿੱਤਾ ਅਤੇ ਭੂਤਾਂ ਨੂੰ ਬੋਲਣ ਨਾ ਦਿੱਤਾ ਕਿਉਂ ਜੋ ਉਹ ਉਸ ਨੂੰ ਪਛਾਣਦੀਆਂ ਸਨ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 35] ਉਹ ਵੱਡੇ ਤੜਕੇ, ਦਿਨ ਨਿੱਕਲਣ ਤੋਂ ਬਹੁਤ ਪਹਿਲਾਂ ਉੱਠ ਕੇ ਬਾਹਰ ਨਿੱਕਲਿਆ ਅਤੇ ਇੱਕ ਉਜਾੜ ਥਾਂ ਵਿੱਚ ਜਾ ਕੇ ਉੱਥੇ ਪ੍ਰਾਰਥਨਾ ਕੀਤੀ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 36] ਅਤੇ ਸ਼ਮਊਨ ਅਤੇ ਉਹ ਦੇ ਸਾਥੀ ਉਸ ਦੇ ਪਿੱਛੇ ਗਏ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 37] ਅਤੇ ਜਦੋਂ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨੂੰ ਲੱਭ ਲਿਆ ਤਾਂ ਉਸ ਨੂੰ ਕਿਹਾ, ਤੁਹਾਨੂੰ ਸਭ ਲੱਭਦੇ ਹਨ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 38] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਆਓ, ਕਿਸੇ ਹੋਰ ਪਾਸੇ ਨੇੜੇ ਦੇ ਨਗਰਾਂ ਵਿੱਚ ਚੱਲੀਏ ਤਾਂ ਜੋ ਮੈਂ ਉੱਥੇ ਵੀ ਪਰਚਾਰ ਕਰਾਂ ਕਿਉਂਕਿ ਮੈਂ ਇਸੇ ਲਈ ਨਿੱਕਲਿਆ ਹਾਂ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 39] ਉਹ ਸਾਰੇ ਗਲੀਲ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੇ ਪ੍ਰਾਰਥਨਾ ਘਰਾਂ ਵਿੱਚ ਜਾ ਕੇ ਪਰਚਾਰ ਕਰਦਾ ਅਤੇ ਭੂਤਾਂ ਨੂੰ ਕੱਢਦਾ ਰਿਹਾ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 40] ਅਤੇ ਇੱਕ ਕੋੜ੍ਹੀ ਨੇ ਪ੍ਰਭੂ ਯਿਸੂ ਦੇ ਕੋਲ ਆ ਕੇ ਉਸ ਦੀ ਮਿੰਨਤ ਕੀਤੀ, ਅਤੇ ਉਸ ਦੇ ਅੱਗੇ ਗੋਡੇ ਟੇਕ ਕੇ ਉਸ ਨੂੰ ਕਿਹਾ, ਜੇ ਤੁਸੀਂ ਚਾਹੋਂ ਤਾਂ ਮੈਨੂੰ ਸ਼ੁੱਧ ਕਰ ਸਕਦੇ ਹੋ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 41] ਅਤੇ ਉਸ ਨੇ ਤਰਸ ਖਾ ਕੇ ਆਪਣਾ ਹੱਥ ਵਧਾਇਆ ਅਤੇ ਉਹ ਨੂੰ ਛੂਹ ਕੇ ਕਿਹਾ, ਮੈਂ ਚਾਹੁੰਦਾ ਹਾਂ, ਤੂੰ ਸ਼ੁੱਧ ਹੋ ਜਾ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 42] ਤਾਂ ਉਸੇ ਵੇਲੇ ਉਹ ਦਾ ਕੋੜ੍ਹ ਜਾਂਦਾ ਰਿਹਾ ਅਤੇ ਉਹ ਸ਼ੁੱਧ ਹੋ ਗਿਆ!
[IRV | PA | NT | Mark | Chapter 1 | Verse 43] ਤਦ ਉਸ ਨੇ ਉਹ ਨੂੰ ਚਿਤਾਵਨੀ ਦੇ ਕੇ ਉਸੇ ਸਮੇਂ ਭੇਜ ਦਿੱਤਾ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 44] ਅਤੇ ਉਹ ਨੂੰ ਇਹ ਕਿਹਾ, ਵੇਖ ਕਿਸੇ ਨੂੰ ਕੁਝ ਨਾ ਦੱਸੀਂ ਪਰ ਜਾ ਕੇ ਆਪਣੇ ਆਪ ਨੂੰ ਜਾਜਕ ਨੂੰ ਵਿਖਾ ਅਤੇ ਆਪਣੇ ਸ਼ੁੱਧ ਹੋਣ ਦੇ ਕਾਰਨ ਜਿਹੜੀ ਭੇਟ ਮੂਸਾ ਨੇ ਠਹਿਰਾਈ ਚੜ੍ਹਾ ਤਾਂ ਜੋ ਉਨ੍ਹਾਂ ਲਈ ਗਵਾਹੀ ਹੋਵੇ।
[IRV | PA | NT | Mark | Chapter 1 | Verse 45] ਪਰ ਉਹ ਬਾਹਰ ਜਾ ਕੇ ਬਹੁਤ ਚਰਚਾ ਕਰਨ ਲੱਗਾ ਅਤੇ ਇਸ ਗੱਲ ਨੂੰ ਉਜਾਗਰ ਕੀਤਾ ਜੋ ਪ੍ਰਭੂ ਯਿਸੂ ਫੇਰ ਨਗਰ ਵਿੱਚ ਖੁੱਲਮ-ਖੁੱਲ੍ਹਾ ਨਾ ਵੜ ਸਕਿਆ ਪਰ ਬਾਹਰ ਉਜਾੜ ਥਾਵਾਂ ਵਿੱਚ ਰਿਹਾ ਅਤੇ ਲੋਕ ਚੁਫ਼ੇਰਿਓਂ ਉਹ ਦੇ ਕੋਲ ਆਉਂਦੇ ਜਾਂਦੇ ਸਨ।
