[IRV | PA | NT | Mark | Chapter 13 | Verse 1] ਜਦੋਂ ਪ੍ਰਭੂ ਯਿਸੂ ਹੈਕਲ ਵਿੱਚੋਂ ਬਾਹਰ ਜਾ ਰਿਹਾ ਸੀ, ਤਾਂ ਉਹ ਦੇ ਚੇਲਿਆਂ ਵਿੱਚੋਂ ਇੱਕ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਗੁਰੂ ਜੀ ਇਹਨਾਂ ਪੱਥਰਾਂ ਅਤੇ ਇਮਾਰਤਾਂ ਨੂੰ ਵੇਖੋ ਕਿਹੋ ਜਿਹੇ ਹਨ!
[IRV | PA | NT | Mark | Chapter 13 | Verse 12] ਅਤੇ ਭਾਈ-ਭਾਈ ਨੂੰ ਅਤੇ ਪਿਤਾ ਪੁੱਤਰ ਨੂੰ ਮਰਵਾਉਣ ਲਈ ਫੜਵਾਏਗਾ ਅਤੇ ਬੱਚੇ ਮਾਪਿਆਂ ਦੇ ਵਿਰੁੱਧ ਖੜੇ ਹੋ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਮਰਵਾ ਸੁੱਟਣਗੇ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 13] ਅਤੇ ਮੇਰੇ ਨਾਮ ਦੇ ਕਾਰਣ ਸਭ ਲੋਕ ਤੁਹਾਡੇ ਨਾਲ ਵੈਰ ਰੱਖਣਗੇ, ਪਰ ਜਿਹੜਾ ਅੰਤ ਤੱਕ ਸਹੇਗਾ ਉਹੀ ਬਚਾਇਆ ਜਾਵੇਗਾ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 14] ਸੋ ਜਦ ਤੁਸੀਂ ਉਸ ਉਜਾੜਨ ਵਾਲੀ ਘਿਣਾਉਣੀ ਚੀਜ਼ ਨੂੰ ਜਿਸ ਥਾਂ ਨਹੀਂ ਹੋਣਾ ਚਾਹੀਦਾ, ਉੱਥੇ ਖੜੀ ਵੇਖੋ (ਪੜ੍ਹਨ ਵਾਲਾ ਸਮਝ ਲਵੇ) ਤਦ ਜਿਹੜੇ ਯਹੂਦਿਯਾ ਵਿੱਚ ਹੋਣ ਉਹ ਪਹਾੜਾਂ ਉੱਤੇ ਭੱਜ ਜਾਣ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 15] ਅਤੇ ਜਿਹੜਾ ਕੋਠੇ ਉੱਤੇ ਹੋਵੇ ਉਹ ਹੇਠਾਂ ਨਾ ਉੱਤਰੇ ਅਤੇ ਆਪਣੇ ਘਰੋਂ ਕੁਝ ਲੈਣ ਲਈ ਅੰਦਰ ਨਾ ਵੜੇ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 16] ਅਤੇ ਜਿਹੜਾ ਖੇਤ ਵਿੱਚ ਹੋਵੇ ਉਹ ਆਪਣੇ ਕੱਪੜੇ ਲੈਣ ਨੂੰ ਪਿੱਛੇ ਨਾ ਮੁੜੇ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 17] ਅਤੇ ਅਫ਼ਸੋਸ ਉਨ੍ਹਾਂ ਉੱਤੇ ਜਿਹੜੀਆਂ ਉਨ੍ਹਾਂ ਦਿਨਾਂ ਵਿੱਚ ਗਰਭਵਤੀਆਂ ਅਤੇ ਦੁੱਧ ਚੁੰਘਾਉਣ ਵਾਲੀਆਂ ਹੋਣ!
[IRV | PA | NT | Mark | Chapter 13 | Verse 18] ਪਰ ਤੁਸੀਂ ਪ੍ਰਾਰਥਨਾ ਕਰੋ ਜੋ ਇਹ ਸਿਆਲ ਵਿੱਚ ਨਾ ਹੋਵੇ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 19] ਕਿਉਂਕਿ ਉਨ੍ਹਾ ਦਿਨਾਂ ਵਿੱਚ ਐਡਾ ਕਸ਼ਟ ਹੋਵੇਗਾ, ਜੋ ਸਰਿਸ਼ਟ ਦੇ ਮੁਢੋਂ ਪਰਮੇਸ਼ੁਰ ਨੇ ਸਾਜਿਆ ਹੈ ਨਾ ਹੁਣ ਤੱਕ ਹੋਇਆ ਅਤੇ ਨਾ ਕਦੇ ਹੋਵੇਗਾ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 20] ਅਤੇ ਜੇ ਪ੍ਰਭੂ ਉਹਨਾਂ ਦਿਨਾਂ ਨੂੰ ਨਾ ਘਟਾਉਂਦਾ ਤਾਂ ਕੋਈ ਪ੍ਰਾਣੀ ਨਾ ਬਚਦਾ ਪਰ ਉਹਨਾਂ ਚੁਣਿਆ ਹੋਇਆਂ ਦੀ ਖਾਤਰ, ਜਿਹਨਾਂ ਨੂੰ ਉਸ ਨੇ ਚੁਣਿਆ ਹੈ ਉਸ ਨੇ ਉਹਨਾਂ ਦਿਨਾਂ ਨੂੰ ਘਟਾਇਆ
[IRV | PA | NT | Mark | Chapter 13 | Verse 21] ਅਤੇ ਉਸ ਸਮੇਂ ਜੇ ਕੋਈ ਤੁਹਾਨੂੰ ਆਖੇ ਕਿ ਵੇਖੋ ਮਸੀਹ ਐਥੇ ਹੈ! ਜਾਂ ਵੇਖੋ ਉੱਥੇ ਹੈ! ਤਾਂ ਸੱਚ ਨਾ ਮੰਨਣਾ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 22] ਕਿਉਂਕਿ ਝੂਠੇ ਮਸੀਹ ਅਤੇ ਝੂਠੇ ਨਬੀ ਉੱਠਣਗੇ ਅਤੇ ਨਿਸ਼ਾਨ ਅਤੇ ਅਚਰਜ਼ ਕੰਮ ਵਿਖਾਉਣਗੇ ਕਿ ਜੇ ਹੋ ਸਕੇ ਤਾਂ ਉਹ ਚੁਣਿਆਂ ਹੋਇਆਂ ਨੂੰ ਵੀ ਭੁਲਾਵੇ ਵਿੱਚ ਪਾ ਦੇਣ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 23] ਪਰ ਤੁਸੀਂ ਚੌਕਸ ਰਹੋ, ਵੇਖੋ ਮੈਂ ਤੁਹਾਨੂੰ ਪਹਿਲਾਂ ਹੀ ਸੱਭੋ ਕੁਝ ਦੱਸ ਦਿੱਤਾ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 24] ਉਨ੍ਹਾ ਦਿਨਾਂ ਵਿੱਚ ਕਸ਼ਟ ਦੇ ਪਿੱਛੋਂ ਸੂਰਜ ਅਨ੍ਹੇਰਾ ਹੋ ਜਾਵੇਗਾ, ਅਤੇ ਚੰਦ ਆਪਣੀ ਚਾਨਣੀ ਨਾ ਦੇਵੇਗਾ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 25] ਅਤੇ ਤਾਰੇ ਅਕਾਸ਼ ਤੋਂ ਡਿੱਗ ਪੈਣਗੇ ਅਤੇ ਅਕਾਸ਼ ਦੀਆਂ ਸ਼ਕਤੀਆਂ ਹਿਲਾਈਆਂ ਜਾਣਗੀਆਂ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 26] ਤਦ ਲੋਕ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ ਨੂੰ ਵੱਡੀ ਸਮਰੱਥਾ ਅਤੇ ਮਹਿਮਾ ਨਾਲ ਬੱਦਲਾਂ ਉੱਤੇ ਆਉਂਦੇ ਵੇਖਣਗੇ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 27] ਉਸ ਵੇਲੇ ਉਹ ਆਪਣੇ ਦੂਤਾਂ ਨੂੰ ਭੇਜੇਗਾ, ਅਤੇ ਉਹ ਧਰਤੀ ਦੀ ਹੱਦੋਂ ਅਕਾਸ਼ ਦੀ ਹੱਦ ਤੱਕ ਚਾਰੇ ਪਾਸਿਓਂ ਆਪਣੇ ਚੁਣਿਆ ਹੋਇਆਂ ਨੂੰ ਇਕੱਠਿਆਂ ਕਰੇਗਾ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 28] ਹੰਜ਼ੀਰ ਦੇ ਰੁੱਖ ਤੋਂ ਇੱਕ ਦ੍ਰਿਸ਼ਟਾਂਤ ਸਿੱਖੋ। ਜਦ ਉਹ ਦੀਆਂ ਟਹਿਣੀਆਂ ਨਰਮ ਹੁੰਦੀਆਂ ਹਨ, ਅਤੇ ਪੱਤੇ ਫੁੱਟਦੇ ਹਨ ਤਾਂ ਤੁਸੀਂ ਜਾਣ ਲੈਂਦੇ ਹੋ ਜੋ ਗਰਮੀ ਦੀ ਰੁੱਤ ਨੇੜੇ ਆ ਗਈ ਹੈ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 29] ਇਸੇ ਤਰ੍ਹਾਂ ਜਦ ਤੁਸੀਂ ਵੀ ਵੇਖੋ ਕਿ ਇਹ ਗੱਲਾਂ ਹੁੰਦੀਆਂ ਹਨ, ਤਾਂ ਜਾਣ ਲੈਣਾ ਕਿ ਉਹ ਨੇੜੇ ਹੈ ਸਗੋਂ ਬੂਹੇ ਉੱਤੇ ਹੈ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 30] ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ ਕਿ ਜਦੋਂ ਤੱਕ ਇਹ ਸਭ ਗੱਲਾਂ ਨਾ ਹੋ ਲੈਣ ਇਹ ਪੀੜ੍ਹੀ ਬੀਤ ਨਾ ਜਾਵੇਗੀ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 31] ਅਕਾਸ਼ ਅਤੇ ਧਰਤੀ ਟਲ ਜਾਣਗੇ, ਪਰ ਮੇਰੇ ਬਚਨ ਕਦੀ ਨਾ ਟਲਣਗੇ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 32] ਪਰ ਉਸ ਦਿਨ ਜਾਂ ਉਸ ਸਮੇਂ ਦੇ ਬਾਰੇ ਕੋਈ ਨਹੀਂ ਜਾਣਦਾ, ਨਾ ਸਵਰਗ ਦੇ ਦੂਤ, ਨਾ ਪੁੱਤਰ ਪਰ ਕੇਵਲ ਪਿਤਾ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 33] ਖ਼ਬਰਦਾਰ, ਜਾਗਦੇ ਅਤੇ ਪ੍ਰਾਰਥਨਾ ਕਰਦੇ ਰਹੋ ਕਿਉਂਕਿ ਤੁਸੀਂ ਨਹੀਂ ਜਾਣਦੇ ਜੋ ਉਹ ਸਮਾਂ ਕਦੋਂ ਹੋਵੇਗਾ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 34] ਇਹ ਇੱਕ ਪ੍ਰਦੇਸ ਗਏ ਹੋਏ ਮਨੁੱਖ ਵਰਗਾ ਹੈ ਜਿਸ ਨੇ ਘਰੋਂ ਜਾਂਦੇ ਸਮੇਂ ਆਪਣੇ ਨੌਕਰਾਂ ਨੂੰ ਅਧਿਕਾਰ ਅਤੇ ਹਰੇਕ ਨੂੰ ਉਹ ਦਾ ਕੰਮ ਦਿੱਤਾ ਅਤੇ ਦਰਬਾਨ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਕਿ ਜਾਗਦਾ ਰਹਿ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 35] ਸੋ ਜਾਗਦੇ ਰਹੋ ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਨਹੀਂ ਜਾਣਦੇ ਜੋ ਘਰ ਦਾ ਮਾਲਕ ਕਦ ਆਵੇਗਾ, ਸ਼ਾਮ ਨੂੰ ਜਾਂ ਅੱਧੀ ਰਾਤ ਨੂੰ ਜਾਂ ਕੁੱਕੜ ਦੇ ਬਾਂਗ ਦੇਣ ਦੇ ਵੇਲੇ ਜਾਂ ਤੜਕੇ ਨੂੰ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 36] ਕਿਤੇ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਜੋ ਉਹ ਅਚਾਨਕ ਆਣ ਕੇ ਤੁਹਾਨੂੰ ਸੁੱਤੇ ਪਏ ਵੇਖੇ।
[IRV | PA | NT | Mark | Chapter 13 | Verse 37] ਅਤੇ ਜੋ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ, ਉਹ ਹੀ ਸਾਰਿਆਂ ਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਜਾਗਦੇ ਰਹੋ!
