[IRV | PA | NT | Mark | Chapter 5 | Verse 1] ਉਹ ਝੀਲ ਦੇ ਪਾਰ ਗਿਰਸੇਨੀਆਂ ਦੇ ਦੇਸ ਵਿੱਚ ਪਹੁੰਚੇ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 12] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਦੀ ਮਿੰਨਤ ਕੀਤੀ ਕਿ ਸਾਨੂੰ ਸੂਰਾਂ ਵਿੱਚ ਭੇਜ ਦੇ ਤਾਂ ਜੋ ਅਸੀਂ ਉਨ੍ਹਾਂ ਵਿੱਚ ਜਾ ਵੜੀਏ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 13] ਅਤੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਗਿਆ ਦਿੱਤੀ। ਤਦ ਅਸ਼ੁੱਧ ਆਤਮਾਵਾਂ ਨਿੱਕਲ ਕੇ ਸੂਰਾਂ ਵਿੱਚ ਜਾ ਵੜੇ ਅਤੇ ਸਾਰਾ ਇੱਜੜ ਭੱਜ ਕੇ ਝੀਲ ਵਿੱਚ ਜਾ ਪਿਆ। ਉਹ ਗਿਣਤੀ ਵਿੱਚ ਲੱਗਭੱਗ ਦੋ ਹਜ਼ਾਰ ਸਨ ਅਤੇ ਉਹ ਝੀਲ ਵਿੱਚ ਡੁੱਬ ਕੇ ਮਰ ਗਏ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 14] ਤਦ ਉਨ੍ਹਾਂ ਦੇ ਚੁਗਾਉਣ ਵਾਲਿਆਂ ਨੇ ਭੱਜ ਕੇ ਨਗਰ ਅਤੇ ਪਿੰਡਾਂ ਵਿੱਚ ਖ਼ਬਰ ਪੁਚਾਈ ਅਤੇ ਲੋਕ ਇਹ ਵੇਖਣ ਲਈ ਨਿੱਕਲੇ ਜੋ ਕੀ ਹੋਇਆ ਹੈ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 15] ਅਤੇ ਯਿਸੂ ਦੇ ਕੋਲ ਆਣ ਕੇ ਉਸ ਭੂਤ ਵਾਲੇ ਨੂੰ ਜਿਸ ਉੱਤੇ ਲਸ਼ਕਰ ਦਾ ਸਾਯਾ ਸੀ ਕੱਪੜੇ ਪਹਿਨੀ ਅਤੇ ਸੁਰਤ ਸਮ੍ਹਾਲੀ ਬੈਠਾ ਵੇਖਿਆ ਅਤੇ ਉਹ ਡਰ ਗਏ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 16] ਤਾਂ ਵੇਖਣ ਵਾਲਿਆਂ ਨੇ ਉਸ ਦੁਸ਼ਟ ਆਤਮਾ ਵਾਲੇ ਦਾ ਅਤੇ ਸੂਰਾਂ ਦਾ ਸਾਰਾ ਹਾਲ ਉਨ੍ਹਾਂ ਨੂੰ ਦੱਸਿਆ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 17] ਤਦ ਉਹ ਯਿਸੂ ਦੀ ਮਿੰਨਤ ਕਰਨ ਲੱਗੇ ਜੋ ਸਾਡੀ ਹੱਦੋਂ ਬਾਹਰ ਨਿੱਕਲ ਜਾਓ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 18] ਅਤੇ ਜਦੋਂ ਉਹ ਬੇੜੀ ਉੱਤੇ ਚੜ੍ਹਨ ਲੱਗਾ ਤਾਂ ਉਸ ਭੂਤ ਵਾਲੇ ਨੇ ਉਸ ਦੇ ਨਾਲ ਰਹਿਣ ਲਈ ਬੇਨਤੀ ਕੀਤੀ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 19] ਪਰ ਉਸ ਨੇ ਉਹ ਨੂੰ ਆਗਿਆ ਨਾ ਦਿੱਤੀ ਪਰ ਉਹ ਨੂੰ ਆਖਿਆ, ਆਪਣੇ ਘਰ ਅਤੇ ਆਪਣੇ ਲੋਕਾਂ ਕੋਲ ਜਾ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਦੱਸ ਜੋ ਪ੍ਰਭੂ ਨੇ ਤੇਰੇ ਲਈ ਕਿੰਨੇ ਵੱਡੇ ਕੰਮ ਕੀਤੇ ਹਨ ਅਤੇ ਤੇਰੇ ਉੱਤੇ ਦਯਾ ਕੀਤੀ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 20] ਤਾਂ ਉਹ ਚੱਲਿਆ ਗਿਆ ਅਤੇ ਦਿਕਾਪੁਲਿਸ ਵਿੱਚ ਦੱਸਣ ਲੱਗਾ ਜੋ ਯਿਸੂ ਨੇ ਮੇਰੇ ਲਈ ਕਿੰਨੇ ਵੱਡੇ ਕੰਮ ਕੀਤੇ ਤਾਂ ਸਾਰੇ ਲੋਕ ਹੈਰਾਨ ਹੋਏ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 21] ਜਦ ਯਿਸੂ ਬੇੜੀ ਉੱਤੇ ਫੇਰ ਪਾਰ ਲੰਘਿਆ ਤਾਂ ਇੱਕ ਵੱਡੀ ਭੀੜ ਉਸ ਕੋਲ ਇਕੱਠੀ ਹੋਈ ਅਤੇ ਉਹ ਝੀਲ ਦੇ ਕਿਨਾਰੇ ਉੱਤੇ ਸੀ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 22] ਅਤੇ ਪ੍ਰਾਰਥਨਾ ਘਰ ਦੇ ਸਰਦਾਰਾਂ ਵਿੱਚੋਂ ਜੈਰੁਸ ਨਾਮ ਦਾ ਇੱਕ ਮਨੁੱਖ ਆਇਆ ਅਤੇ ਉਹ ਨੂੰ ਵੇਖ ਕੇ ਉਹ ਦੇ ਪੈਰੀਂ ਪੈ ਗਿਆ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 23] ਅਤੇ ਉਹ ਦੀ ਬਹੁਤ ਮਿੰਨਤ ਕੀਤੀ ਜੋ ਮੇਰੀ ਛੋਟੀ ਬੇਟੀ ਬਿਮਾਰੀ ਦੇ ਕਾਰਨ ਮਰਨ ਵਾਲੀ ਹੈ, ਤੁਸੀਂ ਚੱਲ ਕੇ ਉਹ ਦੇ ਉੱਤੇ ਆਪਣੇ ਹੱਥ ਰੱਖੋ ਤਾਂ ਜੋ ਉਹ ਚੰਗੀ ਹੋ ਜਾਵੇ ਅਤੇ ਜਿਉਂਦੀ ਰਹੇ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 24] ਤਦ ਉਹ ਉਸ ਦੇ ਨਾਲ ਗਿਆ ਅਤੇ ਵੱਡੀ ਭੀੜ ਉਹ ਦੇ ਮਗਰ ਤੁਰ ਪਈ ਅਤੇ ਉਹ ਨੂੰ ਦਬਾਈ ਜਾਂਦੀ ਸੀ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 25] ਤਦ ਇੱਕ ਔਰਤ ਜਿਸ ਨੂੰ ਬਾਰਾਂ ਸਾਲਾਂ ਤੋਂ ਲਹੂ ਵਹਿਣ ਦਾ ਰੋਗ ਸੀ
[IRV | PA | NT | Mark | Chapter 5 | Verse 26] ਅਤੇ ਜਿਹਨੇ ਬਹੁਤ ਹਕੀਮਾਂ ਦੇ ਹੱਥੋਂ ਵੱਡਾ ਦੁੱਖ ਪਾਇਆ ਅਤੇ ਆਪਣਾ ਸਭ ਕੁਝ ਖ਼ਰਚ ਕਰ ਦਿੱਤਾ ਸੀ ਪਰ ਕੁਝ ਵੀ ਅਰਾਮ ਨਾ ਪਾਇਆ ਸਗੋਂ ਉਹ ਦਾ ਹੋਰ ਵੀ ਮਾੜਾ ਹਾਲ ਹੋ ਗਿਆ ਸੀ,
[IRV | PA | NT | Mark | Chapter 5 | Verse 27] ਉਹ ਯਿਸੂ ਦੀ ਖ਼ਬਰ ਸੁਣ ਕੇ ਭੀੜ ਵਿੱਚ ਪਿੱਛੋਂ ਦੀ ਹੋ ਕੇ ਆਈ ਅਤੇ ਉਹ ਦੇ ਕੱਪੜੇ ਦਾ ਪੱਲਾ ਛੂਹ ਲਿਆ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 28] ਕਿਉਂ ਜੋ ਉਹ ਆਪਣੇ ਮਨ ਵਿੱਚ ਆਖਦੀ ਸੀ, ਜੇ ਮੈਂ ਕੇਵਲ ਉਹ ਦੇ ਕੱਪੜੇ ਨੂੰ ਹੀ ਛੂਹ ਲਵਾਂ ਤਾਂ ਚੰਗੀ ਹੋ ਜਾਂਵਾਂਗੀ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 29] ਅਤੇ ਤੁਰੰਤ ਉਸ ਦੇ ਲਹੂ ਦਾ ਵਹਿਣਾ ਬੰਦ ਹੋ ਗਿਆ ਅਤੇ ਉਸ ਨੇ ਆਪਣੇ ਸਰੀਰ ਵਿੱਚ ਮਲੂਮ ਕਰ ਲਿਆ ਜੋ ਮੈਂ ਇਸ ਬਿਮਾਰੀ ਤੋਂ ਚੰਗੀ ਹੋ ਗਈ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 30] ਅਤੇ ਯਿਸੂ ਨੇ ਉਸ ਸਮੇਂ ਆਪਣੇ ਮਨ ਵਿੱਚ ਜਾਣ ਕੇ ਜੋ ਮੇਰੇ ਵਿੱਚੋਂ ਸਮਰੱਥਾ ਨਿੱਕਲੀ ਹੈ ਉਸ ਭੀੜ ਦੀ ਵੱਲ ਮੁੜ ਕੇ ਕਿਹਾ, ਮੇਰੇ ਕੱਪੜੇ ਨੂੰ ਕਿਸ ਨੇ ਛੂਹਿਆ?
[IRV | PA | NT | Mark | Chapter 5 | Verse 31] ਉਹ ਦੇ ਚੇਲਿਆਂ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਤੁਸੀਂ ਵੇਖਦੇ ਹੀ ਹੋ ਜੋ ਲੋਕ ਤੁਹਾਡੇ ਉੱਤੇ ਡਿੱਗਦੇ ਜਾਂਦੇ ਹਨ, ਅਤੇ ਤੁਸੀਂ ਆਖਦੇ ਹੋ, ਮੈਨੂੰ ਕਿਸ ਨੇ ਛੂਹਿਆ?
[IRV | PA | NT | Mark | Chapter 5 | Verse 32] ਅਤੇ ਉਸ ਨੇ ਇੱਧਰ-ਉੱਧਰ ਨਿਗਾਹ ਕੀਤੀ ਕਿ ਇਸ ਕੰਮ ਦੇ ਕਰਨ ਵਾਲੇ ਨੂੰ ਵੇਖੇ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 33] ਤਦ ਉਹ ਔਰਤ ਜੋ ਕੁਝ ਉਸ ਉੱਤੇ ਬੀਤਿਆ ਸੀ ਜਾਣ ਕੇ ਕੰਬਦੀ ਹੋਈ ਆਈ ਅਤੇ ਉਹ ਦੇ ਚਰਨਾਂ ਉੱਤੇ ਡਿੱਗ ਕੇ ਸਾਰੀ ਵਾਰਤਾ ਉਹ ਨੂੰ ਦੱਸ ਦਿੱਤੀ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 34] ਤਾਂ ਉਹ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਬੇਟੀ ਤੇਰੇ ਵਿਸ਼ਵਾਸ ਨੇ ਤੈਨੂੰ ਚੰਗਾ ਕੀਤਾ ਹੈ, ਸ਼ਾਂਤੀ ਨਾਲ ਚਲੀ ਜਾ ਅਤੇ ਆਪਣੀ ਬਿਮਾਰੀ ਤੋਂ ਬਚੀ ਰਹਿ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 35] ਉਹ ਇਹ ਗੱਲ ਕਰ ਹੀ ਰਿਹਾ ਸੀ ਕਿ ਪ੍ਰਾਰਥਨਾ ਘਰ ਦੇ ਸਰਦਾਰ ਦੇ ਘਰੋਂ ਲੋਕਾਂ ਨੇ ਆਣ ਕੇ ਆਖਿਆ, ਤੇਰੀ ਧੀ ਮਰ ਗਈ, ਗੁਰੂ ਜੀ ਨੂੰ ਕਿਉਂ ਖੇਚਲ ਪਾਉਂਦਾ ਹੈਂ?
[IRV | PA | NT | Mark | Chapter 5 | Verse 36] ਪਰ ਯਿਸੂ ਨੇ ਉਸ ਗੱਲ ਦੀ ਜੋ ਉਹ ਆਖਦੇ ਸਨ ਪਰਵਾਹ ਨਾ ਕਰ ਕੇ ਪ੍ਰਾਰਥਨਾ ਘਰ ਦੇ ਸਰਦਾਰ ਨੂੰ ਆਖਿਆ, ਨਾ ਡਰ ਕੇਵਲ ਵਿਸ਼ਵਾਸ ਕਰ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 37] ਤਾਂ ਉਸ ਨੇ ਪਤਰਸ ਅਤੇ ਯਾਕੂਬ ਅਤੇ ਯਾਕੂਬ ਦੇ ਭਰਾ ਯੂਹੰਨਾ ਦੇ ਬਿਨ੍ਹਾਂ ਹੋਰ ਕਿਸੇ ਨੂੰ ਆਪਣੇ ਨਾਲ ਆਉਣ ਨਾ ਦਿੱਤਾ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 38] ਅਤੇ ਜਦ ਉਹ ਪ੍ਰਾਰਥਨਾ ਘਰ ਦੇ ਸਰਦਾਰ ਦੇ ਘਰ ਪਹੁੰਚੇ ਤਦ ਉਸ ਨੇ ਰੌਲ਼ਾ ਪਾਉਂਦੇ ਹੋਏ ਅਤੇ ਲੋਕਾਂ ਨੂੰ ਬਹੁਤ ਰੋਂਦੇ ਕੁਰਲਾਉਂਦੇ ਹੋਏ ਵੇਖਿਆ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 39] ਅਤੇ ਅੰਦਰ ਜਾ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਤੁਸੀਂ ਕਿਉਂ ਰੌਲ਼ਾ ਪਾਉਂਦੇ ਅਤੇ ਰੋਂਦੇ ਹੋ? ਕੁੜੀ ਮਰੀ ਨਹੀਂ ਪਰ ਸੁੱਤੀ ਪਈ ਹੈ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 40] ਤਾਂ ਉਹ ਉਸ ਉੱਤੇ ਹੱਸੇ। ਪਰ ਉਹ ਸਭਨਾਂ ਨੂੰ ਬਾਹਰ ਕੱਢ ਕੇ ਕੁੜੀ ਦੇ ਮਾਂ ਪਿਉ ਅਤੇ ਆਪਣੇ ਸਾਥੀਆਂ ਨੂੰ ਨਾਲ ਲੈ ਕੇ ਜਿੱਥੇ ਕੁੜੀ ਸੀ ਉੱਥੇ ਅੰਦਰ ਗਿਆ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 41] ਅਤੇ ਉਸ ਨੇ ਕੁੜੀ ਦਾ ਹੱਥ ਫੜ੍ਹ ਕੇ ਉਹ ਨੂੰ ਕਿਹਾ “ਤਲੀਥਾ ਕੂਮੀ” ਜਿਹ ਦਾ ਅਰਥ ਇਹ ਹੈ ਕਿ ਹੇ ਕੰਨਿਆ, ਮੈਂ ਤੈਨੂੰ ਆਖਦਾ ਹਾਂ, ਉੱਠ!
[IRV | PA | NT | Mark | Chapter 5 | Verse 42] ਉਹ ਕੁੜੀ ਉਸੇ ਵੇਲੇ ਉੱਠ ਖੜੀ ਹੋਈ ਅਤੇ ਤੁਰਨ ਫਿਰਨ ਲੱਗੀ ਕਿਉਂ ਜੋ ਉਹ ਬਾਰਾਂ ਸਾਲਾਂ ਦੀ ਸੀ ਅਤੇ ਇਸ ਗੱਲ ਤੋਂ ਲੋਕ ਵੱਡੇ ਅਚੰਭੇ ਵਿੱਚ ਆਣ ਕੇ ਹੈਰਾਨ ਹੋ ਗਏ।
[IRV | PA | NT | Mark | Chapter 5 | Verse 43] ਅਤੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਹੁਕਮ ਕੀਤਾ, ਕੋਈ ਇਹ ਗੱਲ ਨਾ ਜਾਣੇ ਅਤੇ ਆਖਿਆ ਕਿ ਉਸ ਨੂੰ ਕੁਝ ਖਾਣ ਲਈ ਦਿੱਤਾ ਜਾਏ।
