[IRV | PA | NT | Mark | Chapter 12 | Verse 1] ਫੇਰ ਪ੍ਰਭੂ ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਇੱਕ ਦ੍ਰਿਸ਼ਟਾਂਤ ਦਿੱਤਾ, ਕਿ ਇੱਕ ਮਨੁੱਖ ਨੇ ਅੰਗੂਰਾਂ ਦਾ ਬਾਗ਼ ਲਾਇਆ ਅਤੇ ਉਹ ਦੇ ਚੁਫ਼ੇਰੇ ਵਾੜ ਦਿੱਤੀ ਅਤੇ ਰਸ ਲਈ ਇੱਕ ਹੋਦ ਬਣਾਇਆ ਅਤੇ ਇੱਕ ਬੁਰਜ ਉਸਾਰਿਆ ਅਤੇ ਉਹ ਨੂੰ ਮਾਲੀਆਂ ਦੇ ਹੱਥ ਸੌਂਪ ਕੇ ਆਪ ਪਰਦੇਸ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 12] ਤਦ ਉਨ੍ਹਾਂ ਨੇ ਚਾਹਿਆ ਜੋ ਉਹ ਨੂੰ ਫੜ ਲੈਣ ਪਰ ਲੋਕਾਂ ਤੋਂ ਡਰੇ ਕਿਉਂ ਜੋ ਉਨ੍ਹਾਂ ਨੇ ਜਾਣ ਲਿਆ ਭਈ ਉਸ ਨੇ ਸਾਡੇ ਉੱਤੇ ਇਹ ਦ੍ਰਿਸ਼ਟਾਂਤ ਦਿੱਤਾ ਹੈ, ਅਤੇ ਉਹ ਉਸ ਨੂੰ ਛੱਡ ਕੇ ਚਲੇ ਗਏ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 13] ਫੇਰ ਉਨ੍ਹਾਂ ਨੇ ਫ਼ਰੀਸੀਆਂ ਅਤੇ ਹੇਰੋਦੀਆਂ ਵਿੱਚੋਂ ਕਈਆਂ ਨੂੰ ਉਹ ਦੇ ਕੋਲ ਭੇਜਿਆ ਜੋ ਉਹ ਨੂੰ ਉਹ ਦੀਆਂ ਗੱਲਾਂ ਵਿੱਚ ਫਸਾਉਣ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 14] ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਆਣ ਕੇ ਉਸ ਨੂੰ ਕਿਹਾ, ਗੁਰੂ ਜੀ ਅਸੀਂ ਜਾਣਦੇ ਹਾਂ ਜੋ ਤੂੰ ਸੱਚਾ ਹੈਂ ਅਤੇ ਤੈਨੂੰ ਕਿਸੇ ਦੀ ਪਰਵਾਹ ਨਹੀਂ ਕਿਉਂ ਜੋ ਤੂੰ ਮਨੁੱਖਾਂ ਦਾ ਪੱਖਪਾਤ ਨਹੀਂ ਕਰਦਾ ਸਗੋਂ ਸਚਿਆਈ ਨਾਲ ਪਰਮੇਸ਼ੁਰ ਦਾ ਰਾਹ ਦੱਸਦਾ ਹੈਂ! ਕੈਸਰ ਨੂੰ “ਕਰ” ਦੇਣਾ ਯੋਗ ਹੈ ਕਿ ਨਹੀਂ? ਅਸੀਂ ਦੇਈਏ ਕਿ ਨਾ ਦੇਈਏ?
[IRV | PA | NT | Mark | Chapter 12 | Verse 15] ਪਰ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਦਾ ਕਪਟ ਜਾਣ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਤੁਸੀਂ ਮੈਨੂੰ ਕਿਉਂ ਪਰਤਾਉਂਦੇ ਹੋ? ਇੱਕ ਸਿੱਕਾ ਮੇਰੇ ਕੋਲ ਲਿਆਓ ਤਾਂ ਵੇਖਾਂ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 16] ਸੋ ਓਹ ਲਿਆਏ। ਤਦ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਇਹ ਮੂਰਤ ਅਤੇ ਲਿਖਤ ਕਿਸ ਦੀ ਹੈ? ਉਨ੍ਹਾਂ ਉਸ ਨੂੰ ਆਖਿਆ, ਕੈਸਰ ਦੀ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 17] ਤਦ ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਜਿਹੜੀਆਂ ਚੀਜ਼ਾਂ ਕੈਸਰ ਦੀਆਂ ਹਨ, ਸੋ ਕੈਸਰ ਨੂੰ ਦਿਓ ਅਤੇ ਜਿਹੜੀਆਂ ਚੀਜ਼ਾਂ ਪਰਮੇਸ਼ੁਰ ਦੀਆਂ ਹਨ, ਉਹ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਦਿਓ ਤਾਂ ਉਹ ਉਸ ਤੋਂ ਬਹੁਤ ਹੈਰਾਨ ਹੋਏ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 18] ਫੇਰ ਸਦੂਕੀ ਜਿਹੜੇ ਆਖਦੇ ਹਨ ਕਿ ਮੁਰਦਿਆਂ ਦਾ ਜੀ ਉੱਠਣਾ ਨਹੀਂ ਹੈ l ਉਸ ਕੋਲ ਆਏ ਅਤੇ ਉਸ ਨੂੰ ਇਹ ਸਵਾਲ ਕੀਤਾ
[IRV | PA | NT | Mark | Chapter 12 | Verse 19] ਗੁਰੂ ਜੀ, ਸਾਡੇ ਲਈ ਮੂਸਾ ਨੇ ਲਿਖਿਆ ਹੈ ਕਿ ਜੇ ਕਿਸੇ ਦਾ ਭਰਾ ਮਰ ਜਾਵੇ ਅਤੇ ਉਹ ਦੀ ਪਤਨੀ ਰਹਿ ਜਾਵੇ ਅਤੇ ਕੋਈ ਉਲਾਦ ਨਾ ਛੱਡ ਗਿਆ ਹੋਵੇ ਤਾਂ ਉਹ ਦਾ ਭਰਾ ਉਹ ਦੀ ਪਤਨੀ ਨੂੰ ਵਿਆਹ ਲਵੇ ਅਤੇ ਆਪਣੇ ਭਰਾ ਲਈ ਵੰਸ਼ ਉਤਪੰਨ ਕਰੇ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 20] ਸੱਤ ਭਰਾ ਸਨ ਅਤੇ ਪਹਿਲੇ ਨੇ ਵਿਆਹ ਕਰਾਇਆ ਅਤੇ ਬੇ-ਔਲਾਦ ਹੀ ਮਰ ਗਿਆ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 21] ਤਦ ਦੂਸਰੇ ਭਰਾ ਨੇ ਉਹ ਨੂੰ ਵਿਆਹ ਲਿਆ ਅਤੇ ਉਹ ਵੀ ਬੇ-ਔਲਾਦ ਹੀ ਮਰ ਗਿਆ, ਅਤੇ ਇਸੇ ਤਰ੍ਹਾਂ ਤੀਜੇ ਨੇ ਵੀ ਅਤੇ ਸੱਤੇ ਬੇ-ਔਲਾਦ ਹੀ ਮਰ ਗਏ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 22] ਸਾਰਿਆਂ ਦੇ ਪਿੱਛੋਂ ਉਹ ਔਰਤ ਵੀ ਮਰ ਗਈ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 23] ਸੋ ਹੁਣ ਜੀ ਉੱਠਣ ਤੋਂ ਬਾਅਦ ਉਹ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਕਿਸ ਦੀ ਪਤਨੀ ਹੋਵੇਗੀ, ਕਿਉਂ ਜੋ ਓਹ ਹੁਣ ਸੱਤਾਂ ਦੀ ਪਤਨੀ ਹੋ ਗਈ ਸੀ?
[IRV | PA | NT | Mark | Chapter 12 | Verse 24] ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਕੀ ਤੁਸੀਂ ਇਸ ਕਰ ਕੇ ਤਾਂ ਭੁੱਲ ਵਿੱਚ ਨਹੀਂ ਪਏ ਹੋ, ਕਿ ਤੁਸੀਂ ਨਾ ਪਵਿੱਤਰ ਗ੍ਰੰਥਾਂ ਨੂੰ, ਅਤੇ ਨਾ ਪਰਮੇਸ਼ੁਰ ਦੀ ਸਮਰੱਥਾ ਨੂੰ ਜਾਣਦੇ ਹੋ?
[IRV | PA | NT | Mark | Chapter 12 | Verse 25] ਕਿਉਂਕਿ ਜਦ ਮੁਰਦਿਆਂ ਵਿੱਚੋਂ ਜੀ ਉੱਠਦੇ ਹਨ ਤਾਂ ਉਹ ਨਾ ਵਿਆਹ ਕਰਦੇ ਹਨ, ਅਤੇ ਨਾ ਵਿਆਹੇ ਜਾਂਦੇ ਹਨ, ਪਰ ਸਵਰਗ ਵਿੱਚ ਦੂਤਾਂ ਵਰਗੇ ਹੋਣਗੇ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 26] ਪਰ ਮੁਰਦਿਆਂ ਦੇ ਜੀ ਉੱਠਣ ਦੇ ਬਾਰੇ ਵਿੱਚ ਕੀ ਤੁਸੀਂ ਮੂਸਾ ਦੀ ਪੋਥੀ ਵਿੱਚੋਂ ਝਾੜੀ ਦੀ ਕਥਾ ਨੂੰ ਨਹੀਂ ਪੜ੍ਹਿਆ, ਜੋ ਪਰਮੇਸ਼ੁਰ ਨੇ ਉਹ ਨੂੰ ਕਿਹਾ ਕਿ ਮੈਂ ਅਬਰਾਹਾਮ ਦਾ ਪਰਮੇਸ਼ੁਰ ਅਤੇ ਇਸਹਾਕ ਦਾ ਪਰਮੇਸ਼ੁਰ ਅਤੇ ਯਾਕੂਬ ਦਾ ਪਰਮੇਸ਼ੁਰ ਹਾਂ?
[IRV | PA | NT | Mark | Chapter 12 | Verse 27] ਉਹ ਮੁਰਦਿਆਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਤਾਂ ਨਹੀਂ ਸਗੋਂ ਜਿਉਂਦਿਆਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਹੈ। ਤੁਸੀਂ ਵੱਡੀ ਭੁੱਲ ਵਿੱਚ ਪਏ ਹੋਏ ਹੋ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 28] ਉਪਦੇਸ਼ਕਾਂ ਵਿੱਚੋਂ ਇੱਕ ਨੇ ਕੋਲ ਆਣ ਕੇ ਉਨ੍ਹਾਂ ਨਾਲ ਦਾ ਸਵਾਲ-ਜ਼ਵਾਬ ਸੁਣਿਆ ਅਤੇ ਇਹ ਸਮਝ ਕੇ ਜੋ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਚੰਗਾ ਜ਼ਵਾਬ ਦਿੱਤਾ ਹੈ ਉਹ ਨੂੰ ਪੁੱਛਿਆ, ਸਭਨਾਂ ਹੁਕਮਾਂ ਵਿੱਚੋਂ ਵੱਡਾ ਹੁਕਮ ਕਿਹੜਾ ਹੈ?
[IRV | PA | NT | Mark | Chapter 12 | Verse 29] ਪ੍ਰਭੂ ਯਿਸੂ ਨੇ ਉਸ ਨੂੰ ਜ਼ਵਾਬ ਦਿੱਤਾ, ਕਿ ਮੁੱਖ ਇਹ ਹੈ ਕਿ ਹੇ ਇਸਰਾਏਲ, ਸੁਣ, ਪ੍ਰਭੂ ਸਾਡਾ ਪਰਮੇਸ਼ੁਰ ਇੱਕੋ ਪ੍ਰਭੂ ਹੈ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 30] ਅਤੇ ਤੂੰ ਪ੍ਰਭੂ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਆਪਣੇ ਸਾਰੇ ਦਿਲ ਨਾਲ ਅਤੇ ਆਪਣੀ ਸਾਰੀ ਜਾਨ ਨਾਲ ਅਤੇ ਆਪਣੀ ਸਾਰੀ ਬੁੱਧ ਨਾਲ ਅਤੇ ਆਪਣੀ ਸਾਰੀ ਸ਼ਕਤੀ ਨਾਲ ਪਿਆਰ ਕਰ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 31] ਦੂਜਾ ਇਹ ਹੈ ਕਿ ਤੂੰ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਆਪਣੇ ਜਿਹਾ ਪਿਆਰ ਕਰ। ਇਨ੍ਹਾਂ ਤੋਂ ਵੱਡਾ ਹੋਰ ਕੋਈ ਹੁਕਮ ਨਹੀਂ ਹੈ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 32] ਤਦ ਉਸ ਉਪਦੇਸ਼ਕ ਨੇ ਉਹ ਨੂੰ ਕਿਹਾ, ਠੀਕ ਗੁਰੂ ਜੀ, ਤੁਸੀਂ ਸੱਚ ਆਖਿਆ ਭਈ ਉਹ ਇੱਕੋ ਹੀ ਹੈ, ਅਤੇ ਉਹ ਦੇ ਬਿਨ੍ਹਾਂ ਹੋਰ ਕੋਈ ਨਹੀਂ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 33] ਅਤੇ ਸਾਰੇ ਦਿਲ ਨਾਲ ਅਤੇ ਸਾਰੀ ਸਮਝ ਨਾਲ ਅਤੇ ਆਪਣੀ ਸਾਰੀ ਸ਼ਕਤੀ ਨਾਲ ਉਹ ਨੂੰ ਪਿਆਰ ਕਰਨਾ ਅਤੇ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਆਪਣੇ ਜਿਹਾ ਪਿਆਰ ਕਰਨਾ ਸਾਰੇ ਹੋਮ ਬਲੀਆਂ ਅਤੇ ਬਲੀਦਾਨਾਂ ਨਾਲੋਂ ਵੱਧਕੇ ਹੈ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 34] ਜਦੋਂ ਪ੍ਰਭੂ ਯਿਸੂ ਨੇ ਵੇਖਿਆ ਕਿ ਉਹ ਨੇ ਸਮਝ ਨਾਲ ਉੱਤਰ ਦਿੱਤਾ ਤਾਂ ਉਹ ਨੂੰ ਕਿਹਾ, ਤੂੰ ਪਰਮੇਸ਼ੁਰ ਦੇ ਰਾਜ ਤੋਂ ਦੂਰ ਨਹੀਂ ਹੈਂ, ਅਤੇ ਉਸ ਤੋਂ ਬਾਅਦ ਕਿਸੇ ਦਾ ਹੌਂਸਲਾ ਨਾ ਪਿਆ ਕਿ ਉਸ ਕੋਲੋਂ ਕੁਝ ਸਵਾਲ ਕਰੇ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 35] ਫੇਰ ਯਿਸੂ ਨੇ ਹੈਕਲ ਵਿੱਚ ਉਪਦੇਸ਼ ਕਰਦੇ ਹੋਏ ਇਹ ਕਿਹਾ ਉਪਦੇਸ਼ਕ ਕਿਉਂ ਕਹਿੰਦੇ ਹਨ ਕਿ ਮਸੀਹ ਦਾਊਦ ਦਾ ਪੁੱਤਰ ਹੈ?
[IRV | PA | NT | Mark | Chapter 12 | Verse 36] ਦਾਊਦ ਨੇ ਪਵਿੱਤਰ ਆਤਮਾ ਦੀ ਰਾਹੀਂ ਆਪੇ ਕਿਹਾ ਹੈ ਕਿ ਪ੍ਰਭੂ ਨੇ ਮੇਰੇ ਪ੍ਰਭੂ ਨੂੰ ਕਿਹਾ, ਤੂੰ ਮੇਰੇ ਸੱਜੇ ਪਾਸੇ ਬੈਠ, ਜਦ ਤੱਕ ਮੈਂ ਤੇਰੇ ਵੈਰੀਆਂ ਨੂੰ ਤੇਰੇ ਪੈਰਾਂ ਹੇਠ ਨਾ ਕਰ ਦੇਵਾਂ l
[IRV | PA | NT | Mark | Chapter 12 | Verse 37] ਦਾਊਦ ਤਾਂ ਆਪੇ ਉਹ ਨੂੰ ਪ੍ਰਭੂ ਆਖਦਾ ਹੈ ਫੇਰ ਉਹ ਉਸ ਦਾ ਪੁੱਤਰ ਕਿਵੇਂ ਹੋਇਆ? ਅਤੇ ਵੱਡੀ ਭੀੜ ਖੁਸ਼ੀ ਨਾਲ ਉਹ ਦੀ ਸੁਣਦੀ ਸੀ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 38] ਉਸ ਨੇ ਆਪਣੇ ਉਪਦੇਸ਼ ਵਿੱਚ ਕਿਹਾ, ਉਪਦੇਸ਼ਕਾਂ ਤੋਂ ਚੌਕਸ ਰਹੋ ਜਿਹੜੇ ਲੰਮੇ ਬਸਤਰ ਪਹਿਨ ਕੇ ਤੁਰਨਾਂ ਫਿਰਨਾ ਅਤੇ ਬਜ਼ਾਰਾਂ ਵਿੱਚ ਸਲਾਮ ਲੈਣ
[IRV | PA | NT | Mark | Chapter 12 | Verse 39] ਅਤੇ ਪ੍ਰਾਰਥਨਾ ਘਰਾਂ ਵਿੱਚ ਅਗਲੀਆਂ ਕੁਰਸੀਆਂ ਅਤੇ ਦਾਵਤਾਂ ਵਿੱਚ ਉੱਚੀਆਂ ਥਾਵਾਂ ਨੂੰ ਭਾਲਦੇ ਹੋ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 40] ਉਹ ਵਿਧਵਾਵਾਂ ਦੇ ਘਰਾਂ ਨੂੰ ਖਾ ਜਾਂਦੇ ਹਨ ਅਤੇ ਵਿਖਾਵੇ ਲਈ ਲੰਮੀਆਂ-ਲੰਮੀਆਂ ਪ੍ਰਾਰਥਨਾ ਕਰਦੇ ਹਨ, ਉਨ੍ਹਾਂ ਨੂੰ ਵਧੇਰੇ ਸਜ਼ਾ ਮਿਲੇਗੀ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 41] ਉਹ ਦਾਨ ਪਾਤਰ ਦੇ ਸਾਹਮਣੇ ਬੈਠ ਕੇ ਵੇਖ ਰਿਹਾ ਸੀ ਜੋ ਲੋਕ ਦਾਨ ਪਾਤਰ ਵਿੱਚ ਕਿਸ ਤਰ੍ਹਾਂ ਦਾਨ ਪਾਉਂਦੇ ਹਨ ਅਤੇ ਬਥੇਰੇ ਧਨਵਾਨਾਂ ਨੇ ਬਹੁਤ ਕੁਝ ਪਾਇਆ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 42] ਅਤੇ ਇੱਕ ਕੰਗਾਲ ਵਿਧਵਾ ਨੇ ਆ ਕੇ ਦੋ ਦਮੜੀਆਂ ਪਾਈਆਂ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 43] ਤਾਂ ਉਹ ਨੇ ਆਪਣੇ ਚੇਲਿਆਂ ਨੂੰ ਕੋਲ ਬੁਲਾ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ ਕਿ ਜਿਹੜੇ ਦਾਨ ਪਾਤਰ ਵਿੱਚ ਪਾਉਂਦੇ ਹਨ ਉਨ੍ਹਾਂ ਸਭ ਨਾਲੋਂ ਇਸ ਕੰਗਾਲ ਵਿਧਵਾ ਨੇ ਜਿਆਦਾ ਪਾਇਆ।
[IRV | PA | NT | Mark | Chapter 12 | Verse 44] ਕਿਉਂ ਜੋ ਸਭਨਾਂ ਨੇ ਆਪਣੇ ਬਹੁਤੇ ਮਾਲ ਵਿੱਚੋਂ ਕੁਝ ਪਾਇਆ ਪਰ ਇਸ ਨੇ ਆਪਣੀ ਥੁੜ ਵਿੱਚੋਂ ਜੋ ਕੁਝ ਇਹ ਦਾ ਸੀ ਅਰਥਾਤ ਆਪਣੀ ਸਾਰੀ ਪੂੰਜੀ ਪਾ ਦਿੱਤੀ।
