[IRV | PA | NT | Mark | Chapter 7 | Verse 1] ਫ਼ਰੀਸੀ ਅਤੇ ਕਈ ਉਪਦੇਸ਼ਕ ਯਰੂਸ਼ਲਮ ਤੋਂ ਆ ਕੇ ਪ੍ਰਭੂ ਯਿਸੂ ਦੇ ਕੋਲ ਇਕੱਠੇ ਹੋਏ।
[IRV | PA | NT | Mark | Chapter 7 | Verse 26] ਉਹ ਔਰਤ ਯੂਨਾਨੀ ਅਤੇ ਜਨਮ ਦੀ ਸੂਰੁਫੈਨੀ ਸੀ। ਉਸ ਨੇ ਉਹ ਦੇ ਅੱਗੇ ਅਰਜ਼ ਕੀਤੀ ਜੋ ਤੁਸੀਂ ਮੇਰੀ ਬੇਟੀ ਵਿੱਚੋਂ ਭੂਤ ਕੱਢ ਦਿਓ।
[IRV | PA | NT | Mark | Chapter 7 | Verse 27] ਪਰ ਉਹ ਨੇ ਉਸ ਨੂੰ ਕਿਹਾ, ਪਹਿਲਾਂ ਬਾਲਕਾਂ ਨੂੰ ਰੱਜ ਕੇ ਖਾਣ ਦੇ ਕਿਉਂ ਜੋ ਬਾਲਕਾਂ ਦੀ ਰੋਟੀ ਲੈ ਕੇ ਕਤੂਰਿਆਂ ਨੂੰ ਪਾਉਣੀ ਚੰਗੀ ਨਹੀਂ ਹੈ।
[IRV | PA | NT | Mark | Chapter 7 | Verse 28] ਉਸ ਨੇ ਉਹ ਨੂੰ ਉੱਤਰ ਦਿੱਤਾ, ਠੀਕ ਹੈ ਪ੍ਰਭੂ ਜੀ, ਕਤੂਰੇ ਵੀ ਤਾਂ ਮੇਜ਼ ਦੇ ਹੇਠ ਬਾਲਕਾਂ ਦੇ ਚੂਰੇ-ਭੂਰੇ ਖਾਂਦੇ ਹਨ।
[IRV | PA | NT | Mark | Chapter 7 | Verse 29] ਤਦ ਉਹ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਇਸ ਗੱਲ ਦੇ ਕਾਰਨ ਚੱਲੀ ਜਾ। ਭੂਤ ਤੇਰੀ ਬੇਟੀ ਵਿੱਚੋਂ ਨਿੱਕਲ ਗਿਆ ਹੈ।
[IRV | PA | NT | Mark | Chapter 7 | Verse 30] ਅਤੇ ਉਸ ਨੇ ਆਪਣੇ ਘਰ ਜਾ ਕੇ ਵੇਖਿਆ ਜੋ ਲੜਕੀ ਮੰਜੇ ਉੱਤੇ ਲੰਮੀ ਪਈ ਹੋਈ ਹੈ ਅਤੇ ਭੂਤ ਉਸ ਵਿੱਚੋਂ ਨਿੱਕਲ ਗਿਆ ਹੈ।
[IRV | PA | NT | Mark | Chapter 7 | Verse 31] ਉਹ ਫੇਰ ਸੂਰ ਦੀਆਂ ਹੱਦਾਂ ਤੋਂ ਨਿੱਕਲ ਕੇ ਸੈਦਾ ਦੇ ਰਾਹ ਦਿਕਾਪੁਲਿਸ ਦੀਆਂ ਹੱਦਾਂ ਵਿੱਚੋਂ ਦੀ ਹੋ ਕੇ ਗਲੀਲ ਦੀ ਝੀਲ ਨੂੰ ਗਿਆ।
[IRV | PA | NT | Mark | Chapter 7 | Verse 32] ਅਤੇ ਲੋਕਾਂ ਨੇ ਇੱਕ ਬੋਲੇ ਨੂੰ ਜਿਹੜਾ ਥਥਲਾ ਵੀ ਸੀ ਉਸ ਦੇ ਕੋਲ ਲਿਆ ਕੇ ਉਸ ਦੀ ਮਿੰਨਤ ਕੀਤੀ ਜੋ ਉਸ ਉੱਤੇ ਆਪਣਾ ਹੱਥ ਰੱਖੇ।
[IRV | PA | NT | Mark | Chapter 7 | Verse 33] ਉਹ ਉਸ ਨੂੰ ਭੀੜ ਤੋਂ ਅਲੱਗ ਲੈ ਗਿਆ ਅਤੇ ਆਪਣੀਆਂ ਉਂਗਲੀਆਂ ਉਹ ਦੇ ਕੰਨਾਂ ਵਿੱਚ ਦਿੱਤੀਆਂ ਅਤੇ ਥੁੱਕ ਕੇ ਉਹ ਦੀ ਜੀਭ ਛੂਹੀ।
[IRV | PA | NT | Mark | Chapter 7 | Verse 34] ਅਤੇ ਅਕਾਸ਼ ਵੱਲ ਵੇਖ ਕੇ ਹਾਉਕਾ ਭਰਿਆ ਅਤੇ ਉਹ ਨੂੰ ਆਖਿਆ “ਇੱਫਤਾ” ਅਰਥਾਤ “ਖੁੱਲ੍ਹ ਜਾ”।
[IRV | PA | NT | Mark | Chapter 7 | Verse 35] ਅਤੇ ਉਹ ਦੇ ਕੰਨ ਖੁੱਲ੍ਹ ਗਏ ਅਤੇ ਉਹ ਦੀ ਜੀਭ ਦਾ ਅਟਕਣਾ ਜਾਂਦਾ ਰਿਹਾ ਅਤੇ ਉਹ ਸਾਫ਼ ਬੋਲਣ ਲੱਗ ਪਿਆ।
[IRV | PA | NT | Mark | Chapter 7 | Verse 36] ਤਦ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਤਗੀਦ ਨਾਲ ਆਖਿਆ ਜੋ ਕਿਸੇ ਕੋਲ ਨਾ ਆਖਣਾ! ਪਰ ਜਿੰਨੀ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਤਗੀਦ ਕੀਤੀ ਉਹ ਉਨ੍ਹਾਂ ਹੀ ਉਸ ਗੱਲ ਨੂੰ ਹੋਰ ਵੀ ਬਹੁਤ ਉਜਾਗਰ ਕਰਦੇ ਰਹੇ।
[IRV | PA | NT | Mark | Chapter 7 | Verse 37] ਅਤੇ ਲੋਕ ਬਹੁਤ ਹੈਰਾਨ ਹੋ ਕੇ ਬੋਲੇ ਕਿ ਉਹ ਨੇ ਸੱਭੋ ਕੁਝ ਚੰਗਾ ਕੀਤਾ ਹੈ! ਉਹ ਬੋਲ਼ਿਆਂ ਨੂੰ ਸੁਣਨ ਅਤੇ ਗੂੰਗਿਆਂ ਨੂੰ ਬੋਲਣ ਦੀ ਸ਼ਕਤੀ ਦਿੰਦਾ ਹੈ!
