[IRV | PA | NT | Mark | Chapter 4 | Verse 1] ਉਹ ਫੇਰ ਝੀਲ ਦੇ ਕਿਨਾਰੇ ਉੱਤੇ ਲੋਕਾਂ ਨੂੰ ਉਪਦੇਸ਼ ਦੇਣ ਲੱਗਾ ਅਤੇ ਐਨੀ ਵੱਡੀ ਭੀੜ ਉਹ ਦੇ ਕੋਲ ਇਕੱਠੀ ਹੋਈ ਜੋ ਉਹ ਝੀਲ ਵਿੱਚ ਇੱਕ ਬੇੜੀ ਉੱਤੇ ਚੜ੍ਹ ਬੈਠਾ ਅਤੇ ਸਾਰੀ ਭੀੜ ਝੀਲ ਦੇ ਕਿਨਾਰੇ ਧਰਤੀ ਉੱਤੇ ਰਹੀ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 17] ਅਤੇ ਆਪਣੇ ਵਿੱਚ ਜੜ੍ਹ ਨਹੀਂ ਰੱਖਦੇ ਹਨ ਪਰ ਥੋੜ੍ਹਾ ਸਮਾਂ ਰਹਿੰਦੇ ਹਨ ਅਤੇ ਜਦੋਂ ਬਚਨ ਦੇ ਕਾਰਨ ਦੁੱਖ ਵਿੱਚ ਪੈਂਦੇ ਜਾਂ ਸਤਾਏ ਜਾਂਦੇ ਹਨ ਤਾਂ ਝੱਟ ਠੋਕਰ ਖਾਂਦੇ ਹਨ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 18] ਅਤੇ ਹੋਰ ਉਹ ਹਨ ਜਿਹੜੇ ਝਾੜੀਆਂ ਵਿੱਚ ਬੀਜੇ ਜਾਂਦੇ। ਇਹ ਉਹ ਹਨ ਜਿਨ੍ਹਾਂ ਨੇ ਬਚਨ ਨੂੰ ਸੁਣਿਆ
[IRV | PA | NT | Mark | Chapter 4 | Verse 19] ਅਤੇ ਸੰਸਾਰ ਦੀ ਚਿੰਤਾ ਤੇ ਧਨ ਦਾ ਧੋਖਾ ਅਤੇ ਹੋਰਨਾਂ ਚੀਜ਼ਾਂ ਦਾ ਲੋਭ ਆਣ ਕੇ ਬਚਨ ਨੂੰ ਦਬਾ ਲੈਂਦਾ ਹੈ ਅਤੇ ਉਹ ਬੇਫੱਲ ਰਹਿ ਜਾਂਦਾ ਹੈ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 20] ਅਤੇ ਜਿਹੜੇ ਚੰਗੀ ਜ਼ਮੀਨ ਵਿੱਚ ਬੀਜੇ ਗਏ ਸਨ ਸੋ ਉਹ ਲੋਕ ਹਨ ਜਿਹੜੇ ਬਚਨ ਨੂੰ ਸੁਣ ਕੇ ਮੰਨ ਲੈਂਦੇ ਅਤੇ ਫਲ ਦਿੰਦੇ ਹਨ, ਕੁਝ ਤੀਹ ਗੁਣਾ ਕੁਝ ਸੱਠ ਗੁਣਾ ਕੁਝ ਸੌ ਗੁਣਾ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 21] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਕੀ ਦੀਵਾ ਇਸ ਲਈ ਲਿਆਉਂਦੇ ਹਨ ਕਿ ਟੋਕਰੇ ਜਾਂ ਮੰਜੇ ਥੱਲੇ ਰੱਖਿਆ ਜਾਵੇ, ਕੀ ਇਸ ਲਈ ਨਹੀਂ ਕੀ ਉਹ ਦੀਵਟ ਉੱਤੇ ਰੱਖਿਆ ਜਾਵੇ?
[IRV | PA | NT | Mark | Chapter 4 | Verse 22] ਕੋਈ ਚੀਜ਼ ਗੁਪਤ ਨਹੀਂ ਪਰ ਇਸ ਲਈ ਜੋ ਉਹ ਪਰਗਟ ਕੀਤੀ ਜਾਏ ਅਤੇ ਨਾ ਕੋਈ ਵਸਤੂ ਛਿਪਾਈ ਗਈ ਪਰ ਇਸ ਲਈ ਜੋ ਉਹ ਉਜਾਗਰ ਹੋਵੇ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 23] ਜੇ ਕਿਸੇ ਦੇ ਸੁਣਨ ਦੇ ਕੰਨ ਹੋਣ ਤਾਂ ਉਹ ਸੁਣੇ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 24] ਫੇਰ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਚੌਕਸ ਰਹੋ ਜੋ ਕੀ ਸੁਣਦੇ ਹੋ! ਜਿਸ ਮਾਪ ਨਾਲ ਤੁਸੀਂ ਮਿਣਦੇ ਹੋ ਉਸੇ ਨਾਲ ਤੁਹਾਡੇ ਲਈ ਮਿਣਿਆ ਜਾਵੇਗਾ ਅਤੇ ਤੁਹਾਨੂੰ ਵਧੀਕ ਦਿੱਤਾ ਜਾਵੇਗਾ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 25] ਕਿਉਂਕਿ ਜਿਹ ਦੇ ਕੋਲ ਕੁਝ ਹੈ ਉਹ ਨੂੰ ਦਿੱਤਾ ਜਾਵੇਗਾ ਅਤੇ ਜਿਸ ਦੇ ਕੋਲ ਨਹੀਂ ਉਸ ਤੋਂ ਜੋ ਕੁਝ ਹੈ ਸੋ ਵੀ ਲੈ ਲਿਆ ਜਾਵੇਗਾ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 26] ਫੇਰ ਉਹ ਨੇ ਕਿਹਾ, ਪਰਮੇਸ਼ੁਰ ਦਾ ਰਾਜ ਇਹੋ ਜਿਹਾ ਹੈ ਜਿਵੇਂ ਕੋਈ ਮਨੁੱਖ ਜ਼ਮੀਨ ਵਿੱਚ ਬੀਜ ਬੀਜੇ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 27] ਅਤੇ ਬੀਜ ਬੀਜਣ ਵਾਲਾ ਰਾਤ ਨੂੰ ਸੌਂਦਾ ਅਤੇ ਦਿਨ ਵੇਲੇ ਜਾਗਦਾ, ਪਰ ਉਹ ਨਹੀਂ ਜਾਣਦਾ ਕਿ ਬੀਜ ਕਿਵੇਂ ਉੱਗ ਪਿਆ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 28] ਜ਼ਮੀਨ ਤਾਂ ਆਪਣੇ ਆਪ ਫਲ ਲਿਆਉਂਦੀ ਹੈ, ਪਹਿਲਾਂ ਅੰਕੂਰ, ਫੇਰ ਸਿੱਟਾ, ਫੇਰ ਸਿੱਟੇ ਵਿੱਚ ਸਾਬਤ ਦਾਣੇ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 29] ਅਤੇ ਜਦੋਂ ਫ਼ਸਲ ਪੱਕ ਜਾਂਦੀ ਹੈ ਤਾਂ ਉਹ ਝੱਟ ਦਾਤੀ ਲਾਉਂਦਾ ਹੈ ਕਿਉਂ ਜੋ ਵਾਢੀ ਦਾ ਵੇਲਾ ਆ ਗਿਆ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 30] ਫੇਰ ਉਹ ਨੇ ਕਿਹਾ, ਅਸੀਂ ਪਰਮੇਸ਼ੁਰ ਦੇ ਰਾਜ ਨੂੰ ਕਿਹ ਦੇ ਵਰਗਾ ਦੱਸੀਏ ਜਾਂ ਉਹ ਦੇ ਲਈ ਕਿਹੜਾ ਦ੍ਰਿਸ਼ਟਾਂਤ ਦੇਈਏ?
[IRV | PA | NT | Mark | Chapter 4 | Verse 31] ਉਹ ਇੱਕ ਰਾਈ ਦੇ ਦਾਣੇ ਵਰਗਾ ਹੈ ਕਿ ਜਦ ਜ਼ਮੀਨ ਵਿੱਚ ਬੀਜਿਆ ਜਾਂਦਾ ਹੈ ਤਾਂ ਜ਼ਮੀਨ ਦੇ ਸਭਨਾਂ ਬੀਜਾਂ ਨਾਲੋਂ ਛੋਟਾ ਹੈ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 32] ਪਰ ਜਦ ਬੀਜਿਆ ਗਿਆ ਤਦ ਉੱਗਦਾ ਹੈ ਅਤੇ ਸਾਰਿਆਂ ਪੋਦਿਆਂ ਨਾਲੋਂ ਵੱਡਾ ਹੋ ਜਾਂਦਾ ਹੈ ਅਤੇ ਅਜਿਹੀਆਂ ਵੱਡੀਆਂ ਟਹਿਣੀਆਂ ਫੁੱਟਦੀਆਂ ਹਨ ਜੋ ਅਕਾਸ਼ ਦੇ ਪੰਛੀ ਉਹ ਦੀ ਛਾਇਆ ਵਿੱਚ ਵਸੇਰਾ ਕਰ ਸਕਦੇ ਹਨ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 33] ਉਹ ਇਹੋ ਜਿਹਿਆਂ ਬਹੁਤ ਦ੍ਰਿਸ਼ਟਾਂਤਾਂ ਵਿੱਚ ਉਨ੍ਹਾਂ ਨਾਲ ਬਚਨ ਕਰਦਾ ਸੀ ਜਿਸ ਤਰ੍ਹਾਂ ਉਹ ਸਮਝ ਸਕਦੇ ਸਨ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 34] ਅਤੇ ਬਿਨ੍ਹਾਂ ਦ੍ਰਿਸ਼ਟਾਂਤ ਤੋਂ ਉਹ ਉਨ੍ਹਾਂ ਨਾਲ ਨਹੀਂ ਸੀ ਬੋਲਦਾ ਪਰ ਇਕਾਂਤ ਵਿੱਚ ਉਹ ਆਪਣੇ ਹੀ ਚੇਲਿਆਂ ਨੂੰ ਸਭ ਕੁਝ ਖੋਲ੍ਹ ਕੇ ਦੱਸਦਾ ਸੀ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 35] ਉਸੇ ਦਿਨ ਜਦੋਂ ਸ਼ਾਮ ਹੋਈ ਤਾਂ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਆਓ ਅਸੀਂ ਉਸ ਪਾਰ ਚੱਲੀਏ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 36] ਅਤੇ ਉਹ ਭੀੜ ਨੂੰ ਛੱਡ ਕੇ ਜਿਵੇਂ ਉਹ ਬੇੜੀ ਉੱਤੇ ਸੀ ਤਿਵੇਂ ਹੀ ਉਹ ਨੂੰ ਲੈ ਚੱਲੇ ਅਤੇ ਹੋਰ ਬੇੜੀਆਂ ਵੀ ਉਹ ਦੇ ਨਾਲ ਸਨ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 37] ਤਦ ਇੱਕ ਵੱਡਾ ਤੂਫ਼ਾਨ ਆਇਆ, ਅਨ੍ਹੇਰੀ ਵਗੀ ਅਤੇ ਲਹਿਰਾਂ ਬੇੜੀ ਉੱਤੇ ਐਥੋਂ ਤੱਕ ਪਹੁੰਚ ਗਈਆਂ ਜੋ ਬੇੜੀ ਪਾਣੀ ਨਾਲ ਭਰ ਚੱਲੀ ਸੀ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 38] ਅਤੇ ਯਿਸੂ ਆਪ ਬੇੜੀ ਦੇ ਪਿਛਲੇ ਸਿਰੇ ਵੱਲ ਇੱਕ ਸਿਰਾਹਣਾ ਰੱਖ ਕੇ ਸੁੱਤੇ ਪਏ ਸਨ। ਤਦ ਉਨ੍ਹਾਂ ਨੇ ਉਹ ਨੂੰ ਜਗਾਇਆ ਅਤੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਗੁਰੂ ਜੀ ਤੁਹਾਨੂੰ ਸਾਡਾ ਕੋਈ ਫ਼ਿਕਰ ਨਹੀਂ ਜੋ ਅਸੀਂ ਡੁੱਬ ਚੱਲੇ ਹਾਂ?
[IRV | PA | NT | Mark | Chapter 4 | Verse 39] ਤਦ ਉਸ ਨੇ ਉੱਠ ਕੇ ਤੂਫ਼ਾਨ ਨੂੰ ਝਿੜਕਿਆ ਅਤੇ ਝੀਲ ਨੂੰ ਕਿਹਾ, ਚੁੱਪ ਕਰ ਥੰਮ੍ਹ ਜਾ! ਅਤੇ ਤੂਫ਼ਾਨ ਥੰਮ੍ਹ ਗਿਆ ਅਤੇ ਵੱਡਾ ਚੈਨ ਹੋ ਗਿਆ।
[IRV | PA | NT | Mark | Chapter 4 | Verse 40] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਤੁਸੀਂ ਕਿਉਂ ਡਰਦੇ ਹੋ? ਅਜੇ ਤੱਕ ਤੁਹਾਨੂੰ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਆਇਆ?
[IRV | PA | NT | Mark | Chapter 4 | Verse 41] ਤਾਂ ਉਹ ਬਹੁਤ ਡਰ ਗਏ ਅਤੇ ਆਪਸ ਵਿੱਚ ਕਹਿਣ ਲੱਗੇ, ਇਹ ਕੌਣ ਹੈ ਕਿ ਤੂਫ਼ਾਨ ਅਤੇ ਝੀਲ ਵੀ ਉਹ ਦੀ ਗੱਲ ਮੰਨ ਲੈਂਦੇ ਹਨ?
