[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 1] So all Israel was recorded in the genealogies written in the Book of the Kings of Israel. But Judah was exiled to Babylon because of their unfaithfulness.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 24] The gatekeepers were stationed on the four sides: east, west, north, and south.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 25] Their relatives came from their villages at fixed times to serve with them for seven-day periods.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 26] But the four chief gatekeepers, who were Levites, were entrusted with the rooms and the treasuries of the house of God.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 27] They would spend the night stationed around the house of God, because they were responsible for guarding it and opening it every morning.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 28] Some of them were in charge of the articles used in worship, to count them whenever they were brought in or taken out.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 29] Others were put in charge of the furnishings and other articles of the sanctuary, as well as the fine flour, wine, oil, frankincense, and spices.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 30] And some of the sons of the priests mixed the spices.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 31] A Levite named Mattithiah, the firstborn son of Shallum the Korahite, was entrusted with baking the bread.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 32] Some of their Kohathite brothers were responsible for preparing the rows of the showbread every Sabbath.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 33] Those who were musicians, the heads of Levite families, stayed in the temple chambers and were exempt from other duties because they were on duty day and night.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 34] All these were heads of Levite families, chiefs according to their genealogies, and they lived in Jerusalem.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 35] Jeiel the father of Gibeon lived in Gibeon. His wife’s name was Maacah.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 36] Abdon was his firstborn son, then Zur, Kish, Baal, Ner, Nadab,
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 37] Gedor, Ahio, Zechariah, and Mikloth.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 38] Mikloth was the father of Shimeam. They too lived alongside their relatives in Jerusalem.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 39] Ner was the father of Kish, Kish was the father of Saul, and Saul was the father of Jonathan, Malchishua, Abinadab, and Esh-baal.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 40] The son of Jonathan: Merib-baal, who was the father of Micah.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 41] The sons of Micah: Pithon, Melech, Tahrea, and Ahaz.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 42] Ahaz was the father of Jarah; Jarah was the father of Alemeth, Azmaveth, and Zimri; and Zimri was the father of Moza.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 43] Moza was the father of Binea. Rephaiah was his son, Elasah his son, and Azel his son.
[BSB | EN | OT | 1 Chronicles | Chapter 9 | Verse 44] And Azel had six sons, and these were their names: Azrikam, Bocheru, Ishmael, Sheariah, Obadiah, and Hanan. These were the sons of Azel.
