[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 1] જયારે કોટનું બાંધકામ પૂરું થયું અને મેં દરવાજાઓ ઊભા કર્યા, ત્યારે દ્વારપાળો, ગાનારાઓ તથા લેવીઓની નિમણૂક કરવામાં આવી.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 19] બિગ્વાયના વંશજો બે હજાર સડસઠ,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 20] આદીનના વંશજો છસો પંચાવન,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 21] હિઝકિયાના આટેરના વંશજો અઠ્ઠાણું,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 22] હાશુમના વંશજો ત્રણસો અઠ્ઠાવીસ.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 23] બેસાયના વંશજો ત્રણસો ચોવીસ,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 24] હારીફના વંશજો એકસો બાર,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 25] ગિબ્યોનના વંશજો પંચાણું
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 26] બેથલેહેમ તથા નટોફાથી એકસો ઈઠ્યાસી.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 27] અનાથોથના વંશજો એકસો ઈઠ્યાસી,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 28] બેથ-આઝમાવેથના વંશજો બેતાળીસ,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 29] કિર્યાથ-યારીમના કફીરાના તથા બેરોથના વંશજો સાતસો તેંતાળીસ,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 30] રામા તથા ગેબાના વંશજો છસો એકવીસ.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 31] મિખ્માશના વંશજો એકસો બાવીસ,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 32] બેથેલના તથા આયના વંશજો એકસો ત્રેવીસ,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 33] નબોના વંશજો બાવન,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 34] બીજા એલામના વંશજો એક હજાર બસો ચોપન.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 35] હારીમના વંશજો ત્રણસો વીસ,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 36] યરીખોના વંશજો ત્રણસો પિસ્તાળીસ,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 37] લોદના, હાદીદના તથા ઓનોના વંશજો સાતસો એકવીસ,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 38] સનાઆહના વંશજો ત્રણ હજાર નવસો ત્રીસ.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 39] યાજકો: યદાયાના વંશજો, યેશૂઆના કુટુંબનાં નવસો તોંતેર,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 40] ઈમ્મેરના વંશજો એક હજાર બાવન,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 41] પાશહૂરના વંશજો એક હજાર બસો સુડતાળીસ,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 42] હારીમના વંશજો એક હજાર સત્તર.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 43] લેવીઓ: યેશૂઆના તથા કાદમીએલના વંશજો, હોદેવાના વંશજોમાંના ચુંમોતેર.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 44] ગાનારાઓ: આસાફના વંશજો એકસો અડતાળીસ.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 45] દ્વારપાળો: શાલ્લુમના વંશજો, આટેરના વંશજો, ટાલ્મોનના વંશજો, આક્કુબના વંશજો, હટીટાના વંશજો અને શોબાયના વંશજો એક સો આડત્રીસ.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 46] ભક્તિસ્થાનના સેવકો: સીહાના વંશજો, હસૂફાના વંશજો, ટાબ્બાઓથના વંશજો,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 47] કેરોસના વંશજો, સીઆના વંશજો, પાદોનના વંશજો,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 48] લબાનાના વંશજો, હગાબાના વંશજો, શાલ્માયના વંશજો,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 49] હાનાનના વંશજો, ગિદ્દેલના વંશજો, ગહારના વંશજો.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 50] રાયાના વંશજો, રસીનના વંશજો, નકોદાના વંશજો,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 51] ગાઝ્ઝામના વંશજો, ઉઝઝાના વંશજો, પાસેઆના વંશજો,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 52] બેસાઈના વંશજો, મેઉનીમના વંશજો, નફીસીમના વંશજો.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 53] બાકબુકના વંશજો, હાકૂફાના વંશજો, હાર્હૂરના વંશજો,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 54] બાસ્લીથના વંશજો, મહિદાના વંશજો, હાર્શાના વંશજો,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 55] બાર્કોસના વંશજો, સીસરાના વંશજો, તેમાના વંશજો,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 56] નસીઆના વંશજો અને હટીફાના વંશજો.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 57] સુલેમાનના સેવકોના વંશજો: સોટાયના વંશજો, સોફેરેથના વંશજો, પરીદાના વંશજો,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 58] યાલાના વંશજો, દાર્કોનના વંશજો, ગિદ્દેલના વંશજો,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 59] શફાટયાના વંશજો, હાટ્ટીલના વંશજો, પોખરેથ-હાસ્સબાઈમના વંશજો અને આમોનના વંશજો.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 60] ભક્તિસ્થાનના સેવકો તથા સુલેમાનના સર્વ સેવકો મળીને ત્રણસો બાણું હતા.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 61] તેલ-મેલાહ, તેલ-હાર્શા, કરુબ, આદ્દોન તથા ઈમ્મેરમાંથી જેઓ પાછા આવ્યા હતા તે આ છે: પણ તેઓ ઇઝરાયલીઓમાંના હતા કે નહિ એ વિષે તેઓ પોતપોતાના પૂર્વજોના કુટુંબો તથા પોતપોતાના વંશજો બતાવી શક્યા નહિ.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 62] દલાયાના વંશજો, ટોબિયાના વંશજો તથા નકોદાના વંશજો છસો બેતાળીસ.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 63] યાજકોમાંના: હબાયાના વંશજો, હાક્કોસના વંશજો અને બાર્ઝિલ્લાયના વંશજો. બાર્ઝિલ્લાયે ગિલ્યાદી દીકરીઓમાંથી એકની સાથે લગ્ન કર્યું હતું, તેથી તેઓનાં નામ પરથી તેનું નામ એ પડ્યું.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 64] જેઓ વંશાવળી પ્રમાણે ગણવામાં આવ્યા તેઓમાં તેઓએ પોતાની નોંધ શોધી, પણ તે મળી નહિ, માટે તેઓ યાજકપદમાંથી ફરિગ કરાયા.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 65] આગેવાનોએ તેઓને કહ્યું કે ઉરીમ અને તુમ્મીમ ધારણ કરનાર એક યાજક ઊભો થાય નહિ ત્યાં સુધી તેઓએ પરમપવિત્ર વસ્તુઓમાંથી ખાવું નહિ.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 66] સર્વ લોકો મળીને બેતાળીસ હજાર ત્રણસો સાઠ માણસો હતા.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 67] તે ઉપરાંત તેઓના દાસો તથા દાસીઓ મળીને સાત હજાર ત્રણસો સાડત્રીસ હતા. તેઓમાં ગાનારાઓ તથા ગાનારીઓ બસો પિસ્તાળીસ હતા.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 68] તેઓના ઘોડા સાતસો છત્રીસ હતા, તેઓનાં ખચ્ચર બસો પિસ્તાળીસ હતાં,
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 69] તેઓનાં ઊંટો ચારસો પાંત્રીસ અને તેઓના ગધેડાં છ હજાર સાતસો વીસ હતાં.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 70] પૂર્વજોનાં કુટુંબોમાંના મુખ્ય આગેવાનોમાંથી કેટલાકે આ કામને માટે ભેટ આપી હતી. મુખ્ય સૂબાએ એક હજાર દારીક સોનું, પચાસ પાત્રો અને પાંચસો ત્રીસ યાજકવસ્ત્રો ભંડારમાં આપ્યાં હતા.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 71] પૂર્વજોનાં કુટુંબોના આગેવાનોમાંથી કેટલાકે વીસ હજાર દારીક સોનું તથા બે હજાર બસો માનેહ ચાંદી ભંડારમાં આપ્યાં હતાં.
[IRV | GU | OT | Nehemiah | Chapter 7 | Verse 72] બાકીના લોકોએ જે આપ્યું તે વીસ હજાર દારીક, બે હજાર માનેહ ચાંદી તથા સડસઠ યાજકવસ્ત્ર હતાં.
