[DRA | EN | OT | Numbers | Chapter 32 | Verse 1] And the sons of Ruben and Gad had many flocks of cattle, and their substance in beasts was infinite. And when they saw the lands of Jazer and Galaad fit for feeding cattle,
[DRA | EN | OT | Numbers | Chapter 32 | Verse 16] But they coming near, said: We will make sheepfolds, and stalls for our cattle, and strong cities for our children:
[DRA | EN | OT | Numbers | Chapter 32 | Verse 17] And we ourselves will go armed and ready for battle before the children of Israel, until we bring them in unto their places. Our little ones, and all we have, shall be in walled cities, for fear of the ambushes of the inhabitants.
[DRA | EN | OT | Numbers | Chapter 32 | Verse 18] We will not return into our houses until the children of Israel possess their inheritance:
[DRA | EN | OT | Numbers | Chapter 32 | Verse 19] Neither will we seek any thing beyond the Jordan, because we have already our possession on the east side thereof,
[DRA | EN | OT | Numbers | Chapter 32 | Verse 20] And Moses said to them: If you do what you promise, go on well appointed for war before the Lord:
[DRA | EN | OT | Numbers | Chapter 32 | Verse 21] And let every fighting man pass over the Jordan, until the Lord overthrow his enemies:
[DRA | EN | OT | Numbers | Chapter 32 | Verse 22] And all the land be brought under him, then shall you be blameless before the Lord and before Israel, and you shall obtain the countries that you desire, before the Lord.
[DRA | EN | OT | Numbers | Chapter 32 | Verse 23] But if you do not what you say, no man can doubt but you sin against God: and know ye, that your sin shall overtake you.
[DRA | EN | OT | Numbers | Chapter 32 | Verse 24] Build therefore cities for your children, and folds and stalls for your sheep and beasts, and accomplish what you have promised.
[DRA | EN | OT | Numbers | Chapter 32 | Verse 25] And the children of Gad and Ruben said to Moses: We are thy servants, we will do what my lord commandeth.
[DRA | EN | OT | Numbers | Chapter 32 | Verse 26] We will leave our children, and our wives and sheep and cattle, in the cities of Galaad:
[DRA | EN | OT | Numbers | Chapter 32 | Verse 27] And we thy servants all well appointed will march on to the war, as thou, my lord, speakest.
[DRA | EN | OT | Numbers | Chapter 32 | Verse 28] Moses therefore commanded Eleazar the priest, and Josue the son of Nun, and the princes of the families of all the tribes of Israel, and said to them:
[DRA | EN | OT | Numbers | Chapter 32 | Verse 29] If the children of Gad, and the children of Ruben pass with you over the Jordan, all armed for war before the Lord, and the land be made subject to you: give them Galaad in possession.
[DRA | EN | OT | Numbers | Chapter 32 | Verse 30] But if they will not pass armed with you into the land of Chanaan, let them receive places to dwell in among you.
[DRA | EN | OT | Numbers | Chapter 32 | Verse 31] And the children of Gad, and the children of Ruben answered: As the Lord hath spoken to his servants, so will we do:
[DRA | EN | OT | Numbers | Chapter 32 | Verse 32] We will go armed before the Lord into the land of Chanaan, and we confess that we have already received our possession beyond the Jordan.
[DRA | EN | OT | Numbers | Chapter 32 | Verse 33] Moses therefore gave to the children of Cad and of Ruben, and to the half tribe of Manasses the son of Joseph, the kingdom of Sehon king of the Amorrhites, and the kingdom of Og king of Basan, and their land and the cities thereof round about.
[DRA | EN | OT | Numbers | Chapter 32 | Verse 34] And the sons of Cad built Dibon, and Ataroth, and Aroer,
[DRA | EN | OT | Numbers | Chapter 32 | Verse 35] And Etroth, and Sophan, and Jazer, and Jegbaa,
[DRA | EN | OT | Numbers | Chapter 32 | Verse 36] And Bethnemra, and Betharan, fenced cities, and folds for their cattle.
[DRA | EN | OT | Numbers | Chapter 32 | Verse 37] But the children of Ruben built Hesebon, and Eleale, and Cariathaim,
[DRA | EN | OT | Numbers | Chapter 32 | Verse 38] And Nabo, and Baalmeon (their names being changed) and Sabama: giving names to the cities which they had built.
[DRA | EN | OT | Numbers | Chapter 32 | Verse 39] Moreover the children of Machir, the son of Manasses, went into Galaad, and wasted it, cutting off the Amorrhites, the inhabitants thereof.
[DRA | EN | OT | Numbers | Chapter 32 | Verse 40] And Moses gave the land of Galaad to Machir the son of Manasses, and he dwelt in it.
[DRA | EN | OT | Numbers | Chapter 32 | Verse 41] And Jair the son of Manasses went, and took the villages thereof, and he called them Havoth Jair, that is to say, the villages of Jair.
[DRA | EN | OT | Numbers | Chapter 32 | Verse 42] Nobe also went, and took Canath with the villages thereof: and he called it by his own name, Nobe.
