[LXX | EL | OT | Sirach | Chapter 30 | Verse 1] Ὁ ἀγαπῶν τὸν υἱὸν αὐτοῦ, ἐνδελεχήσει μάστιγας αὐτῷ, ἵνα εὐφρανθῇ ἐπʼ ἐσχάτῳ αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 30 | Verse 13] Παίδευσον τὸν υἱόν σου, καὶ ἔργασαι ἐναὐτῷ, ἵνα μὴ ἐν τῇ ἀσχημοσύνῃ σου προσκόψῃ. Καὶ μὴ παρίδῃς τὰς ἀγνοίας αὐτοῦ. Κάμψον τὸν τράχηλον αὐτοῦ ἐν νεότητι. ΠΕΡΙ ʼΥΓΙΕΙΑΣ.
[LXX | EL | OT | Sirach | Chapter 30 | Verse 14] Κρείσσων πτωχὸς ὑγιὴς καὶ ἰσχύων τῇ ἕξει, ἢ πλούσιος μεμαστιγωμένος εἰς σῶμα αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 30 | Verse 15] Ὑγιεία καὶ εὐεξία βέλτιον παντὸς χρυσίου, καὶ σῶμα εὔρωστον ἢ ὄλβος ἀμέτρητος.
[LXX | EL | OT | Sirach | Chapter 30 | Verse 16] Οὐκ ἔστι πλοῦτος βελτίων ὑγιείας σώματος, καὶ οὐκ ἔστιν εὐφροσύνη ὑπὲρ χαρὰν καρδίας.
[LXX | EL | OT | Sirach | Chapter 30 | Verse 17] Κρείσσων θάνατος ὑπὲρ ζωὴν πικρὰν, ἢ ἀῤῥώστημα ἔμμονον.
[LXX | EL | OT | Sirach | Chapter 30 | Verse 18] Ἀγαθὰ ἐκκεχυμένα ἐπὶ στόματι κεκλεισμένῳ, θέματα βρωμάτων παρακείμενα ἐπὶ τάφῳ.
[LXX | EL | OT | Sirach | Chapter 30 | Verse 19] Τί συμφέρει κάρπωσις εἰδώλῳ; οὔτε γὰρ ἔδεται οὔτε μὴ ὀσφρανθῇ· οὕτως ὁ ἐκδιωκόμενος ὑπὸ Κυρίου.
[LXX | EL | OT | Sirach | Chapter 30 | Verse 20] Βλέπων ἐν ἐν ὀφθαλμοῖς καὶ στενάζων, ὥσπερ εὐνοῦχος περιλαμβάνων παρθένον καὶ στενάζων.
[LXX | EL | OT | Sirach | Chapter 30 | Verse 21] Μὴ δῷς εἰς λύπην τὴν ψυχήν σου, καὶ μὴ θλίψῃς σεαυτὸν ἐν βουλῇ σου.
[LXX | EL | OT | Sirach | Chapter 30 | Verse 22] Εὐφροσύνη καρδίας ζωὴ ἀνθρώπου, καὶ ἀγαλλίαμα ἀνδρὸς μακροημέρευσις.
[LXX | EL | OT | Sirach | Chapter 30 | Verse 23] Ἀγάπα τὴν ψυχήν σου, καὶ παρακάλει τὴν καρδίαν σου, καὶ λύπην μακρὰν ἀπόστησον ἀπὸ σοῦ· πολλοὺς γὰρ ἀπέκτεινεν ἡ λύπη, καὶ οὐκ ἔστιν ὠφέλεια ἐν αὐτῇ.
[LXX | EL | OT | Sirach | Chapter 30 | Verse 24] Ζῆλος καὶ θυμὸς ἐλαττοῦσιν ἡμέρας, καὶ πρὸ καιροῦ γῆρας ἄγει μέριμνα.
[LXX | EL | OT | Sirach | Chapter 30 | Verse 25] Ὡς καλαμώμενος ὀπίσω τρυγητῶν, ἐν εὐλογίᾳ Κυρίου ἔφθασα,
