[LXX | EL | OT | Sirach | Chapter 1 | Verse 1] ΠΟΛΛΩΝ καὶ μεγάλων ἡμῖν διὰ τοῦ νόμου καὶ τῶν προφητῶν καὶ τῶν ἄλλων τῶν κατʼ αὐτοὺς ἠκολουθηκότων δεδομένων. ὑπὲρ ὧν δέον ἐστὶν ἐπαινεῖν τὸν Ἰσραὴλ παιδείας καὶ σοφίας, καὶ ὡς οὐ μόνον αὐτοὺς τοὺς ἀναγινώσκοντας δέον ἐστὶν ἐπιστήμονας γίνεσθαι, ἀλλὰ καὶ τοῖς ἐκτὸς δύνασθαι τοὺς φιλομαθοῦντας χρησίμους εἶναι καὶ λέγοντας καὶ γράφοντας· ὁ πάππος μου Ἰησοῦς ἐπὶ πλεῖον ἑαυτὸν δοὺς εἴς τε τὴν τοῦ νόμου καὶ τῶν προφητῶν καὶ τῶν ἄλλων πατρίων βιβλίων ἀνάγνωσιν, καὶ ἐν τούτοις ἱκανὴν ἕξιν περιποιησάμενος, προήχθη καὶ αὐτὸς συγγράψαι τι τῶν εἰς παιδείαν καὶ σοφίαν ἀνηκόντων, ὅπως οἱ φιλομαθεῖς, καὶ τούτων ἔνοχοι γενόμενοι, πολλῷ μᾶλλον ἐπιπροσθῶσι διὰ τῆς ἐννόμου βιώσεως. Παρακέκλησθε οὖν μετʼ εὐνοίας καὶ προσοχῆς τὴν ἀνάγνωσιν ποιεῖσθαι, καὶ συγγνώμην ἔχειν ἐφʼ οἷς ἂν δοκῶμεν τῶν κατὰ τὴν ἑρμηνείαν πεφιλοπονημένων τισὶ τῶν λέξεων ἀδυναμεῖν· οὐ γὰρ ἰσοδυναμεῖ αὐτὰ ἐν ἑαυτοῖς Ἑβραϊστὶ λεγόμενα, καὶ ὅταν μεταχθῇ εἰς ἑτέραν γλῶσσαν. Οὐ μόνον δὲ ταῦτα, ἀλλὰ καὶ αὐτὸς ὁ νόμος, καὶ αἱ προφητεῖαι, καὶ τὰ λοιπὰ τῶν βιβλίων οὐ μικρὰν ἔχει τὴν διαφορὰν ἐν ἑαυτοῖς λεγόμενα. Ἐν γὰρ τῷ ὀγδόῳ καὶ τριακοστῷ ἔτει ἐπὶ τοῦ Εὐεργέτου βασιλέως παραγενηθεὶς εἰς Αἴγυπτον καὶ συγχρονίσας, εὗρον οὐ μικρᾶς παιδείας ἀφόμοιον· ἀναγκαιότατον ἐθέμην αὐτὸς προσενέγκασθαί τινα σπουδὴν καὶ φιλοπονίαν τοῦ μεθερμηνεῦσαι τήνδε τὴν βίβλον· πολλὴν γὰρ ἀγρυπνίαν καὶ ἐπιστήμην προσενεγκάμενος ἐν τῷ διαστήματι τοῦ χρόνου, πρὸς τὸ ἐπὶ πέρας ἄγοντα τὸ βιβλίον ἐκδόσθαι, καὶ τοῖς ἐν τῇ παροικίᾳ βουλομένοις φιλομαθεῖν, προκατασκευαζομένοις τὰ ἤθη ἐν νόμῳ βιοτεύειν. ΠΑΣΑ σοφία παρὰ Κυρίου, καὶ μετʼ αὐτοῦ ἐστιν εἰς τὸν αἰῶνα.
[LXX | EL | OT | Sirach | Chapter 1 | Verse 18] Στέφανος σοφίας φόβος Κυρίου, ἀναθάλλων εἰρήνην καὶ ὑγίειαν ἰάσεως·
[LXX | EL | OT | Sirach | Chapter 1 | Verse 19] ἐπιστήμην καὶ γνῶσιν συνέσεως ἐξώμβρησε, καὶ δόξαν κρατούντων αὐτῆς ἀνύψωσε.
[LXX | EL | OT | Sirach | Chapter 1 | Verse 20] Ῥίζα σοφίας φοβεῖσθαι τὸν Κύριον, καὶ οἱ κλάδοι αὐτῆς μακροημέρευσις.
[LXX | EL | OT | Sirach | Chapter 1 | Verse 22] Οὐ δυνήσεται θυμὸς ἄδικος δικαιωθῆναι· ἡ γὰρ ῥοπὴ τοῦ θυμοῦ αὐτοῦ πτῶσις αὐτῷ.
[LXX | EL | OT | Sirach | Chapter 1 | Verse 23] Ἕως καιροῦ ἀνθέξεται μακρόθυμος, καὶ ὕστερον αὐτῷ ἀναδώσει εὐφροσύνη.
[LXX | EL | OT | Sirach | Chapter 1 | Verse 24] Ἕως καιροῦ κρύψει τοὺς λόγους αὐτοῦ, καὶ χείλη πιστῶν ἐκδιηγήσεται σύνεσιν αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 1 | Verse 25] Ἐν θησαυροῖς σοφίας παραβολὴ ἐπιστήμης, βδέλυγμα δὲ ἁμαρτωλῷ θεοσέβεια.
[LXX | EL | OT | Sirach | Chapter 1 | Verse 26] Ἐπεθύμησας σοφίαν, διατήρησον ἐντολὰς, καὶ Κύριος χορηγήσει σοι αὐτήν.
[LXX | EL | OT | Sirach | Chapter 1 | Verse 27] Σοφία γὰρ καὶ παιδεία φόβος Κυρίου, καὶ ἡ εὐδοκία αὐτοῦ πίστις καὶ πρᾳότης.
[LXX | EL | OT | Sirach | Chapter 1 | Verse 28] Μὴ ἀπειθήσῃς φόβῳ Κυρίου, καὶ μὴ προσέλθῃς αὐτῷ ἐν καρδίᾳ δισσῇ.
[LXX | EL | OT | Sirach | Chapter 1 | Verse 29] Μὴ ὑποκριθῇς ἐν στόμασιν ἀνθρώπων, καὶ ἐν τοῖς χείλεσί σου πρόσεχε.
[LXX | EL | OT | Sirach | Chapter 1 | Verse 30] Μὴ ἐξύψου σεαυτὸν, ἵνα μὴ πέσῃς, καὶ ἐπαγάγῃς τῇ ψυχῇ σου ἀτιμίαν· καὶ ἀποκαλύψει Κύριος τὰ κρυπτά σου, καὶ ἐν μέσῳ συναγωγῆς καταβελεῖ σε· ὅτι οὐ προσῆλθες φόβῳ Κυρίου, καὶ ἡ καρδία σου πλήρης δόλου.
