[LXX | EL | OT | Sirach | Chapter 42 | Verse 1] μὴ περὶ τούτων αἰσχυνθῇς, καὶ μὴ λάβῃς πρόσωπον τοῦ ἁμαρτάνειν·
[LXX | EL | OT | Sirach | Chapter 42 | Verse 12] Παντὶ ἀνθρώπῳ μὴ ἔμβλεπε ἐν κάλλει, καὶ ἐν μέσῳ γυναικῶν μὴ συνέδρευε·
[LXX | EL | OT | Sirach | Chapter 42 | Verse 13] ἀπὸ γὰρ ἱματίων ἐκπορεύεται σὴς, καὶ ἀπὸ γυναικὸς πονηρία γυναικός.
[LXX | EL | OT | Sirach | Chapter 42 | Verse 14] Κρείσσων πονηρία ἀνδρὸς ἢ ἀγαθοποιὸς γυνὴ, καὶ γυνὴ καταισχύνουσα εἰς ὀνειδισμόν.
[LXX | EL | OT | Sirach | Chapter 42 | Verse 15] Μνησθήσομαι δὴ τὰ ἔργα Κυρίου, καὶ ἃ ἑώρακα ἐκδιηγήσομαι· ἐν λόγοις Κυρίου τὰ ἔργα αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 42 | Verse 16] Ἥλιος φωτίζων κατὰ πᾶν ἐπέβλεψε, καὶ τῆς δόξης αὐτοῦ πλῆρες τὸ ἔργον αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 42 | Verse 17] Οὐκ ἐνεποίησε τοῖς ἁγίοις Κύριος ἐκδιηγήσασθαι πάντα τὰ θαυμάσια αὐτοῦ, ἃ ἐστερέωσε Κύριος ὁ παντοκράτωρ, στηριχθῆναι ἐν δόξῃ αὐτοῦ τὸ πᾶν.
[LXX | EL | OT | Sirach | Chapter 42 | Verse 18] Ἄβυσσον καὶ καρδίαν ἐξίχνευσε, καὶ ἐν πανουργεύμασιν αὐτῶν διενοήθη· ἔγνω γὰρ ὁ Κύριος πᾶσαν εἴδησιν, καὶ ἐνέβλεψεν εἰς σημεῖον αἰῶνος·
[LXX | EL | OT | Sirach | Chapter 42 | Verse 19] ἀπαγγέλλων τὰ παρεληλυθότα καὶ ἐπεσόμενα, καὶ ἀποκαλύπτων ἴχνη ἀποκρύφων.
[LXX | EL | OT | Sirach | Chapter 42 | Verse 20] Οὐ παρῆλθεν αὐτὸν πᾶν διανόημα, οὐκ ἐκρύβη ἀπʼ αὐτοῦ οὐδὲ εἷς λόγος.
[LXX | EL | OT | Sirach | Chapter 42 | Verse 21] Τὰ μεγαλεῖα τῆς σοφίας αὐτοῦ ἐκόσμησε, καὶ ἕως ἐστὶ πρὸ τοῦ αἰῶνος καὶ εἰς τὸν αἰῶνα, οὔτε προσετέθη οὔτε ἠλαττώθη, καὶ οὐδὲ προσεδεήθη οὐδενὸς συμβούλου.
[LXX | EL | OT | Sirach | Chapter 42 | Verse 22] Ὡς πάντα τὰ ἔργα αὐτοῦ ἐπιθυμητὰ, καὶ ὡς σπινθῆρός ἐστι θεωρῆσαι.
[LXX | EL | OT | Sirach | Chapter 42 | Verse 23] Πάντα ταῦτα ζῇ καὶ μένει εἰς τὸν αἰῶνα ἐν πάσαις χρείαις, καὶ πάντα ὑπακούει.
[LXX | EL | OT | Sirach | Chapter 42 | Verse 24] Πάντα δισσὰ ἓν κατέναντι τοῦ ἑνὸς, καὶ οὐκ ἐποίησεν οὐδὲν ἐκλεῖπον.
[LXX | EL | OT | Sirach | Chapter 42 | Verse 25] Ἓν τοῦ ἑνὸς ἐστερέωσε τὰ ἀγαθὰ, καὶ τίς πλησθήσεται ὁρῶν δόξαν αὐτοῦ;
