[LXX | EL | OT | Sirach | Chapter 51 | Verse 1] Ἐξομολογήσομαι σοι Κύριε βασιλεῦ, καὶ αἰνέσω σε Θεὸν τὸν σωτῆρά μου· ἐξομολογοῦμαι τῷ ὀνόματί σου,
[LXX | EL | OT | Sirach | Chapter 51 | Verse 17] Προκοπὴ ἐγένετό μοι ἐν αὐτῇ· τῷ διδόντι μοι σοφίαν, δώσω δόξαν.
[LXX | EL | OT | Sirach | Chapter 51 | Verse 18] Διενοήθην γὰρ τοῦ ποιῆσαι αὐτὴν, καὶ ἐζήλωσα τὸ ἀγαθὸν, καὶ οὐ μὴ αἰσχυνθῶ.
[LXX | EL | OT | Sirach | Chapter 51 | Verse 19] Διαμεμάχηται ἡ ψυχή μου ἐν αὐτῇ, καὶ ἐν ποιήσει λιμοῦ διηκριβωσάμην· τὰς χεῖράς μου ἐξεπέτασα πρός ὕψος, καὶ τὰ ἀγνοήματα αὐτῆς ἐπένθησα,
[LXX | EL | OT | Sirach | Chapter 51 | Verse 20] τὴν ψυχήν μου κατεύθυνα εἰς αὐτὴν, καρδίαν ἐκτησάμην μετʼ αὐτῶν ἀπʼ ἀρχῆς, καὶ ἐν καθαρισμῷ εὗρον αὐτήν· διὰ τοῦτο οὐ μὴ ἐγκαταλειφθῶ.
[LXX | EL | OT | Sirach | Chapter 51 | Verse 21] Καὶ ἡ κοιλία μου ἐταράχθη ἐκζητῆσαι αὐτήν· διὰ τοῦτο ἐκτησάμην ἀγαθὸν κτῆμα.
[LXX | EL | OT | Sirach | Chapter 51 | Verse 22] Ἔδωκε Κύριος γλῶσσάν μοι μισθόν μου, καὶ ἐν αὐτῇ αἰνέσω αὐτόν.
[LXX | EL | OT | Sirach | Chapter 51 | Verse 23] Ἐγγίσατε πρὸς μὲ ἀπαίδευτοι, καὶ αὐλίσθητε ἐν οἴκῳ παιδείας.
[LXX | EL | OT | Sirach | Chapter 51 | Verse 24] Διότι ὑστερεῖτε ἐν τούτοις, καὶ αἱ ψυχαὶ ὑμῶν διψῶσι σφόδρα;
[LXX | EL | OT | Sirach | Chapter 51 | Verse 25] Ἤνοιξα τὸ στὸμα μου, καὶ ἐλάλησα, κτήσασθε ἑαυτοῖς ἄνευ ἀργυριου.
[LXX | EL | OT | Sirach | Chapter 51 | Verse 26] Τὸν τράχηλον ὑμῶν ὑπόθετε ὑπὸ ζυγὸν, καὶ ἐπιδεξάσθω ἡ ψυχὴ ὑμῶν παιδείαν, ἐγγύς ἐστιν εὑρεῖν αὐτήν.
[LXX | EL | OT | Sirach | Chapter 51 | Verse 27] Ἴδετε ἐν ὀφθαλμοῖς ὑμῶν ὅτι ὀλίγον ἐκοπίασα, καὶ εὗρον ἐμαυτῷ πολλὴν ἀνάπαυσιν.
[LXX | EL | OT | Sirach | Chapter 51 | Verse 28] Μετάσχετε παιδείας ἐν πολλῷ ἀριθμῷ ἀργυρίου, καὶ πολὺν χρυσὸν κτήσασθε ἐν αὐτῇ.
[LXX | EL | OT | Sirach | Chapter 51 | Verse 29] Εὐφρανθείη ἡ ψυχὴ ὑμῶν ἐν τῷ ἐλέει αὐτοῦ, καὶ μὴ αἰσχυνθείητε ἐν αἰνέσει αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 51 | Verse 30] Ἐργάζεσθε τὸ ἔργον ὑμῶν πρὸ καιροῦ, καὶ δώσει τὸν μισθὸν ὑμῶν ἐν καιρῷ αὐτοῦ.
