[LXX | EL | OT | Sirach | Chapter 39 | Verse 1] σοφίαν πάντων ἀρχαίων ἐκζητήσει, καὶ ἐν προφητείαις ἀσχοληθήσεται.
[LXX | EL | OT | Sirach | Chapter 39 | Verse 23] Οὕτως ὀργὴν αὐτοῦ ἔθνη κληρονομήσει, ὡς μετέστρεψεν ὕδατα εἰς ἅλμην.
[LXX | EL | OT | Sirach | Chapter 39 | Verse 24] Αἱ ὁδοὶ αὐτοῦ τοῖς ὁσίοις εὐθεῖαι, οὕτως τοῖς ἀνόμοις προσκόμματα.
[LXX | EL | OT | Sirach | Chapter 39 | Verse 25] Ἀγαθὰ τοῖς ἀγαθοῖς ἔκτισται ἀπʼ ἀρχῆς, οὕτως τοῖς ἁμαρτωλοῖς κακά.
[LXX | EL | OT | Sirach | Chapter 39 | Verse 26] Ἀρχὴ πάσης χρείας εἰς ζωὴν ἀνθρώπου, ὕδωρ, πῦρ, καὶ σίδηρος, καὶ ἅλα, καὶ σεμίδαλις πυροῦ, καὶ μέλι, καὶ γάλα, αἷμα σταφυλῆς, καὶ ἔλαιον, καὶ ἱμάτιον.
[LXX | EL | OT | Sirach | Chapter 39 | Verse 27] Ταῦτα πάντα τοῖς εὐσεβέσιν εἰς ἀγαθὰ, οὕτως τοῖς ἁμαρτωλοῖς τραπήσεται εἰς κακά.
[LXX | EL | OT | Sirach | Chapter 39 | Verse 28] Ἔστι πνεύματα ἃ εἰς ἐκδίκησιν ἔκτισται, καὶ ἐν θυμῷ αὐτῶν ἐστερέωσαν μάστιγας αὐτῶν· καὶ ἐν καιρῷ συντελείας ἰσχὺν ἐκχέουσι, καὶ τὸν θυμὸν τοῦ ποιήσαντος αὐτοὺς κοπάσουσι.
[LXX | EL | OT | Sirach | Chapter 39 | Verse 29] Πῦρ καὶ χάλαζα καὶ λιμὸς καὶ θάνατος, πάντα ταῦτα εἰς ἐκδίκησιν ἔκτισται.
[LXX | EL | OT | Sirach | Chapter 39 | Verse 30] Θηρίων ὁδόντες καὶ σκορπίοι καὶ ἔχεις καὶ ῥομφαία ἐκδικοῦσα εἰς ὄλεθρον ἀσεβεῖς,
[LXX | EL | OT | Sirach | Chapter 39 | Verse 31] ἐν τῇ ἐντολῇ αὐτοῦ εὐφρανθήσονται, καὶ ἐπὶ τῆς γῆς εἰς χρείας ἑτοιμασθήσονται, καὶ ἐν τοῖς καιροῖς αὐτῶν οὐ παραβήσονται λόγον.
[LXX | EL | OT | Sirach | Chapter 39 | Verse 32] Διὰ τοῦτο ἐξ ἀρχῆς ἐστηρίχθην, καὶ διενοήθην, καὶ ἐν γραφῇ ἀφῆκα.
[LXX | EL | OT | Sirach | Chapter 39 | Verse 33] Τὰ ἔργα Κυρίου πάντα ἀγαθὰ, καὶ πᾶσαν χρείαν ἐν ὥρᾳ αὐτῆς χορηγήσει.
[LXX | EL | OT | Sirach | Chapter 39 | Verse 34] Καὶ οὐκ ἔστιν εἰπεῖν, τοῦτο τούτου πονηρότερον, πάντα γὰρ ἐν καιρῷ εὐδοκιμηθήσεται.
[LXX | EL | OT | Sirach | Chapter 39 | Verse 35] Καὶ νῦν ἐν πάσῃ καρδίᾳ καὶ στόματι ὑμνήσατε, καὶ εὐλογήσατε τὸ ὄνομα Κυρίου.
