[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 1] Ἤκουσαν δὲ οἱ ἀπόστολοι καὶ οἱ ἀδελφοὶ οἱ ὄντες κατὰ τὴν Ἰουδαίαν ὅτι καὶ τὰ ἔθνη ἐδέξαντο τὸν λόγον τοῦ Θεοῦ.
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 13] ἀπήγγειλέ τε ἡμῖν πῶς εἶδε τὸν ἄγγελον ἐν τῷ οἴκῳ αὐτοῦ σταθέντα, καὶ εἰπόντα αὐτῷ, Ἀπόστειλον εἰς Ἰόππην ἄνδρας, καὶ μετάπεμψαι Σίμωνα, τὸν ἐπικαλούμενον Πέτρον,
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 14] ὃς λαλήσει ῥήματα πρός σε, ἐν οἷς σωθήσῃ σὺ καὶ πᾶς ὁ οἶκός σου.
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 15] Ἐν δὲ τῷ ἄρξασθαί με λαλεῖν, ἐπέπεσε τὸ πνεῦμα τὸ ἅγιον ἐπ᾿ αὐτούς, ὥσπερ καὶ ἐφ᾿ ἡμᾶς ἐν ἀρχῇ.
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 16] Ἐμνήσθην δὲ τοῦ ῥήματος Κυρίου, ὡς ἔλεγεν, Ἰωάννης μὲν ἐβάπτισεν ὕδατι, ὑμεῖς δὲ βαπτισθήσεσθε ἐν πνεύματι ἁγίῳ.
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 17] Εἰ οὖν τὴν ἴσην δωρεὰν ἔδωκεν αὐτοῖς ὁ Θεὸς ὡς καὶ ἡμῖν, πιστεύσασιν ἐπὶ τὸν Κύριον Ἰησοῦν Χριστόν, ἐγὼ δὲ τίς ἤμην δυνατὸς κωλῦσαι τὸν Θεόν;
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 18] Ἀκούσαντες δὲ ταῦτα ἡσύχασαν, καὶ ἐδόξαζον τὸν Θεόν, λέγοντες, Ἄρα γε καὶ τοῖς ἔθνεσιν ὁ Θεὸς τὴν μετάνοιαν ἔδωκεν εἰς ζωήν.
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 19] Οἱ μὲν οὖν διασπαρέντες ἀπὸ τῆς θλίψεως τῆς γενομένης ἐπὶ Στεφάνῳ διῆλθον ἕως Φοινίκης καὶ Κύπρου καὶ Ἀντιοχείας, μηδενὶ λαλοῦντες τὸν λόγον εἰ μὴ μόνον Ἰουδαίοις.
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 20] Ἦσαν δέ τινες ἐξ αὐτῶν ἄνδρες Κύπριοι καὶ Κυρηναῖοι, οἵτινες εἰσελθόντες εἰς Ἀντιόχειαν, ἐλάλουν πρὸς τοὺς Ἑλληνιστάς, εὐαγγελιζόμενοι τὸν Κύριον Ἰησοῦν.
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 21] Καὶ ἦν χεὶρ Κυρίου μετ᾿ αὐτῶν· πολύς τε ἀριθμὸς πιστεύσας ἐπέστρεψεν ἐπὶ τὸν Κύριον.
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 22] Ἠκούσθη δὲ ὁ λόγος εἰς τὰ ὦτα τῆς ἐκκλησίας τῆς ἐν Ἱεροσολύμοις περὶ αὐτῶν· καὶ ἐξαπέστειλαν Βαρνάβαν διελθεῖν ἕως Ἀντιοχείας·
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 23] ὃς παραγενόμενος καὶ ἰδὼν τὴν χάριν τοῦ Θεοῦ ἐχάρη, καὶ παρεκάλει πάντας τῇ προθέσει τῆς καρδίας προσμένειν τῷ Κυρίῳ·
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 24] ὅτι ἦν ἀνὴρ ἀγαθὸς καὶ πλήρης πνεύματος ἁγίου καὶ πίστεως· καὶ προσετέθη ὄχλος ἱκανὸς τῷ Κυρίῳ.
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 25] Ἐξῆλθε δὲ εἰς Ταρσὸν ὁ Βαρνάβας ἀναζητῆσαι Σαῦλον,
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 26] καὶ εὑρὼν αὐτὸν ἤγαγεν αὐτὸν εἰς Ἀντιόχειαν. Ἐγένετο δὲ αὐτοὺς ἐνιαυτὸν ὅλον συναχθῆναι ἐν τῇ ἐκκλησίᾳ καὶ διδάξαι ὄχλον ἱκανόν, χρηματίσαι τε πρῶτον ἐν Ἀντιοχείᾳ τοὺς μαθητὰς Χριστιανούς.
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 27] Ἐν ταύταις δὲ ταῖς ἡμέραις κατῆλθον ἀπὸ Ἱεροσολύμων προφῆται εἰς Ἀντιόχειαν.
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 28] Ἀναστὰς δὲ εἷς ἐξ αὐτῶν ὀνόματι Ἄγαβος, ἐσήμανε διὰ τοῦ πνεύματος λιμὸν μέγαν μέλλειν ἔσεσθαι ἐφ᾿ ὅλην τὴν οἰκουμένην· ὅστις καὶ ἐγένετο ἐπὶ Κλαυδίου Καίσαρος.
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 29] Τῶν δὲ μαθητῶν καθὼς ηὐπορεῖτό τις, ὥρισαν ἕκαστος αὐτῶν εἰς διακονίαν πέμψαι τοῖς κατοικοῦσιν ἐν τῇ Ἰουδαίᾳ ἀδελφοῖς·
[GRCGTR | EL | NT | Acts | Chapter 11 | Verse 30] ὃ καὶ ἐποίησαν, ἀποστείλαντες πρὸς τοὺς πρεσβυτέρους διὰ χειρὸς Βαρνάβα καὶ Σαύλου.
