[GRCGTR | EL | NT | Acts | Chapter 20 | Verse 1] Μετὰ δὲ τὸ παύσασθαι τὸν θόρυβον, προσκαλεσάμενος ὁ Παῦλος τοὺς μαθητάς, καὶ ἀσπασάμενος, ἐξῆλθε πορευθῆναι εἰς τὴν Μακεδονίαν.
[GRCGTR | EL | NT | Acts | Chapter 20 | Verse 24] Ἀλλ᾿ οὐδενὸς λόγον ποιοῦμαι, οὐδὲ ἔχω τὴν ψυχήν μου τιμίαν ἐμαυτῷ, ὡς τελειῶσαι τὸν δρόμον μου μετὰ χαρᾶς, καὶ τὴν διακονίαν ἣν ἔλαβον παρὰ τοῦ Κυρίου Ἰησοῦ, διαμαρτύρασθαι τὸ εὐαγγέλιον τῆς χάριτος τοῦ Θεοῦ.
[GRCGTR | EL | NT | Acts | Chapter 20 | Verse 25] Καὶ νῦν ἰδού, ἐγὼ οἶδα ὅτι οὐκέτι ὄψεσθε τὸ πρόσωπόν μου ὑμεῖς πάντες, ἐν οἷς διῆλθον κηρύσσων τὴν βασιλείαν τοῦ Θεοῦ.
[GRCGTR | EL | NT | Acts | Chapter 20 | Verse 26] Διὸ μαρτύρομαι ὑμῖν ἐν τῇ σήμερον ἡμέρᾳ, ὅτι καθαρὸς ἐγὼ ἀπὸ τοῦ αἵματος πάντων.
[GRCGTR | EL | NT | Acts | Chapter 20 | Verse 27] Οὐ γὰρ ὑπεστειλάμην τοῦ μὴ ἀναγγεῖλαι ὑμῖν πᾶσαν τὴν βουλὴν τοῦ Θεοῦ.
[GRCGTR | EL | NT | Acts | Chapter 20 | Verse 28] Προσέχετε οὖν ἑαυτοῖς καὶ παντὶ τῷ ποιμνίῳ, ἐν ᾧ ὑμᾶς τὸ πνεῦμα τὸ ἅγιον ἔθετο ἐπισκόπους, ποιμαίνειν τὴν ἐκκλησίαν τοῦ Θεοῦ, ἣν περιεποιήσατο διὰ τοῦ ἰδίου αἵματος.
[GRCGTR | EL | NT | Acts | Chapter 20 | Verse 29] Ἐγὼ γὰρ οἶδα τοῦτο, ὅτι εἰσελεύσονται μετὰ τὴν ἄφιξίν μου λύκοι βαρεῖς εἰς ὑμᾶς, μὴ φειδόμενοι τοῦ ποιμνίου·
[GRCGTR | EL | NT | Acts | Chapter 20 | Verse 30] καὶ ἐξ ὑμῶν αὐτῶν ἀναστήσονται ἄνδρες λαλοῦντες διεστραμμένα, τοῦ ἀποσπᾷν τοὺς μαθητὰς ὀπίσω αὐτῶν.
[GRCGTR | EL | NT | Acts | Chapter 20 | Verse 31] Διὸ γρηγορεῖτε, μνημονεύοντες ὅτι τριετίαν νύκτα καὶ ἡμέραν οὐκ ἐπαυσάμην μετὰ δακρύων νουθετῶν ἕνα ἕκαστον.
[GRCGTR | EL | NT | Acts | Chapter 20 | Verse 32] Καὶ τὰ νῦν παρατίθεμαι ὑμᾶς, ἀδελφοί, τῷ Θεῷ καὶ τῷ λόγῳ τῆς χάριτος αὐτοῦ, τῷ δυναμένῳ ἐποικοδομῆσαι, καὶ δοῦναι ὑμῖν κληρονομίαν ἐν τοῖς ἡγιασμένοις πᾶσιν.
[GRCGTR | EL | NT | Acts | Chapter 20 | Verse 33] Ἀργυρίου ἢ χρυσίου ἢ ἱματισμοῦ οὐδενὸς ἐπεθύμησα.
[GRCGTR | EL | NT | Acts | Chapter 20 | Verse 34] Αὐτοὶ δὲ γινώσκετε ὅτι ταῖς χρείαις μου καὶ τοῖς οὖσι μετ᾿ ἐμοῦ ὑπηρέτησαν αἱ χεῖρες αὗται.
[GRCGTR | EL | NT | Acts | Chapter 20 | Verse 35] Πάντα ὑπέδειξα ὑμῖν, ὅτι οὕτω κοπιῶντας δεῖ ἀντιλαμβάνεσθαι τῶν ἀσθενούντων, μνημονεύειν τε τῶν λόγων τοῦ Κυρίου Ἰησοῦ, ὅτι αὐτὸς εἶπε, Μακάριόν ἐστι διδόναι μᾶλλον ἢ λαμβάνειν.
[GRCGTR | EL | NT | Acts | Chapter 20 | Verse 36] Καὶ ταῦτα εἰπών, θεὶς τὰ γόνατα αὐτοῦ, σὺν πᾶσιν αὐτοῖς προσηύξατο.
[GRCGTR | EL | NT | Acts | Chapter 20 | Verse 37] Ἱκανὸς δὲ ἐγένετο κλαυθμὸς πάντων· καὶ ἐπιπεσόντες ἐπὶ τὸν τράχηλον τοῦ Παύλου κατεφίλουν αὐτόν,
[GRCGTR | EL | NT | Acts | Chapter 20 | Verse 38] ὀδυνώμενοι μάλιστα ἐπὶ τῷ λόγῳ ᾧ εἰρήκει, ὅτι οὐκέτι μέλλουσι τὸ πρόσωπον αὐτοῦ θεωρεῖν. Προέπεμπον δὲ αὐτὸν εἰς τὸ πλοῖον.
