[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 1] Ἀνὴρ δέ τις ἦν ἐν Καισαρείᾳ ὀνόματι Κορνήλιος, ἑκατοντάρχης ἐκ σπείρης τῆς καλουμένης Ἰταλικῆς,
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 19] Τοῦ δὲ Πέτρου ἐνθυμουμένου περὶ τοῦ ὁράματος, εἶπεν αὐτῷ τὸ πνεῦμα, Ἰδού, ἄνδρες τρεῖς ζητοῦσί σε.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 20] Ἀλλὰ ἀναστὰς κατάβηθι, καὶ πορεύου σὺν αὐτοῖς, μηδὲν διακρινόμενος· διότι ἐγὼ ἀπέσταλκα αὐτούς.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 21] Καταβὰς δὲ Πέτρος πρὸς τοὺς ἄνδρας τοὺς ἀπεσταλμένους ἀπὸ τοῦ Κορνηλίου πρὸς αὐτόν, εἶπεν, Ἰδού, ἐγώ εἰμι ὃν ζητεῖτε· τίς ἡ αἰτία δι᾿ ἣν πάρεστε;
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 22] Οἱ δὲ εἶπον, Κορνήλιος ἑκατοντάρχης, ἀνὴρ δίκαιος καὶ φοβούμενος τὸν Θεόν, μαρτυρούμενός τε ὑπὸ ὅλου τοῦ ἔθνους τῶν Ἰουδαίων, ἐχρηματίσθη ὑπὸ ἀγγέλου ἁγίου μεταπέμψασθαί σε εἰς τὸν οἶκον αὐτοῦ, καὶ ἀκοῦσαι ῥήματα παρὰ σοῦ.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 23] Εἰσκαλεσάμενος οὖν αὐτοὺς ἐξένισε. Τῇ δὲ ἐπαύριον ὁ Πέτρος ἐξῆλθε σὺν αὐτοῖς, καί τινες τῶν ἀδελφῶν τῶν ἀπὸ τῆς Ἰόππης συνῆλθον αὐτῷ.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 24] Καὶ τῇ ἐπαύριον εἰσῆλθον εἰς τὴν Καισάρειαν. Ὁ δὲ Κορνήλιος ἦν προσδοκῶν αὐτούς, συγκαλεσάμενος τοὺς συγγενεῖς αὐτοῦ καὶ τοὺς ἀναγκαίους φίλους.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 25] Ὡς δὲ ἐγένετο εἰσελθεῖν τὸν Πέτρον, συναντήσας αὐτῷ ὁ Κορνήλιος, πεσὼν ἐπὶ τοὺς πόδας, προσεκύνησεν.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 26] Ὁ δὲ Πέτρος αὐτὸν ἤγειρε λέγων, Ἀνάστηθι· κἀγὼ αὐτὸς ἄνθρωπός εἰμι.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 27] Καὶ συνομιλῶν αὐτῷ εἰσῆλθε, καὶ εὑρίσκει συνεληλυθότας πολλούς,
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 28] ἔφη τε πρὸς αὐτούς, Ὑμεῖς ἐπίστασθε ὡς ἀθέμιτόν ἐστιν ἀνδρὶ Ἰουδαίῳ κολλᾶσθαι ἢ προσέρχεσθαι ἀλλοφύλῳ· καὶ ἐμοὶ ὁ Θεὸς ἔδειξε μηδένα κοινὸν ἢ ἀκάθαρτον λέγειν ἄνθρωπον·
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 29] διὸ καὶ ἀναντιρρήτως ἦλθον μεταπεμφθείς. Πυνθάνομαι οὖν, τίνι λόγῳ μετεπέμψασθέ με.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 30] Καὶ ὁ Κορνήλιος ἔφη, Ἀπὸ τετάρτης ἡμέρας μέχρι ταύτης τῆς ὥρας ἤμην νηστεύων, καὶ τὴν ἐννάτην ὥραν προσευχόμενος ἐν τῷ οἴκῳ μου· καὶ ἰδού, ἀνὴρ ἔστη ἐνώπιόν μου ἐν ἐσθῆτι λαμπρᾷ,
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 31] καί φησι, Κορνήλιε, εἰσηκούσθη σου ἡ προσευχή, καὶ αἱ ἐλεημοσύναι σου ἐμνήσθησαν ἐνώπιον τοῦ Θεοῦ.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 32] Πέμψον οὖν εἰς Ἰόππην, καὶ μετακάλεσαι Σίμωνα ὃς ἐπικαλεῖται Πέτρος· οὗτος ξενίζεται ἐν οἰκίᾳ Σίμωνος βυρσέως παρὰ θάλασσαν· ὃς παραγενόμενος λαλήσει σοι.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 33] Ἐξαυτῆς οὖν ἔπεμψα πρός σε· σύ τε καλῶς ἐποίησας παραγενόμενος. Νῦν οὖν πάντες ἡμεῖς ἐνώπιον τοῦ Θεοῦ πάρεσμεν ἀκοῦσαι πάντα τὰ προστεταγμένα σοι ὑπὸ τοῦ Θεοῦ.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 34] Ἀνοίξας δὲ Πέτρος τὸ στόμα εἶπεν, Ἐπ᾿ ἀληθείας καταλαμβάνομαι ὅτι οὐκ ἔστι προσωπολήπτης ὁ Θεός·
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 35] ἀλλ᾿ ἐν παντὶ ἔθνει ὁ φοβούμενος αὐτὸν καὶ ἐργαζόμενος δικαιοσύνην, δεκτὸς αὐτῷ ἐστι.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 36] Τὸν λόγον ὃν ἀπέστειλε τοῖς υἱοῖς Ἰσραήλ, εὐαγγελιζόμενος εἰρήνην διὰ Ἰησοῦ Χριστοῦ — οὗτός ἐστι πάντων Κύριος —
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 37] ὑμεῖς οἴδατε, τὸ γενόμενον ῥῆμα καθ᾿ ὅλης τῆς Ἰουδαίας, ἀρξάμενον ἀπὸ τῆς Γαλιλαίας, μετὰ τὸ βάπτισμα ὃ ἐκήρυξεν Ἰωάννης·
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 38] Ἰησοῦν τὸν ἀπὸ + 10:38 Ναζαρέθ ¦ Ναζαρέτ STΝαζαρέθ, ὡς ἔχρισεν αὐτὸν ὁ Θεὸς πνεύματι ἁγίῳ καὶ δυνάμει, ὃς διῆλθεν εὐεργετῶν καὶ ἰώμενος πάντας τοὺς καταδυναστευομένους ὑπὸ τοῦ διαβόλου, ὅτι ὁ Θεὸς ἦν μετ᾿ αὐτοῦ.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 39] Καὶ ἡμεῖς ἐσμεν μάρτυρες πάντων ὧν ἐποίησεν ἔν τε τῇ χώρᾳ τῶν Ἰουδαίων καὶ ἐν Ἱερουσαλήμ· ὃν ἀνεῖλον κρεμάσαντες ἐπὶ ξύλου.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 40] Τοῦτον ὁ Θεὸς ἤγειρε τῇ τρίτῃ ἡμέρᾳ, καὶ ἔδωκεν αὐτὸν ἐμφανῆ γενέσθαι,
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 41] οὐ παντὶ τῷ λαῷ, ἀλλὰ μάρτυσι τοῖς προκεχειροτονημένοις ὑπὸ τοῦ Θεοῦ, ἡμῖν, οἵτινες συνεφάγομεν καὶ συνεπίομεν αὐτῷ μετὰ τὸ ἀναστῆναι αὐτὸν ἐκ νεκρῶν.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 42] Καὶ παρήγγειλεν ἡμῖν κηρύξαι τῷ λαῷ, καὶ διαμαρτύρασθαι ὅτι αὐτός ἐστιν ὁ ὡρισμένος ὑπὸ τοῦ Θεοῦ κριτὴς ζώντων καὶ νεκρῶν.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 43] Τούτῳ πάντες οἱ προφῆται μαρτυροῦσιν, ἄφεσιν ἁμαρτιῶν λαβεῖν διὰ τοῦ ὀνόματος αὐτοῦ πάντα τὸν πιστεύοντα εἰς αὐτόν.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 44] Ἔτι λαλοῦντος τοῦ Πέτρου τὰ ῥήματα ταῦτα, ἐπέπεσε τὸ πνεῦμα τὸ ἅγιον ἐπὶ πάντας τοὺς ἀκούοντας τὸν λόγον.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 45] Καὶ ἐξέστησαν οἱ ἐκ περιτομῆς πιστοί, ὅσοι συνῆλθον τῷ Πέτρῳ, ὅτι καὶ ἐπὶ τὰ ἔθνη ἡ δωρεὰ τοῦ ἁγίου πνεύματος ἐκκέχυται.
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 46] Ἤκουον γὰρ αὐτῶν λαλούντων γλώσσαις, καὶ μεγαλυνόντων τὸν Θεόν. Τότε ἀπεκρίθη ὁ Πέτρος,
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 47] Μήτι τὸ ὕδωρ κωλῦσαι δύναταί τις, τοῦ μὴ βαπτισθῆναι τούτους, οἵτινες τὸ πνεῦμα τὸ ἅγιον ἔλαβον καθὼς καὶ ἡμεῖς;
[GRCGTR | EL | NT | Acts | Chapter 10 | Verse 48] Προσέταξέ τε αὐτοὺς βαπτισθῆναι ἐν τῷ ὀνόματι τοῦ Κυρίου. Τότε ἠρώτησαν αὐτὸν ἐπιμεῖναι ἡμέρας τινάς.
