[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 1] Καὶ διασωθέντες, τότε ἐπέγνωσαν ὅτι Μελίτη ἡ νῆσος καλεῖται.
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 14] οὗ εὑρόντες ἀδελφούς, παρεκλήθημεν ἐπ᾿ αὐτοῖς ἐπιμεῖναι ἡμέρας ἑπτά· καὶ οὕτως εἰς τὴν Ῥώμην ἤλθομεν.
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 15] Κἀκεῖθεν οἱ ἀδελφοὶ ἀκούσαντες τὰ περὶ ἡμῶν, ἐξῆλθον εἰς ἀπάντησιν ἡμῖν ἄχρις Ἀππίου Φόρου καὶ Τριῶν Ταβερνῶν· οὓς ἰδὼν ὁ Παῦλος, εὐχαριστήσας τῷ Θεῷ, ἔλαβε θάρσος.
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 16] Ὅτε δὲ ἤλθομεν εἰς Ῥώμην, ὁ ἑκατόνταρχος παρέδωκε τοὺς δεσμίους τῷ στρατοπεδάρχῃ· τῷ δὲ Παύλῳ ἐπετράπη μένειν καθ᾿ ἑαυτόν, σὺν τῷ φυλάσσοντι αὐτὸν στρατιώτῃ.
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 17] Ἐγένετο δὲ μετὰ ἡμέρας τρεῖς συγκαλέσασθαι τὸν Παῦλον τοὺς ὄντας τῶν Ἰουδαίων πρώτους· συνελθόντων δὲ αὐτῶν, ἔλεγε πρὸς αὐτούς, Ἄνδρες ἀδελφοί, ἐγὼ οὐδὲν ἐναντίον ποιήσας τῷ λαῷ ἢ τοῖς ἔθεσι τοῖς πατρῴοις, δέσμιος ἐξ Ἱεροσολύμων παρεδόθην εἰς τὰς χεῖρας τῶν Ῥωμαίων·
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 18] οἵτινες ἀνακρίναντές με ἐβούλοντο ἀπολῦσαι, διὰ τὸ μηδεμίαν αἰτίαν θανάτου ὑπάρχειν ἐν ἐμοί.
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 19] Ἀντιλεγόντων δὲ τῶν Ἰουδαίων, ἠναγκάσθην ἐπικαλέσασθαι Καίσαρα, οὐχ ὡς τοῦ ἔθνους μου ἔχων τι κατηγορῆσαι.
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 20] Διὰ ταύτην οὖν τὴν αἰτίαν παρεκάλεσα ὑμᾶς ἰδεῖν καὶ προσλαλῆσαι· ἕνεκεν γὰρ τῆς ἐλπίδος τοῦ Ἰσραὴλ τὴν ἅλυσιν ταύτην περίκειμαι.
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 21] Οἱ δὲ πρὸς αὐτὸν εἶπον, Ἡμεῖς οὔτε γράμματα περὶ σοῦ ἐδεξάμεθα ἀπὸ τῆς Ἰουδαίας, οὔτε παραγενόμενός τις τῶν ἀδελφῶν ἀπήγγειλεν ἢ ἐλάλησέ τι περὶ σοῦ πονηρόν.
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 22] Ἀξιοῦμεν δὲ παρὰ σοῦ ἀκοῦσαι ἃ φρονεῖς· περὶ μὲν γὰρ τῆς αἱρέσεως ταύτης γνωστόν ἐστιν ἡμῖν ὅτι πανταχοῦ ἀντιλέγεται.
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 23] Ταξάμενοι δὲ αὐτῷ ἡμέραν, ἧκον πρὸς αὐτὸν εἰς τὴν ξενίαν πλείονες· οἷς ἐξετίθετο διαμαρτυρόμενος τὴν βασιλείαν τοῦ Θεοῦ, πείθων τε αὐτοὺς τὰ περὶ τοῦ Ἰησοῦ, ἀπό τε τοῦ νόμου Μωσέως καὶ τῶν προφητῶν, ἀπὸ πρωῒ ἕως ἑσπέρας.
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 24] Καὶ οἱ μὲν ἐπείθοντο τοῖς λεγομένοις, οἱ δὲ ἠπίστουν.
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 25] Ἀσύμφωνοι δὲ ὄντες πρὸς ἀλλήλους ἀπελύοντο, εἰπόντος τοῦ Παύλου ῥῆμα ἕν, ὅτι Καλῶς τὸ πνεῦμα τὸ ἅγιον ἐλάλησε διὰ Ἠσαΐου τοῦ προφήτου πρὸς τοὺς πατέρας ἡμῶν,
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 26] λέγον, Πορεύθητι πρὸς τὸν λαὸν τοῦτον καὶ εἰπέ, Ἀκοῇ ἀκούσετε, καὶ οὐ μὴ συνῆτε· καὶ βλέποντες βλέψετε, καὶ οὐ μὴ ἴδητε.
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 27] Ἐπαχύνθη γὰρ ἡ καρδία τοῦ λαοῦ τούτου, καὶ τοῖς ὠσὶ βαρέως ἤκουσαν, καὶ τοὺς ὀφθαλμοὺς αὐτῶν ἐκάμμυσαν· μήποτε ἴδωσι τοῖς ὀφθαλμοῖς, καὶ τοῖς ὠσὶν ἀκούσωσι, καὶ τῇ καρδίᾳ συνῶσι, καὶ ἐπιστρέψωσι, καὶ ἰάσωμαι αὐτούς.
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 28] Γνωστὸν οὖν ἔστω ὑμῖν ὅτι τοῖς ἔθνεσιν ἀπεστάλη τὸ σωτήριον τοῦ Θεοῦ, αὐτοὶ καὶ ἀκούσονται.
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 29] Καὶ ταῦτα αὐτοῦ εἰπόντος, ἀπῆλθον οἱ Ἰουδαῖοι, πολλὴν ἔχοντες ἐν ἑαυτοῖς συζήτησιν.
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 30] Ἔμεινε δὲ ὁ Παῦλος διετίαν ὅλην ἐν ἰδίῳ μισθώματι, καὶ ἀπεδέχετο πάντας τοὺς εἰσπορευομένους πρὸς αὐτόν,
[GRCGTR | EL | NT | Acts | Chapter 28 | Verse 31] κηρύσσων τὴν βασιλείαν τοῦ Θεοῦ, καὶ διδάσκων τὰ περὶ τοῦ Κυρίου Ἰησοῦ Χριστοῦ, μετὰ πάσης παρρησίας, ἀκωλύτως.
