[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 1] Ὡς δὲ ἐγένετο ἀναχθῆναι ἡμᾶς ἀποσπασθέντας ἀπ᾿ αὐτῶν, εὐθυδρομήσαντες ἤλθομεν εἰς τὴν Κῶν, τῇ δὲ ἑξῆς εἰς τὴν Ῥόδον, κἀκεῖθεν εἰς Πάταρα·
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 12] Ὡς δὲ ἠκούσαμεν ταῦτα, παρεκαλοῦμεν ἡμεῖς τε καὶ οἱ ἐντόπιοι, τοῦ μὴ ἀναβαίνειν αὐτὸν εἰς Ἱερουσαλήμ.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 13] Ἀπεκρίθη δὲ ὁ Παῦλος, Τί ποιεῖτε κλαίοντες καὶ συνθρύπτοντές μου τὴν καρδίαν; Ἐγὼ γὰρ οὐ μόνον δεθῆναι, ἀλλὰ καὶ ἀποθανεῖν εἰς Ἱερουσαλὴμ ἑτοίμως ἔχω ὑπὲρ τοῦ ὀνόματος τοῦ Κυρίου Ἰησοῦ.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 14] Μὴ πειθομένου δὲ αὐτοῦ, ἡσυχάσαμεν εἰπόντες, Τὸ θέλημα τοῦ Κυρίου γενέσθω.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 15] Μετὰ δὲ τὰς ἡμέρας ταύτας ἀποσκευασάμενοι ἀνεβαίνομεν εἰς Ἱερουσαλήμ.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 16] Συνῆλθον δὲ καὶ τῶν μαθητῶν ἀπὸ Καισαρείας σὺν ἡμῖν, ἄγοντες παρ᾿ ᾧ ξενισθῶμεν, Μνάσωνί τινι Κυπρίῳ, ἀρχαίῳ μαθητῇ.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 17] Γενομένων δὲ ἡμῶν εἰς Ἱεροσόλυμα, ἀσμένως ἐδέξαντο ἡμᾶς οἱ ἀδελφοί.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 18] Τῇ δὲ ἐπιούσῃ εἰσῄει ὁ Παῦλος σὺν ἡμῖν πρὸς Ἰάκωβον, πάντες τε παρεγένοντο οἱ πρεσβύτεροι.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 19] Καὶ ἀσπασάμενος αὐτούς, ἐξηγεῖτο καθ᾿ ἓν ἕκαστον ὧν ἐποίησεν ὁ Θεὸς ἐν τοῖς ἔθνεσι διὰ τῆς διακονίας αὐτοῦ.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 20] Οἱ δὲ ἀκούσαντες ἐδόξαζον τὸν Κύριον, εἶπόν τε αὐτῷ, Θεωρεῖς, ἀδελφέ, πόσαι μυριάδες εἰσὶν Ἰουδαίων τῶν πεπιστευκότων· καὶ πάντες ζηλωταὶ τοῦ νόμου ὑπάρχουσι·
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 21] κατηχήθησαν δὲ περὶ σοῦ, ὅτι ἀποστασίαν διδάσκεις ἀπὸ Μωσέως τοὺς κατὰ τὰ ἔθνη πάντας Ἰουδαίους, λέγων μὴ περιτέμνειν αὐτοὺς τὰ τέκνα, μηδὲ τοῖς ἔθεσι περιπατεῖν.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 22] Τί οὖν ἐστι; Πάντως δεῖ πλῆθος συνελθεῖν· ἀκούσονται γὰρ ὅτι ἐλήλυθας.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 23] Τοῦτο οὖν ποίησον ὅ σοι λέγομεν· εἰσὶν ἡμῖν ἄνδρες τέσσαρες εὐχὴν ἔχοντες ἐφ᾿ ἑαυτῶν·
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 24] τούτους παραλαβὼν ἁγνίσθητι σὺν αὐτοῖς, καὶ δαπάνησον ἐπ᾿ αὐτοῖς, ἵνα ξυρήσωνται τὴν κεφαλήν, καὶ γνῶσι πάντες ὅτι ὧν κατήχηνται περὶ σοῦ οὐδέν ἐστιν, ἀλλὰ στοιχεῖς καὶ αὐτὸς τὸν νόμον φυλάσσων.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 25] Περὶ δὲ τῶν πεπιστευκότων ἐθνῶν ἡμεῖς ἐπεστείλαμεν, κρίναντες μηδὲν τοιοῦτον τηρεῖν αὐτούς, εἰ μὴ φυλάσσεσθαι αὐτοὺς τό τε εἰδωλόθυτον καὶ τὸ αἷμα καὶ πνικτὸν καὶ πορνείαν.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 26] Τότε ὁ Παῦλος παραλαβὼν τοὺς ἄνδρας, τῇ ἐχομένῃ ἡμέρᾳ σὺν αὐτοῖς ἁγνισθεὶς εἰσῄει εἰς τὸ ἱερόν, διαγγέλλων τὴν ἐκπλήρωσιν τῶν ἡμερῶν τοῦ ἁγνισμοῦ, ἕως οὗ προσηνέχθη ὑπὲρ ἑνὸς ἑκάστου αὐτῶν ἡ προσφορά.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 27] Ὡς δὲ ἔμελλον αἱ ἑπτὰ ἡμέραι συντελεῖσθαι, οἱ ἀπὸ τῆς Ἀσίας Ἰουδαῖοι, θεασάμενοι αὐτὸν ἐν τῷ ἱερῷ, συνέχεον πάντα τὸν ὄχλον, καὶ ἐπέβαλον τὰς χεῖρας ἐπ᾿ αὐτόν,
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 28] κράζοντες, Ἄνδρες Ἰσραηλῖται, βοηθεῖτε. Οὗτός ἐστιν ὁ ἄνθρωπος ὁ κατὰ τοῦ λαοῦ καὶ τοῦ νόμου καὶ τοῦ τόπου τούτου πάντας πανταχοῦ διδάσκων· ἔτι τε καὶ Ἕλληνας εἰσήγαγεν εἰς τὸ ἱερόν, καὶ κεκοίνωκε τὸν ἅγιον τόπον τοῦτον.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 29] Ἦσαν γὰρ προεωρακότες Τρόφιμον τὸν Ἐφέσιον ἐν τῇ πόλει σὺν αὐτῷ, ὃν ἐνόμιζον ὅτι εἰς τὸ ἱερὸν εἰσήγαγεν ὁ Παῦλος.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 30] Ἐκινήθη τε ἡ πόλις ὅλη, καὶ ἐγένετο συνδρομὴ τοῦ λαοῦ· καὶ ἐπιλαβόμενοι τοῦ Παύλου εἷλκον αὐτὸν ἔξω τοῦ ἱεροῦ· καὶ εὐθέως ἐκλείσθησαν αἱ θύραι.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 31] Ζητούντων δὲ αὐτὸν ἀποκτεῖναι, ἀνέβη φάσις τῷ χιλιάρχῳ τῆς σπείρης, ὅτι ὅλη συγκέχυται Ἱερουσαλήμ·
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 32] ὃς ἐξαυτῆς παραλαβὼν στρατιώτας καὶ ἑκατοντάρχους, κατέδραμεν ἐπ᾿ αὐτούς· οἱ δέ, ἰδόντες τὸν χιλίαρχον καὶ τοὺς στρατιώτας, ἐπαύσαντο τύπτοντες τὸν Παῦλον.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 33] Τότε ἐγγίσας ὁ χιλίαρχος ἐπελάβετο αὐτοῦ, καὶ ἐκέλευσε δεθῆναι ἁλύσεσι δυσί· καὶ ἐπυνθάνετο τίς ἂν εἴη, καὶ τί ἐστι πεποιηκώς.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 34] Ἄλλοι δὲ ἄλλο τι ἐβόων ἐν τῷ ὄχλῳ· μὴ δυνάμενος δὲ γνῶναι τὸ ἀσφαλὲς διὰ τὸν θόρυβον, ἐκέλευσεν ἄγεσθαι αὐτὸν εἰς τὴν παρεμβολήν.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 35] Ὅτε δὲ ἐγένετο ἐπὶ τοὺς ἀναβαθμούς, συνέβη βαστάζεσθαι αὐτὸν ὑπὸ τῶν στρατιωτῶν διὰ τὴν βίαν τοῦ ὄχλου.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 36] Ἠκολούθει γὰρ τὸ πλῆθος τοῦ λαοῦ κρᾶζον, Αἶρε αὐτόν.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 37] Μέλλων τε εἰσάγεσθαι εἰς τὴν παρεμβολὴν ὁ Παῦλος λέγει τῷ χιλιάρχῳ, Εἰ ἔξεστί μοι εἰπεῖν τι πρός σε; Ὁ δὲ ἔφη, Ἑλληνιστὶ γινώσκεις;
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 38] Οὐκ ἄρα σὺ εἶ ὁ Αἰγύπτιος ὁ πρὸ τούτων τῶν ἡμερῶν ἀναστατώσας καὶ ἐξαγαγὼν εἰς τὴν ἔρημον τοὺς τετρακισχιλίους ἄνδρας τῶν σικαρίων;
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 39] Εἶπε δὲ ὁ Παῦλος, Ἐγὼ ἄνθρωπος μέν εἰμι Ἰουδαῖος, Ταρσεὺς τῆς Κιλικίας, οὐκ ἀσήμου πόλεως πολίτης· δέομαι δέ σου, ἐπίτρεψόν μοι λαλῆσαι πρὸς τὸν λαόν.
[GRCGTR | EL | NT | Acts | Chapter 21 | Verse 40] Ἐπιτρέψαντος δὲ αὐτοῦ, ὁ Παῦλος ἑστὼς ἐπὶ τῶν ἀναβαθμῶν κατέσεισε τῇ χειρὶ τῷ λαῷ· πολλῆς δὲ σιγῆς γενομένης, προσεφώνησε τῇ Ἑβραΐδι διαλέκτῳ λέγων,
