[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 1] Ἀγρίππας δὲ πρὸς τὸν Παῦλον ἔφη, Ἐπιτρέπεταί σοι ὑπὲρ σεαυτοῦ λέγειν. Τότε ὁ Παῦλος ἀπελογεῖτο, ἐκτείνας τὴν χεῖρα,
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 13] ἡμέρας μέσης, κατὰ τὴν ὁδὸν εἶδον, βασιλεῦ, οὐρανόθεν ὑπὲρ τὴν λαμπρότητα τοῦ ἡλίου, περιλάμψαν με φῶς καὶ τοὺς σὺν ἐμοὶ πορευομένους.
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 14] Πάντων δὲ καταπεσόντων ἡμῶν εἰς τὴν γῆν, ἤκουσα φωνὴν λαλοῦσαν πρός με καὶ λέγουσαν τῇ Ἑβραΐδι διαλέκτῳ, Σαούλ, Σαούλ, τί με διώκεις; Σκληρόν σοι πρὸς κέντρα λακτίζειν.
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 15] Ἐγὼ δὲ εἶπον, Τίς εἶ, Κύριε; Ὁ δὲ εἶπεν, Ἐγώ εἰμι Ἰησοῦς ὃν σὺ διώκεις.
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 16] Ἀλλὰ ἀνάστηθι, καὶ στῆθι ἐπὶ τοὺς πόδας σου· εἰς τοῦτο γὰρ ὤφθην σοι, προχειρίσασθαί σε ὑπηρέτην καὶ μάρτυρα ὧν τε εἶδες ὧν τε ὀφθήσομαί σοι,
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 17] ἐξαιρούμενός σε ἐκ τοῦ λαοῦ καὶ τῶν ἐθνῶν, εἰς οὓς νῦν σε ἀποστέλλω,
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 18] ἀνοῖξαι ὀφθαλμοὺς αὐτῶν, + 26:18 τοῦ ἐπιστρέψαι ¦ καὶ ἐπιστρέψαι SCR τοῦ ἐπιστρέψαι ἀπὸ σκότους εἰς φῶς καὶ τῆς ἐξουσίας τοῦ Σατανᾶ ἐπὶ τὸν Θεόν, τοῦ λαβεῖν αὐτοὺς ἄφεσιν ἁμαρτιῶν, καὶ κλῆρον ἐν τοῖς ἡγιασμένοις πίστει τῇ εἰς ἐμέ.
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 19] Ὅθεν, βασιλεῦ Ἀγρίππα, οὐκ ἐγενόμην ἀπειθὴς τῇ οὐρανίῳ ὀπτασίᾳ,
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 20] ἀλλὰ τοῖς ἐν Δαμασκῷ πρῶτον καὶ Ἱεροσολύμοις, εἰς πᾶσάν τε τὴν χώραν τῆς Ἰουδαίας, καὶ τοῖς ἔθνεσιν, + 26:20 ἀπήγγελλον ¦ ἀπαγγέλλων STἀπήγγελλον μετανοεῖν, καὶ ἐπιστρέφειν ἐπὶ τὸν Θεόν, ἄξια τῆς μετανοίας ἔργα πράσσοντας.
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 21] Ἕνεκα τούτων με οἱ Ἰουδαῖοί συλλαβόμενοι ἐν τῷ ἱερῷ ἐπειρῶντο διαχειρίσασθαι.
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 22] Ἐπικουρίας οὖν τυχὼν τῆς παρὰ τοῦ Θεοῦ, ἄχρι τῆς ἡμέρας ταύτης ἕστηκα μαρτυρούμενος μικρῷ τε καὶ μεγάλῳ, οὐδὲν ἐκτὸς λέγων ὧν τε οἱ προφῆται ἐλάλησαν μελλόντων γίνεσθαι καὶ Μωσῆς,
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 23] εἰ παθητὸς ὁ Χριστός, εἰ πρῶτος ἐξ ἀναστάσεως νεκρῶν φῶς μέλλει καταγγέλλειν τῷ λαῷ καὶ τοῖς ἔθνεσι.
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 24] Ταῦτα δὲ αὐτοῦ ἀπολογουμένου, ὁ Φῆστος μεγάλῃ τῇ φωνῇ ἔφη, Μαίνῃ, Παῦλε· τὰ πολλά σε γράμματα εἰς μανίαν περιτρέπει.
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 25] Ὁ δέ, Οὐ μαίνομαι, φησί, κράτιστε Φῆστε, ἀλλ᾿ ἀληθείας καὶ σωφροσύνης ῥήματα ἀποφθέγγομαι.
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 26] Ἐπίσταται γὰρ περὶ τούτων ὁ βασιλεύς, πρὸς ὃν καὶ παρρησιαζόμενος λαλῶ· λανθάνειν γὰρ αὐτόν τι τούτων οὐ πείθομαι οὐδέν· οὐ γὰρ ἐστιν ἐν γωνίᾳ πεπραγμένον τοῦτο.
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 27] Πιστεύεις, βασιλεῦ Ἀγρίππα, τοῖς προφήταις; Οἶδα ὅτι πιστεύεις.
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 28] Ὁ δὲ Ἀγρίππας πρὸς τὸν Παῦλον ἔφη, Ἐν ὀλίγῳ με πείθεις Χριστιανὸν γενέσθαι.
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 29] Ὁ δὲ Παῦλος εἶπεν, Εὐξαίμην ἂν τῷ Θεῷ, καὶ ἐν ὀλίγῳ καὶ ἐν πολλῷ οὐ μόνον σε, ἀλλὰ καὶ πάντας τοὺς ἀκούοντάς μου σήμερον, γενέσθαι τοιούτους ὁποῖος κἀγώ εἰμι, παρεκτὸς τῶν δεσμῶν τούτων.
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 30] Καὶ ταῦτα εἰπόντος αὐτοῦ, ἀνέστη ὁ βασιλεὺς καὶ ὁ ἡγεμών, ἥ τε Βερνίκη, καὶ οἱ συγκαθήμενοι αὐτοῖς·
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 31] καὶ ἀναχωρήσαντες ἐλάλουν πρὸς ἀλλήλους, λέγοντες ὅτι Οὐδὲν θανάτου ἄξιον ἢ δεσμῶν πράσσει ὁ ἄνθρωπος οὗτος.
[GRCGTR | EL | NT | Acts | Chapter 26 | Verse 32] Ἀγρίππας δὲ τῷ Φήστῳ ἔφη, Ἀπολελύσθαι ἐδύνατο ὁ ἄνθρωπος οὗτος, εἰ μὴ ἐπεκέκλητο Καίσαρα.
