[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 1] Ὁ δὲ Σαῦλος ἔτι ἐμπνέων ἀπειλῆς καὶ φόνου εἰς τοὺς μαθητὰς τοῦ Κυρίου, προσελθὼν τῷ ἀρχιερεῖ,
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 15] Εἶπε δὲ πρὸς αὐτὸν ὁ Κύριος, Πορεύου, ὅτι σκεῦος ἐκλογῆς μοι ἐστὶν οὗτος, τοῦ βαστάσαι τὸ ὄνομά μου ἐνώπιον ἐθνῶν καὶ βασιλέων, υἱῶν τε Ἰσραήλ·
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 16] ἐγὼ γὰρ ὑποδείξω αὐτῷ ὅσα δεῖ αὐτὸν ὑπὲρ τοῦ ὀνόματός μου παθεῖν.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 17] Ἀπῆλθε δὲ Ἀνανίας καὶ εἰσῆλθεν εἰς τὴν οἰκίαν, καὶ ἐπιθεὶς ἐπ᾿ αὐτὸν τὰς χεῖρας εἶπε, Σαοὺλ ἀδελφέ, ὁ Κύριος ἀπέσταλκέ με, Ἰησοῦς ὁ ὀφθείς σοι ἐν τῇ ὁδῷ ᾗ ἤρχου, ὅπως ἀναβλέψῃς καὶ πλησθῇς πνεύματος ἁγίου.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 18] Καὶ εὐθέως ἀπέπεσον ἀπὸ τῶν ὀφθαλμῶν αὐτοῦ ὡσεὶ λεπίδες, ἀνέβλεψέ τε παραχρῆμα, καὶ ἀναστὰς ἐβαπτίσθη,
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 19] καὶ λαβὼν τροφὴν ἐνίσχυσεν. Ἐγένετο δὲ ὁ Σαῦλος μετὰ τῶν ἐν Δαμασκῷ μαθητῶν ἡμέρας τινάς.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 20] Καὶ εὐθέως ἐν ταῖς συναγωγαῖς ἐκήρυσσε τὸν Χριστόν, ὅτι οὗτός ἐστιν ὁ υἱὸς τοῦ Θεοῦ.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 21] Ἐξίσταντο δὲ πάντες οἱ ἀκούοντες καὶ ἔλεγον, Οὐχ οὗτός ἐστιν ὁ πορθήσας ἐν Ἱερουσαλὴμ τοὺς ἐπικαλουμένους τὸ ὄνομα τοῦτο, καὶ ὧδε εἰς τοῦτο ἐληλύθει ἵνα δεδεμένους αὐτοὺς ἀγάγῃ ἐπὶ τοὺς ἀρχιερεῖς;
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 22] Σαῦλος δὲ μᾶλλον ἐνεδυναμοῦτο, καὶ συνέχυνε τοὺς Ἰουδαίους τοὺς κατοικοῦντας ἐν Δαμασκῷ, συμβιβάζων ὅτι οὗτός ἐστιν ὁ Χριστός.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 23] Ὡς δὲ ἐπληροῦντο ἡμέραι ἱκαναί, συνεβουλεύσαντο οἱ Ἰουδαῖοι ἀνελεῖν αὐτόν·
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 24] ἐγνώσθη δὲ τῷ Σαύλῳ ἡ ἐπιβουλὴ αὐτῶν. Παρετήρουν τε + 9:24 τὰς ¦ τὰ ST τὰς πύλας ἡμέρας τε καὶ νυκτός, ὅπως αὐτὸν ἀνέλωσι·
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 25] λαβόντες δὲ αὐτὸν οἱ μαθηταὶ νυκτός, καθῆκαν διὰ τοῦ τείχους, χαλάσαντες ἐν σπυρίδι.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 26] Παραγενόμενος δὲ ὁ Σαῦλος εἰς Ἱερουσαλήμ, ἐπειρᾶτο κολλᾶσθαι τοῖς μαθηταῖς· καὶ πάντες ἐφοβοῦντο αὐτόν, μὴ πιστεύοντες ὅτι ἐστὶ μαθητής.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 27] Βαρνάβας δὲ ἐπιλαβόμενος αὐτὸν ἤγαγε πρὸς τοὺς ἀποστόλους, καὶ διηγήσατο αὐτοῖς πῶς ἐν τῇ ὁδῷ εἶδε τὸν Κύριον, καὶ ὅτι ἐλάλησεν αὐτῷ, καὶ πῶς ἐν Δαμασκῷ ἐπαρρησιάσατο ἐν τῷ ὀνόματι τοῦ Ἰησοῦ.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 28] Καὶ ἦν μετ᾿ αὐτῶν εἰσπορευόμενος καὶ ἐκπορευόμενος ἐν Ἱερουσαλήμ, καὶ παρρησιαζόμενος ἐν τῷ ὀνόματι τοῦ Κυρίου Ἰησοῦ,
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 29] ἐλάλει τε καὶ συνεζήτει πρὸς τοὺς Ἑλληνιστάς· οἱ δὲ ἐπεχείρουν αὐτὸν ἀνελεῖν.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 30] Ἐπιγνόντες δὲ οἱ ἀδελφοὶ κατήγαγον αὐτὸν εἰς Καισάρειαν, καὶ ἐξαπέστειλαν αὐτὸν εἰς Ταρσόν.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 31] Αἱ μὲν οὖν ἐκκλησίαι καθ᾿ ὅλης τῆς Ἰουδαίας καὶ Γαλιλαίας καὶ Σαμαρείας εἶχον εἰρήνην οἰκοδομούμεναι, καὶ πορευόμεναι τῷ φόβῳ τοῦ Κυρίου καὶ τῇ παρακλήσει τοῦ ἁγίου πνεύματος ἐπληθύνοντο.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 32] Ἐγένετο δὲ Πέτρον διερχόμενον διὰ πάντων κατελθεῖν καὶ πρὸς τοὺς ἁγίους τοὺς κατοικοῦντας Λύδδαν.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 33] Εὗρε δὲ ἐκεῖ ἄνθρωπόν τινα Αἰνέαν ὀνόματι, ἐξ ἐτῶν ὀκτὼ κατακείμενον ἐπὶ κραββάτῳ, ὃς ἦν παραλελυμένος.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 34] Καὶ εἶπεν αὐτῷ ὁ Πέτρος, Αἰνέα, ἰᾶταί σε Ἰησοῦς ὁ Χριστός· ἀνάστηθι καὶ στρῶσον σεαυτῷ. Καὶ εὐθέως ἀνέστη.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 35] Καὶ εἶδον αὐτὸν πάντες οἱ κατοικοῦντες Λύδδαν καὶ τὸν + 9:35 Σάρωνα ¦ Σαρωνᾶν STΣάρωνα, οἵτινες ἐπέστρεψαν ἐπὶ τὸν Κύριον.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 36] Ἐν Ἰόππῃ δέ τις ἦν μαθήτρια ὀνόματι Ταβιθά, ἣ διερμηνευομένη λέγεται Δορκάς· αὕτη ἦν πλήρης ἀγαθῶν ἔργων καὶ ἐλεημοσυνῶν ὧν ἐποίει.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 37] Ἐγένετο δὲ ἐν ταῖς ἡμέραις ἐκείναις ἀσθενήσασαν αὐτὴν ἀποθανεῖν· λούσαντες δὲ αὐτὴν ἔθηκαν ἐν ὑπερῴῳ.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 38] Ἐγγὺς δὲ οὔσης Λύδδης τῇ Ἰόππῃ, οἱ μαθηταὶ ἀκούσαντες ὅτι Πέτρος ἐστὶν ἐν αὐτῇ, ἀπέστειλαν δύο ἄνδρας πρὸς αὐτόν, παρακαλοῦντες μὴ ὀκνῆσαι διελθεῖν ἕως αὐτῶν.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 39] Ἀναστὰς δὲ Πέτρος συνῆλθεν αὐτοῖς· ὃν παραγενόμενον ἀνήγαγον εἰς τὸ ὑπερῷον, καὶ παρέστησαν αὐτῷ πᾶσαι αἱ χῆραι κλαίουσαι καὶ ἐπιδεικνύμεναι χιτῶνας καὶ ἱμάτια ὅσα ἐποίει μετ᾿ αὐτῶν οὖσα ἡ Δορκάς.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 40] Ἐκβαλὼν δὲ ἔξω πάντας ὁ Πέτρος θεὶς τὰ γόνατα προσηύξατο· καὶ ἐπιστρέψας πρὸς τὸ σῶμα, εἶπε, Ταβιθά, ἀνάστηθι. Ἡ δὲ ἤνοιξε τοὺς ὀφθαλμοὺς αὐτῆς· καὶ ἰδοῦσα τὸν Πέτρον, ἀνεκάθισε.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 41] Δοὺς δὲ αὐτῇ χεῖρα, ἀνέστησεν αὐτήν· φωνήσας δὲ τοὺς ἁγίους καὶ τὰς χήρας, παρέστησεν αὐτὴν ζῶσαν.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 42] Γνωστὸν δὲ ἐγένετο καθ᾿ ὅλης τῆς Ἰόππης, καὶ πολλοὶ ἐπίστευσαν ἐπὶ τὸν Κύριον.
[GRCGTR | EL | NT | Acts | Chapter 9 | Verse 43] Ἐγένετο δὲ ἡμέρας ἱκανὰς μεῖναι αὐτὸν ἐν Ἰόππῃ παρά τινι Σίμωνι βυρσεῖ.
