[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 1] Καὶ ἐν τῷ συμπληροῦσθαι τὴν ἡμέραν τῆς Πεντηκοστῆς, ἦσαν ἅπαντες ὁμοθυμαδὸν ἐπὶ τὸ αὐτό.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 12] Ἐξίσταντο δὲ πάντες καὶ διηπόρουν, ἄλλος πρὸς ἄλλον λέγοντες, Τί ἂν θέλοι τοῦτο εἶναι;
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 13] Ἕτεροι δὲ χλευάζοντες ἔλεγον ὅτι Γλεύκους μεμεστωμένοι εἰσί.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 14] Σταθεὶς δὲ Πέτρος σὺν τοῖς ἕνδεκα, ἐπῆρε τὴν φωνὴν αὐτοῦ, καὶ ἀπεφθέγξατο αὐτοῖς, Ἄνδρες Ἰουδαῖοι, καὶ οἱ κατοικοῦντες Ἱερουσαλὴμ ἅπαντες, τοῦτο ὑμῖν γνωστὸν ἔστω, καὶ ἐνωτίσασθε τὰ ῥήματά μου.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 15] Οὐ γάρ, ὡς ὑμεῖς ὑπολαμβάνετε, οὗτοι μεθύουσιν· ἔστι γὰρ ὥρα τρίτη τῆς ἡμέρας·
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 16] ἀλλὰ τοῦτό ἐστι τὸ εἰρημένον διὰ τοῦ προφήτου Ἰωήλ,
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 17] Καὶ ἔσται ἐν ταῖς ἐσχάταις ἡμέραις, λέγει ὁ Θεός, ἐκχεῶ ἀπὸ τοῦ πνεύματός μου ἐπὶ πᾶσαν σάρκα· καὶ προφητεύσουσιν οἱ υἱοὶ ὑμῶν καὶ αἱ θυγατέρες ὑμῶν, καὶ οἱ νεανίσκοι ὑμῶν ὁράσεις ὄψονται, καὶ οἱ πρεσβύτεροι ὑμῶν ἐνύπνια ἐνυπνιασθήσονται·
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 18] καί γε ἐπὶ τοὺς δούλους μου καὶ ἐπὶ τὰς δούλας μου ἐν ταῖς ἡμέραις ἐκείναις ἐκχεῶ ἀπὸ τοῦ πνεύματός μου, καὶ προφητεύσουσι.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 19] Καὶ δώσω τέρατα ἐν τῷ οὐρανῷ ἄνω, καὶ σημεῖα ἐπὶ τῆς γῆς κάτω, αἷμα καὶ πῦρ καὶ ἀτμίδα καπνοῦ·
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 20] ὁ ἥλιος μεταστραφήσεται εἰς σκότος, καὶ ἡ σελήνη εἰς αἷμα, πρὶν ἢ ἐλθεῖν τὴν ἡμέραν Κυρίου τὴν μεγάλην καὶ ἐπιφανῆ·
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 21] καὶ ἔσται, πᾶς ὃς ἂν ἐπικαλέσηται τὸ ὄνομα Κυρίου σωθήσεται.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 22] Ἄνδρες Ἰσραηλῖται, ἀκούσατε τοὺς λόγους τούτους· Ἰησοῦν τὸν Ναζωραῖον, ἄνδρα ἀπὸ τοῦ Θεοῦ ἀποδεδειγμένον εἰς ὑμᾶς δυνάμεσι καὶ τέρασι καὶ σημείοις, οἷς ἐποίησε δι᾿ αὐτοῦ ὁ Θεὸς ἐν μέσῳ ὑμῶν, καθὼς καὶ αὐτοὶ οἴδατε,
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 23] τοῦτον τῇ ὡρισμένῃ βουλῇ καὶ προγνώσει τοῦ Θεοῦ ἔκδοτον λαβόντες, διὰ χειρῶν ἀνόμων προσπήξαντες ἀνείλετε·
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 24] ὃν ὁ Θεὸς ἀνέστησε, λύσας τὰς ὠδῖνας τοῦ θανάτου, καθότι οὐκ ἦν δυνατὸν κρατεῖσθαι αὐτὸν ὑπ᾿ αὐτοῦ.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 25] Δαβὶδ γὰρ λέγει εἰς αὐτόν, Προωρώμην τὸν Κύριον ἐνώπιόν μου διὰ παντός· ὅτι ἐκ δεξιῶν μου ἐστίν, ἵνα μὴ σαλευθῶ·
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 26] διὰ τοῦτο εὐφράνθη ἡ καρδία μου, καὶ ἠγαλλιάσατο ἡ γλῶσσά μου· ἔτι δὲ καὶ ἡ σάρξ μου κατασκηνώσει ἐπ᾿ ἐλπίδι·
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 27] ὅτι οὐκ ἐγκαταλείψεις τὴν ψυχήν μου εἰς ᾍδου, οὐδὲ δώσεις τὸν ὅσιόν σου ἰδεῖν διαφθοράν.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 28] Ἐγνώρισάς μοι ὁδοὺς ζωῆς· πληρώσεις με εὐφροσύνης μετὰ τοῦ προσώπου σου.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 29] Ἄνδρες ἀδελφοί, ἐξὸν εἰπεῖν μετὰ παρρησίας πρὸς ὑμᾶς περὶ τοῦ πατριάρχου Δαβίδ, ὅτι καὶ ἐτελεύτησε καὶ ἐτάφη, καὶ τὸ μνῆμα αὐτοῦ ἐστιν ἐν ἡμῖν ἄχρι τῆς ἡμέρας ταύτης.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 30] Προφήτης οὖν ὑπάρχων, καὶ εἰδὼς ὅτι ὅρκῳ ὤμοσεν αὐτῷ ὁ Θεός, ἐκ καρποῦ τῆς ὀσφύος αὐτοῦ τὸ κατὰ σάρκα ἀναστήσειν τὸν Χριστόν, καθίσαι ἐπὶ τοῦ θρόνου αὐτοῦ,
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 31] προϊδὼν ἐλάλησε περὶ τῆς ἀναστάσεως τοῦ Χριστοῦ, ὅτι οὐ κατελείφθη ἡ ψυχὴ αὐτοῦ εἰς ᾍδου, οὐδὲ ἡ σὰρξ αὐτοῦ εἶδε διαφθοράν.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 32] Τοῦτον τὸν Ἰησοῦν ἀνέστησεν ὁ Θεός, οὗ πάντες ἡμεῖς ἐσμεν μάρτυρες.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 33] Τῇ δεξιᾷ οὖν τοῦ Θεοῦ ὑψωθείς, τήν τε ἐπαγγελίαν τοῦ ἁγίου πνεύματος λαβὼν παρὰ τοῦ πατρός, ἐξέχεε τοῦτο ὃ νῦν ὑμεῖς βλέπετε καὶ ἀκούετε.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 34] Οὐ γὰρ Δαβὶδ ἀνέβη εἰς τοὺς οὐρανούς, λέγει δὲ αὐτός, Εἶπεν ὁ Κύριος τῷ Κυρίῳ μου, Κάθου ἐκ δεξιῶν μου,
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 35] ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 36] Ἀσφαλῶς οὖν γινωσκέτω πᾶς οἶκος Ἰσραήλ, ὅτι + 2:36 καὶ ¦ — ELZ καὶ Κύριον καὶ Χριστὸν αὐτὸν ὁ Θεὸς ἐποίησε, τοῦτον τὸν Ἰησοῦν ὃν ὑμεῖς ἐσταυρώσατε.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 37] Ἀκούσαντες δὲ κατενύγησαν τῇ καρδίᾳ, εἶπόν τε πρὸς τὸν Πέτρον καὶ τοὺς λοιποὺς ἀποστόλους, Τί ποιήσομεν, ἄνδρες ἀδελφοί;
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 38] Πέτρος δὲ ἔφη πρὸς αὐτούς, Μετανοήσατε, καὶ βαπτισθήτω ἕκαστος ὑμῶν ἐπὶ τῷ ὀνόματι Ἰησοῦ Χριστοῦ εἰς ἄφεσιν ἁμαρτιῶν, καὶ λήψεσθε τὴν δωρεὰν τοῦ ἁγίου πνεύματος.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 39] Ὑμῖν γάρ ἐστιν ἡ ἐπαγγελία, καὶ τοῖς τέκνοις ὑμῶν, καὶ πᾶσι τοῖς εἰς μακράν, ὅσους ἂν προσκαλέσηται Κύριος ὁ Θεὸς ἡμῶν.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 40] Ἑτέροις τε λόγοις πλείοσι διεμαρτύρετο καὶ παρεκάλει λέγων, Σώθητε ἀπὸ τῆς γενεᾶς τῆς σκολιᾶς ταύτης.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 41] Οἱ μὲν οὖν ἀσμένως ἀποδεξάμενοι τὸν λόγον αὐτοῦ ἐβαπτίσθησαν· καὶ προσετέθησαν τῇ ἡμέρᾳ ἐκείνῃ ψυχαὶ ὡσεὶ τρισχίλιαι.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 42] Ἦσαν δὲ προσκαρτεροῦντες τῇ διδαχῇ τῶν ἀποστόλων καὶ τῇ κοινωνίᾳ, καὶ τῇ κλάσει τοῦ ἄρτου καὶ ταῖς προσευχαῖς.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 43] Ἐγένετο δὲ πάσῃ ψυχῇ φόβος, πολλά τε τέρατα καὶ σημεῖα διὰ τῶν ἀποστόλων ἐγίνετο.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 44] Πάντες δὲ οἱ πιστεύοντες ἦσαν ἐπὶ τὸ αὐτό, καὶ εἶχον ἅπαντα κοινά,
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 45] καὶ τὰ κτήματα καὶ τὰς ὑπάρξεις ἐπίπρασκον, καὶ διεμέριζον αὐτὰ πᾶσι, καθότι ἄν τις χρείαν εἶχε.
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 46] Καθ᾿ ἡμέραν τε προσκαρτεροῦντες ὁμοθυμαδὸν ἐν τῷ ἱερῷ, κλῶντές τε κατ᾿ οἶκον ἄρτον, μετελάμβανον τροφῆς ἐν ἀγαλλιάσει καὶ ἀφελότητι καρδίας,
[GRCGTR | EL | NT | Acts | Chapter 2 | Verse 47] αἰνοῦντες τὸν Θεόν, καὶ ἔχοντες χάριν πρὸς ὅλον τὸν λαόν. Ὁ δὲ Κύριος προσετίθει τοὺς σῳζομένους καθ᾿ ἡμέραν τῇ ἐκκλησίᾳ.
