[GNV | EN | OT | Lamentations | Chapter 3 | Verse 1] I am the man, that hath seene affliction in the rod of his indignation.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 31] For the Lord will not forsake for euer.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 32] But though he sende affliction, yet will he haue compassion according to the multitude of his mercies.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 33] For he doeth not punish willingly, nor afflict the children of men,
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 34] In stamping vnder his feete all the prisoners of the earth,
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 35] In ouerthrowing the right of a man before the face of the most high,
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 36] In subuerting a man in his cause: the Lord seeth it not.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 37] Who is he then that sayth, and it commeth to passe, and the Lord commandeth it not?
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 38] Out of the mouth of the most high proceedeth not euill and good?
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 39] Wherefore then is the liuing man sorowfull? man suffreth for his sinne.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 40] Let vs search and try our wayes, and turne againe to the Lord.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 41] Let vs lift vp our hearts with our handes vnto God in the heauens.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 42] We haue sinned, and haue rebelled, therefore thou hast not spared.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 43] Thou hast couered vs with wrath, and persecuted vs: thou hast slaine and not spared.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 44] Thou hast couered thy selfe with a cloude, that our prayer should not passe through.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 45] Thou hast made vs as the ofscouring and refuse in the middes of the people.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 46] All our enemies haue opened their mouth against vs.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 47] Feare, and a snare is come vpon vs with desolation and destruction.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 48] Mine eye casteth out riuers of water, for the destruction of the daughter of my people.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 49] Mine eye droppeth without stay and ceaseth not,
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 50] Till the Lord looke downe, and beholde from heauen.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 51] Mine eye breaketh mine heart because of all the daughters of my citie.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 52] Mine enemies chased me sore like a birde, without cause.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 53] They haue shut vp my life in the dungeon, and cast a stone vpon me.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 54] Waters flowed ouer mine head, then thought I, I am destroyed.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 55] I called vpon thy Name, O Lord, out of the lowe dungeon.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 56] Thou hast heard my voyce: stoppe not thine eare from my sigh and from my cry.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 57] Thou drewest neere in the day that I called vpon thee: thou saydest, Feare not.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 58] O Lord, thou hast maintained the cause of my soule, and hast redeemed my life.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 59] O Lord, thou hast seene my wrong, iudge thou my cause.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 60] Thou hast seene all their vengeance, and all their deuises against me.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 61] Thou hast heard their reproch, O Lord, and all their imaginations against me:
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 62] The lippes also of those that rose against me, and their whispering against me continually.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 63] Behold, their sitting downe and their rising vp, how I am their song.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 64] Giue them a recompence, O Lord, according to the worke of their handes.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 65] Giue them sorow of heart, euen thy curse to them.
[GNV | EN | OT | Lamentations | Chapter 3 | Verse 66] Persecute with wrath and destroy them from vnder the heauen, O Lord.
