[LXX | EL | OT | Psalms | Chapter 106 | Verse 1] Ἀλληλούϊα. Ἐξομολογεῖσθε τῷ Κυρίῳ, ὅτι χρηστὸς, ὅτι εἰς τὸν αἰῶνα τὸ ἔλεος αὐτοῦ.
[LXX | EL | OT | Psalms | Chapter 106 | Verse 29] Καὶ ἐπέταξε τῇ καταιγίδι, καὶ ἔστη εἰς αὖραν, καὶ ἐσίγησαν τὰ κύματα αὐτῆς.
[LXX | EL | OT | Psalms | Chapter 106 | Verse 30] Καὶ εὐφράνθησαν, ὅτι ἡσύχασαν, καὶ ὡδήγησεν αὐτοὺς ἐπὶ λιμένα θελήματος αὐτῶν.
[LXX | EL | OT | Psalms | Chapter 106 | Verse 31] Ἐξομολογησάσθωσαν τῷ Κυρίῳ τὰ ἐλέη αὐτοῦ, καὶ τὰ θαυμάσια αὐτοῦ τοῖς υἱοῖς τῶν ἀνθρώπων.
[LXX | EL | OT | Psalms | Chapter 106 | Verse 32] Ὑψωσάτωσαν αὐτὸν ἐν ἐκκλησίᾳ λαοῦ, καὶ ἐν καθέδρᾳ πρεσβυτέρων αἰνεσάτωσαν αὐτόν.
[LXX | EL | OT | Psalms | Chapter 106 | Verse 33] Ἔθετο ποταμοὺς εἰς ἐρήμον, καὶ διεξόδους ὑδάτων εἰς δίψαν·
[LXX | EL | OT | Psalms | Chapter 106 | Verse 34] Γῆν καρποφόρον εἰς ἅλμην, ἀπὸ κακίας τῶν κατοικούντων ἐν αὐτῇ.
[LXX | EL | OT | Psalms | Chapter 106 | Verse 35] Ἔθετο ἔρημον εἰς λίμνας ὑδάτων, καὶ γῆν ἄνυδρον εἰς διεξόδους ὑδάτων.
[LXX | EL | OT | Psalms | Chapter 106 | Verse 36] Καὶ κατῴκισεν ἐκεῖ πεινῶντας, καὶ συνεστήσαντο πόλεις κατοικεσίας·
[LXX | EL | OT | Psalms | Chapter 106 | Verse 37] Καὶ ἔσπειραν ἀγροὺς, καὶ ἐφύτευσαν ἀμπελῶνας, καὶ ἐποίησαν καρπὸν γεννήματος.
[LXX | EL | OT | Psalms | Chapter 106 | Verse 38] Καὶ εὐλόγησεν αὐτοὺς, καὶ ἐπληθύνθησαν σφόδρα, καὶ τὰ κτήνη αὐτῶν οὐκ ἐσμίκρυνε.
[LXX | EL | OT | Psalms | Chapter 106 | Verse 39] Καὶ ὠλιγώθησαν καὶ ἐκακώθησαν ἀπὸ θλίψεως κακῶν καὶ ὀδύνης.
[LXX | EL | OT | Psalms | Chapter 106 | Verse 40] Ἐξεχύθη ἐξουδένωσις ἐπʼ ἄρχοντας αὐτῶν, καὶ ἐπλάνησεν αὐτοὺς ἐν ἀβάτῳ καὶ οὐχ ὁδῷ.
[LXX | EL | OT | Psalms | Chapter 106 | Verse 41] Καὶ ἐβοήθησε πένητι ἐκ πτωχείας, καὶ ἔθετο ὡς πρόβατα πατριάς·
[LXX | EL | OT | Psalms | Chapter 106 | Verse 42] Ὄψονται εὐθεῖς καὶ εὐφρανθήσονται, καὶ πᾶσα ἀνομία ἐμφράξει τὸ στόμα αὐτῆς.
[LXX | EL | OT | Psalms | Chapter 106 | Verse 43] Τίς σοφὸς καὶ φυλάξει ταῦτα, καὶ συνήσει τὰ ἐλέη τοῦ Κυρίου;
