[LXX | EL | OT | Psalms | Chapter 105 | Verse 1] Ἀλληλούϊα. Ἐξομολογεῖσθε τῷ Κυρίῳ, ὅτι χρηστὸς, ὅτι εἰς τὸν αἰῶνα τὸ ἔλεος αὐτοῦ.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 13] Ἐτάχυναν, ἐπελάθοντο τῶν ἔργων αὐτοῦ, οὐχ ὑπέμειναν τὴν βουλὴν αὐτοῦ.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 14] Καὶ ἐπεθύμησαν ἐπιθυμίαν ἐν τῇ ἐρήμῳ, καὶ ἐπείρασαν τὸν Θεὸν ἐν ἀνύδρῳ.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 15] Καὶ ἔδωκεν αὐτοῖς τὸ αἴτημα αὐτῶν, καὶ ἐξαπέστειλε πλησμονὴν εἰς τὴν ψυχὴν αὐτῶν.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 16] Καὶ παρώργισαν Μωυσῆν ἐν τῇ παρεμβολῇ, καὶ Ἀαρὼν τὸν ἅγιον Κυρίου.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 17] Ἠνοίχθη ἡ γῆ καὶ κατέπιε Δαθὰν, καὶ ἐκάλυψεν ἐπὶ τὴν συναγωγὴν Ἀβειρών.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 18] Καὶ ἐξεκαύθη πῦρ ἐν τῇ συναγωγῇ αὐτῶν, καὶ φλὸξ κατέφλεξεν ἁμαρτωλούς.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 19] Καὶ ἐποίησαν μόσχον ἐν Χωρὴβ, καὶ προσεκύνησαν τῷ γλυπτῷ·
[LXX | EL | OT | Psalms | Chapter 105 | Verse 20] Καὶ ἠλλάξαντο τὴν δόξαν αὐτῶν ἐν ὁμοιώματι μόσχου ἔσθοντος χόρτον.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 21] Ἐπελάθοντο τοῦ Θεοῦ τοῦ σώζοντος αὐτοὺς, τοῦ ποιήσαντος μεγάλα ἐν Αἰγύπτῳ,
[LXX | EL | OT | Psalms | Chapter 105 | Verse 22] θαυμαστὰ ἐν γῇ Χὰμ, καὶ φοβερὰ ἐπὶ θαλάσσης ἐρυθρᾶς.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 23] Καὶ εἶπε τοῦ ἐξολοθρεῦσαι αὐτοὺς, εἰ μὴ Μωυσῆς ὁ ἐκλεκτὸς αὐτοῦ ἔστη ἐν τῇ θραύσει ἐνώπιον αὐτοῦ, τοῦ ἀποστρέψαι ἀπὸ θυμοῦ ὀργῆς αὐτοῦ, τοῦ μὴ ἐξολοθρεῦσαι.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 24] Καὶ ἐξουδένωσαν γῆν ἐπιθυμητὴν, καὶ οὐκ ἐπίστευσαν τῷ λόγῳ αὐτοῦ.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 25] Καὶ ἐγόγγυσαν ἐν τοῖς σκηνώμασιν αὐτῶν, οὐκ εἰσήκουσαν τῆς φωνῆς Κυρίου.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 26] Καὶ ἐπῇρε τὴν χεῖρα αὐτοῦ ἐπʼ αὐτοὺς, τοῦ καταβαλεῖν αὐτοὺς ἐν τῇ ἐρήμῳ,
[LXX | EL | OT | Psalms | Chapter 105 | Verse 27] καὶ τοῦ καταβαλεῖν τὸ σπέρμα αὐτῶν ἐν τοῖς ἔθνεσι, καὶ διασκορπίσαι αὐτοὺς ἐν ταῖς χώραις.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 28] Καὶ ἐτελέσθησαν τῷ Βεελφεγὼρ, καὶ ἔφαγον θυσίας νεκρῶν.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 29] Καὶ παρώξυναν αὐτὸν ἐν τοῖς ἐπιτηδεύμασιν αὐτῶν, καὶ ἐπληθύνθη ἐν αὐτοῖς ἡ πτῶσις.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 30] Καὶ ἔστη Φινεὲς καὶ ἐξιλάσατο, καὶ ἐκόπασεν ἡ θραῦσις.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 31] Καὶ ἐλογίσθη αὐτῷ εἰς δικαιοσύνην, εἰς γενεὰν καὶ γενεὰν ἕως τοῦ αἰῶνος.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 32] Καὶ παρώργισαν αὐτὸν ἐπὶ ὕδατος ἀντιλογίας, καὶ ἐκακώθη Μωυσῆς διʼ αὐτούς·
[LXX | EL | OT | Psalms | Chapter 105 | Verse 33] Ὅτι παρεπίκραναν τὸ πνεῦμα αὐτοῦ, καὶ διέστειλεν ἐν τοῖς χείλεσιν αὐτοῦ.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 34] Οὐκ ἐξωλόθρευσαν τὰ ἔθνη ἃ εἶπε Κύριος αὐτοῖς.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 35] Καὶ ἐμίγησαν ἐν τοῖς ἔθνεσι, καὶ ἔμαθον τὰ ἔργα αὐτῶν.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 36] Καὶ ἐδούλευσαν τοῖς γλυπτοῖς αὐτῶν, καὶ ἐγενήθη αὐτοῖς εἰς σκάνδαλον.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 37] Καὶ ἔθυσαν τοὺς υἱοὺς αὐτῶν καὶ τὰς θυγατέρας αὐτῶν τοῖς δαιμονίοις,
[LXX | EL | OT | Psalms | Chapter 105 | Verse 38] καὶ ἐξέχεαν αἷμα ἀθῶον, αἷμα υἱῶν αὐτῶν καὶ θυγατέρων, ὧν ἔθυσαν τοῖς γλυπτοῖς Χαναάν· καὶ ἐφονοκτονήθη ἡ γῆ ἐν τοῖς αἵμασι,
[LXX | EL | OT | Psalms | Chapter 105 | Verse 39] καὶ ἐμιάνθη ἐν τοῖς ἔργοις αὐτῶν· καὶ ἐπόρνευσαν ἐν τοῖς ἐπιτηδεύμασιν αὐτῶν.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 40] Καὶ ὠργίσθη θυμῷ Κύριος ἐπὶ τὸν λαὸν αὐτοῦ, καὶ ἐβδελύξατο τὴν κληρονομίαν αὐτοῦ.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 41] Καὶ παρέδωκεν αὐτοὺς εἰς χεῖρας ἐχθρῶν, καὶ ἐκυρίευσαν αὐτῶν οἱ μισοῦντες αὐτούς.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 42] Καὶ ἔθλιψαν αὐτοὺς οἱ ἐχθροὶ αὐτῶν, καὶ ἐταπεινώθησαν ὑπὸ τὰς χεῖρας αὐτῶν.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 43] Πλεονάκις ἐῤῥύσατο αὐτοὺς, αὐτοὶ δὲ παρεπίκραναν αὐτὸν ἐν τῇ βουλῇ αὐτῶν· καὶ ἐταπεινώθησαν ἐν ταῖς ἀνομίαις αὐτῶν.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 44] Καὶ εἶδε Κύριος ἐν τῷ θλίβεσθαι αὐτοὺς, ἐν τῷ αὐτὸν εἰσακοῦσαι τῆς δεήσεως αὐτῶν.
[LXX | EL | OT | Psalms | Chapter 105 | Verse 45] Καὶ ἐμνήσθη τῆς διαθήκης αὐτοῦ, καὶ μετεμελήθη κατὰ τὸ πλῆθος τοῦ ἐλέους αὐτοῦ.
