[LXX | EL | OT | Proverbs | Chapter 15 | Verse 1] Ὀργὴ ἀπόλλυσι καὶ φρονίμους, ἀπόκρισις δὲ ὑποπίπτουσα ἀποστρέφει θυμὸν, λόγος δὲ λυπηρὸς ἐγείρει ὀργάς.
[LXX | EL | OT | Proverbs | Chapter 15 | Verse 19] Ὁδοὶ ἀεργῶν ἐστρωμέναι ἀκάνθαις, αἱ δὲ τῶν ἀνδρείων τετριμμέναι.
[LXX | EL | OT | Proverbs | Chapter 15 | Verse 20] Υἱὸς σοφὸς εὐφραίνει πατέρα, υἱὸς δὲ ἄφρων μυκτηρίζει μητέρα αὐτοῦ.
[LXX | EL | OT | Proverbs | Chapter 15 | Verse 21] Ἀνοήτου τρίβοι ἐνδεεῖς φρενῶν, ἀνὴρ δὲ φρόνιμος κατευθύνων πορεύεται.
[LXX | EL | OT | Proverbs | Chapter 15 | Verse 22] Ὑπερτίθενται λογισμοὺς οἱ μὴ τιμῶντες συνέδρια, ἐν δὲ καρδίαις βουλευομένων μένει βουλή.
[LXX | EL | OT | Proverbs | Chapter 15 | Verse 23] Οὐ μὴ ὑπακούσει ὁ κακὸς αὐτῇ, οὐδὲ μὴ εἴπῃ καίριόν τι καὶ καλὸν τῷ κοινῷ.
[LXX | EL | OT | Proverbs | Chapter 15 | Verse 24] Ὁδοὶ ζωῆς διανοήματα συνετοῦ, ἵνα ἐκκλίνας ἐκ τοῦ ᾅδου σωθῇ.
[LXX | EL | OT | Proverbs | Chapter 15 | Verse 25] Οἴκους ὑβριστῶν κατασπᾷ Κύριος, ἐστήρισε δὲ ὅριον χήρας.
[LXX | EL | OT | Proverbs | Chapter 15 | Verse 26] Βδέλυγμα Κυρίῳ λογισμὸς ἄδικος, ἁγνῶν δὲ ῥήσεις σεμναί.
[LXX | EL | OT | Proverbs | Chapter 15 | Verse 27] Ἐξόλλυσιν ἑαυτὸν ὁ δωρολήπτης, ὁ δὲ μισῶν δώρων λήψεις σώζεται· ἐλεημοσύναις καὶ πίστεσιν ἀποκαθαίρονται ἁμαρτίαι, τῷ δὲ φόβῳ Κυρίου ἐκκλίνει πᾶς ἀπὸ κακοῦ.
[LXX | EL | OT | Proverbs | Chapter 15 | Verse 28] Καρδίαι δικαίων μελετῶσι πίστεις, στόμα δὲ ἀσεβῶν ἀποκρίνεται κακά· δεκταὶ παρὰ Κυρίῳ ὁδοὶ ἀνθρώπων δικαίων, διὰ δὲ αὐτῶν καὶ οἱ ἐχθροὶ φίλοι γίνονται.
[LXX | EL | OT | Proverbs | Chapter 15 | Verse 29] Μακρὰν ἀπέχει ὁ Θεὸς ἀπὸ ἀσεβῶν, εὐχαῖς δὲ δικαίων ἐπακούει· κρείσσων ὀλίγη λῆψις μετὰ δικαιοσύνης, ἢ πολλὰ γεννήματα μετὰ ἀδικίας. Καρδία ἀνδρὸς λογιζέσθω δίκαια, ἵνα ὑπὸ τοῦ Θεοῦ διορθωθῇ τὰ διαβήματα αὐτοῦ.
[LXX | EL | OT | Proverbs | Chapter 15 | Verse 30] Θεωρῶν ὀφθαλμὸς καλὰ εὐφραίνει καρδίαν, φημη δὲ ἀγαθὴ πιαίνει ὀστᾶ.
[LXX | EL | OT | Proverbs | Chapter 15 | Verse 32] Ὃς ἀπωθεῖται παιδείαν, μισεῖ ἑαυτὸν· ὁ δὲ τηρῶν ἐλέγχους, ἀγαπᾷ ψυχὴν αὐτοῦ.
[LXX | EL | OT | Proverbs | Chapter 15 | Verse 33] Φόβος Κυρίου παιδεία καὶ σοφία, καὶ ἀρχὴ δόξης ἀποκριθήσεται αὐτῇ.
