[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 1] ΚΑΙ ἐγένετο μετὰ τὸ ἀποθανεῖν Σαοὺλ, καὶ Δαυὶδ ἀνέστρεψε τύπτων τὸν Ἀμαλὴκ, καὶ ἐκάθισε Δαυὶδ ἐν Σεκελὰκ ἡμέρας δύο.
[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 12] Καὶ ἐκόψαντο καὶ ἔκλαυσαν καὶ ἐνήστευσαν ἕως δείλης ἐπὶ Σαοὺλ καὶ ἐπὶ Ἰωνάθαν τὸν υἱὸν αὐτοῦ καὶ ἐπὶ τὸν λαὸν Ἰούδα καὶ ἐπὶ τὸν οἶκον Ἰσραὴλ, ὅτι ἐπλήγησαν ἐν ῥομφαίᾳ.
[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 13] Καὶ εἶπε Δαυὶδ τῷ παιδαρίῳ τῷ ἀπαγγέλλοντι αὐτῷ, πόθεν εἶ σύ; καὶ εἶπεν, υἱὸς ανδρὸς παροίκου Ἀμαληκίτου ἐγώ εἰμι.
[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 14] Καὶ εἶπεν αὐτῷ Δαυὶδ, πῶς οὐκ ἐφοβήθης ἐπενεγκεῖν χεῖρά σου διαφθεῖραι τὸν χριστὸν Κυρίου;
[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 15] Καὶ ἐκάλεσε Δαυὶδ ἓν τῶν παιδαρίων αὐτοῦ, καὶ εἶπε, προσελθὼν ἀπάντησον αὐτῷ· καὶ ἐπάταξεν αὐτὸν, καὶ ἀπέθανε.
[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 16] Καὶ εἶπε πρὸς αὐτὸν Δαυὶδ, τὸ αἷμά σου ἐπὶ τὴν κεφαλήν σου, ὅτι τὸ στόμα σου ἀπεκρίθη κατὰ σοῦ, λέγον, ὅτι ἐγὼ ἐθανάτωσα τὸν χριστὸν Κυρίου.
[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 17] Καὶ ἐθρήνησε Δαυὶδ τὸν θρῆνον τοῦτον ἐπὶ Σαοὺλ καὶ ἐπὶ Ἰωνάθαν τὸν υἱὸν αὐτοῦ.
[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 18] Καὶ εἶπε τοῦ διδάξαι τοὺς υἱοὺς Ἰούδα· ἰδοὺ γέγραπται ἐπὶ βιβλίου τοῦ εὐθοῦς.
[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 19] Στήλωσον Ἰσραὴλ ὑπὲρ τῶν τεθνηκότων ἐπὶ τὰ ὕψη σου τραυματιῶν· πῶς ἔπεσαν δυνατοί;
[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 20] Μὴ ἀναγγείλητε ἐν Γὲθ, καὶ μὴ εὐαγγελίσησθε ἐν ταῖς ἐξόδοις Ἀσκάλωνος, μή ποτε εὐφρανθῶσι θυγατέρες ἀλλοφύλων, μή ποτε ἀγαλλιάσωνται θυγατέρες τῶν ἀπεριτμήτων.
[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 21] Ὄρη τὰ ἐν Γελβουὲ μὴ καταβάτω δρόσος καὶ μὴ ὑετὸς ἐφʼ ὑμᾶς, καὶ ἀγροὶ ἀπαρχῶν, ὅτι ἐκεῖ προσωχθίσθη θυρεὸς δυνατῶν· θυρεὸς Σαοὺλ οὐκ ἐχρίσθη ἐν ἐλαίῳ.
[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 22] Ἀφʼ αἵματος τραυματιῶν καὶ ἀπὸ στέατος δυνατῶν τόξον Ἰωνάθαν οὐκ ἀπεστράφη κενὸν εἰς τὰ ὀπίσω, καὶ ῥομφαία Σαοὺλ οὐκ ἀνέκαμψε κενή.
[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 23] Σαοὺλ καὶ Ἰωνάθαν οἱ ἠγαπημένοι καὶ ὡραῖοι οὐ διακεχωρισμένοι, εὐπρεπεῖς ἐν τῇ ζωῇ αὐτῶν, καὶ ἐν τῷ θανάτῳ αὐτῶν οὐ διεχωρίσθησαν· ὑπὲρ ἀετοὺς κοῦφοι, καὶ ὑπὲρ λέοντας ἐκραταιώθησαν.
[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 24] Θυγατέρες Ἰσραὴλ ἐπὶ Σαοὺλ κλαύσατε, τὸν ἐνδιδύσκοντα ὑμᾶς κόκκινα μετὰ κόσμου ὑμῶν, τὸν ἀναφέροντα κόσμον χρυσοῦν ἐπὶ τὰ ἐνδύματα ὑμῶν.
[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 25] Πῶς ἔπεσαν δυνατοὶ ἐν μέσῳ τοῦ πολέμου, Ἰωνάθαν ἐπὶ τὰ ὕψη σου τραυματίαι;
[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 26] Ἀλγῶ ἐπὶ σοὶ, ἀδελφέ μου Ἰωνάθαν, ὡραιώθης μοι σφόδρα, ἐθαυμαστώθη ἡ ἀγάπησίς σου ἐμοὶ ὑπὲρ ἀγάπησιν γυναικῶν.
[LXX | EL | OT | 2 Samuel | Chapter 1 | Verse 27] Πῶς ἔπεσαν δυνατοὶ, καὶ ἀπώλοντο σκεύη πολεμικά;
