[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 1] Καὶ ἐγένετο, ἐπιστρέψαντος τοῦ ἐνιαυτοῦ εἰς τὸν καιρὸν τῆς ἐξοδίας τῶν βασιλέων, καὶ ἀπέστειλε Δαυὶδ τὸν Ἰωὰβ, καὶ τοὺς παῖδας αὐτοῦ μετʼ αὐτοῦ, καὶ τὸν πάντα Ἰσραὴλ, καὶ διέφθειραν τοὺς υἱοὺς Ἀμμών· καὶ διεκάθισαν ἐπὶ Ῥαββάθ· καὶ Δαυὶδ ἐκάθισεν ἐν Ἱερουσαλήμ.
[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 12] Καὶ εἶπε Δαυὶδ πρὸς Οὐρίαν, κάθισον ἐνταῦθα καί γε σήμερον, καὶ αὔριον ἐξαποστελῶ σε· καὶ ἐκάθισεν Οὐρίας ἐν Ἱερουσαλὴμ ἐν τῇ ἡμέρᾳ ἐκείνῃ καὶ τῇ ἐπαύριον.
[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 13] Καὶ ἐκάλεσεν αὐτὸν Δαυὶδ, καὶ ἔφαγεν ἐνώπιον αὐτοῦ, καὶ ἔπιε, καὶ ἐμέθυσεν αὐτὸν, καὶ ἐξῆλθεν ἑσπέρας τοῦ κοιμηθῆναι ἐπὶ τῆς κοίτης αὐτοῦ μετὰ τῶν δούλων τοῦ κυρίου αὐτοῦ, καὶ εἰς τὸν οἶκον αὐτοῦ οὐ κατέβη.
[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 14] Καὶ ἐγένετο πρωῒ, καὶ ἔγραψε Δαυὶδ βιβλίον πρὸς Ἰωὰβ, καὶ ἀπέστειλεν ἐν χειρὶ Οὐρίου.
[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 15] Καὶ ἔγραψεν ἐν βιβλίῳ, λέγων, εἰσάγαγε τὸν Οὐρίαν ἐξεναντίας τοῦ πολέμου τοῦ κραταιοῦ, καὶ ἀποστραφήσεσθε ἀπὸ ὄπισθεν αὐτοῦ, καὶ πληγήσεται καὶ ἀποθανεῖται.
[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 16] Καὶ ἐγενήθη ἐν τῷ φυλάσσειν Ἰωὰβ ἐπὶ τὴν πόλιν, καὶ ἔθηκε τὸν Οὐρίαν εἰς τὸν τόπον οὗ ᾔδει ὅτι ἄνδρες δυνάμεως ἐκεῖ.
[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 17] Καὶ ἐξῆλθον οἱ ἄνδρες τῆς πόλεως, καὶ ἐπολέμουν μετὰ Ἰωάβ· καὶ ἔπεσαν ἐκ τοῦ λαοῦ ἐκ τῶν δούλων Δαυὶδ, καὶ ἀπέθανε καί γε Οὐρίας ὁ Χετταῖος.
[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 18] Καὶ ἀπέστειλεν Ἰωὰβ, καὶ ἀπήγγειλε τῷ Δαυὶδ πάντας τοὺς λόγους τοῦ πολέμου λαλῆσαι πρὸς τὸν βασιλέα·
[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 19] καὶ ἐνετείλατο τῷ ἀγγέλῳ, λέγων, ἐν τῷ συντελέσαι πάντας τοὺς λόγους τοῦ πολέμου λαλῆσαι πρὸς τὸν βασιλέα,
[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 20] καὶ ἔσται ἐὰν ἀναβῇ ὁ θυμὸς τοῦ βασιλέως, καὶ εἴπῃ σοι, τί ὅτι ἠγγίσατε πρὸς τὴν πόλιν πολεμῆσαι; οὐκ ᾔδειτε ὅτι τοξεύσουσιν ἀπάνωθεν τοῦ τείχους;
[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 21] Τίς ἐπάταξε τὸν Ἀβιμέλεχ υἱὸν Ἱεροβάαλ υἱοῦ Νήρ; οὐχὶ γυνὴ ἔῤῥιψε κλάσμα μύλου ἐπʼ αὐτὸν ἀπὸ ἄνωθεν τοῦ τείχους, καὶ ἀπέθανεν ἐν Θαμασί; ἱνατί προσηγάγετε πρὸς τὸ τεῖχος; καὶ ἐρεῖς, καί γε ὁ δοῦλός σου Οὐρίας ὁ Χετταῖος ἀπέθανε.
[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 22] Καὶ ἐπορεύθη ὁ ἄγγελος Ἰωὰβ πρὸς τὸν βασιλέα εἰς Ἱερουσαλὴμ, καὶ παρεγένετο καὶ ἀπήγγειλε τῷ Δαυὶδ πάντα ὅσα ἀπήγγειλεν αὐτῷ Ἰωὰβ, πάντα τὰ ῥήματα τοῦ πολέμου· καὶ ἐθυμώθη Δαυὶδ πρὸς Ἰωὰβ, καὶ εἶπε πρὸς τὸν ἄγγελον, ἱνατί προσηγάγετε πρὸς τὴν πόλιν τοῦ πολεμῆσαι; οὐκ ᾔδειτε ὅτι πληγήσεσθε ἀπὸ τοῦ τείχους; τίς ἐπάταξε τὸν Ἀβιμέλεχ υἱὸν Ἱεροβάαλ; οὐχὶ γυνὴ ἔῤῥιψεν ἐπʼ αὐτὸν κλάσμα μύλου ἀπὸ τοῦ τείχους, καὶ ἀπέθανεν ἐν Θαμασί; ἱνατί προσηγάγετε πρὸς τὸ τεῖχος;
[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 23] Καὶ εἶπεν ὁ ἄγγελος πρὸς Δαυὶδ, ὅτι ἐκραταίωσαν ἐφʼ ἡμᾶς οἱ ἄνδρες, καὶ ἐξῆλθον ἐφʼ ἡμᾶς εἰς τὸν ἀγρὸν, καὶ ἐγενήθημεν ἐπʼ αὐτοὺς ἕως τῆς θύρας τῆς πύλης.
[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 24] Καὶ ἐτόξευσαν οἱ τοξεύοντες πρὸς τοὺς παῖδάς σου ἀπάνωθεν τοῦ τείχους, καὶ ἀπέθανον τῶν παίδων τοῦ βασιλέως, καί γε ὁ δοῦλός σου Οὐρίας ὁ Χετταῖος ἀπέθανε.
[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 25] Καὶ εἶπε Δαυὶδ πρὸς τὸν ἄγγελον, τάδε ἐρεῖς πρὸς Ἰωάβ, μὴ πονηρὸν ἔστω ἐν ὀφθαλμοῖς σου τὸ ῥῆμα τοῦτο, ὅτι ποτὲ μὲν οὕτως καὶ ποτὲ οὕτως φάγεται ἡ μάχαιρα· κραταίωσον τὸν πόλεμόν σου εἰν τὴν πόλιν, καὶ κατάσπασον αὐτὴν, καὶ κραταίωσον αὐτήν.
[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 26] Καὶ ἤκουσεν ἡ γυνὴ Οὐρίου ὅτι ἀπέθανεν Οὐρίας ὁ ἀνὴρ αὐτῆς, καὶ ἐκόψατο τὸν ἄνδρα αὐτῆς.
[LXX | EL | OT | 2 Samuel | Chapter 11 | Verse 27] Καὶ διῆλθε τὸ πένθος, καὶ ἀπέστειλεν Δαυὶδ, καὶ συνήγαγεν αὐτὴν εἰς τὸν οἶκον αὐτοῦ, καὶ ἐγενήθη αὐτῷ εἰς γυναῖκα, καὶ ἔτεκεν αὐτῷ υἱόν· καὶ πονηρὸν ἐφάνη τὸ ῥῆμα ὃ ἐποίησε Δαυὶδ ἐν ὀφθαλμοῖς Κυρίου.
