[OEB | EN | NT | Mark | Chapter 12 | Verse 1] Jesus began to speak to them in parables, ‘A man once planted a vineyard, put a fence round it, dug a wine-press, built a tower, and then let it out to tenants and went abroad.
[OEB | EN | NT | Mark | Chapter 12 | Verse 26] ‘As to the dead, and the fact that they rise, have you never read in the book of Moses, in the passage about the Bush, how God spoke to him saying – “I am the God of Abraham, and the God of Isaac, and the God of Jacob”?
[OEB | EN | NT | Mark | Chapter 12 | Verse 27] He is not God of dead people, but of living. You are greatly mistaken.’
[OEB | EN | NT | Mark | Chapter 12 | Verse 28] Then came up one of the teachers of the Law who had heard their discussions. Knowing that Jesus had answered them wisely, he asked him this question, ‘Which commandment is the most important of all?’
[OEB | EN | NT | Mark | Chapter 12 | Verse 29] ‘The most important,’ answered Jesus, ‘is – “Hear, Israel; the Lord our God is the one Lord;
[OEB | EN | NT | Mark | Chapter 12 | Verse 30] and you must love the Lord your God with all your heart, and with all your soul, and with all your mind, and with all your strength.”
[OEB | EN | NT | Mark | Chapter 12 | Verse 31] The second is this – “You must love your neighbour as you love yourself.” There is no commandment greater than these.’
[OEB | EN | NT | Mark | Chapter 12 | Verse 32] ‘Wisely answered, teacher!’ exclaimed the teacher of the Law. ‘It is true, as you say, that there is one God, and that there is no other besides him;
[OEB | EN | NT | Mark | Chapter 12 | Verse 33] and to love him with all one’s heart, and with all one’s understanding, and with all one’s strength, and to love one’s neighbour as one loves oneself is far beyond all burnt offerings and sacrifices.’
[OEB | EN | NT | Mark | Chapter 12 | Verse 34] Seeing that he had answered with discernment, Jesus said to him, ‘You are not far from the kingdom of God.’ After that no one ventured to question him further.
[OEB | EN | NT | Mark | Chapter 12 | Verse 35] While Jesus was teaching in the Temple Courts, he asked, ‘How is it that the teachers of the Law say that the Christ is to be David’s son?
[OEB | EN | NT | Mark | Chapter 12 | Verse 36] David said himself, speaking under the inspiration of the Holy Spirit – “The Lord said to my lord: Sit at my right hand, until I put your enemies beneath your feet.”
[OEB | EN | NT | Mark | Chapter 12 | Verse 37] David himself calls him “lord,” how comes it, then, that he is to be his son?’ The mass of the people listened to Jesus with delight.
[OEB | EN | NT | Mark | Chapter 12 | Verse 38] In the course of his teaching, Jesus said, ‘See that you are on your guard against the teachers of the Law, who delight to walk about in long robes, and to be greeted in the streets with respect,
[OEB | EN | NT | Mark | Chapter 12 | Verse 39] and to have the best seats in the synagogues, and places of honour at dinner.
[OEB | EN | NT | Mark | Chapter 12 | Verse 40] They are the men who rob widows of their homes, and make a pretence of saying long prayers. Their sentence will be all the heavier.’
[OEB | EN | NT | Mark | Chapter 12 | Verse 41] Then Jesus sat down opposite the chests for the Temple offerings, and watched how the people put money into them. Many rich people were putting in large sums;
[OEB | EN | NT | Mark | Chapter 12 | Verse 42] but one poor widow came and put in two small coins, worth very little.
[OEB | EN | NT | Mark | Chapter 12 | Verse 43] Then, calling his disciples to him, Jesus said, ‘I tell you that this poor widow has put in more than all the others who were putting money into the chests;
[OEB | EN | NT | Mark | Chapter 12 | Verse 44] for everyone else put in something from what he had to spare, while she, in her need, put in all she had – everything that she had to live on.’
