[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 1] The word that Jehovah spake concerning Babylon, concerning the land of the Chaldeans, by Jeremiah the prophet.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 13] Because of the wrath of Jehovah she shall not be inhabited, but she shall be wholly desolate: everyone that goeth by Babylon shall be astonished, and hiss at all her plagues.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 14] Set yourselves in array against Babylon round about, all ye that bend the bow; shoot at her, spare no arrows: for she hath sinned against Jehovah.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 15] Shout against her round about: she hath submitted herself; her bulwarks are fallen, her walls are thrown down; for it is the vengeance of Jehovah: take vengeance upon her; as she hath done, do unto her.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 16] Cut off the sower from Babylon, and him that handleth the sickle in the time of harvest: for fear of the oppressing sword they shall turn every one to his people, and they shall flee every one to his own land.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 17] Israel is a hunted sheep; the lions have driven him away: first, the king of Assyria devoured him; and now at last Nebuchadnezzar king of Babylon hath broken his bones.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 18] Therefore thus saith Jehovah of hosts, the God of Israel: Behold, I will punish the king of Babylon and his land, as I have punished the king of Assyria.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 19] And I will bring Israel again to his pasture, and he shall feed on Carmel and Bashan, and his soul shall be satisfied upon the hills of Ephraim and in Gilead.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 20] In those days, and in that time, saith Jehovah, the iniquity of Israel shall be sought for, and there shall be none; and the sins of Judah, and they shall not be found: for I will pardon them whom I leave as a remnant.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 21] Go up against the land of Merathaim, even against it, and against the inhabitants of Pekod: slay and utterly destroy after them, saith Jehovah, and do according to all that I have commanded thee.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 22] A sound of battle is in the land, and of great destruction.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 23] How is the hammer of the whole earth cut asunder and broken! how is Babylon become a desolation among the nations!
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 24] I have laid a snare for thee, and thou art also taken, O Babylon, and thou wast not aware: thou art found, and also caught, because thou hast striven against Jehovah.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 25] Jehovah hath opened his armory, and hath brought forth the weapons of his indignation; for the Lord, Jehovah of hosts, hath a work to do in the land of the Chaldeans.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 26] Come against her from the utmost border; open her storehouses; cast her up as heaps, and destroy her utterly; let nothing of her be left.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 27] Slay all her bullocks; let them go down to the slaughter: woe unto them! for their day is come, the time of their visitation.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 28] The voice of them that flee and escape out of the land of Babylon, to declare in Zion the vengeance of Jehovah our God, the vengeance of his temple.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 29] Call together the archers against Babylon, all them that bend the bow; encamp against her round about; let none thereof escape: recompense her according to her work; according to all that she hath done, do unto her; for she hath been proud against Jehovah, against the Holy One of Israel.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 30] Therefore shall her young men fall in her streets, and all her men of war shall be brought to silence in that day, saith Jehovah.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 31] Behold, I am against thee, O thou proud one, saith the Lord, Jehovah of hosts; for thy day is come, the time that I will visit thee.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 32] And the proud one shall stumble and fall, and none shall raise him up; and I will kindle a fire in his cities, and it shall devour all that are round about him.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 33] Thus saith Jehovah of hosts: The children of Israel and the children of Judah are oppressed together; and all that took them captive hold them fast; they refuse to let them go.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 34] Their Redeemer is strong; Jehovah of hosts is his name: he will thoroughly plead their cause, that he may give rest to the earth, and disquiet the inhabitants of Babylon.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 35] A sword is upon the Chaldeans, saith Jehovah, and upon the inhabitants of Babylon, and upon her princes, and upon her wise men.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 36] A sword is upon the boasters, and they shall become fools; a sword is upon her mighty men, and they shall be dismayed.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 37] A sword is upon their horses, and upon their chariots, and upon all the mingled people that are in the midst of her; and they shall become as women: a sword is upon her treasures, and they shall be robbed.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 38] A drought is upon her waters, and they shall be dried up; for it is a land of graven images, and they are mad over idols.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 39] Therefore the wild beasts of the desert with the wolves shall dwell there, and the ostriches shall dwell therein: and it shall be no more inhabited forever; neither shall it be dwelt in from generation to generation.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 40] As when God overthrew Sodom and Gomorrah and the neighbor cities thereof, saith Jehovah, so shall no man dwell there, neither shall any son of man sojourn therein.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 41] Behold, a people cometh from the north; and a great nation and many kings shall be stirred up from the uttermost parts of the earth.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 42] They lay hold on bow and spear; they are cruel, and have no mercy; their voice roareth like the sea; and they ride upon horses, every one set in array, as a man to the battle, against thee, O daughter of Babylon.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 43] The king of Babylon hath heard the tidings of them, and his hands wax feeble: anguish hath taken hold of him, and pangs as of a woman in travail.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 44] Behold, the enemy shall come up like a lion from the pride of the Jordan against the strong habitation: for I will suddenly make them run away from it; and whoso is chosen, him will I appoint over it: for who is like me? and who will appoint me a time? and who is the shepherd that can stand before me?
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 45] Therefore hear ye the counsel of Jehovah, that he hath taken against Babylon; and his purposes, that he hath purposed against the land of the Chaldeans: Surely they shall drag them away, even the little ones of the flock; surely he shall make their habitation desolate over them.
[ASV | EN | OT | Jeremiah | Chapter 50 | Verse 46] At the noise of the taking of Babylon the earth trembleth, and the cry is heard among the nations.
