[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 1] Ἀνὴρ δέ τις Ἁνανίας ὀνόματι σὺν Σαπφίρῃ τῇ γυναικὶ αὐτοῦ ἐπώλησεν κτῆμα
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 28] ⸀λέγων· Παραγγελίᾳ παρηγγείλαμεν ὑμῖν μὴ διδάσκειν ἐπὶ τῷ ὀνόματι τούτῳ, καὶ ἰδοὺ πεπληρώκατε τὴν Ἰερουσαλὴμ τῆς διδαχῆς ὑμῶν, καὶ βούλεσθε ἐπαγαγεῖν ἐφʼ ἡμᾶς τὸ αἷμα τοῦ ἀνθρώπου τούτου.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 29] ἀποκριθεὶς δὲ Πέτρος καὶ οἱ ἀπόστολοι εἶπαν· Πειθαρχεῖν δεῖ θεῷ μᾶλλον ἢ ἀνθρώποις.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 30] ὁ θεὸς τῶν πατέρων ἡμῶν ἤγειρεν Ἰησοῦν, ὃν ὑμεῖς διεχειρίσασθε κρεμάσαντες ἐπὶ ξύλου·
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 31] τοῦτον ὁ θεὸς ἀρχηγὸν καὶ σωτῆρα ὕψωσεν τῇ δεξιᾷ αὐτοῦ, ⸀τοῦ δοῦναι μετάνοιαν τῷ Ἰσραὴλ καὶ ἄφεσιν ἁμαρτιῶν·
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 32] καὶ ἡμεῖς ⸀ἐσμεν μάρτυρες τῶν ῥημάτων τούτων, καὶ τὸ ⸀πνεῦμα τὸ ἅγιον ὃ ἔδωκεν ὁ θεὸς τοῖς πειθαρχοῦσιν αὐτῷ.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 33] Οἱ δὲ ⸀ἀκούσαντες διεπρίοντο καὶ ἐβούλοντο ἀνελεῖν αὐτούς.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 34] ἀναστὰς δέ τις ἐν τῷ συνεδρίῳ Φαρισαῖος ὀνόματι Γαμαλιήλ, νομοδιδάσκαλος τίμιος παντὶ τῷ λαῷ, ἐκέλευσεν ἔξω ⸀βραχὺ τοὺς ⸀ἀνθρώπους ποιῆσαι,
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 35] εἶπέν τε πρὸς αὐτούς· Ἄνδρες Ἰσραηλῖται, προσέχετε ἑαυτοῖς ἐπὶ τοῖς ἀνθρώποις τούτοις τί μέλλετε πράσσειν.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 36] πρὸ γὰρ τούτων τῶν ἡμερῶν ἀνέστη Θευδᾶς, λέγων εἶναί τινα ἑαυτόν, ᾧ ⸀προσεκλίθη ⸂ἀνδρῶν ἀριθμὸς ὡς⸃ τετρακοσίων· ὃς ἀνῃρέθη, καὶ πάντες ὅσοι ἐπείθοντο αὐτῷ διελύθησαν καὶ ἐγένοντο εἰς οὐδέν.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 37] μετὰ τοῦτον ἀνέστη Ἰούδας ὁ Γαλιλαῖος ἐν ταῖς ἡμέραις τῆς ἀπογραφῆς καὶ ἀπέστησε ⸀λαὸν ὀπίσω αὐτοῦ· κἀκεῖνος ἀπώλετο καὶ πάντες ὅσοι ἐπείθοντο αὐτῷ διεσκορπίσθησαν.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 38] καὶ τὰ νῦν λέγω ὑμῖν, ἀπόστητε ἀπὸ τῶν ἀνθρώπων τούτων καὶ ⸀ἄφετε αὐτούς· (ὅτι ἐὰν ᾖ ἐξ ἀνθρώπων ἡ βουλὴ ⸀αὕτη ἢ τὸ ἔργον τοῦτο, καταλυθήσεται,
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 39] εἰ δὲ ἐκ θεοῦ ἐστιν, οὐ ⸀δυνήσεσθε καταλῦσαι ⸀αὐτούς·) μήποτε καὶ θεομάχοι εὑρεθῆτε. ἐπείσθησαν δὲ αὐτῷ,
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 40] καὶ προσκαλεσάμενοι τοὺς ἀποστόλους δείραντες παρήγγειλαν μὴ λαλεῖν ἐπὶ τῷ ὀνόματι τοῦ Ἰησοῦ καὶ ⸀ἀπέλυσαν.
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 41] οἱ μὲν οὖν ἐπορεύοντο χαίροντες ἀπὸ προσώπου τοῦ συνεδρίου ὅτι ⸂κατηξιώθησαν ὑπὲρ τοῦ ὀνόματος⸃ ἀτιμασθῆναι·
[SBLGNT | EL | NT | Acts | Chapter 5 | Verse 42] πᾶσάν τε ἡμέραν ἐν τῷ ἱερῷ καὶ κατʼ οἶκον οὐκ ἐπαύοντο διδάσκοντες καὶ εὐαγγελιζόμενοι ⸂τὸν χριστὸν Ἰησοῦν⸃.
