[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 1] ⸀Μετὰ ταῦτα ⸀χωρισθεὶς ἐκ τῶν Ἀθηνῶν ἦλθεν εἰς Κόρινθον.
[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 13] λέγοντες ὅτι Παρὰ τὸν νόμον ⸂ἀναπείθει οὗτος⸃ τοὺς ἀνθρώπους σέβεσθαι τὸν θεόν.
[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 14] μέλλοντος δὲ τοῦ Παύλου ἀνοίγειν τὸ στόμα εἶπεν ὁ Γαλλίων πρὸς τοὺς Ἰουδαίους· Εἰ ⸀μὲν ἦν ἀδίκημά τι ἢ ῥᾳδιούργημα πονηρόν, ὦ Ἰουδαῖοι, κατὰ λόγον ἂν ἀνεσχόμην ὑμῶν·
[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 15] εἰ δὲ ⸀ζητήματά ἐστιν περὶ λόγου καὶ ὀνομάτων καὶ νόμου τοῦ καθʼ ὑμᾶς, ὄψεσθε αὐτοί· ⸀κριτὴς ἐγὼ τούτων οὐ βούλομαι εἶναι.
[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 16] καὶ ἀπήλασεν αὐτοὺς ἀπὸ τοῦ βήματος.
[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 17] ἐπιλαβόμενοι δὲ ⸀πάντες Σωσθένην τὸν ἀρχισυνάγωγον ἔτυπτον ἔμπροσθεν τοῦ βήματος· καὶ οὐδὲν τούτων τῷ Γαλλίωνι ⸀ἔμελεν.
[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 18] Ὁ δὲ Παῦλος ἔτι προσμείνας ἡμέρας ἱκανὰς τοῖς ἀδελφοῖς ἀποταξάμενος ἐξέπλει εἰς τὴν Συρίαν, καὶ σὺν αὐτῷ Πρίσκιλλα καὶ Ἀκύλας, κειράμενος ⸂ἐν Κεγχρεαῖς τὴν κεφαλήν⸃, εἶχεν γὰρ εὐχήν.
[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 19] ⸀κατήντησαν δὲ εἰς Ἔφεσον, κἀκείνους κατέλιπεν αὐτοῦ, αὐτὸς δὲ εἰσελθὼν εἰς τὴν συναγωγὴν ⸀διελέξατο τοῖς Ἰουδαίοις.
[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 20] ἐρωτώντων δὲ αὐτῶν ἐπὶ πλείονα χρόνον ⸀μεῖναι οὐκ ἐπένευσεν,
[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 21] ⸂ἀλλὰ ἀποταξάμενος καὶ⸃ ⸀εἰπών· ⸀Πάλιν ἀνακάμψω πρὸς ὑμᾶς τοῦ θεοῦ θέλοντος ἀνήχθη ἀπὸ τῆς Ἐφέσου,
[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 22] καὶ κατελθὼν εἰς Καισάρειαν, ἀναβὰς καὶ ἀσπασάμενος τὴν ἐκκλησίαν, κατέβη εἰς Ἀντιόχειαν,
[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 23] καὶ ποιήσας χρόνον τινὰ ἐξῆλθεν, διερχόμενος καθεξῆς τὴν Γαλατικὴν χώραν καὶ Φρυγίαν, ⸀στηρίζων πάντας τοὺς μαθητάς.
[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 24] Ἰουδαῖος δέ τις Ἀπολλῶς ὀνόματι, Ἀλεξανδρεὺς τῷ γένει, ἀνὴρ λόγιος, κατήντησεν εἰς Ἔφεσον, δυνατὸς ὢν ἐν ταῖς γραφαῖς.
[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 25] οὗτος ἦν κατηχημένος τὴν ὁδὸν τοῦ κυρίου, καὶ ζέων τῷ πνεύματι ἐλάλει καὶ ἐδίδασκεν ἀκριβῶς τὰ περὶ τοῦ ⸀Ἰησοῦ, ἐπιστάμενος μόνον τὸ βάπτισμα Ἰωάννου.
[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 26] οὗτός τε ἤρξατο παρρησιάζεσθαι ἐν τῇ συναγωγῇ· ἀκούσαντες δὲ αὐτοῦ ⸂Πρίσκιλλα καὶ Ἀκύλας⸃ προσελάβοντο αὐτὸν καὶ ἀκριβέστερον αὐτῷ ἐξέθεντο τὴν ⸂ὁδὸν τοῦ θεοῦ⸃.
[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 27] βουλομένου δὲ αὐτοῦ διελθεῖν εἰς τὴν Ἀχαΐαν προτρεψάμενοι οἱ ἀδελφοὶ ἔγραψαν τοῖς μαθηταῖς ἀποδέξασθαι αὐτόν· ὃς παραγενόμενος συνεβάλετο πολὺ τοῖς πεπιστευκόσιν διὰ τῆς χάριτος·
[SBLGNT | EL | NT | Acts | Chapter 18 | Verse 28] εὐτόνως γὰρ τοῖς Ἰουδαίοις διακατηλέγχετο δημοσίᾳ ἐπιδεικνὺς διὰ τῶν γραφῶν εἶναι τὸν χριστὸν Ἰησοῦν.
