[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 1] Μετὰ δὲ τὸ παύσασθαι τὸν θόρυβον ⸀μεταπεμψάμενος ὁ Παῦλος τοὺς μαθητὰς καὶ ⸀παρακαλέσας, ἀσπασάμενος ἐξῆλθεν ⸀πορεύεσθαι ⸀εἰς Μακεδονίαν.
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 12] ἤγαγον δὲ τὸν παῖδα ζῶντα, καὶ παρεκλήθησαν οὐ μετρίως.
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 13] Ἡμεῖς δὲ ⸀προελθόντες ⸀ἐπὶ τὸ πλοῖον ἀνήχθημεν ἐπὶ τὴν Ἆσσον, ἐκεῖθεν μέλλοντες ἀναλαμβάνειν τὸν Παῦλον, οὕτως γὰρ ⸂διατεταγμένος ἦν⸃ μέλλων αὐτὸς πεζεύειν.
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 14] ὡς δὲ ⸀συνέβαλλεν ἡμῖν εἰς τὴν Ἆσσον, ἀναλαβόντες αὐτὸν ἤλθομεν εἰς Μιτυλήνην,
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 15] κἀκεῖθεν ἀποπλεύσαντες τῇ ἐπιούσῃ κατηντήσαμεν ⸀ἄντικρυς Χίου, τῇ δὲ ἑτέρᾳ παρεβάλομεν εἰς ⸀Σάμον, τῇ ⸀δὲ ἐχομένῃ ἤλθομεν εἰς Μίλητον·
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 16] ⸀κεκρίκει γὰρ ὁ Παῦλος παραπλεῦσαι τὴν Ἔφεσον, ὅπως μὴ γένηται αὐτῷ χρονοτριβῆσαι ἐν τῇ Ἀσίᾳ, ἔσπευδεν γὰρ εἰ δυνατὸν ⸀εἴη αὐτῷ τὴν ἡμέραν τῆς πεντηκοστῆς γενέσθαι εἰς Ἱεροσόλυμα.
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 17] Ἀπὸ δὲ τῆς Μιλήτου πέμψας εἰς Ἔφεσον μετεκαλέσατο τοὺς πρεσβυτέρους τῆς ἐκκλησίας.
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 18] ὡς δὲ παρεγένοντο πρὸς αὐτὸν εἶπεν αὐτοῖς· Ὑμεῖς ἐπίστασθε ἀπὸ πρώτης ἡμέρας ἀφʼ ἧς ἐπέβην εἰς τὴν Ἀσίαν πῶς μεθʼ ὑμῶν τὸν πάντα χρόνον ἐγενόμην,
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 19] δουλεύων τῷ κυρίῳ μετὰ πάσης ταπεινοφροσύνης ⸀καὶ δακρύων καὶ πειρασμῶν τῶν συμβάντων μοι ἐν ταῖς ἐπιβουλαῖς τῶν Ἰουδαίων·
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 20] ὡς οὐδὲν ὑπεστειλάμην τῶν συμφερόντων τοῦ μὴ ἀναγγεῖλαι ὑμῖν καὶ διδάξαι ὑμᾶς δημοσίᾳ καὶ κατʼ οἴκους,
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 21] διαμαρτυρόμενος Ἰουδαίοις τε καὶ Ἕλλησιν τὴν ⸀εἰς θεὸν μετάνοιαν καὶ ⸀πίστιν εἰς τὸν κύριον ἡμῶν ⸀Ἰησοῦν.
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 22] καὶ νῦν ἰδοὺ ⸂δεδεμένος ἐγὼ⸃ τῷ πνεύματι πορεύομαι εἰς Ἰερουσαλήμ, τὰ ἐν αὐτῇ συναντήσοντά ⸀μοι μὴ εἰδώς,
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 23] πλὴν ὅτι τὸ πνεῦμα τὸ ἅγιον κατὰ πόλιν διαμαρτύρεταί ⸀μοι λέγον ὅτι δεσμὰ ⸂καὶ θλίψεις με⸃ μένουσιν·
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 24] ἀλλʼ οὐδενὸς ⸀λόγου ⸀ποιοῦμαι τὴν ⸀ψυχὴν τιμίαν ἐμαυτῷ ὡς ⸀τελειῶσαι τὸν δρόμον ⸀μου καὶ τὴν διακονίαν ἣν ἔλαβον παρὰ τοῦ κυρίου Ἰησοῦ, διαμαρτύρασθαι τὸ εὐαγγέλιον τῆς χάριτος τοῦ θεοῦ.
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 25] Καὶ νῦν ἰδοὺ ἐγὼ οἶδα ὅτι οὐκέτι ὄψεσθε τὸ πρόσωπόν μου ὑμεῖς πάντες ἐν οἷς διῆλθον κηρύσσων τὴν ⸀βασιλείαν.
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 26] ⸀διότι μαρτύρομαι ὑμῖν ἐν τῇ σήμερον ἡμέρᾳ ὅτι καθαρός ⸀εἰμι ἀπὸ τοῦ αἵματος πάντων,
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 27] οὐ γὰρ ὑπεστειλάμην τοῦ μὴ ἀναγγεῖλαι ⸂πᾶσαν τὴν βουλὴν τοῦ θεοῦ ὑμῖν⸃.
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 28] ⸀προσέχετε ἑαυτοῖς καὶ παντὶ τῷ ποιμνίῳ, ἐν ᾧ ὑμᾶς τὸ πνεῦμα τὸ ἅγιον ἔθετο ἐπισκόπους, ποιμαίνειν τὴν ἐκκλησίαν τοῦ ⸀θεοῦ, ἣν περιεποιήσατο διὰ τοῦ ⸂αἵματος τοῦ ἰδίου⸃.
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 29] ἐγὼ ⸀οἶδα ὅτι εἰσελεύσονται μετὰ τὴν ἄφιξίν μου λύκοι βαρεῖς εἰς ὑμᾶς μὴ φειδόμενοι τοῦ ποιμνίου,
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 30] καὶ ἐξ ὑμῶν αὐτῶν ἀναστήσονται ἄνδρες λαλοῦντες διεστραμμένα τοῦ ἀποσπᾶν τοὺς μαθητὰς ὀπίσω ⸀ἑαυτῶν·
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 31] διὸ γρηγορεῖτε, μνημονεύοντες ὅτι τριετίαν νύκτα καὶ ἡμέραν οὐκ ἐπαυσάμην μετὰ δακρύων νουθετῶν ἕνα ἕκαστον.
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 32] καὶ τὰ νῦν παρατίθεμαι ⸀ὑμᾶς τῷ ⸀θεῷ καὶ τῷ λόγῳ τῆς χάριτος αὐτοῦ, τῷ δυναμένῳ ⸀οἰκοδομῆσαι καὶ δοῦναι ⸀τὴν κληρονομίαν ἐν τοῖς ἡγιασμένοις πᾶσιν.
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 33] ἀργυρίου ἢ χρυσίου ἢ ἱματισμοῦ οὐδενὸς ἐπεθύμησα·
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 34] αὐτοὶ γινώσκετε ὅτι ταῖς χρείαις μου καὶ τοῖς οὖσι μετʼ ἐμοῦ ὑπηρέτησαν αἱ χεῖρες αὗται.
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 35] πάντα ὑπέδειξα ὑμῖν ὅτι οὕτως κοπιῶντας δεῖ ἀντιλαμβάνεσθαι τῶν ἀσθενούντων, μνημονεύειν τε τῶν λόγων τοῦ κυρίου Ἰησοῦ ὅτι αὐτὸς εἶπεν Μακάριόν ἐστιν μᾶλλον διδόναι ἢ λαμβάνειν.
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 36] Καὶ ταῦτα εἰπὼν θεὶς τὰ γόνατα αὐτοῦ σὺν πᾶσιν αὐτοῖς προσηύξατο.
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 37] ἱκανὸς δὲ ⸂κλαυθμὸς ἐγένετο⸃ πάντων, καὶ ἐπιπεσόντες ἐπὶ τὸν τράχηλον τοῦ Παύλου κατεφίλουν αὐτόν,
[SBLGNT | EL | NT | Acts | Chapter 20 | Verse 38] ὀδυνώμενοι μάλιστα ἐπὶ τῷ λόγῳ ᾧ εἰρήκει ὅτι οὐκέτι μέλλουσιν τὸ πρόσωπον αὐτοῦ θεωρεῖν. προέπεμπον δὲ αὐτὸν εἰς τὸ πλοῖον.
