[SBLGNT | EL | NT | Acts | Chapter 25 | Verse 1] Φῆστος οὖν ἐπιβὰς τῇ ἐπαρχείᾳ μετὰ τρεῖς ἡμέρας ἀνέβη εἰς Ἱεροσόλυμα ἀπὸ Καισαρείας,
[SBLGNT | EL | NT | Acts | Chapter 25 | Verse 14] ὡς δὲ πλείους ἡμέρας ⸀διέτριβον ἐκεῖ, ὁ Φῆστος τῷ βασιλεῖ ἀνέθετο τὰ κατὰ τὸν Παῦλον λέγων· Ἀνήρ τίς ἐστιν καταλελειμμένος ὑπὸ Φήλικος δέσμιος,
[SBLGNT | EL | NT | Acts | Chapter 25 | Verse 15] περὶ οὗ γενομένου μου εἰς Ἱεροσόλυμα ἐνεφάνισαν οἱ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι τῶν Ἰουδαίων, αἰτούμενοι κατʼ αὐτοῦ ⸀καταδίκην·
[SBLGNT | EL | NT | Acts | Chapter 25 | Verse 16] πρὸς οὓς ἀπεκρίθην ὅτι οὐκ ἔστιν ἔθος Ῥωμαίοις χαρίζεσθαί τινα ⸀ἄνθρωπον πρὶν ἢ ὁ κατηγορούμενος κατὰ πρόσωπον ἔχοι τοὺς κατηγόρους τόπον τε ἀπολογίας λάβοι περὶ τοῦ ἐγκλήματος.
[SBLGNT | EL | NT | Acts | Chapter 25 | Verse 17] συνελθόντων ⸀οὖν ἐνθάδε ἀναβολὴν μηδεμίαν ποιησάμενος τῇ ἑξῆς καθίσας ἐπὶ τοῦ βήματος ἐκέλευσα ἀχθῆναι τὸν ἄνδρα·
[SBLGNT | EL | NT | Acts | Chapter 25 | Verse 18] περὶ οὗ σταθέντες οἱ κατήγοροι οὐδεμίαν αἰτίαν ⸀ἔφερον ὧν ⸂ἐγὼ ὑπενόουν⸃ ⸀πονηρῶν,
[SBLGNT | EL | NT | Acts | Chapter 25 | Verse 19] ζητήματα δέ τινα περὶ τῆς ἰδίας δεισιδαιμονίας εἶχον πρὸς αὐτὸν καὶ περί τινος Ἰησοῦ τεθνηκότος, ὃν ἔφασκεν ὁ Παῦλος ζῆν.
[SBLGNT | EL | NT | Acts | Chapter 25 | Verse 20] ἀπορούμενος δὲ ἐγὼ τὴν περὶ ⸀τούτων ζήτησιν ἔλεγον εἰ βούλοιτο πορεύεσθαι εἰς ⸀Ἱεροσόλυμα κἀκεῖ κρίνεσθαι περὶ τούτων.
[SBLGNT | EL | NT | Acts | Chapter 25 | Verse 21] τοῦ δὲ Παύλου ἐπικαλεσαμένου τηρηθῆναι αὐτὸν εἰς τὴν τοῦ Σεβαστοῦ διάγνωσιν, ἐκέλευσα τηρεῖσθαι αὐτὸν ἕως οὗ ⸀ἀναπέμψω αὐτὸν πρὸς Καίσαρα.
[SBLGNT | EL | NT | Acts | Chapter 25 | Verse 22] Ἀγρίππας δὲ πρὸς τὸν ⸀Φῆστον· Ἐβουλόμην καὶ αὐτὸς τοῦ ἀνθρώπου ἀκοῦσαι. ⸀Αὔριον, φησίν, ἀκούσῃ αὐτοῦ.
[SBLGNT | EL | NT | Acts | Chapter 25 | Verse 23] Τῇ οὖν ἐπαύριον ἐλθόντος τοῦ Ἀγρίππα καὶ τῆς Βερνίκης μετὰ πολλῆς φαντασίας καὶ εἰσελθόντων εἰς τὸ ἀκροατήριον σύν ⸀τε χιλιάρχοις καὶ ἀνδράσιν τοῖς κατʼ ⸀ἐξοχὴν τῆς πόλεως καὶ κελεύσαντος τοῦ Φήστου ἤχθη ὁ Παῦλος.
[SBLGNT | EL | NT | Acts | Chapter 25 | Verse 24] καί φησιν ὁ Φῆστος· Ἀγρίππα βασιλεῦ καὶ πάντες οἱ συμπαρόντες ἡμῖν ἄνδρες, θεωρεῖτε τοῦτον περὶ οὗ ⸀ἅπαν τὸ πλῆθος τῶν Ἰουδαίων ⸀ἐνέτυχόν μοι ἔν τε Ἱεροσολύμοις καὶ ἐνθάδε, ⸀βοῶντες μὴ δεῖν ⸂αὐτὸν ζῆν⸃ μηκέτι.
[SBLGNT | EL | NT | Acts | Chapter 25 | Verse 25] ἐγὼ δὲ ⸀κατελαβόμην μηδὲν ἄξιον ⸂αὐτὸν θανάτου⸃ πεπραχέναι, ⸀αὐτοῦ δὲ τούτου ἐπικαλεσαμένου τὸν Σεβαστὸν ἔκρινα ⸀πέμπειν.
[SBLGNT | EL | NT | Acts | Chapter 25 | Verse 26] περὶ οὗ ἀσφαλές τι γράψαι τῷ κυρίῳ οὐκ ἔχω· διὸ προήγαγον αὐτὸν ἐφʼ ὑμῶν καὶ μάλιστα ἐπὶ σοῦ, βασιλεῦ Ἀγρίππα, ὅπως τῆς ἀνακρίσεως γενομένης σχῶ τί ⸀γράψω·
[SBLGNT | EL | NT | Acts | Chapter 25 | Verse 27] ἄλογον γάρ μοι δοκεῖ πέμποντα δέσμιον μὴ καὶ τὰς κατʼ αὐτοῦ αἰτίας σημᾶναι.
