[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 1] Εἶπεν δὲ ὁ ἀρχιερεύς· ⸀Εἰ ταῦτα οὕτως ἔχει;
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 21] ⸂ἐκτεθέντος δὲ αὐτοῦ ἀνείλατο αὐτὸν⸃ ἡ θυγάτηρ Φαραὼ καὶ ἀνεθρέψατο αὐτὸν ἑαυτῇ εἰς υἱόν.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 22] καὶ ἐπαιδεύθη ⸀Μωϋσῆς πάσῃ σοφίᾳ Αἰγυπτίων, ἦν δὲ δυνατὸς ἐν λόγοις καὶ ἔργοις ⸀αὐτοῦ.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 23] Ὡς δὲ ἐπληροῦτο αὐτῷ τεσσερακονταετὴς χρόνος, ἀνέβη ἐπὶ τὴν καρδίαν αὐτοῦ ἐπισκέψασθαι τοὺς ἀδελφοὺς αὐτοῦ τοὺς υἱοὺς Ἰσραήλ.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 24] καὶ ἰδών τινα ἀδικούμενον ἠμύνατο καὶ ἐποίησεν ἐκδίκησιν τῷ καταπονουμένῳ πατάξας τὸν Αἰγύπτιον.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 25] ἐνόμιζεν δὲ συνιέναι τοὺς ⸀ἀδελφοὺς ὅτι ὁ θεὸς διὰ χειρὸς αὐτοῦ δίδωσιν ⸂σωτηρίαν αὐτοῖς⸃, οἱ δὲ οὐ συνῆκαν.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 26] τῇ τε ἐπιούσῃ ἡμέρᾳ ὤφθη αὐτοῖς μαχομένοις καὶ ⸀συνήλλασσεν αὐτοὺς εἰς εἰρήνην εἰπών· Ἄνδρες, ἀδελφοί ⸀ἐστε· ἱνατί ἀδικεῖτε ἀλλήλους;
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 27] ὁ δὲ ἀδικῶν τὸν πλησίον ἀπώσατο αὐτὸν εἰπών· Τίς σε κατέστησεν ἄρχοντα καὶ δικαστὴν ἐφʼ ⸀ἡμῶν;
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 28] μὴ ἀνελεῖν με σὺ θέλεις ὃν τρόπον ἀνεῖλες ⸀ἐχθὲς τὸν Αἰγύπτιον;
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 29] ἔφυγεν δὲ Μωϋσῆς ἐν τῷ λόγῳ τούτῳ, καὶ ἐγένετο πάροικος ἐν γῇ Μαδιάμ, οὗ ἐγέννησεν υἱοὺς δύο.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 30] Καὶ πληρωθέντων ἐτῶν τεσσεράκοντα ὤφθη αὐτῷ ἐν τῇ ἐρήμῳ τοῦ ὄρους Σινᾶ ⸀ἄγγελος ἐν φλογὶ πυρὸς βάτου·
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 31] ὁ δὲ Μωϋσῆς ἰδὼν ⸀ἐθαύμασεν τὸ ὅραμα. προσερχομένου δὲ αὐτοῦ κατανοῆσαι ἐγένετο φωνὴ ⸀κυρίου·
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 32] Ἐγὼ ὁ θεὸς τῶν πατέρων σου, ὁ θεὸς Ἀβραὰμ ⸀καὶ Ἰσαὰκ ⸁καὶ Ἰακώβ. ἔντρομος δὲ γενόμενος Μωϋσῆς οὐκ ἐτόλμα κατανοῆσαι.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 33] εἶπεν δὲ αὐτῷ ὁ κύριος· Λῦσον τὸ ὑπόδημα τῶν ποδῶν σου, ὁ γὰρ τόπος ⸀ἐφʼ ᾧ ἕστηκας γῆ ἁγία ἐστίν.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 34] ἰδὼν εἶδον τὴν κάκωσιν τοῦ λαοῦ μου τοῦ ἐν Αἰγύπτῳ, καὶ τοῦ στεναγμοῦ ⸀αὐτοῦ ἤκουσα, καὶ κατέβην ἐξελέσθαι αὐτούς· καὶ νῦν δεῦρο ⸀ἀποστείλω σε εἰς Αἴγυπτον.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 35] Τοῦτον τὸν Μωϋσῆν, ὃν ἠρνήσαντο εἰπόντες· Τίς σε κατέστησεν ἄρχοντα καὶ δικαστήν, τοῦτον ὁ θεὸς ⸀καὶ ἄρχοντα καὶ λυτρωτὴν ⸂ἀπέσταλκεν σὺν⸃ χειρὶ ἀγγέλου τοῦ ὀφθέντος αὐτῷ ἐν τῇ βάτῳ.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 36] οὗτος ἐξήγαγεν αὐτοὺς ποιήσας τέρατα καὶ σημεῖα ἐν ⸀γῇ Αἰγύπτῳ καὶ ἐν Ἐρυθρᾷ Θαλάσσῃ καὶ ἐν τῇ ἐρήμῳ ἔτη τεσσεράκοντα.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 37] οὗτός ἐστιν ὁ Μωϋσῆς ὁ ⸀εἴπας τοῖς υἱοῖς Ἰσραήλ· Προφήτην ὑμῖν ἀναστήσει ⸂ὁ θεὸς⸃ ἐκ τῶν ἀδελφῶν ὑμῶν ὡς ἐμέ.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 38] οὗτός ἐστιν ὁ γενόμενος ἐν τῇ ἐκκλησίᾳ ἐν τῇ ἐρήμῳ μετὰ τοῦ ἀγγέλου τοῦ λαλοῦντος αὐτῷ ἐν τῷ ὄρει Σινᾶ καὶ τῶν πατέρων ἡμῶν, ὃς ἐδέξατο ⸀λόγια ζῶντα δοῦναι ⸀ἡμῖν,
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 39] ᾧ οὐκ ἠθέλησαν ὑπήκοοι γενέσθαι οἱ πατέρες ἡμῶν, ἀλλὰ ἀπώσαντο καὶ ἐστράφησαν ⸂ἐν ταῖς καρδίαις⸃ αὐτῶν εἰς Αἴγυπτον,
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 40] εἰπόντες τῷ Ἀαρών· Ποίησον ἡμῖν θεοὺς οἳ προπορεύσονται ἡμῶν· ὁ γὰρ Μωϋσῆς οὗτος, ὃς ἐξήγαγεν ἡμᾶς ἐκ γῆς Αἰγύπτου, οὐκ οἴδαμεν τί ⸀ἐγένετο αὐτῷ.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 41] καὶ ἐμοσχοποίησαν ἐν ταῖς ἡμέραις ἐκείναις καὶ ἀνήγαγον θυσίαν τῷ εἰδώλῳ, καὶ εὐφραίνοντο ἐν τοῖς ἔργοις τῶν χειρῶν αὐτῶν.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 42] ἔστρεψεν δὲ ὁ θεὸς καὶ παρέδωκεν αὐτοὺς λατρεύειν τῇ στρατιᾷ τοῦ οὐρανοῦ, καθὼς γέγραπται ἐν βίβλῳ τῶν προφητῶν· Μὴ σφάγια καὶ θυσίας προσηνέγκατέ μοι ἔτη τεσσεράκοντα ἐν τῇ ἐρήμῳ, οἶκος Ἰσραήλ;
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 43] καὶ ἀνελάβετε τὴν σκηνὴν τοῦ Μολὸχ καὶ τὸ ἄστρον τοῦ ⸀θεοῦ ⸀Ῥαιφάν, τοὺς τύπους οὓς ἐποιήσατε προσκυνεῖν αὐτοῖς. καὶ μετοικιῶ ὑμᾶς ἐπέκεινα Βαβυλῶνος.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 44] Ἡ σκηνὴ τοῦ μαρτυρίου ἦν τοῖς πατράσιν ἡμῶν ἐν τῇ ἐρήμῳ, καθὼς διετάξατο ὁ λαλῶν τῷ Μωϋσῇ ποιῆσαι αὐτὴν κατὰ τὸν τύπον ὃν ἑωράκει,
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 45] ἣν καὶ εἰσήγαγον διαδεξάμενοι οἱ πατέρες ἡμῶν μετὰ Ἰησοῦ ἐν τῇ κατασχέσει τῶν ἐθνῶν ὧν ἐξῶσεν ὁ θεὸς ἀπὸ προσώπου τῶν πατέρων ἡμῶν ἕως τῶν ἡμερῶν Δαυίδ·
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 46] ὃς εὗρεν χάριν ἐνώπιον τοῦ θεοῦ καὶ ᾐτήσατο εὑρεῖν σκήνωμα τῷ ⸀θεῷ Ἰακώβ.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 47] Σολομῶν δὲ οἰκοδόμησεν αὐτῷ οἶκον.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 48] ἀλλʼ οὐχ ὁ ὕψιστος ἐν ⸀χειροποιήτοις κατοικεῖ· καθὼς ὁ προφήτης λέγει·
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 49] Ὁ οὐρανός μοι θρόνος, ⸂ἡ δὲ⸃ γῆ ὑποπόδιον τῶν ποδῶν μου· ποῖον οἶκον οἰκοδομήσετέ μοι, λέγει κύριος, ἢ τίς τόπος τῆς καταπαύσεώς μου;
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 50] οὐχὶ ἡ χείρ μου ἐποίησεν ταῦτα πάντα;
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 51] Σκληροτράχηλοι καὶ ἀπερίτμητοι ⸀καρδίαις καὶ τοῖς ὠσίν, ὑμεῖς ἀεὶ τῷ πνεύματι τῷ ἁγίῳ ἀντιπίπτετε, ὡς οἱ πατέρες ὑμῶν καὶ ὑμεῖς.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 52] τίνα τῶν προφητῶν οὐκ ἐδίωξαν οἱ πατέρες ὑμῶν; καὶ ἀπέκτειναν τοὺς προκαταγγείλαντας περὶ τῆς ἐλεύσεως τοῦ δικαίου οὗ νῦν ὑμεῖς προδόται καὶ φονεῖς ⸀ἐγένεσθε,
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 53] οἵτινες ἐλάβετε τὸν νόμον εἰς διαταγὰς ἀγγέλων, καὶ οὐκ ἐφυλάξατε.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 54] Ἀκούοντες δὲ ταῦτα διεπρίοντο ταῖς καρδίαις αὐτῶν καὶ ἔβρυχον τοὺς ὀδόντας ἐπʼ αὐτόν.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 55] ὑπάρχων δὲ πλήρης πνεύματος ἁγίου ἀτενίσας εἰς τὸν οὐρανὸν εἶδεν δόξαν θεοῦ καὶ Ἰησοῦν ἑστῶτα ἐκ δεξιῶν τοῦ θεοῦ,
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 56] καὶ εἶπεν· Ἰδοὺ θεωρῶ τοὺς οὐρανοὺς ⸀διηνοιγμένους καὶ τὸν υἱὸν τοῦ ἀνθρώπου ἐκ δεξιῶν ἑστῶτα τοῦ θεοῦ.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 57] κράξαντες δὲ φωνῇ μεγάλῃ συνέσχον τὰ ὦτα αὐτῶν, καὶ ὥρμησαν ὁμοθυμαδὸν ἐπʼ αὐτόν,
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 58] καὶ ἐκβαλόντες ἔξω τῆς πόλεως ἐλιθοβόλουν. καὶ οἱ μάρτυρες ἀπέθεντο τὰ ἱμάτια ⸀αὐτῶν παρὰ τοὺς πόδας νεανίου καλουμένου Σαύλου.
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 59] καὶ ἐλιθοβόλουν τὸν Στέφανον ἐπικαλούμενον καὶ λέγοντα· Κύριε Ἰησοῦ, δέξαι τὸ πνεῦμά μου·
[SBLGNT | EL | NT | Acts | Chapter 7 | Verse 60] θεὶς δὲ τὰ γόνατα ἔκραξεν φωνῇ μεγάλῃ· Κύριε, μὴ στήσῃς αὐτοῖς ⸂ταύτην τὴν ἁμαρτίαν⸃· καὶ τοῦτο εἰπὼν ἐκοιμήθη.
